,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
0,T1,T1,Rory McIlroy,16,10,4.0,2.0,1.0
1,T1,T1,Bo Van Pelt,24,10,,1.0,
2,T3,T3,Dustin Johnson,19,9,1.0,,1.0
3,T3,T3,Matt Kuchar,22,9,1.0,,1.0
4,T3,T3,Tiger Woods,19,9,3.0,1.0,2.0
5,T6,T6,Luke Donald,17,8,1.0,,2.0
6,T6,T6,Jason Dufner,22,8,2.0,1.0,
7,T6,T6,Jim Furyk,24,8,,2.0,1.0
8,T6,T6,Robert Garrigus,26,8,,4.0,
9,T6,T6,Ryan Moore,24,8,1.0,,1.0
10,T6,T6,Justin Rose,19,8,1.0,1.0,1.0
11,T12,T12,Phil Mickelson,22,7,1.0,2.0,1.0
12,T12,T12,Webb Simpson,22,7,1.0,,1.0
13,T12,T12,Brandt Snedeker,22,7,2.0,1.0,1.0
14,T12,T12,Steve Stricker,19,7,1.0,1.0,
15,T12,T12,Bubba Watson,19,7,1.0,2.0,
16,T12,T12,Lee Westwood,15,7,,1.0,1.0
17,T18,T18,Bud Cauley,28,6,,,1.0
18,T18,T18,Ken Duke,30,6,,,
19,T18,T18,Matt Every,25,6,,2.0,1.0
20,T18,T18,Zach Johnson,25,6,2.0,2.0,
21,T18,T18,Kevin Na,25,6,,,
22,T18,T18,Carl Pettersson,26,6,1.0,2.0,1.0
23,T18,T18,Jimmy Walker,28,6,,,
24,T25,T25,Jonas Blixt,21,5,1.0,,2.0
25,T25,T25,Keegan Bradley,25,5,1.0,1.0,1.0
26,T25,T25,Jonathan Byrd,21,5,,,1.0
27,T25,T25,Ernie Els,22,5,1.0,1.0,
28,T25,T25,Rickie Fowler,23,5,1.0,1.0,
29,T25,T25,Hunter Mahan,23,5,2.0,,
30,T25,T25,Louis Oosthuizen,19,5,,2.0,1.0
31,T25,T25,John Rollins,26,5,,,1.0
32,T25,T25,Adam Scott,16,5,,1.0,1.0
33,T25,T25,John Senden,22,5,,,
34,T25,T25,Vijay Singh,27,5,,,
35,T25,T25,Kevin Stadler,25,5,,,
36,T25,T25,David Toms,19,5,,1.0,
37,T25,T25,Nick Watney,26,5,1.0,,
38,T39,T39,Ben Crane,23,4,,1.0,
39,T39,T39,Brian Davis,29,4,,,
40,T39,T39,Jason Day,17,4,,,
41,T39,T39,Brendon de Jonge,31,4,,1.0,
42,T39,T39,Peter Hanson,11,4,,,1.0
43,T39,T39,John Huh,28,4,1.0,1.0,
44,T39,T39,Chris Kirk,27,4,,,
45,T39,T39,Graeme McDowell,16,4,,2.0,
46,T39,T39,Jeff Overton,29,4,,,
47,T39,T39,Ryan Palmer,24,4,,,1.0
48,T39,T39,Scott Piercy,28,4,1.0,,1.0
49,T39,T39,Ian Poulter,15,4,1.0,,2.0
50,T39,T39,Daniel Summerhays,26,4,,,
51,T39,T39,Josh Teater,30,4,,,
52,T39,T39,Cameron Tringale,26,4,,,
53,T39,T39,Johnson Wagner,27,4,1.0,1.0,
54,T39,T39,Charlie Wi,25,4,,1.0,1.0
55,T56,T56,Blake Adams,32,3,,,
56,T56,T56,Aaron Baddeley,22,3,,,
57,T56,T56,Charlie Beljan,22,3,1.0,,1.0
58,T56,T56,Jason Bohn,28,3,,1.0,
59,T56,T56,Scott Brown,24,3,,,
60,T56,T56,Chad Campbell,27,3,,,1.0
61,T56,T56,Tim Clark,20,3,,1.0,
62,T56,T56,Ben Curtis,19,3,1.0,1.0,
63,T56,T56,Graham DeLaet,23,3,,,
64,T56,T56,Harris English,27,3,,,
65,T56,T56,Sergio Garcia,16,3,1.0,,1.0
66,T56,T56,Brian Gay,28,3,,,
67,T56,T56,Tom Gillis,23,3,,1.0,
68,T56,T56,Bill Haas,23,3,1.0,,
69,T56,T56,Padraig Harrington,18,3,,,
70,T56,T56,J.J. Henry,28,3,1.0,,1.0
71,T56,T56,Martin Laird,22,3,,2.0,
72,T56,T56,Spencer Levin,26,3,,,1.0
73,T56,T56,Davis Love III,20,3,,,1.0
74,T56,T56,John Mallinger,25,3,,1.0,
75,T56,T56,Troy Matteson,32,3,,1.0,
76,T56,T56,William McGirt,30,3,,1.0,
77,T56,T56,Seung-Yul Noh,28,3,,,
78,T56,T56,Greg Owen,27,3,,,
79,T56,T56,D.A. Points,29,3,,1.0,
80,T56,T56,Dicky Pride,19,3,,1.0,
81,T56,T56,Scott Stallings,27,3,1.0,,
82,T56,T56,Brendan Steele,24,3,,,
83,T56,T56,Kevin Streelman,26,3,,,
84,T56,T56,Michael Thompson,25,3,,1.0,
85,T56,T56,Boo Weekley,25,3,,,1.0
86,T56,T56,Mark Wilson,25,3,1.0,,1.0
87,T88,T88,Robert Allenby,27,2,,1.0,
88,T88,T88,Sangmoon Bae,25,2,,1.0,
89,T88,T88,K.J. Choi,21,2,,,
90,T88,T88,Will Claxton,28,2,,,
91,T88,T88,Nicolas Colsaerts,9,2,,,
92,T88,T88,James Driscoll,27,2,,,
93,T88,T88,Bob Estes,23,2,,,
94,T88,T88,Martin Flores,30,2,,,
95,T88,T88,Harrison Frazar,20,2,,1.0,
96,T88,T88,Tommy Gainey,32,2,1.0,,1.0
97,T88,T88,Retief Goosen,12,2,,,
98,T88,T88,David Hearn,28,2,,,
99,T88,T88,Tim Herron,27,2,,,
100,T88,T88,Charley Hoffman,27,2,,1.0,
101,T88,T88,J.B. Holmes,25,2,,,
102,T88,T88,Charles Howell III,29,2,,1.0,
103,T88,T88,Billy Hurley III,27,2,,,
104,T88,T88,Ryo Ishikawa,18,2,,1.0,
105,T88,T88,Miguel Angel Jiménez,6,2,,,
106,T88,T88,Colt Knost,29,2,,,2.0
107,T88,T88,Russell Knox,23,2,,,
108,T88,T88,Jason Kokrak,27,2,,1.0,
109,T88,T88,Marc Leishman,23,2,1.0,,1.0
110,T88,T88,Justin Leonard,26,2,,,
111,T88,T88,David Mathis,29,2,,,
112,T88,T88,John Merrick,26,2,,1.0,
113,T88,T88,Bryce Molder,25,2,,,
114,T88,T88,Sean O'Hair,24,2,,1.0,
115,T88,T88,Alexandre Rocha,21,2,,1.0,
116,T88,T88,Andres Romero,22,2,,1.0,1.0
117,T88,T88,Rory Sabbatini,29,2,,1.0,
118,T88,T88,Charl Schwartzel,16,2,,,
119,T88,T88,Kyle Stanley,27,2,1.0,1.0,
120,T88,T88,Chris Stroud,28,2,,,
121,T88,T88,D.J. Trahan,27,2,,,
122,T88,T88,Jhonattan Vegas,25,2,,,
123,T124,T124,Thomas Aiken,4,1,,,
124,T124,T124,Michael Allen,3,1,,,
125,T124,T124,Mark Anderson,25,1,,,
126,T124,T124,Arjun Atwal,27,1,,,
127,T124,T124,Ricky Barnes,28,1,,,1.0
128,T124,T124,Matt Bettencourt,31,1,,,
129,T124,T124,Mark Calcavecchia,3,1,,,
130,T124,T124,Alejandro Cañizares,3,1,,,
131,T124,T124,Roberto Castro,27,1,,,
132,T124,T124,Greg Chalmers,25,1,,,
133,T124,T124,Kevin Chappell,29,1,,,
134,T124,T124,Gary Christian,28,1,,,
135,T124,T124,John Daly,15,1,,,
136,T124,T124,Chris DiMarco,29,1,,,
137,T124,T124,Jamie Donaldson,4,1,,,
138,T124,T124,Joe Durant,14,1,,,1.0
139,T124,T124,Bobby Gates,29,1,,,
140,T124,T124,Nathan Green,22,1,,,
141,T124,T124,Luke Guthrie,4,1,,,
142,T124,T124,Hunter Haas,24,1,,,
143,T124,T124,Todd Hamilton,10,1,,,
144,T124,T124,Hunter Hamrick,5,1,,,
145,T124,T124,Brian Harman,30,1,,,
146,T124,T124,Billy Horschel,17,1,,,1.0
147,T124,T124,Ryuji Imada,28,1,,,
148,T124,T124,Freddie Jacobson,17,1,,,
149,T124,T124,Lee Janzen,12,1,,,
150,T124,T124,Brandt Jobe,18,1,,,
