,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
0,1,1,Rory McIlroy,16,"$8,047,952",4.0
1,2,2,Tiger Woods,19,"$6,133,158",3.0
2,3,3,Brandt Snedeker,22,"$4,989,739",2.0
3,4,4,Jason Dufner,22,"$4,869,304",2.0
4,5,5,Bubba Watson,19,"$4,644,997",1.0
5,6,6,Zach Johnson,25,"$4,504,244",2.0
6,7,7,Justin Rose,19,"$4,290,930",1.0
7,8,8,Phil Mickelson,22,"$4,203,821",1.0
8,9,9,Hunter Mahan,23,"$4,019,193",2.0
9,10,10,Keegan Bradley,25,"$3,910,658",1.0
10,11,11,Matt Kuchar,22,"$3,903,065",1.0
11,12,12,Jim Furyk,24,"$3,623,805",
12,13,13,Carl Pettersson,26,"$3,538,656",1.0
13,14,14,Luke Donald,17,"$3,512,024",1.0
14,15,15,Louis Oosthuizen,19,"$3,460,995",
15,16,16,Ernie Els,22,"$3,453,118",1.0
16,17,17,Webb Simpson,22,"$3,436,758",1.0
17,18,18,Steve Stricker,19,"$3,420,021",1.0
18,19,19,Dustin Johnson,19,"$3,393,820",1.0
19,20,20,Robert Garrigus,26,"$3,206,530",
20,21,21,Rickie Fowler,23,"$3,066,293",1.0
21,22,22,Nick Watney,26,"$3,044,224",1.0
22,23,23,Bo Van Pelt,24,"$3,043,509",
23,24,24,Lee Westwood,15,"$3,016,569",
24,25,25,Adam Scott,16,"$2,899,557",
25,26,26,Ryan Moore,24,"$2,858,944",1.0
26,27,27,Scott Piercy,28,"$2,699,205",1.0
27,28,28,John Huh,28,"$2,692,113",1.0
28,29,29,Sergio Garcia,16,"$2,510,116",1.0
29,30,30,Ben Curtis,19,"$2,494,153",1.0
30,31,31,Graeme McDowell,16,"$2,408,279",
31,32,32,Kyle Stanley,27,"$2,351,857",1.0
32,33,33,Bill Haas,23,"$2,349,951",1.0
33,34,34,Jonas Blixt,21,"$2,255,695",1.0
34,35,35,Johnson Wagner,27,"$2,225,007",1.0
35,36,36,Martin Laird,22,"$2,172,883",
36,37,37,Mark Wilson,25,"$2,144,780",1.0
37,38,38,Kevin Na,25,"$2,029,943",
38,39,39,Brendon de Jonge,31,"$2,015,252",
39,40,40,Matt Every,25,"$1,972,166",
40,41,41,Marc Leishman,23,"$1,933,761",1.0
41,42,42,John Senden,22,"$1,916,651",
42,43,43,Charlie Wi,25,"$1,845,397",
43,44,44,Bud Cauley,28,"$1,774,479",
44,45,45,Ian Poulter,15,"$1,715,271",1.0
45,46,46,Ben Crane,23,"$1,701,365",
46,47,47,David Toms,19,"$1,658,428",
47,48,48,Jimmy Walker,28,"$1,638,419",
48,49,49,Seung-Yul Noh,28,"$1,629,751",
49,50,50,Jonathan Byrd,21,"$1,616,789",
50,51,51,Vijay Singh,27,"$1,586,305",
51,52,52,Jeff Overton,29,"$1,563,670",
52,53,53,Padraig Harrington,18,"$1,546,272",
53,54,54,Kevin Stadler,25,"$1,546,036",
54,55,55,Tommy Gainey,32,"$1,540,749",1.0
55,56,56,D.A. Points,29,"$1,533,361",
56,57,57,Ken Duke,30,"$1,511,628",
57,58,58,Ryan Palmer,24,"$1,501,215",
58,59,59,John Rollins,26,"$1,489,155",
59,60,60,Michael Thompson,25,"$1,408,374",
60,61,61,Tim Clark,20,"$1,407,028",
61,62,62,"Ted Potter, Jr.",25,"$1,383,170",1.0
62,63,63,Charlie Beljan,22,"$1,373,528",1.0
63,64,64,Brian Davis,29,"$1,318,032",
64,65,65,J.J. Henry,28,"$1,297,802",1.0
65,66,66,Scott Stallings,27,"$1,293,739",1.0
66,67,67,Charles Howell III,29,"$1,284,578",
67,68,68,Spencer Levin,26,"$1,283,616",
68,69,69,Charley Hoffman,27,"$1,276,663",
69,70,70,Dicky Pride,19,"$1,259,712",
70,71,71,Geoff Ogilvy,20,"$1,255,223",
71,72,72,Tom Gillis,23,"$1,238,058",
72,73,73,Blake Adams,32,"$1,234,345",
73,74,74,William McGirt,30,"$1,228,947",
74,75,75,Cameron Tringale,26,"$1,225,737",
75,76,76,Aaron Baddeley,22,"$1,215,753",
76,77,77,Troy Matteson,32,"$1,198,953",
77,78,78,Chris Kirk,27,"$1,197,562",
78,79,79,Harris English,27,"$1,186,003",
79,80,80,J.B. Holmes,25,"$1,179,505",
80,81,81,Greg Chalmers,25,"$1,166,627",
81,82,82,Bryce Molder,25,"$1,166,115",
82,83,83,Sangmoon Bae,25,"$1,165,952",
83,84,84,Sean O'Hair,24,"$1,160,981",
84,85,85,Greg Owen,27,"$1,151,622",
85,86,86,John Mallinger,25,"$1,146,852",
86,87,87,Brian Harman,30,"$1,146,448",
87,88,88,Jason Day,17,"$1,143,233",
88,89,89,Charl Schwartzel,16,"$1,138,844",
89,90,90,Rory Sabbatini,29,"$1,128,820",
90,91,91,George McNeill,25,"$1,119,535",1.0
91,92,92,Daniel Summerhays,26,"$1,111,522",
92,93,93,John Merrick,26,"$1,084,628",
93,94,94,Pat Perez,23,"$1,064,053",
94,95,95,Graham DeLaet,23,"$1,051,951",
95,96,96,Martin Flores,30,"$1,035,569",
96,97,97,David Hearn,28,"$1,012,575",
97,98,98,Josh Teater,30,"$1,011,430",
98,99,99,Bob Estes,23,"$1,009,769",
99,100,100,Davis Love III,20,"$989,753",
100,101,101,Andres Romero,22,"$970,919",
101,102,102,K.J. Choi,21,"$969,057",
102,103,103,Brian Gay,28,"$960,658",
103,104,104,Freddie Jacobson,17,"$953,494",
104,105,105,Chris Stroud,28,"$903,570",
105,106,106,Chad Campbell,27,"$895,199",
106,107,107,Kevin Streelman,26,"$893,736",
107,108,108,Boo Weekley,25,"$848,347",
108,109,109,Colt Knost,29,"$848,197",
109,110,110,Brendan Steele,24,"$840,965",
110,111,111,Robert Allenby,27,"$808,927",
111,112,112,Ricky Barnes,28,"$805,408",
112,113,113,Jhonattan Vegas,25,"$801,803",
113,114,114,Jason Bohn,28,"$795,549",
114,115,115,Henrik Stenson,15,"$791,107",
115,116,116,Troy Kelly,23,"$786,832",
116,117,117,Will Claxton,28,"$780,969",
117,118,118,Roberto Castro,27,"$755,095",
118,119,119,Jason Kokrak,27,"$750,221",
119,120,120,David Mathis,29,"$736,765",
120,121,121,Harrison Frazar,20,"$730,203",
121,122,122,James Driscoll,27,"$687,338",
122,123,123,Jeff Maggert,27,"$682,742",
123,124,124,Tim Herron,27,"$660,279",
124,125,125,Kevin Chappell,29,"$647,510",
125,126,126,Jerry Kelly,26,"$645,701",
126,127,127,Rod Pampling,26,"$620,893",
127,128,128,Billy Mayfair,28,"$619,961",
128,129,129,Trevor Immelman,24,"$617,296",
129,130,130,Gary Christian,28,"$616,457",
130,131,131,Alexandre Rocha,21,"$614,658",
131,132,132,D.J. Trahan,27,"$611,142",
132,133,133,Bill Lunde,25,"$593,598",
133,134,134,Gary Woodland,22,"$592,879",
134,135,135,Chez Reavie,26,"$580,617",
135,136,136,Retief Goosen,12,"$571,174",
136,137,137,Tim Petrovic,17,"$558,862",
137,138,138,Richard Lee,24,"$547,733",
138,139,139,Vaughn Taylor,26,"$547,129",
139,140,140,Justin Leonard,26,"$540,155",
140,141,141,Bobby Gates,29,"$525,293",
141,142,142,Heath Slocum,29,"$518,198",
142,143,143,Russell Knox,23,"$512,584",
143,144,144,Camilo Villegas,25,"$491,729",
144,145,145,Nick O'Hern,26,"$489,375",
145,146,146,John Daly,15,"$488,505",
146,147,147,Billy Horschel,17,"$486,177",
147,148,148,Scott Brown,24,"$478,763",
148,149,149,Stewart Cink,22,"$477,173",
149,150,150,Brendon Todd,29,"$474,295",
150,151,151,Billy Hurley III,27,"$474,130",
151,152,152,Chris DiMarco,29,"$468,298",
152,153,153,Y.E. Yang,20,"$454,276",
153,154,154,Kyle Reifers,27,"$448,960",
154,155,155,Mark Anderson,25,"$441,019",
155,156,156,Joe Durant,14,"$427,678",
156,157,157,J.J. Killeen,33,"$414,257",
157,158,158,Hunter Haas,24,"$399,364",
158,159,159,Roland Thatcher,21,"$396,801",
159,160,160,Robert Karlsson,17,"$393,340",
160,161,161,Kris Blanks,23,"$390,059",
161,162,162,Stuart Appleby,24,"$377,559",
162,163,163,Nathan Green,22,"$366,651",
163,164,164,Jarrod Lyle,7,"$363,685",
164,165,165,Erik Compton,26,"$359,765",
165,166,166,Danny Lee,26,"$359,112",
166,167,167,Arjun Atwal,27,"$348,770",
167,168,168,Kevin Kisner,24,"$346,216",
168,169,169,Brandt Jobe,18,"$344,332",
169,170,170,Chris Couch,21,"$335,848",
170,171,171,Matt Bettencourt,31,"$335,076",
171,172,172,Matt Jones,19,"$300,254",
172,173,173,Cameron Beckman,26,"$287,506",
173,174,174,Ángel Cabrera,20,"$283,385",
174,175,175,Garth Mulroy,20,"$277,632",
175,176,176,Miguel Angel Carballo,25,"$269,980",
176,177,177,Mathew Goggin,23,"$259,604",
177,178,178,Lee Janzen,12,"$258,589",
178,179,179,Gavin Coles,23,"$247,561",
179,180,180,Rocco Mediate,23,"$242,354",
180,181,181,Ryuji Imada,28,"$238,648",
181,182,182,Scott Dunlap,20,"$230,220",
182,183,183,Alex Cejka,12,"$218,117",
183,184,184,Todd Hamilton,10,"$214,339",
184,185,185,Steven Bowditch,18,"$206,768",
185,186,186,Rich Beem,10,"$200,049",
186,187,187,Stephen Ames,20,"$193,686",
187,188,188,Daniel Chopra,21,"$192,198",
188,189,189,Michael Bradley,23,"$191,746",
189,190,190,Tom Pernice Jr.,23,"$189,907",
190,191,191,Fred Couples,4,"$188,378",
191,192,192,Derek Lamely,25,"$185,479",
192,193,193,Duffy Waldorf,11,"$174,433",
193,194,194,Sung Kang,30,"$169,439",
194,195,195,Chris Riley,12,"$167,581",
195,196,196,Briny Baird,13,"$154,111",
196,197,197,Joe Ogilvie,17,"$152,376",
197,198,198,Zack Miller,12,"$137,112",
198,199,199,Steve Wheatcroft,22,"$135,196",
199,200,200,Patrick Sheehan,21,"$129,590",
200,201,201,Frank Lickliter II,9,"$125,683",
201,202,202,Mark Calcavecchia,3,"$124,343",
202,203,203,Woody Austin,7,"$122,472",
203,204,204,Michael Allen,3,"$121,895",
204,205,205,Marc Turnesa,11,"$113,048",
205,206,206,Joey Snyder III,8,"$112,800",
206,207,207,Tommy Biershenk,27,"$107,266",
207,208,208,Shaun Micheel,12,"$103,559",
208,209,209,Richard Johnson,7,"$99,515",
209,210,210,Edward Loar,23,"$97,947",
210,211,211,Garrett Willis,15,"$95,014",
211,212,212,Steve Marino,6,"$85,040",
212,213,213,Marco Dawson,22,"$79,727",
213,214,214,Kenny Perry,5,"$76,544",
214,215,215,Shane Bertsch,17,"$73,795",
215,216,216,Lucas Glover,16,"$67,112",
216,217,217,Skip Kendall,5,"$62,390",
217,218,218,Corey Pavin,2,"$59,120",
218,219,219,Stephen Gangluff,23,"$58,702",
219,220,220,Paul Goydos,6,"$57,220",
220,221,221,Paul Casey,9,"$56,755",
221,222,222,Kent Jones,7,"$54,644",
222,223,223,Brett Wetterich,7,"$50,917",
223,224,224,Will MacKenzie,6,"$49,760",
224,225,225,Paul Stankowski,8,"$47,793",
225,226,226,Tom Lehman,2,"$46,990",
226,227,227,Kyle Thompson,22,"$45,460",
227,228,228,Fred Funk,4,"$45,449",
228,229,229,Willie Wood,1,"$42,000",
229,230,230,Glen Day,3,"$38,850",
230,231,231,Robert Gamez,8,"$37,221",
231,232,232,Anthony Kim,10,"$33,960",
232,233,233,David Duval,17,"$32,936",
233,234,234,Brett Quigley,1,"$31,858",
234,235,235,Scott Verplank,9,"$31,168",
235,236,236,Robert Damron,7,"$30,673",
236,237,237,Omar Uresti,4,"$28,844",
237,238,238,Tom Watson,3,"$28,470",
238,239,239,Jason Gore,8,"$26,700",
239,240,240,Craig Barlow,7,"$26,538",
240,241,241,Hank Kuehne,12,"$26,342",
241,242,242,Ted Purdy,4,"$24,900",
242,243,243,Bart Bryant,6,"$23,134",
243,244,244,Kevin Sutherland,4,"$22,886",
244,245,245,Neal Lancaster,8,"$22,184",
245,246,246,Guy Boros,2,"$21,015",
246,247,247,Matt McQuillan,11,"$20,852",
247,248,248,José María Olazábal,5,"$18,677",
248,249,249,Carl Paulson,2,"$16,943",
249,250,250,Len Mattiace,1,"$16,650",
250,251,251,Gene Sauers,2,"$12,900",
251,252,252,Peter Tomasulo,4,"$12,827",
252,253,253,Jesper Parnevik,3,"$10,340",
253,T254,T254,Eric Axley,3,"$7,215",
254,T254,T254,Mark Brooks,3,"$7,215",
255,T254,T254,Steve Lowery,1,"$7,215",
256,257,257,Peter Lonard,4,"$7,210",
257,258,258,Kirk Triplett,3,"$7,141",
