,Best_YTD_1-Putt_or_Better_Streak_RANK THIS WEEK,Best_YTD_1-Putt_or_Better_Streak_RANK LAST WEEK,Best_YTD_1-Putt_or_Better_Streak_PLAYER NAME,Best_YTD_1-Putt_or_Better_Streak_EVENTS,Best_YTD_1-Putt_or_Better_Streak_VALUE
0,1,1,John Maginnes,2,15
1,T2,T2,Woody Austin,36,14
2,T2,T2,Fred Couples,18,14
3,T4,T4,Eduardo Herrera,23,12
4,T4,T4,Matt Kuchar,27,12
5,T4,T4,Pat Perez,30,12
6,T7,T7,Mark Brooks,32,11
7,T7,T7,Joel Edwards,28,11
8,T7,T7,Robert Gamez,21,11
9,T7,T7,Bob Heintz,28,11
10,T7,T7,Toru Taniguchi,8,11
11,T7,T7,Grant Waite,31,11
12,T7,T7,Dean Wilson,4,11
13,T14,T14,Stephen Ames,28,10
14,T14,T14,Cameron Beckman,26,10
15,T14,T14,Mark Calcavecchia,25,10
16,T14,T14,Chad Campbell,34,10
17,T14,T14,Paul Gow,35,10
18,T14,T14,Len Mattiace,28,10
19,T14,T14,Tom Pernice Jr.,31,10
20,T14,T14,Lee Porter,32,10
21,T14,T14,John Riegger,29,10
22,T14,T14,Chris Riley,28,10
23,T14,T14,Gene Sauers,11,10
24,T14,T14,Mike Springer,12,10
25,T14,T14,Kenneth Staton,36,10
26,T14,T14,Phil Tataurangi,25,10
27,T14,T14,Bob Tway,28,10
28,T14,T14,Stan Utley,7,10
29,T14,T14,Kaname Yokoo,28,10
30,T31,T31,Fulton Allem,26,9
31,T31,T31,Stuart Appleby,28,9
32,T31,T31,Pat Bates,29,9
33,T31,T31,Rich Beem,30,9
34,T31,T31,Olin Browne,33,9
35,T31,T31,Glen Day,31,9
36,T31,T31,Carlos Franco,31,9
37,T31,T31,David Frost,29,9
38,T31,T31,Jim Furyk,25,9
39,T31,T31,Retief Goosen,15,9
40,T31,T31,David Gossett,29,9
41,T31,T31,J.P. Hayes,24,9
42,T31,T31,Tim Herron,30,9
43,T31,T31,John Huston,26,9
44,T31,T31,Kent Jones,33,9
45,T31,T31,Jeffrey Lankford,3,9
46,T31,T31,Steve Lowery,28,9
47,T31,T31,Andrew Magee,28,9
48,T31,T31,Jeff Maggert,27,9
49,T31,T31,Shigeki Maruyama,24,9
50,T31,T31,Bob May,30,9
51,T31,T31,Geoff Ogilvy,27,9
52,T31,T31,Jesper Parnevik,26,9
53,T31,T31,Carl Paulson,28,9
54,T31,T31,David Peoples,30,9
55,T31,T31,Brett Quigley,32,9
56,T31,T31,John Rollins,34,9
57,T31,T31,Vijay Singh,28,9
58,T31,T31,Chris Smith,30,9
59,T31,T31,Mike Sposa,34,9
60,T31,T31,Paul Stankowski,31,9
61,T31,T31,Steve Stricker,22,9
62,T31,T31,Tommy Tolles,20,9
63,T31,T31,Brian Watts,21,9
64,T65,T65,Michael Allen,29,8
65,T65,T65,Robert Allenby,27,8
66,T65,T65,Billy Andrade,31,8
67,T65,T65,Paul Azinger,20,8
68,T65,T65,Briny Baird,33,8
69,T65,T65,Brian Bateman,31,8
70,T65,T65,Jay Don Blake,34,8
71,T65,T65,Michael Bradley,7,8
72,T65,T65,Greg Chalmers,31,8
73,T65,T65,K.J. Choi,27,8
74,T65,T65,Jess Daley,27,8
75,T65,T65,Robert Damron,28,8
76,T65,T65,Jack Ferenz,1,8
77,T65,T65,Harrison Frazar,28,8
