,Consecutive_Sand_Saves_RANK THIS WEEK,Consecutive_Sand_Saves_RANK LAST WEEK,Consecutive_Sand_Saves_PLAYER NAME,Consecutive_Sand_Saves_EVENTS,Consecutive_Sand_Saves_STREAK,Consecutive_Sand_Saves_CURRENT STREAK,Consecutive_Sand_Saves_ROUND,Consecutive_Sand_Saves_HOLE,Consecutive_Sand_Saves_YEAR/TOURN#
0,1,1,José María Olazábal,20,14,6.0,3,11,2002130
1,T2,T2,Dudley Hart,26,13,1.0,4,7,2002050
2,T2,T2,Heath Slocum,32,13,,2,12,2002070
3,T2,T2,Stan Utley,7,13,,2,15,2002300
4,T5,T5,Jonathan Byrd,32,12,,2,18,2002180
5,T5,T5,Pat Perez,30,12,,4,7,2002390
6,T5,T5,Nick Price,18,12,1.0,1,2,2002410
7,T5,T5,Esteban Toledo,32,12,,4,12,2002140
8,T5,T5,David Toms,27,12,1.0,3,18,2002360
9,T10,T10,Stuart Appleby,28,11,4.0,4,12,2002280
10,T10,T10,Joe Durant,28,11,,5,3,2002460
11,T10,T10,Shigeki Maruyama,24,11,,1,3,2002250
12,T10,T10,Jim McGovern,16,11,,2,16,2002270
13,T10,T10,John Riegger,29,11,1.0,2,9,2002320
14,T10,T10,Vijay Singh,28,11,,2,13,2002380
15,T16,T16,Brad Faxon,25,10,,1,3,2002210
16,T16,T16,Steve Flesch,32,10,,1,3,2002210
17,T16,T16,Sergio Garcia,21,10,,1,9,2002170
18,T16,T16,Miguel Angel Jiménez,19,10,2.0,3,11,2002050
19,T16,T16,Jerry Pate,5,10,,2,16,2002230
20,T16,T16,Corey Pavin,24,10,,1,1,2002020
21,T16,T16,Tom Pernice Jr.,31,10,,1,15,2002340
22,T23,T23,Briny Baird,33,9,,2,9,2002320
23,T23,T23,K.J. Choi,27,9,,1,17,2002340
24,T23,T23,Ben Crane,30,9,,3,10,2002340
25,T23,T23,Chris DiMarco,29,9,3.0,2,7,2002020
26,T23,T23,Bob Estes,26,9,,2,8,2002280
27,T23,T23,Dan Forsman,25,9,,1,18,2002470
28,T23,T23,Matt Gogel,25,9,9.0,2,18,2002470
29,T23,T23,John Huston,26,9,,2,2,2002210
30,T23,T23,Skip Kendall,31,9,,2,7,2002110
31,T23,T23,Matt Kuchar,27,9,1.0,3,8,2002020
32,T23,T23,Davis Love III,26,9,2.0,1,11,2002480
33,T23,T23,Billy Mayfair,31,9,,2,18,2002240
34,T23,T23,Lee Porter,32,9,,2,1,2002370
35,T23,T23,Brett Quigley,32,9,6.0,1,2,2002470
36,T23,T23,Kirk Triplett,25,9,2.0,3,3,2002270
37,T23,T23,Fred Wadsworth,18,9,,2,16,2002320
38,T23,T23,Mike Weir,25,9,2.0,4,13,2002390
39,T40,T40,Robert Allenby,27,8,1.0,4,15,2002480
40,T40,T40,Paul Azinger,20,8,2.0,1,14,2002350
41,T40,T40,Paul Claxton,29,8,1.0,2,14,2002270
42,T40,T40,Joel Edwards,28,8,,4,8,2002340
43,T40,T40,Harrison Frazar,28,8,1.0,2,16,2002210
44,T40,T40,David Frost,29,8,,1,14,2002210
45,T40,T40,Brent Geiberger,29,8,2.0,4,4,2002100
46,T40,T40,Jay Haas,24,8,,2,10,2002170
47,T40,T40,Donnie Hammond,17,8,5.0,4,5,2002050
48,T40,T40,Bob Heintz,28,8,,3,8,2002050
49,T40,T40,Brandt Jobe,28,8,,3,1,2002280
50,T40,T40,Bernhard Langer,16,8,,4,15,2002170
51,T40,T40,Steve Lowery,28,8,,1,15,2002280
52,T40,T40,Geoff Ogilvy,27,8,1.0,1,6,2002210
53,T40,T40,Brenden Pappas,25,8,,1,15,2002430
54,T40,T40,Craig Parry,21,8,3.0,2,5,2002360
55,T40,T40,David Peoples,30,8,1.0,1,7,2002210
56,T40,T40,Loren Roberts,25,8,,1,15,2002280
57,T40,T40,Tom Scherrer,34,8,5.0,1,11,2002020
58,T40,T40,Brian Watts,21,8,,1,14,2002290
59,T40,T40,Brett Wetterich,32,8,,1,15,2002340
60,T40,T40,Dean Wilson,4,8,,1,9,2002020
61,T62,T62,Michael Allen,29,7,,1,5,2002200
62,T62,T62,Woody Austin,36,7,,1,18,2002420
63,T62,T62,Jay Don Blake,34,7,1.0,2,18,2002270
64,T62,T62,Mark Brooks,32,7,4.0,3,7,2002060
65,T62,T62,Mark Calcavecchia,25,7,1.0,3,12,2002030
66,T62,T62,Greg Chalmers,31,7,2.0,2,11,2002290
67,T62,T62,Stewart Cink,27,7,,1,16,2002260
68,T62,T62,Tim Clark,23,7,1.0,1,7,2002350
69,T62,T62,Darren Clarke,11,7,,4,4,2002160
70,T62,T62,José Coceres,16,7,1.0,1,6,2002250
71,T62,T62,Glen Day,31,7,,4,6,2002280
72,T62,T62,Scott Dunlap,30,7,5.0,2,16,2002240
73,T62,T62,Steve Elkington,23,7,1.0,3,14,2002190
74,T62,T62,Edward Fryatt,34,7,,1,18,2002180
75,T62,T62,Jim Furyk,25,7,,4,15,2002220
76,T62,T62,Brian Gay,34,7,,4,10,2002090
77,T62,T62,Jeff Gove,30,7,7.0,5,9,2002460
78,T62,T62,Padraig Harrington,9,7,5.0,2,12,2002360
79,T62,T62,Brian Henninger,20,7,2.0,1,15,2002320
80,T62,T62,Tim Herron,30,7,7.0,2,2,2002480
81,T62,T62,Scott Hoch,21,7,1.0,1,3,2002450
82,T62,T62,Tripp Isenhour,21,7,3.0,1,12,2002380
83,T62,T62,Lee Janzen,29,7,,2,17,2002160
84,T62,T62,Kent Jones,33,7,2.0,2,13,2002100
85,T62,T62,Justin Leonard,26,7,1.0,4,4,2002220
86,T62,T62,Michael Long,27,7,3.0,1,10,2002470
87,T62,T62,Len Mattiace,28,7,2.0,2,2,2002170
88,T62,T62,Bryce Molder,22,7,7.0,1,2,2002460
89,T62,T62,Colin Montgomerie,10,7,1.0,1,7,2002160
90,T62,T62,Greg Norman,13,7,1.0,3,12,2002100
91,T62,T62,Rod Pampling,29,7,1.0,2,12,2002190
92,T62,T62,Deane Pappas,34,7,1.0,1,9,2002450
93,T62,T62,Dennis Paulson,30,7,,1,7,2002300
94,T62,T62,Craig Perks,28,7,,1,14,2002190
95,T62,T62,John Rollins,34,7,2.0,3,8,2002100
96,T62,T62,Mike Sposa,34,7,2.0,2,2,2002480
97,T62,T62,Paul Stankowski,31,7,,4,18,2002150
98,T62,T62,Grant Waite,31,7,,3,17,2002060
99,T62,T62,Willie Wood,16,7,4.0,4,16,2002180
100,T101,T101,Steve Allan,30,6,4.0,4,11,2002460
101,T101,T101,Fulton Allem,26,6,,2,1,2002100
102,T101,T101,Billy Andrade,31,6,,5,9,2002460
103,T101,T101,Tommy Armour III,30,6,,1,1,2002100
104,T101,T101,Brian Bateman,31,6,2.0,1,9,2002180
105,T101,T101,Cameron Beckman,26,6,2.0,4,11,2002170
106,T101,T101,Rich Beem,30,6,,4,14,2002190
