,YTD_Rounds_in_60s_Streak_RANK THIS WEEK,YTD_Rounds_in_60s_Streak_RANK LAST WEEK,YTD_Rounds_in_60s_Streak_PLAYER NAME,YTD_Rounds_in_60s_Streak_BEST STREAK
0,1,1,Charles Howell III,16
1,T2,T2,Chris DiMarco,10
2,T2,T2,Bob Estes,10
3,T2,T2,Carlos Franco,10
4,T2,T2,Robert Gamez,10
5,T2,T2,David Peoples,10
6,T2,T2,David Toms,10
7,T2,T2,Tiger Woods,10
8,T9,T9,Billy Andrade,9
9,T9,T9,Stuart Appleby,9
10,T9,T9,K.J. Choi,9
11,T9,T9,Per-Ulrik Johansson,9
12,T9,T9,Justin Leonard,9
13,T14,T14,Cameron Beckman,8
14,T14,T14,Jim Carter,8
15,T14,T14,Tim Clark,8
16,T14,T14,Craig Parry,8
17,T14,T14,Bob Tway,8
18,T19,T19,Notah Begay III,7
19,T19,T19,John Cook,7
20,T19,T19,Robert Damron,7
21,T19,T19,Joel Edwards,7
22,T19,T19,Dan Forsman,7
23,T19,T19,Tim Herron,7
24,T19,T19,Steve Lowery,7
25,T19,T19,Bob May,7
26,T19,T19,Scott McCarron,7
27,T19,T19,Chris Riley,7
28,T19,T19,Joey Sindelar,7
29,T30,T30,Robert Allenby,6
30,T30,T30,Bob Burns,6
31,T30,T30,Jonathan Byrd,6
32,T30,T30,Greg Chalmers,6
33,T30,T30,Ben Crane,6
34,T30,T30,Edward Fryatt,6
35,T30,T30,Fred Funk,6
36,T30,T30,Jim Furyk,6
37,T30,T30,Retief Goosen,6
38,T30,T30,John Huston,6
39,T30,T30,Brandt Jobe,6
40,T30,T30,Ian Leggatt,6
41,T30,T30,J.L. Lewis,6
42,T30,T30,Frank Lickliter II,6
43,T30,T30,Davis Love III,6
44,T30,T30,Len Mattiace,6
45,T30,T30,Steve Pate,6
46,T30,T30,Dennis Paulson,6
47,T30,T30,Carl Paulson,6
48,T30,T30,Loren Roberts,6
49,T30,T30,John Senden,6
50,T30,T30,Vijay Singh,6
51,T30,T30,Jeff Sluman,6
52,T53,T53,Steve Allan,5
53,T53,T53,Briny Baird,5
54,T53,T53,Pat Bates,5
55,T53,T53,"David Berganio, Jr.",5
56,T53,T53,Olin Browne,5
57,T53,T53,Stewart Cink,5
58,T53,T53,Fred Couples,5
59,T53,T53,Glen Day,5
60,T53,T53,Brad Faxon,5
