,YTD_Sub-Par_Rounds_Streak_RANK THIS WEEK,YTD_Sub-Par_Rounds_Streak_RANK LAST WEEK,YTD_Sub-Par_Rounds_Streak_PLAYER NAME,YTD_Sub-Par_Rounds_Streak_VALUE
0,1,1,Stuart Appleby,20
1,2,2,Charles Howell III,18
2,3,3,Vijay Singh,17
3,T4,T4,Chris DiMarco,15
4,T4,T4,Bob Estes,15
5,T4,T4,Carlos Franco,15
6,T4,T4,Bob Tway,15
7,T8,T8,Robert Allenby,14
8,T8,T8,Peter Lonard,14
9,T8,T8,Davis Love III,14
10,T8,T8,Tim Petrovic,14
11,T12,T12,Briny Baird,13
12,T12,T12,Dan Forsman,13
13,T12,T12,Craig Parry,13
14,T12,T12,Tiger Woods,13
15,T16,T16,Jonathan Byrd,12
16,T16,T16,Glen Day,12
17,T16,T16,David Duval,12
18,T16,T16,Scott Hoch,12
19,T16,T16,Joey Sindelar,12
20,T16,T16,Scott Verplank,12
21,T22,T22,Jay Don Blake,11
22,T22,T22,Bob Burns,11
23,T22,T22,Chad Campbell,11
24,T22,T22,K.J. Choi,11
25,T22,T22,Michael Clark II,11
26,T22,T22,John Daly,11
27,T22,T22,J.J. Henry,11
28,T22,T22,Kent Jones,11
29,T22,T22,Justin Leonard,11
30,T22,T22,David Peoples,11
31,T22,T22,Kirk Triplett,11
32,T33,T33,Ben Crane,10
33,T33,T33,Jess Daley,10
34,T33,T33,Fred Funk,10
35,T33,T33,Jim Furyk,10
36,T33,T33,Robert Gamez,10
37,T33,T33,Jeff Gove,10
38,T33,T33,John Huston,10
39,T33,T33,Shaun Micheel,10
40,T33,T33,José María Olazábal,10
41,T33,T33,Kenny Perry,10
42,T33,T33,Hidemichi Tanaka,10
43,T33,T33,David Toms,10
44,T45,T45,Billy Andrade,9
45,T45,T45,Olin Browne,9
46,T45,T45,Ángel Cabrera,9
47,T45,T45,Jim Carter,9
48,T45,T45,Russ Cochran,9
49,T45,T45,Robin Freeman,9
50,T45,T45,Paul Goydos,9
51,T45,T45,Brian Henninger,9
52,T45,T45,Lee Janzen,9
53,T45,T45,Brandt Jobe,9
54,T45,T45,Per-Ulrik Johansson,9
55,T45,T45,Jeff Maggert,9
56,T45,T45,Len Mattiace,9
57,T45,T45,Scott McCarron,9
58,T45,T45,Phil Mickelson,9
59,T45,T45,Chris Riley,9
60,T45,T45,Loren Roberts,9
61,T45,T45,John Rollins,9
62,T45,T45,Rory Sabbatini,9
63,T45,T45,Gene Sauers,9
64,T45,T45,John Senden,9
65,T45,T45,Kevin Sutherland,9
66,T45,T45,Jay Williamson,9
67,T68,T68,Steve Allan,8
68,T68,T68,Craig Barlow,8
69,T68,T68,Cameron Beckman,8
70,T68,T68,Rich Beem,8
71,T68,T68,Michael Campbell,8
72,T68,T68,Greg Chalmers,8
73,T68,T68,Stewart Cink,8
74,T68,T68,Tim Clark,8
75,T68,T68,John Cook,8
76,T68,T68,Robert Damron,8
77,T68,T68,Ernie Els,8
78,T68,T68,Brad Faxon,8
79,T68,T68,Donnie Hammond,8
80,T68,T68,Tim Herron,8
81,T68,T68,Glen Hnatiuk,8
82,T68,T68,Jerry Kelly,8
83,T68,T68,J.L. Lewis,8
84,T68,T68,Steve Pate,8
85,T68,T68,Jeff Sluman,8
86,T68,T68,Craig Stadler,8
87,T88,T88,Notah Begay III,7
88,T88,T88,Fred Couples,7
89,T88,T88,Luke Donald,7
90,T88,T88,Joel Edwards,7
91,T88,T88,Brent Geiberger,7
92,T88,T88,Retief Goosen,7
93,T88,T88,Dudley Hart,7
94,T88,T88,J.P. Hayes,7
95,T88,T88,Jason Hill,7
96,T88,T88,Neal Lancaster,7
97,T88,T88,Ian Leggatt,7
98,T88,T88,Frank Lickliter II,7
99,T88,T88,Steve Lowery,7
100,T88,T88,Bob May,7
101,T88,T88,Rocco Mediate,7
102,T88,T88,Carl Paulson,7
103,T88,T88,Tom Pernice Jr.,7
104,T88,T88,Phillip Price,7
105,T88,T88,Dicky Pride,7
106,T88,T88,Chris Smith,7
107,T88,T88,Esteban Toledo,7
108,T88,T88,Grant Waite,7
109,T88,T88,Kaname Yokoo,7
110,T111,T111,Stephen Ames,6
111,T111,T111,Woody Austin,6
112,T111,T111,Brian Bateman,6
113,T111,T111,Jeff Brehaut,6
114,T111,T111,Mark Brooks,6
115,T111,T111,Tom Byrum,6
116,T111,T111,Mark Calcavecchia,6
117,T111,T111,Joe Durant,6
118,T111,T111,Steve Elkington,6
119,T111,T111,Edward Fryatt,6
120,T111,T111,Stephen Gangluff,6
121,T111,T111,Brian Gay,6
122,T111,T111,David Gossett,6
123,T111,T111,Paul Gow,6
124,T111,T111,Eduardo Herrera,6
125,T111,T111,Skip Kendall,6
126,T111,T111,Bernhard Langer,6
127,T111,T111,Shigeki Maruyama,6
128,T111,T111,Billy Mayfair,6
129,T111,T111,Spike McRoy,6
130,T111,T111,Frank Nobilo,6
131,T111,T111,Deane Pappas,6
132,T111,T111,Dennis Paulson,6
133,T111,T111,Craig Perks,6
134,T111,T111,Nick Price,6
135,T111,T111,John Riegger,6
136,T111,T111,Tom Scherrer,6
137,T111,T111,Heath Slocum,6
138,T111,T111,Mike Springer,6
139,T111,T111,Paul Stankowski,6
140,T111,T111,Steve Stricker,6
141,T111,T111,Duffy Waldorf,6
142,T111,T111,Mike Weir,6
143,T144,T144,Michael Allen,5
144,T144,T144,Pat Bates,5
145,T144,T144,"David Berganio, Jr.",5
146,T144,T144,Bart Bryant,5
147,T144,T144,Brandel Chamblee,5
148,T144,T144,Darren Clarke,5
149,T144,T144,Brad Elder,5
150,T144,T144,Keith Fergus,5
151,T144,T144,Harrison Frazar,5
152,T144,T144,David Frost,5
153,T144,T144,Sergio Garcia,5
154,T144,T144,Kelly Gibson,5
155,T144,T144,Matt Gogel,5
156,T144,T144,Scott Gump,5
157,T144,T144,Jay Haas,5
158,T144,T144,Tripp Isenhour,5
159,T144,T144,Peter Jacobsen,5
160,T144,T144,Steve Jones,5
161,T144,T144,Jonathan Kaye,5
162,T144,T144,Greg Kraft,5
163,T144,T144,Cliff Kresge,5
164,T144,T144,Matt Kuchar,5
165,T144,T144,Brad Lardon,5
166,T144,T144,Stephen Leaney,5
167,T144,T144,Michael Long,5
168,T144,T144,Andrew Magee,5
169,T144,T144,David Morland IV,5
170,T144,T144,Gary Nicklaus,5
171,T144,T144,Mark O'Meara,5
172,T144,T144,Geoff Ogilvy,5
173,T144,T144,Rod Pampling,5
174,T144,T144,Brenden Pappas,5
175,T144,T144,Pat Perez,5
176,T144,T144,Lee Porter,5
