,Consecutive_Fairways_Hit_RANK THIS WEEK,Consecutive_Fairways_Hit_RANK LAST WEEK,Consecutive_Fairways_Hit_PLAYER NAME,Consecutive_Fairways_Hit_EVENTS,Consecutive_Fairways_Hit_BEST STREAK,Consecutive_Fairways_Hit_CURRENT STREAK
0,1,1,Olin Browne,33,47,6.0
1,2,2,Joe Durant,28,42,13.0
2,3,3,Scott Verplank,26,39,
3,4,4,Craig Stadler,22,35,1.0
4,5,5,Fred Funk,29,34,2.0
5,6,6,Kevin Sutherland,28,33,
6,T7,T7,Pat Bates,29,31,2.0
7,T7,T7,Notah Begay III,26,31,4.0
8,T7,T7,Glen Day,31,31,6.0
9,T10,T10,Stephen Ames,28,30,
10,T10,T10,Briny Baird,33,30,7.0
11,T12,T12,Pete Jordan,30,29,
12,T12,T12,Hidemichi Tanaka,31,29,4.0
13,T12,T12,Stan Utley,7,29,1.0
14,15,15,Garrett Willis,29,28,6.0
15,T16,T16,Tom Byrum,23,27,3.0
16,T16,T16,Brian Gay,34,27,2.0
17,T16,T16,David Gossett,29,27,11.0
18,T16,T16,Brandt Jobe,28,27,7.0
19,T16,T16,Mike Sposa,34,27,5.0
20,T16,T16,Esteban Toledo,32,27,5.0
21,T22,T22,Chad Campbell,34,26,7.0
22,T22,T22,Paul Claxton,29,26,3.0
23,T22,T22,Nick Faldo,5,26,
24,T22,T22,Jay Haas,24,26,5.0
25,T26,T26,Rich Beem,30,25,
26,T26,T26,John Cook,25,25,1.0
27,T26,T26,Jim Furyk,25,25,3.0
28,T26,T26,Brent Geiberger,29,25,2.0
29,T26,T26,Greg Kraft,31,25,1.0
30,T26,T26,Pat Perez,30,25,4.0
31,T26,T26,Kenny Perry,27,25,1.0
32,T33,T33,Mark Brooks,32,24,
33,T33,T33,Jim Carter,29,24,1.0
34,T33,T33,Scott Dunlap,30,24,24.0
35,T33,T33,Sergio Garcia,21,24,
36,T33,T33,John Riegger,29,24,3.0
37,T33,T33,Joey Sindelar,32,24,3.0
38,T33,T33,Kaname Yokoo,28,24,4.0
39,T40,T40,Fulton Allem,26,23,2.0
40,T40,T40,Bob Burns,30,23,3.0
41,T40,T40,Tim Herron,30,23,5.0
42,T40,T40,Jason Hill,24,23,3.0
43,T40,T40,Steve Lowery,28,23,1.0
44,T40,T40,Billy Mayfair,31,23,
45,T40,T40,Graeme McDowell,3,23,2.0
46,T40,T40,Craig Parry,21,23,13.0
47,T40,T40,Chris Riley,28,23,2.0
48,T40,T40,John Rollins,34,23,1.0
49,T40,T40,Gene Sauers,11,23,2.0
50,T40,T40,Jeff Sluman,32,23,1.0
51,T40,T40,Brett Wetterich,32,23,1.0
52,T53,T53,Paul Azinger,20,22,2.0
53,T53,T53,Guy Boros,11,22,1.0
54,T53,T53,Bart Bryant,20,22,14.0
55,T53,T53,Dave Christensen,1,22,1.0
56,T53,T53,Harrison Frazar,28,22,1.0
57,T53,T53,Ian Leggatt,29,22,3.0
58,T53,T53,Davis Love III,26,22,
59,T53,T53,Jeff Maggert,27,22,2.0
60,T53,T53,John Morse,8,22,14.0
61,T53,T53,Jack Nicklaus,1,22,7.0
62,T53,T53,Corey Pavin,24,22,3.0
63,T53,T53,Matt Peterson,27,22,
64,T53,T53,Loren Roberts,25,22,
65,T53,T53,Heath Slocum,32,22,2.0
66,T53,T53,Bob Tway,28,22,3.0
67,T53,T53,Tiger Woods,18,22,1.0
68,T69,T69,Brandel Chamblee,30,21,4.0
69,T69,T69,José Coceres,16,21,2.0
70,T69,T69,Joel Edwards,28,21,2.0
71,T69,T69,Steve Elkington,23,21,6.0
72,T69,T69,Glen Hnatiuk,28,21,3.0
73,T69,T69,John Huston,26,21,3.0
74,T69,T69,Justin Leonard,26,21,7.0
75,T69,T69,Carl Paulson,28,21,
76,T69,T69,Craig Perks,28,21,1.0
77,T69,T69,Lee Porter,32,21,3.0
78,T69,T69,Jay Williamson,30,21,18.0
79,T80,T80,Robert Allenby,27,20,8.0
80,T80,T80,Tommy Armour III,30,20,4.0
81,T80,T80,Woody Austin,36,20,2.0
82,T80,T80,David Edwards,11,20,3.0
83,T80,T80,Carlos Franco,31,20,7.0
84,T80,T80,Paul Goydos,20,20,2.0
85,T80,T80,Steve Jones,24,20,
86,T80,T80,Jerry Kelly,29,20,1.0
87,T80,T80,Skip Kendall,31,20,4.0
88,T80,T80,Tom Lehman,22,20,
89,T80,T80,Rocco Mediate,23,20,13.0
90,T80,T80,Shaun Micheel,30,20,3.0
91,T80,T80,Rod Pampling,29,20,1.0
92,T80,T80,Scott Simpson,25,20,3.0
93,T80,T80,Kenneth Staton,36,20,5.0
94,T80,T80,Kirk Triplett,25,20,6.0
95,T96,T96,Stuart Appleby,28,19,
96,T96,T96,Ronnie Black,12,19,
97,T96,T96,Jeff Brehaut,29,19,4.0
98,T96,T96,Mark Carnevale,5,19,7.0
99,T96,T96,Tim Clark,23,19,10.0
100,T96,T96,Niclas Fasth,9,19,4.0
101,T96,T96,Steve Flesch,32,19,
102,T96,T96,Dan Forsman,25,19,6.0
103,T96,T96,Robert Gamez,21,19,10.0
104,T96,T96,Kelly Gibson,14,19,3.0
105,T96,T96,Jeff Gove,30,19,3.0
106,T96,T96,Donnie Hammond,17,19,
107,T96,T96,J.J. Henry,34,19,2.0
108,T96,T96,Bernhard Langer,16,19,
109,T96,T96,Bob May,30,19,4.0
110,T96,T96,Blaine McCallister,27,19,5.0
111,T96,T96,Paul McGinley,10,19,
112,T96,T96,David Morland IV,21,19,10.0
113,T96,T96,Greg Norman,13,19,2.0
114,T96,T96,Vijay Singh,28,19,4.0
115,T96,T96,David Toms,27,19,1.0
116,T96,T96,Duffy Waldorf,27,19,7.0
117,T118,T118,Michael Allen,29,18,3.0
118,T118,T118,Billy Andrade,31,18,3.0
119,T118,T118,Craig Barlow,22,18,
120,T118,T118,Jay Don Blake,34,18,
121,T118,T118,Michael Clark II,33,18,3.0
122,T118,T118,Luke Donald,30,18,
123,T118,T118,David Frost,29,18,10.0
124,T118,T118,Retief Goosen,15,18,
125,T118,T118,Brian Henninger,20,18,1.0
126,T118,T118,Eduardo Herrera,23,18,6.0
127,T118,T118,Tripp Isenhour,21,18,
128,T118,T118,Lee Janzen,29,18,4.0
129,T118,T118,Shingo Katayama,8,18,
130,T118,T118,Neal Lancaster,31,18,
131,T118,T118,Brad Lardon,23,18,1.0
132,T118,T118,Peter Lonard,24,18,1.0
133,T118,T118,Andrew Magee,28,18,1.0
134,T118,T118,Spike McRoy,25,18,1.0
135,T118,T118,Frank Nobilo,30,18,
136,T118,T118,Boo Weekley,24,18,2.0
137,T138,T138,Brian Bateman,31,17,5.0
138,T138,T138,Stewart Cink,27,17,
139,T138,T138,Robert Damron,28,17,
140,T138,T138,Chris DiMarco,29,17,
141,T138,T138,Edward Fryatt,34,17,1.0
142,T138,T138,Paul Gow,35,17,3.0
143,T138,T138,Charles Howell III,32,17,5.0
144,T138,T138,Zach Johnson,2,17,1.0
145,T138,T138,Jonathan Kaye,27,17,
146,T138,T138,J.L. Lewis,31,17,3.0
147,T138,T138,Len Mattiace,28,17,5.0
148,T138,T138,Patrick Moore,1,17,
149,T138,T138,Gary Nicklaus,26,17,3.0
150,T138,T138,David Peoples,30,17,5.0
151,T138,T138,Phillip Price,7,17,6.0
152,T138,T138,John Senden,30,17,2.0
153,T138,T138,Hal Sutton,26,17,
154,T138,T138,Brian Watts,21,17,1.0
155,T138,T138,D.A. Weibring,10,17,
156,T157,T157,Cameron Beckman,26,16,
157,T157,T157,"David Berganio, Jr.",30,16,1.0
158,T157,T157,Jonathan Byrd,32,16,4.0
159,T157,T157,Michael Campbell,11,16,2.0
160,T157,T157,Bob Estes,26,16,1.0
161,T157,T157,Brad Fabel,7,16,1.0
162,T157,T157,Brad Faxon,25,16,3.0
163,T157,T157,Robin Freeman,27,16,
164,T157,T157,Dudley Hart,26,16,
165,T157,T157,Peter Jacobsen,21,16,
166,T157,T157,Per-Ulrik Johansson,27,16,2.0
167,T157,T157,Kent Jones,33,16,
168,T157,T157,Franklin Langham,25,16,
169,T157,T157,Frank Lickliter II,30,16,10.0
170,T157,T157,Phil Mickelson,26,16,
171,T157,T157,Steve Pate,21,16,2.0
172,T157,T157,Dennis Paulson,30,16,
173,T157,T157,Nick Price,18,16,3.0
174,T157,T157,Toru Taniguchi,8,16,
175,T176,T176,Craig Bowden,2,15,1.0
176,T176,T176,Mark Calcavecchia,25,15,1.0
177,T176,T176,Brian Claar,9,15,1.0
178,T176,T176,Richie Coughlan,5,15,
179,T176,T176,Bubba Dickerson,10,15,8.0
180,T176,T176,Scott Gump,8,15,2.0
181,T176,T176,J.P. Hayes,24,15,6.0
182,T176,T176,Bradley Hughes,22,15,11.0
183,T176,T176,Matt Kuchar,27,15,4.0
184,T176,T176,Scott Laycock,5,15,
185,T176,T176,Michael Muehr,27,15,4.0
186,T176,T176,Geoff Ogilvy,27,15,3.0
187,T176,T176,José María Olazábal,20,15,2.0
188,T176,T176,Jerry Pate,5,15,1.0
189,T176,T176,Tim Petrovic,31,15,7.0
190,T176,T176,Brett Quigley,32,15,
191,T176,T176,Paul Stankowski,31,15,
192,T176,T176,Ty Tryon,6,15,
193,T194,T194,Thomas Bjørn,9,14,8.0
194,T194,T194,Bob Boyle,1,14,2.0
195,T194,T194,Scott Brauer,1,14,1.0
196,T194,T194,K.J. Choi,27,14,1.0
197,T194,T194,John Daly,21,14,
198,T194,T194,Brad Elder,26,14,5.0
199,T194,T194,"Jim Gallagher, Jr.",15,14,2.0
200,T194,T194,Jeff Gallagher,15,14,
201,T194,T194,Padraig Harrington,9,14,
202,T194,T194,Mike Heinen,15,14,1.0
203,T194,T194,Mike Hulbert,20,14,1.0
204,T194,T194,Brian Hull,2,14,5.0
205,T194,T194,Tom Kite,5,14,1.0
206,T194,T194,John Mahaffey,1,14,1.0
207,T194,T194,Shigeki Maruyama,24,14,3.0
208,T194,T194,Scott McCarron,28,14,1.0
209,T194,T194,Larry Mize,10,14,1.0
210,T194,T194,Colin Montgomerie,10,14,7.0
211,T194,T194,Jesper Parnevik,26,14,4.0
212,T194,T194,Tom Pernice Jr.,31,14,8.0
213,T194,T194,Bill Porter,1,14,14.0
214,T194,T194,Dicky Pride,16,14,14.0
215,T194,T194,Doug Sanders,1,14,8.0
216,T194,T194,Chris Smith,30,14,12.0
217,T194,T194,James Sullivan,1,14,3.0
218,T194,T194,Bo Van Pelt,28,14,3.0
219,T194,T194,Grant Waite,31,14,3.0
220,T221,T221,Steve Allan,30,13,4.0
221,T221,T221,Aaron Baddeley,3,13,
222,T221,T221,Todd Barranger,1,13,6.0
223,T221,T221,Ángel Cabrera,13,13,
224,T221,T221,Russ Cochran,24,13,8.0
225,T221,T221,Kevin DeNike,1,13,2.0
226,T221,T221,Ed Fiori,6,13,2.0
227,T221,T221,Stephen Gangluff,27,13,6.0
228,T221,T221,Tom Gillis,2,13,1.0
229,T221,T221,Soren Hansen,4,13,3.0
230,T221,T221,Scott Hoch,21,13,
231,T221,T221,Mitch Lowe,2,13,
232,T221,T221,Bryce Molder,22,13,2.0
