,Consecutive_GIR_RANK THIS WEEK,Consecutive_GIR_RANK LAST WEEK,Consecutive_GIR_PLAYER NAME,Consecutive_GIR_EVENTS,Consecutive_GIR_STREAK,Consecutive_GIR_CURRENT STREAK,Consecutive_GIR_ROUND,Consecutive_GIR_HOLE,Consecutive_GIR_YEAR/TOURN#
0,1,1,Tom Pernice Jr.,31,41,13.0,2,4,2002030
1,2,2,Hidemichi Tanaka,31,32,3.0,5,8,2002460
2,T3,T3,Notah Begay III,26,30,2.0,2,11,2002430
3,T3,T3,Billy Mayfair,31,30,,2,14,2002460
4,T3,T3,Paul Stankowski,31,30,,1,10,2002320
5,6,6,John Cook,25,29,1.0,3,7,2002470
6,T7,T7,Rocco Mediate,23,28,18.0,2,17,2002470
7,T7,T7,Jeff Sluman,32,28,2.0,1,9,2002460
8,T9,T9,Robert Allenby,27,27,1.0,1,1,2002360
9,T9,T9,Bob May,30,27,,3,16,2002030
10,T11,T11,Bob Estes,26,26,2.0,1,14,2002430
11,T11,T11,Carlos Franco,31,26,4.0,2,9,2002110
12,T11,T11,Jim Furyk,25,26,18.0,4,6,2002040
13,T14,T14,"David Berganio, Jr.",30,25,4.0,2,17,2002030
14,T14,T14,Joel Edwards,28,25,1.0,2,9,2002460
15,T14,T14,Michael Long,27,25,1.0,1,2,2002300
16,T14,T14,Hal Sutton,26,25,11.0,1,2,2002280
17,T14,T14,Phil Tataurangi,25,25,22.0,1,9,2002460
18,T19,T19,Fred Funk,29,24,,1,4,2002320
19,T19,T19,J.J. Henry,34,24,1.0,4,6,2002320
20,T19,T19,John Huston,26,24,,1,5,2002020
21,T22,T22,Briny Baird,33,23,1.0,4,2,2002390
22,T22,T22,Jonathan Byrd,32,23,3.0,1,11,2002460
23,T22,T22,Michael Clark II,33,23,,2,9,2002450
24,T22,T22,Russ Cochran,24,23,,1,1,2002470
25,T22,T22,Lee Janzen,29,23,4.0,2,8,2002460
26,T22,T22,Len Mattiace,28,23,,2,16,2002170
27,T22,T22,Bob Tway,28,23,2.0,1,15,2002460
28,T29,T29,Joe Durant,28,22,4.0,2,12,2002030
29,T29,T29,Kelly Gibson,14,22,3.0,2,17,2002430
30,T29,T29,Mike Hulbert,20,22,1.0,2,1,2002300
31,T29,T29,Tripp Isenhour,21,22,,1,9,2002320
32,T29,T29,Lee Porter,32,22,1.0,1,4,2002090
33,T29,T29,Esteban Toledo,32,22,,3,7,2002460
34,T29,T29,Scott Verplank,26,22,,1,15,2002460
35,T36,T36,Mark Brooks,32,21,1.0,3,11,2002460
36,T36,T36,Chad Campbell,34,21,4.0,1,12,2002450
37,T36,T36,Stewart Cink,27,21,4.0,2,15,2002480
38,T36,T36,"Jim Gallagher, Jr.",15,21,1.0,3,4,2002390
39,T36,T36,Paul Gow,35,21,1.0,3,11,2002480
40,T36,T36,J.P. Hayes,24,21,1.0,2,8,2002460
41,T36,T36,Brandt Jobe,28,21,,2,1,2002300
42,T36,T36,Justin Leonard,26,21,7.0,3,14,2002010
43,T36,T36,Peter Lonard,24,21,1.0,3,14,2002280
44,T36,T36,Steve Pate,21,21,2.0,4,16,2002030
45,T36,T36,David Toms,27,21,2.0,3,13,2002280
46,T47,T47,Pat Bates,29,20,1.0,3,18,2002300
