,YTD_Par_or_Better_Streak_RANK THIS WEEK,YTD_Par_or_Better_Streak_RANK LAST WEEK,YTD_Par_or_Better_Streak_PLAYER NAME,YTD_Par_or_Better_Streak_NUMBER OF ROUNDS
0,1,1,Fred Funk,38
1,2,2,Kenny Perry,33
2,3,3,Bob Estes,29
3,4,4,Robert Allenby,28
4,T5,T5,Skip Kendall,25
5,T5,T5,Bob May,25
6,T5,T5,Scott Verplank,25
7,8,8,David Toms,24
8,9,9,Glen Day,23
9,T10,T10,David Duval,22
10,T10,T10,Peter Lonard,22
11,T10,T10,Scott McCarron,22
12,T10,T10,Nick Price,22
13,14,14,Tiger Woods,21
14,T15,T15,Stuart Appleby,20
15,T15,T15,Brian Henninger,20
16,T15,T15,Shaun Micheel,20
17,18,18,Cameron Beckman,19
18,T19,T19,John Cook,18
19,T19,T19,Chris DiMarco,18
20,T19,T19,Charles Howell III,18
21,T19,T19,Neal Lancaster,18
22,T23,T23,J.P. Hayes,17
23,T23,T23,John Huston,17
24,T23,T23,Justin Leonard,17
25,T23,T23,Frank Lickliter II,17
26,T23,T23,Phil Mickelson,17
27,T23,T23,José María Olazábal,17
28,T23,T23,Vijay Singh,17
29,T23,T23,Jeff Sluman,17
30,T31,T31,"David Berganio, Jr.",16
31,T31,T31,Carlos Franco,16
32,T31,T31,Chris Riley,16
33,T31,T31,Rory Sabbatini,16
34,T35,T35,Briny Baird,15
35,T35,T35,Bob Burns,15
36,T35,T35,John Daly,15
37,T35,T35,Brad Elder,15
38,T35,T35,Donnie Hammond,15
39,T35,T35,Lee Janzen,15
40,T35,T35,Brandt Jobe,15
41,T35,T35,Tim Petrovic,15
42,T35,T35,Dicky Pride,15
43,T35,T35,Joey Sindelar,15
44,T35,T35,Bob Tway,15
45,T46,T46,Chad Campbell,14
46,T46,T46,Joe Durant,14
47,T46,T46,Joel Edwards,14
48,T46,T46,Robert Gamez,14
49,T46,T46,Jeff Gove,14
50,T46,T46,J.J. Henry,14
51,T46,T46,Per-Ulrik Johansson,14
52,T46,T46,Matt Kuchar,14
53,T46,T46,Davis Love III,14
54,T46,T46,Craig Parry,14
55,T46,T46,Loren Roberts,14
56,T57,T57,Olin Browne,13
57,T57,T57,Dan Forsman,13
58,T57,T57,Paul Goydos,13
59,T57,T57,Jerry Kelly,13
60,T57,T57,Steve Lowery,13
61,T57,T57,Rod Pampling,13
62,T63,T63,Billy Andrade,12
63,T63,T63,Jay Don Blake,12
64,T63,T63,Brad Bryant,12
65,T63,T63,Jonathan Byrd,12
66,T63,T63,Tom Byrum,12
67,T63,T63,Michael Clark II,12
68,T63,T63,Ernie Els,12
69,T63,T63,Brent Geiberger,12
70,T63,T63,Glen Hnatiuk,12
71,T63,T63,Scott Hoch,12
72,T63,T63,Greg Kraft,12
