,Tenth_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_3_Scoring_Average_AVG,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,,Jordan Spieth,63.0,63,1
1,2,,Anirban Lahiri,64.0,64,1
2,3,,Justin Rose,65.0,65,1
3,T4,,Chad Campbell,66.0,66,1
4,T4,,Russell Henley,66.0,198,3
5,T4,,Daniel Summerhays,66.0,132,2
6,T4,,Jimmy Walker,66.0,66,1
7,8,,Whee Kim,66.33,199,3
8,9,,Brandt Snedeker,66.5,133,2
9,T10,,Jon Rahm,67.0,134,2
10,T10,,Sam Saunders,67.0,134,2
11,12,,Bud Cauley,67.25,269,4
12,13,,Rick Lamb,67.33,202,3
13,T14,,Keegan Bradley,67.5,135,2
14,T14,,Paul Casey,67.5,135,2
15,T14,,Tony Finau,67.5,270,4
16,T14,,Patrick Reed,67.5,135,2
17,18,,Cameron Smith,67.67,203,3
18,T19,,Marc Leishman,68.0,68,1
19,T19,,Hideki Matsuyama,68.0,136,2
20,T19,,Trey Mullinax,68.0,68,1
21,T19,,Webb Simpson,68.0,204,3
22,T19,,Kyle Stanley,68.0,68,1
23,T19,,Chris Stroud,68.0,68,1
24,T19,,Bubba Watson,68.0,136,2
25,T26,,Bryson DeChambeau,68.33,205,3
26,T26,,Robert Garrigus,68.33,205,3
27,T26,,Lucas Glover,68.33,205,3
28,T26,,Branden Grace,68.33,205,3
29,T26,,Francesco Molinari,68.33,205,3
30,T31,,Brian Harman,68.5,137,2
31,T31,,Kelly Kraft,68.5,137,2
32,T31,,Ian Poulter,68.5,137,2
33,T31,,Brett Stegmaier,68.5,137,2
34,T31,,Cameron Tringale,68.5,137,2
35,T31,,Camilo Villegas,68.5,137,2
36,T37,,C.T. Pan,68.75,275,4
37,T37,,Chez Reavie,68.75,275,4
38,T39,,K.J. Choi,69.0,69,1
39,T39,,Jason Dufner,69.0,69,1
40,T39,,Harris English,69.0,69,1
41,T39,,Matt Every,69.0,69,1
42,T39,,Martin Flores,69.0,138,2
43,T39,,Morgan Hoffmann,69.0,207,3
44,T39,,J.B. Holmes,69.0,138,2
45,T39,,William McGirt,69.0,69,1
46,T39,,Sean O'Hair,69.0,207,3
47,T39,,Geoff Ogilvy,69.0,207,3
48,T39,,Kevin Streelman,69.0,345,5
49,T39,,Vaughn Taylor,69.0,138,2
50,51,,Jhonattan Vegas,69.2,346,5
51,T52,,Jason Kokrak,69.33,208,3
52,T52,,Brendan Steele,69.33,208,3
53,T52,,Robert Streb,69.33,416,6
54,T52,,Harold Varner III,69.33,208,3
55,56,,Michael Kim,69.4,347,5
56,T57,,Wesley Bryan,69.5,139,2
57,T57,,Brian Campbell,69.5,139,2
58,T57,,Gonzalo Fernandez-Castaño,69.5,139,2
59,T57,,Zach Johnson,69.5,139,2
60,T57,,Phil Mickelson,69.5,139,2
61,T57,,Grayson Murray,69.5,278,4
62,T57,,Louis Oosthuizen,69.5,278,4
63,T57,,Gary Woodland,69.5,278,4
64,T65,,Zac Blair,69.67,209,3
65,T65,,Kevin Chappell,69.67,209,3
66,T65,,Brooks Koepka,69.67,209,3
67,68,,Michael Thompson,69.75,279,4
68,T69,,Miguel Angel Carballo,70.0,140,2
69,T69,,Andres Gonzales,70.0,70,1
70,T69,,Jim Herman,70.0,140,2
71,T69,,Dustin Johnson,70.0,70,1
72,T69,,Luke List,70.0,140,2
73,T69,,Sebastián Muñoz,70.0,70,1
74,T69,,Kevin Na,70.0,210,3
75,T69,,Seung-Yul Noh,70.0,140,2
76,T69,,Cameron Percy,70.0,350,5
77,T69,,Seamus Power,70.0,210,3
78,T69,,Xander Schauffele,70.0,140,2
79,T69,,Boo Weekley,70.0,70,1
80,T81,,Ryan Blaum,70.33,422,6
81,T81,,Nick Taylor,70.33,211,3
82,T83,,Jason Bohn,70.5,282,4
83,T83,,Sung Kang,70.5,141,2
84,T83,,Smylie Kaufman,70.5,141,2
85,T83,,J.T. Poston,70.5,282,4
86,T87,,Russell Knox,70.67,212,3
87,T87,,Troy Merritt,70.67,212,3
88,89,,Richy Werenski,70.71,495,7
89,90,,Stewart Cink,70.75,283,4
90,T91,,Aaron Baddeley,71.0,71,1
91,T91,,Scott Brown,71.0,284,4
92,T91,,Patrick Cantlay,71.0,71,1
93,T91,,Brett Drewitt,71.0,71,1
94,T91,,Retief Goosen,71.0,71,1
95,T91,,Emiliano Grillo,71.0,71,1
96,T91,,Tom Hoge,71.0,71,1
97,T91,,John Huh,71.0,142,2
98,T91,,Matt Kuchar,71.0,71,1
99,T91,,Danny Lee,71.0,213,3
100,T91,,Ben Martin,71.0,71,1
101,T91,,Ryan Moore,71.0,71,1
102,T91,,Pat Perez,71.0,71,1
103,T91,,Rory Sabbatini,71.0,142,2
104,105,,Ken Duke,71.2,356,5
105,106,,Jamie Lovemark,71.29,499,7
106,107,,Cody Gribble,71.33,214,3
107,T108,,Chad Collins,71.5,143,2
108,T108,,Ben Crane,71.5,286,4
109,T108,,Julián Etulain,71.5,143,2
110,T108,,Peter Malnati,71.5,429,6
111,T108,,D.A. Points,71.5,143,2
112,T113,,Spencer Levin,71.6,358,5
113,T113,,Nick Watney,71.6,358,5
114,T115,,Byeong Hun An,71.67,215,3
115,T115,,Billy Hurley III,71.67,215,3
116,117,,Roberto Castro,71.75,287,4
117,T118,,Ricky Barnes,72.0,288,4
118,T118,,Ernie Els,72.0,216,3
119,T118,,Sergio Garcia,72.0,72,1
120,T118,,Brandon Hagy,72.0,216,3
121,T118,,Charley Hoffman,72.0,288,4
122,T118,,Kevin Kisner,72.0,144,2
123,T118,,Patton Kizzire,72.0,72,1
124,T118,,Nicholas Lindheim,72.0,216,3
125,T118,,Scott Piercy,72.0,72,1
126,T118,,Kyle Reifers,72.0,360,5
127,T118,,Tyrone Van Aswegen,72.0,504,7
128,T118,,Tim Wilkinson,72.0,216,3
129,T130,,Brad Fritsch,72.25,289,4
130,T130,,Matt Jones,72.25,289,4
131,T132,,Ryan Armour,72.33,217,3
132,T132,,Tag Ridings,72.33,217,3
133,T132,,Kevin Tway,72.33,217,3
134,T135,,Blayne Barber,72.5,145,2
135,T135,,Dominic Bozzelli,72.5,290,4
136,T135,,James Hahn,72.5,145,2
137,T135,,Ryo Ishikawa,72.5,145,2
138,T135,,Chris Kirk,72.5,145,2
139,T135,,Hunter Mahan,72.5,290,4
140,T135,,Steve Wheatcroft,72.5,145,2
141,T142,,Derek Fathauer,72.67,218,3
142,T142,,Brian Gay,72.67,218,3
143,T142,,Bryce Molder,72.67,218,3
144,T142,,Brian Stuard,72.67,218,3
145,T146,,J.J. Henry,72.83,437,6
146,T146,,Mark Hubbard,72.83,437,6
147,T148,,Greg Chalmers,73.0,146,2
148,T148,,Luke Donald,73.0,146,2
149,T148,,David Hearn,73.0,73,1
150,T148,,Mackenzie Hughes,73.0,73,1
151,T148,,Rod Pampling,73.0,146,2
152,T148,,J.J. Spaun,73.0,146,2
153,T154,,Jason Day,73.33,220,3
154,T154,,Fabián Gómez,73.33,220,3
155,156,,Søren Kjeldsen,73.67,221,3
156,T157,,Mark Anderson,74.0,74,1
157,T157,,Jonas Blixt,74.0,74,1
158,T157,,Ryan Palmer,74.0,148,2
159,T157,,Hudson Swafford,74.0,74,1
160,T161,,Steven Alker,74.75,299,4
161,T161,,Alex Cejka,74.75,299,4
162,163,,Carl Pettersson,75.0,75,1
163,164,,Graeme McDowell,76.0,76,1
164,165,,Si Woo Kim,77.0,77,1
165,166,,Adam Hadwin,82.0,82,1
