,Late_Par_4_Scoring_Average_RANK THIS WEEK,Late_Par_4_Scoring_Average_RANK LAST WEEK,Late_Par_4_Scoring_Average_PLAYER NAME,Late_Par_4_Scoring_Average_ROUNDS,Late_Par_4_Scoring_Average_AVG,Late_Par_4_Scoring_Average_TOTAL STROKES,Late_Par_4_Scoring_Average_TOTAL HOLES
0,T1,,Jordan Spieth,85,3.91,2066,528
1,T1,,Justin Thomas,86,3.91,2188,560
2,3,,Hideki Matsuyama,83,3.94,1783,453
3,4,,Kevin Na,86,3.95,1471,372
4,T5,,Daniel Berger,91,3.97,2190,552
5,T5,,Charley Hoffman,112,3.97,2266,571
6,T5,,Dustin Johnson,77,3.97,1701,428
7,T5,,Jon Rahm,90,3.97,1940,489
8,T9,,Charles Howell III,86,3.98,1743,438
9,T9,,Ollie Schniederjans,92,3.98,1903,478
10,T11,,Matt Kuchar,95,3.99,2150,539
11,T11,,Jamie Lovemark,98,3.99,2001,502
12,T11,,Trey Mullinax,88,3.99,1728,433
13,T11,,Tag Ridings,67,3.99,1145,287
14,T11,,Webb Simpson,102,3.99,2129,534
15,T16,,Ryan Armour,63,4.0,1169,292
16,T16,,Rafa Cabrera Bello,63,4.0,1397,349
17,T16,,Paul Casey,94,4.0,2458,614
18,T16,,Jason Dufner,89,4.0,2021,505
19,T16,,Jim Furyk,54,4.0,949,237
20,T16,,Robert Garrigus,78,4.0,1472,368
21,T16,,Lucas Glover,93,4.0,2013,503
22,T16,,Zach Johnson,81,4.0,1730,433
23,T16,,Francesco Molinari,75,4.0,1682,420
24,T16,,Ian Poulter,72,4.0,1344,336
25,T16,,Kyle Stanley,104,4.0,1967,492
26,T16,,Kevin Streelman,90,4.0,1877,469
27,T28,,Ryan Blaum,100,4.01,1717,428
28,T28,,Patrick Cantlay,52,4.01,1139,284
29,T28,,Stewart Cink,93,4.01,1898,473
30,T28,,Brett Drewitt,57,4.01,1067,266
31,T28,,Rickie Fowler,78,4.01,2103,524
32,T28,,Retief Goosen,52,4.01,947,236
33,T28,,Brian Harman,104,4.01,2212,552
34,T28,,Michael Kim,94,4.01,1566,391
35,T28,,Chez Reavie,98,4.01,2220,553
36,T28,,Brandt Snedeker,53,4.01,1345,335
37,T28,,Steve Wheatcroft,51,4.01,878,219
38,T28,,Tim Wilkinson,64,4.01,995,248
39,T40,,Blayne Barber,77,4.02,1343,334
40,T40,,Ricky Barnes,100,4.02,1735,432
41,T40,,Zac Blair,105,4.02,1979,492
42,T40,,Chad Campbell,97,4.02,2292,570
43,T40,,Graham DeLaet,82,4.02,1797,447
44,T40,,Brian Gay,82,4.02,1746,434
45,T40,,Adam Hadwin,98,4.02,2104,523
46,T40,,Jim Herman,77,4.02,1335,332
47,T40,,Chris Kirk,89,4.02,1777,442
48,T40,,Kevin Kisner,105,4.02,2137,532
49,T40,,Martin Laird,83,4.02,1776,442
50,T40,,Danny Lee,93,4.02,2068,514
51,T40,,Marc Leishman,94,4.02,2046,509
52,T40,,Cameron Percy,71,4.02,1315,327
53,T40,,D.A. Points,68,4.02,1436,357
54,T40,,Justin Rose,66,4.02,1574,392
55,T40,,Xander Schauffele,96,4.02,2042,508
56,T40,,Charl Schwartzel,63,4.02,1255,312
57,T40,,Gary Woodland,94,4.02,1817,452
58,T59,,Keegan Bradley,104,4.03,2223,552
59,T59,,Sergio Garcia,65,4.03,1409,350
60,T59,,Bill Haas,92,4.03,2066,513
61,T59,,J.J. Henry,92,4.03,1670,414
62,T59,,John Huh,92,4.03,1666,413
63,T59,,Sean O'Hair,84,4.03,1793,445
64,T59,,Pat Perez,93,4.03,2053,510
65,T59,,Seamus Power,86,4.03,1759,436
66,T59,,Adam Scott,58,4.03,1478,367
67,T59,,Brendan Steele,89,4.03,1913,475
68,T69,,Steven Alker,69,4.04,1203,298
69,T69,,Bud Cauley,92,4.04,1996,494
70,T69,,Ben Crane,86,4.04,1541,381
71,T69,,Tony Finau,106,4.04,2244,555
72,T69,,Fabián Gómez,61,4.04,1276,316
73,T69,,James Hahn,96,4.04,2020,500
74,T69,,Russell Knox,75,4.04,1733,429
75,T69,,Brooks Koepka,88,4.04,2002,496
76,T69,,David Lingmerth,79,4.04,1603,397
77,T69,,Peter Malnati,91,4.04,1674,414
78,T69,,Graeme McDowell,56,4.04,1211,300
79,T69,,William McGirt,89,4.04,1719,425
80,T69,,Phil Mickelson,85,4.04,1772,439
81,T69,,Louis Oosthuizen,69,4.04,1280,317
82,T69,,Robert Streb,98,4.04,1978,490
83,T69,,Vaughn Taylor,90,4.04,1411,349
84,T69,,Nick Taylor,97,4.04,2103,521
85,T69,,Kevin Tway,96,4.04,1715,424
86,T69,,Camilo Villegas,76,4.04,1558,386
