,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,,Dustin Johnson,68.19,1091,16
1,2,,Jordan Spieth,68.28,1229,18
2,3,,Scott Stallings,68.64,961,14
3,4,,Whee Kim,68.75,825,12
4,5,,Justin Thomas,68.88,1171,17
5,6,,Patrick Rodgers,68.91,758,11
6,T7,,Robert Garrigus,68.92,827,12
7,T7,,Rory Sabbatini,68.92,827,12
8,9,,Chad Campbell,69.0,1380,20
9,10,,Sergio Garcia,69.07,1036,15
10,11,,Rickie Fowler,69.17,1245,18
11,12,,Branden Grace,69.21,969,14
12,13,,Billy Horschel,69.31,1109,16
13,14,,Justin Rose,69.47,1042,15
14,15,,Chris Stroud,69.5,695,10
15,16,,Marc Leishman,69.52,1460,21
16,17,,Daniel Berger,69.53,1321,19
17,18,,Adam Scott,69.54,904,13
18,19,,Paul Casey,69.55,1530,22
19,20,,Luke List,69.58,1322,19
20,T21,,Lucas Glover,69.6,1392,20
21,T21,,Shane Lowry,69.6,696,10
22,T21,,Jon Rahm,69.6,1392,20
23,24,,Rory McIlroy,69.64,766,11
24,25,,Chez Reavie,69.67,1463,21
25,26,,Russell Knox,69.69,906,13
26,T27,,Stewart Cink,69.71,1464,21
27,T27,,Kevin Na,69.71,1185,17
28,T29,,Michael Kim,69.72,1255,18
29,T29,,J.T. Poston,69.72,1255,18
30,T29,,Ollie Schniederjans,69.72,1255,18
31,T32,,Tony Finau,69.75,1674,24
32,T32,,Patton Kizzire,69.75,837,12
33,34,,Brian Harman,69.76,1465,21
34,35,,Webb Simpson,69.78,1605,23
35,36,,Shawn Stefani,69.8,698,10
36,37,,Brandt Snedeker,69.82,768,11
37,T38,,Retief Goosen,69.83,419,6
38,T38,,Brooks Koepka,69.83,1257,18
39,40,,Louis Oosthuizen,69.87,1048,15
40,T41,,Zach Johnson,69.94,1189,17
41,T41,,Francesco Molinari,69.94,1119,16
42,T41,,Cameron Smith,69.94,1189,17
43,44,,Bill Haas,69.95,1329,19
44,45,,Patrick Reed,69.96,1609,23
45,T46,,Brandon Hagy,70.0,1050,15
46,T46,,Geoff Ogilvy,70.0,910,13
47,T46,,Camilo Villegas,70.0,910,13
48,T46,,Steve Wheatcroft,70.0,560,8
49,50,,Kevin Kisner,70.04,1611,23
50,T51,,Kevin Chappell,70.05,1401,20
51,T51,,Matt Kuchar,70.05,1541,22
52,T53,,Rafa Cabrera Bello,70.08,841,12
53,T53,,Andres Gonzales,70.08,911,13
54,T53,,Charley Hoffman,70.08,1752,25
55,56,,Xander Schauffele,70.1,1402,20
56,57,,Jim Furyk,70.11,631,9
57,58,,Bud Cauley,70.12,1192,17
58,59,,Kyle Stanley,70.14,1543,22
59,T60,,Hideki Matsuyama,70.17,1263,18
60,T60,,Sean O'Hair,70.17,1263,18
61,T60,,Boo Weekley,70.17,842,12
62,63,,Ryan Armour,70.18,772,11
63,64,,Pat Perez,70.19,1474,21
64,T65,,Seamus Power,70.22,1264,18
65,T65,,Jhonattan Vegas,70.22,1264,18
66,67,,Charl Schwartzel,70.23,913,13
67,T68,,Patrick Cantlay,70.25,843,12
68,T68,,Brian Gay,70.25,1124,16
69,T68,,Ryo Ishikawa,70.25,562,8
70,71,,Russell Henley,70.26,1616,23
71,72,,Scott Brown,70.28,1265,18
72,73,,William McGirt,70.29,1195,17
73,74,,Nicholas Lindheim,70.3,703,10
74,75,,David Lingmerth,70.31,1125,16
75,76,,Jason Day,70.33,1055,15
76,T77,,Jim Herman,70.36,985,14
77,T77,,Sam Saunders,70.36,985,14
78,79,,Adam Hadwin,70.38,1478,21
79,80,,Keegan Bradley,70.39,1619,23
80,T81,,Emiliano Grillo,70.4,1408,20
81,T81,,Ian Poulter,70.4,1056,15
82,83,,Ryan Moore,70.41,1197,17
83,84,,Richy Werenski,70.43,986,14
84,85,,Grayson Murray,70.44,1268,18
85,86,,Robert Streb,70.47,1339,19
86,T87,,Brian Campbell,70.5,564,8
87,T87,,Martin Laird,70.5,1269,18
88,T87,,C.T. Pan,70.5,1128,16
89,T87,,Nick Taylor,70.5,1410,20
90,T91,,Morgan Hoffmann,70.53,1199,17
91,T91,,Charles Howell III,70.53,1340,19
92,T91,,Phil Mickelson,70.53,1340,19
93,94,,Kevin Streelman,70.55,1411,20
94,T95,,Graham DeLaet,70.56,1129,16
95,T95,,John Huh,70.56,1270,18
96,97,,James Hahn,70.6,1412,20
97,T98,,Julián Etulain,70.62,918,13
98,T98,,Gary Woodland,70.62,1483,21
99,100,,Ben Martin,70.63,1130,16
100,T101,,Ryan Blaum,70.64,1554,22
101,T101,,Graeme McDowell,70.64,777,11
102,103,,J.B. Holmes,70.65,1201,17
103,104,,Jason Dufner,70.68,1343,19
104,105,,Zac Blair,70.7,1414,20
105,T106,,Luke Donald,70.71,495,7
106,T106,,Anirban Lahiri,70.71,990,14
107,T106,,Cameron Tringale,70.71,1202,17
108,T109,,K.J. Choi,70.73,778,11
109,T109,,Fabián Gómez,70.73,778,11
110,111,,Danny Lee,70.75,1132,16
111,112,,Peter Malnati,70.76,1203,17
112,113,,Brendan Steele,70.79,1345,19
113,T114,,Ryan Brehm,70.81,1133,16
114,T114,,Chris Kirk,70.81,1133,16
