,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,1,,Kevin Kisner,105,60
1,2,,Ryan Armour,63,61
2,T3,,Jonathan Byrd,31,62
3,T3,,Brett Drewitt,57,62
4,T3,,Hudson Swafford,94,62
5,T6,,Blayne Barber,77,63
6,T6,,Brian Harman,104,63
7,T6,,John Huh,92,63
8,T6,,Chris Kirk,89,63
9,T6,,Ollie Schniederjans,92,63
10,T6,,Kevin Streelman,90,63
11,T6,,Michael Thompson,60,63
12,T6,,Kevin Tway,96,63
13,T6,,Gary Woodland,94,63
14,T15,,Stuart Appleby,39,64
15,T15,,Dominic Bozzelli,69,64
16,T15,,Ryan Brehm,83,64
17,T15,,Stewart Cink,93,64
18,T15,,Martin Flores,88,64
19,T15,,Brian Gay,82,64
20,T15,,Bill Haas,92,64
21,T15,,J.J. Henry,92,64
22,T15,,Charles Howell III,86,64
23,T15,,Sung Kang,104,64
24,T15,,Luke List,102,64
25,T15,,Jamie Lovemark,98,64
26,T15,,Steve Marino,39,64
27,T15,,Troy Merritt,82,64
28,T15,,Francesco Molinari,75,64
29,T15,,C.T. Pan,88,64
30,T15,,John Peterson,42,64
31,T15,,J.T. Poston,95,64
32,T15,,Patrick Rodgers,76,64
33,T15,,Adam Scott,58,64
34,T15,,Nick Taylor,97,64
35,T36,,Zac Blair,105,65
36,T36,,Wesley Bryan,95,65
37,T36,,Kevin Chappell,95,65
38,T36,,Bryson DeChambeau,91,65
39,T36,,Graham DeLaet,82,65
40,T36,,Matt Every,76,65
41,T36,,Tony Finau,106,65
42,T36,,Matt Gilchrest,4,65
43,T36,,Andres Gonzales,73,65
44,T36,,David Hearn,93,65
45,T36,,Tom Hoge,54,65
46,T36,,Billy Horschel,88,65
47,T36,,Mark Hubbard,81,65
48,T36,,Smylie Kaufman,76,65
49,T36,,Whee Kim,74,65
50,T36,,Kelly Kraft,75,65
51,T36,,David Lingmerth,79,65
52,T36,,Hunter Mahan,73,65
53,T36,,Peter Malnati,91,65
54,T36,,Graeme McDowell,56,65
55,T36,,Bryce Molder,74,65
56,T36,,Grayson Murray,94,65
57,T36,,Geoff Ogilvy,80,65
58,T36,,Seamus Power,86,65
59,T36,,Chez Reavie,98,65
60,T36,,Kyle Reifers,96,65
61,T36,,Webb Simpson,102,65
62,T36,,J.J. Spaun,92,65
63,T36,,Scott Stallings,81,65
64,T36,,Brendan Steele,89,65
65,T36,,Shawn Stefani,72,65
66,T36,,Steve Stricker,48,65
67,T36,,Hideto Tanihara,41,65
