,First_Tee_Early_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_3_Scoring_Average_AVG,First_Tee_Early_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,,Jason Day,66.4,332,5
1,2,,Paul Casey,67.33,202,3
2,3,,Sam Saunders,67.5,135,2
3,T4,,Brian Campbell,68.0,136,2
4,T4,,Roberto Castro,68.0,136,2
5,T4,,Marc Leishman,68.0,612,9
6,T4,,Scott Piercy,68.0,204,3
7,T4,,Chris Stroud,68.0,272,4
8,T9,,Rickie Fowler,68.2,341,5
9,T9,,Chris Kirk,68.2,341,5
10,11,,Sergio Garcia,68.38,547,8
11,12,,Luke Donald,68.5,137,2
12,13,,Daniel Berger,68.57,480,7
13,14,,Robert Garrigus,68.6,343,5
14,15,,J.T. Poston,68.63,549,8
15,T16,,Ryo Ishikawa,68.67,206,3
16,T16,,Patrick Rodgers,68.67,412,6
17,T18,,Jason Bohn,68.75,275,4
18,T18,,Rory McIlroy,68.75,275,4
19,T20,,Steven Alker,69.0,69,1
20,T20,,Steven Bowditch,69.0,69,1
21,T20,,Retief Goosen,69.0,138,2
22,T20,,Brandon Hagy,69.0,414,6
23,T20,,Luke List,69.0,621,9
24,T20,,Shane Lowry,69.0,345,5
25,T20,,Peter Malnati,69.0,414,6
26,T20,,Louis Oosthuizen,69.0,345,5
27,28,,Chez Reavie,69.13,553,8
28,29,,Geoff Ogilvy,69.14,484,7
29,T30,,Emiliano Grillo,69.25,831,12
30,T30,,Francesco Molinari,69.25,277,4
31,T30,,Rory Sabbatini,69.25,277,4
32,T33,,Jon Rahm,69.29,485,7
33,T33,,Tyrone Van Aswegen,69.29,485,7
34,T35,,Branden Grace,69.33,416,6
35,T35,,Hunter Mahan,69.33,208,3
36,37,,Ollie Schniederjans,69.38,555,8
37,38,,Fabián Gómez,69.4,347,5
38,T39,,Brian Harman,69.5,556,8
39,T39,,David Hearn,69.5,556,8
40,T39,,Dustin Johnson,69.5,417,6
41,T39,,Jason Kokrak,69.5,417,6
42,T39,,Ben Martin,69.5,417,6
43,T39,,Phil Mickelson,69.5,417,6
44,45,,Tony Finau,69.56,626,9
45,46,,Sung Kang,69.57,487,7
46,T47,,Stewart Cink,69.6,696,10
47,T47,,Patton Kizzire,69.6,348,5
48,T47,,Camilo Villegas,69.6,348,5
49,50,,Lucas Glover,69.67,418,6
50,T51,,Chad Campbell,69.71,488,7
51,T51,,Shawn Stefani,69.71,488,7
52,T53,,Justin Rose,69.75,279,4
53,T53,,Xander Schauffele,69.75,558,8
54,T55,,Scott Brown,69.8,349,5
55,T55,,Graeme McDowell,69.8,349,5
56,T55,,Webb Simpson,69.8,698,10
57,T55,,Robert Streb,69.8,349,5
58,59,,Pat Perez,69.82,768,11
59,T60,,Seamus Power,69.86,489,7
60,T60,,Charl Schwartzel,69.86,489,7
61,62,,Matt Kuchar,69.9,699,10
62,T63,,Ryan Armour,70.0,140,2
63,T63,,Patrick Cantlay,70.0,140,2
64,T63,,Julián Etulain,70.0,280,4
65,T63,,Jim Furyk,70.0,350,5
66,T63,,Brian Gay,70.0,420,6
67,T63,,Billy Hurley III,70.0,350,5
68,T63,,Brooks Koepka,70.0,350,5
69,T63,,Seung-Yul Noh,70.0,420,6
70,T63,,Ryan Palmer,70.0,280,4
71,T63,,Adam Scott,70.0,140,2
72,T63,,Jhonattan Vegas,70.0,490,7
73,T63,,Steve Wheatcroft,70.0,280,4
74,T75,,Bill Haas,70.13,561,8
75,T75,,J.B. Holmes,70.13,561,8
76,T77,,Morgan Hoffmann,70.2,351,5
77,T77,,Michael Kim,70.2,702,10
78,79,,Jim Herman,70.22,632,9
79,80,,Miguel Angel Carballo,70.25,281,4
80,81,,Kevin Na,70.3,703,10
81,T82,,Ryan Blaum,70.33,633,9
82,T82,,Anirban Lahiri,70.33,422,6
83,T82,,Ryan Moore,70.33,422,6
84,T82,,Richy Werenski,70.33,211,3
85,86,,James Hahn,70.43,493,7
86,T87,,Byeong Hun An,70.5,423,6
87,T87,,Martin Flores,70.5,282,4
88,T87,,J.J. Henry,70.5,282,4
89,T87,,William McGirt,70.5,564,8
90,T87,,Bryce Molder,70.5,282,4
91,T92,,Kevin Chappell,70.56,635,9
92,T92,,Billy Horschel,70.56,635,9
93,T94,,Harris English,70.57,494,7
94,T94,,Cameron Tringale,70.57,494,7
95,T96,,K.J. Choi,70.6,353,5
96,T96,,David Lingmerth,70.6,706,10
97,T96,,Carl Pettersson,70.6,353,5
98,T96,,Jordan Spieth,70.6,353,5
99,T96,,Kevin Tway,70.6,706,10
100,101,,Patrick Reed,70.63,565,8
101,T102,,John Huh,70.8,708,10
102,T102,,Si Woo Kim,70.8,354,5
103,104,,Kyle Stanley,70.82,779,11
104,105,,Jimmy Walker,70.83,425,6
105,106,,Scott Stallings,70.86,496,7
106,T107,,Mark Anderson,71.0,355,5
107,T107,,Blayne Barber,71.0,426,6
108,T107,,Zac Blair,71.0,497,7
109,T107,,Dominic Bozzelli,71.0,142,2
110,T107,,Bryson DeChambeau,71.0,213,3
111,T107,,Jason Dufner,71.0,497,7
112,T107,,Smylie Kaufman,71.0,142,2
113,T107,,Ian Poulter,71.0,426,6
114,T107,,Boo Weekley,71.0,568,8
115,116,,Keegan Bradley,71.11,640,9
116,117,,Hudson Swafford,71.14,498,7
117,T118,,Aaron Baddeley,71.2,356,5
118,T118,,Nick Watney,71.2,356,5
119,T118,,Tim Wilkinson,71.2,356,5
120,T121,,Sean O'Hair,71.25,570,8
121,T121,,Cameron Percy,71.25,285,4
122,T121,,Nick Taylor,71.25,570,8
123,124,,Ryan Brehm,71.29,499,7
124,T125,,Brett Drewitt,71.33,214,3
125,T125,,Russell Henley,71.33,428,6
126,T125,,Mackenzie Hughes,71.33,642,9
127,T125,,Cameron Smith,71.33,428,6
128,T125,,Brandt Snedeker,71.33,214,3
129,130,,Wesley Bryan,71.38,571,8
130,T131,,Rafa Cabrera Bello,71.4,357,5
131,T131,,Cody Gribble,71.4,357,5
132,T131,,Hideki Matsuyama,71.4,357,5
133,134,,Harold Varner III,71.44,643,9
134,T135,,Mark Hubbard,71.5,286,4
135,T135,,Spencer Levin,71.5,286,4
136,T135,,Troy Merritt,71.5,286,4
137,T135,,Kyle Reifers,71.5,286,4
138,T135,,J.J. Spaun,71.5,429,6
139,T135,,Kevin Streelman,71.5,429,6
140,T141,,Charley Hoffman,71.57,501,7
141,T141,,Martin Laird,71.57,501,7
142,143,,Charles Howell III,71.6,716,10
143,144,,Zach Johnson,71.63,573,8
144,145,,Brian Stuard,71.64,788,11
145,T146,,Bud Cauley,71.67,215,3
146,T146,,C.T. Pan,71.67,430,6
147,148,,Brett Stegmaier,71.71,502,7
148,149,,Kevin Kisner,71.75,574,8
149,150,,Trey Mullinax,71.8,359,5
150,151,,Adam Hadwin,71.86,503,7
151,152,,Ricky Barnes,71.88,575,8
152,T153,,Ken Duke,72.0,144,2
153,T153,,Brad Fritsch,72.0,72,1
154,T153,,Andres Gonzales,72.0,216,3
155,T153,,Whee Kim,72.0,72,1
156,T153,,Rick Lamb,72.0,216,3
157,T153,,Danny Lee,72.0,360,5
158,T153,,Nicholas Lindheim,72.0,144,2
159,T153,,D.A. Points,72.0,288,4
160,161,,Daniel Summerhays,72.14,505,7
161,T162,,Jonas Blixt,72.2,361,5
162,T162,,Sebastián Muñoz,72.2,361,5
163,T164,,Greg Chalmers,72.33,434,6
164,T164,,Søren Kjeldsen,72.33,217,3
165,T164,,Gary Woodland,72.33,651,9
166,167,,Chad Collins,72.5,145,2
167,168,,Justin Thomas,72.75,291,4
168,169,,Alex Cejka,72.8,364,5
169,170,,Jonathan Randolph,72.83,437,6
170,171,,Vaughn Taylor,72.89,656,9
171,T172,,Tom Hoge,73.0,146,2
172,T172,,Matt Jones,73.0,146,2
173,T172,,Grayson Murray,73.0,365,5
174,T172,,Tag Ridings,73.0,219,3
175,T172,,Brendan Steele,73.0,365,5
176,T177,,Derek Fathauer,73.5,294,4
177,T177,,Gonzalo Fernandez-Castaño,73.5,294,4
178,T177,,Bubba Watson,73.5,294,4
179,180,,Michael Thompson,73.6,368,5
180,T181,,Jamie Lovemark,73.75,295,4
181,T181,,Rod Pampling,73.75,590,8
182,T183,,Ben Crane,73.8,369,5
183,T183,,Kelly Kraft,73.8,369,5
184,T185,,Graham DeLaet,74.0,296,4
185,T185,,Ernie Els,74.0,74,1
186,T185,,Matt Every,74.0,148,2
187,T185,,Andrew Loupe,74.0,222,3
