,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,,Brandt Snedeker,64.0,64,1
1,T2,,Gonzalo Fernandez-Castaño,67.0,67,1
2,T2,,Rickie Fowler,67.0,201,3
3,T2,,Sergio Garcia,67.0,201,3
4,T2,,Dustin Johnson,67.0,268,4
5,T2,,Matt Kuchar,67.0,335,5
6,7,,Rory McIlroy,67.67,203,3
7,8,,Jordan Spieth,67.75,271,4
8,T9,,Dominic Bozzelli,68.0,68,1
9,T9,,Chad Collins,68.0,68,1
10,11,,Francesco Molinari,68.2,341,5
11,12,,Aaron Baddeley,68.25,273,4
12,T13,,Adam Scott,68.4,342,5
13,T13,,Michael Thompson,68.4,342,5
14,15,,Kevin Na,68.43,479,7
15,16,,Retief Goosen,68.5,274,4
16,17,,Bryson DeChambeau,68.6,343,5
17,T18,,Spencer Levin,68.67,206,3
18,T18,,Xander Schauffele,68.67,412,6
19,20,,Bud Cauley,68.8,344,5
20,21,,Russell Henley,68.89,620,9
21,22,,Jason Day,69.0,207,3
22,23,,Peter Malnati,69.25,277,4
23,24,,Billy Horschel,69.33,624,9
24,25,,Tony Finau,69.36,763,11
25,26,,Keegan Bradley,69.38,555,8
26,T27,,Julián Etulain,69.4,347,5
27,T27,,Martin Flores,69.4,347,5
28,T27,,Bill Haas,69.4,347,5
29,T30,,Jonas Blixt,69.5,278,4
30,T30,,Zach Johnson,69.5,417,6
31,32,,Sam Saunders,69.6,348,5
32,T33,,Marc Leishman,69.63,557,8
33,T33,,Hideki Matsuyama,69.63,557,8
34,T35,,Smylie Kaufman,69.67,209,3
35,T35,,Tyrone Van Aswegen,69.67,418,6
36,37,,Seamus Power,69.75,279,4
37,T38,,Graham DeLaet,69.8,349,5
38,T38,,Emiliano Grillo,69.8,698,10
39,40,,Kyle Stanley,69.82,768,11
40,T41,,Paul Casey,69.83,419,6
41,T41,,K.J. Choi,69.83,419,6
42,43,,Patrick Reed,69.89,629,9
43,T44,,Steven Bowditch,70.0,70,1
44,T44,,Alex Cejka,70.0,420,6
45,T44,,Andres Gonzales,70.0,210,3
46,T44,,Danny Lee,70.0,420,6
47,T44,,Ryan Palmer,70.0,140,2
48,T44,,J.J. Spaun,70.0,560,8
49,T44,,Brett Stegmaier,70.0,280,4
50,T44,,Hudson Swafford,70.0,490,7
51,T44,,Kevin Tway,70.0,630,9
52,T44,,Nick Watney,70.0,490,7
53,T44,,Richy Werenski,70.0,140,2
54,55,,Jim Herman,70.11,631,9
55,T56,,Stewart Cink,70.14,491,7
56,T56,,Bubba Watson,70.14,491,7
57,58,,Shawn Stefani,70.17,421,6
58,59,,Webb Simpson,70.18,772,11
59,T60,,Robert Garrigus,70.2,351,5
60,T60,,Mackenzie Hughes,70.2,702,10
61,T60,,Chez Reavie,70.2,351,5
62,T60,,Brendan Steele,70.2,351,5
63,64,,Jamie Lovemark,70.22,632,9
64,T65,,Ian Poulter,70.29,492,7
65,T65,,Jon Rahm,70.29,492,7
66,67,,Luke List,70.33,633,9
