,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,,Tony Finau,66.5,133,2
1,2,,Cameron Smith,67.5,135,2
2,T3,,Derek Fathauer,68.33,410,6
3,T3,,Ian Poulter,68.33,205,3
4,T5,,Jason Dufner,68.5,274,4
5,T5,,Gonzalo Fernandez-Castaño,68.5,411,6
6,7,,Ryan Blaum,68.57,480,7
7,8,,Robert Streb,68.6,343,5
8,9,,Nick Watney,68.67,206,3
9,10,,Scott Piercy,68.75,275,4
10,11,,Adam Hadwin,68.78,619,9
11,12,,Jonas Blixt,68.8,344,5
12,13,,Rickie Fowler,68.86,482,7
13,T14,,Keegan Bradley,68.88,551,8
14,T14,,Kevin Kisner,68.88,551,8
15,16,,Martin Laird,68.89,620,9
16,T17,,Brad Fritsch,69.0,138,2
17,T17,,Anirban Lahiri,69.0,276,4
18,T17,,Sebastián Muñoz,69.0,345,5
19,T17,,Seamus Power,69.0,345,5
20,T17,,Brandt Snedeker,69.0,345,5
21,T22,,Ken Duke,69.14,484,7
22,T22,,Emiliano Grillo,69.14,484,7
23,T24,,Cody Gribble,69.2,346,5
24,T24,,Charles Howell III,69.2,346,5
25,T24,,Kelly Kraft,69.2,346,5
26,T24,,Rory Sabbatini,69.2,346,5
27,28,,Ryan Moore,69.25,277,4
28,29,,Pat Perez,69.29,485,7
29,T30,,Jamie Lovemark,69.33,416,6
30,T30,,Troy Merritt,69.33,416,6
31,T30,,Jimmy Walker,69.33,416,6
32,33,,Paul Casey,69.38,555,8
33,T34,,Dominic Bozzelli,69.4,347,5
34,T34,,Smylie Kaufman,69.4,347,5
35,T34,,Whee Kim,69.4,347,5
36,T37,,Bill Haas,69.43,486,7
37,T37,,Sung Kang,69.43,486,7
38,T39,,Sergio Garcia,69.5,278,4
39,T39,,Zach Johnson,69.5,417,6
40,T39,,Webb Simpson,69.5,417,6
41,42,,Ryan Brehm,69.56,626,9
42,43,,Kyle Stanley,69.57,487,7
43,44,,Matt Jones,69.6,348,5
44,T45,,Bud Cauley,69.67,209,3
45,T45,,Fabián Gómez,69.67,209,3
46,47,,Daniel Summerhays,69.73,767,11
47,T48,,Peter Malnati,69.75,279,4
48,T48,,J.J. Spaun,69.75,279,4
49,T50,,Wesley Bryan,69.83,419,6
50,T50,,Harris English,69.83,419,6
51,T50,,Brian Gay,69.83,419,6
52,T50,,Luke List,69.83,419,6
53,T50,,Jordan Spieth,69.83,419,6
54,T55,,Martin Flores,69.88,559,8
55,T55,,Morgan Hoffmann,69.88,559,8
56,T57,,Chad Campbell,70.0,350,5
57,T57,,Danny Lee,70.0,280,4
58,T57,,David Lingmerth,70.0,210,3
59,T57,,Graeme McDowell,70.0,140,2
60,T57,,J.T. Poston,70.0,350,5
61,T57,,Jonathan Randolph,70.0,420,6
62,T57,,Tag Ridings,70.0,350,5
63,T57,,Hudson Swafford,70.0,350,5
64,T57,,Kevin Tway,70.0,490,7
65,T57,,Tim Wilkinson,70.0,280,4
66,67,,Harold Varner III,70.13,561,8
67,T68,,Dustin Johnson,70.17,421,6
68,T68,,Xander Schauffele,70.17,421,6
69,T70,,Scott Brown,70.22,632,9
70,T70,,Ryan Palmer,70.22,632,9
71,T72,,Søren Kjeldsen,70.25,281,4
72,T72,,Richy Werenski,70.25,281,4
73,T74,,John Huh,70.29,492,7
74,T74,,Geoff Ogilvy,70.29,492,7
75,T74,,Scott Stallings,70.29,492,7
76,77,,Zac Blair,70.3,703,10
77,T78,,Bryson DeChambeau,70.33,422,6
78,T78,,J.J. Henry,70.33,211,3
79,T78,,Patton Kizzire,70.33,211,3
80,T78,,Spencer Levin,70.33,422,6
81,T78,,Sam Saunders,70.33,422,6
82,83,,Camilo Villegas,70.36,774,11
83,T84,,Si Woo Kim,70.38,563,8
84,T84,,Justin Rose,70.38,563,8
