,Front_9_Par_5_Scoring_Average_RANK THIS WEEK,Front_9_Par_5_Scoring_Average_RANK LAST WEEK,Front_9_Par_5_Scoring_Average_PLAYER NAME,Front_9_Par_5_Scoring_Average_ROUNDS,Front_9_Par_5_Scoring_Average_AVG,Front_9_Par_5_Scoring_Average_TOTAL STROKES,Front_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,,Rory McIlroy,51,4.44,284,64
1,T2,,Jason Day,71,4.46,415,93
2,T2,,Sung Kang,104,4.46,634,142
3,T4,,Luke List,102,4.47,657,147
4,T4,,Hideki Matsuyama,83,4.47,501,112
5,T6,,Rickie Fowler,78,4.51,478,106
6,T6,,Brooks Koepka,88,4.51,487,108
7,T6,,Marc Leishman,94,4.51,559,124
8,T6,,Rory Sabbatini,71,4.51,388,86
9,T6,,Jordan Spieth,85,4.51,456,101
10,11,,Patrick Cantlay,52,4.52,339,75
11,T12,,Daniel Berger,91,4.53,543,120
12,T12,,Chad Campbell,97,4.53,607,134
13,T12,,Ryan Palmer,61,4.53,326,72
14,T12,,Brendan Steele,89,4.53,571,126
15,T12,,Chris Stroud,67,4.53,344,76
16,T17,,Dustin Johnson,77,4.54,431,95
17,T17,,Anirban Lahiri,72,4.54,468,103
18,T17,,Pat Perez,93,4.54,622,137
19,T20,,Jonas Blixt,74,4.55,482,106
20,T20,,Tony Finau,106,4.55,650,143
21,T20,,Brandon Hagy,85,4.55,478,105
22,T20,,Nick Taylor,97,4.55,650,143
23,T20,,Justin Thomas,86,4.55,519,114
24,T25,,Ryan Brehm,83,4.56,492,108
25,T25,,Charley Hoffman,112,4.56,716,157
26,T25,,Tom Hoge,54,4.56,292,64
27,T25,,Whee Kim,74,4.56,483,106
28,T29,,J.J. Henry,92,4.57,558,122
29,T29,,Francesco Molinari,75,4.57,494,108
30,T29,,Justin Rose,66,4.57,407,89
31,T29,,Shawn Stefani,72,4.57,420,92
32,T33,,Mark Anderson,54,4.58,357,78
33,T33,,Adam Hadwin,98,4.58,692,151
34,T33,,Mackenzie Hughes,106,4.58,678,148
35,T33,,Kevin Kisner,105,4.58,632,138
36,T33,,Scott Piercy,70,4.58,467,102
37,T33,,Scott Stallings,81,4.58,458,100
38,T39,,Robert Garrigus,78,4.59,468,102
39,T39,,Phil Mickelson,85,4.59,519,113
40,T39,,Cameron Smith,86,4.59,583,127
41,T39,,Vaughn Taylor,90,4.59,560,122
42,T43,,Gonzalo Fernandez-Castaño,63,4.6,377,82
43,T43,,Fabián Gómez,61,4.6,428,93
44,T43,,Branden Grace,70,4.6,446,97
45,T43,,Cody Gribble,79,4.6,524,114
46,T43,,Jamie Lovemark,98,4.6,626,136
47,T43,,J.T. Poston,95,4.6,589,128
48,T43,,Charl Schwartzel,63,4.6,386,84
49,T43,,Hudson Swafford,94,4.6,603,131
50,T43,,Nick Watney,75,4.6,409,89
51,T52,,Derek Fathauer,81,4.61,507,110
52,T52,,Jim Herman,77,4.61,526,114
53,T52,,Morgan Hoffmann,92,4.61,572,124
54,T52,,Russell Knox,75,4.61,479,104
55,T52,,Rick Lamb,54,4.61,327,71
56,T52,,Louis Oosthuizen,69,4.61,406,88
57,T52,,Ian Poulter,72,4.61,447,97
58,T52,,Kyle Stanley,104,4.61,631,137
59,T52,,Daniel Summerhays,100,4.61,613,133
60,T52,,Johnson Wagner,71,4.61,429,93
61,T62,,Bryson DeChambeau,91,4.62,559,121
62,T62,,Russell Henley,99,4.62,605,131
63,T62,,Seamus Power,86,4.62,508,110
64,T62,,Sam Saunders,76,4.62,462,100
