,Top_10_Final_Round_Performance_RANK THIS WEEK,Top_10_Final_Round_Performance_RANK LAST WEEK,Top_10_Final_Round_Performance_PLAYER NAME,Top_10_Final_Round_Performance_EVENTS,Top_10_Final_Round_Performance_% TIMES IMPROVED,Top_10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,,Blayne Barber,25,100.0,1.0
1,T1,,Dominic Bozzelli,24,100.0,2.0
2,T1,,Wesley Bryan,28,100.0,4.0
3,T1,,Chad Collins,26,100.0,2.0
4,T1,,Bryson DeChambeau,31,100.0,2.0
5,T1,,Luke Donald,18,100.0,1.0
6,T1,,Julián Etulain,22,100.0,1.0
7,T1,,Brian Gay,25,100.0,1.0
8,T1,,Cody Gribble,28,100.0,2.0
9,T1,,Jim Herman,25,100.0,1.0
10,T1,,Tom Hoge,17,100.0,1.0
11,T1,,Billy Horschel,28,100.0,2.0
12,T1,,Billy Hurley III,25,100.0,1.0
13,T1,,Sung Kang,32,100.0,2.0
14,T1,,Patton Kizzire,28,100.0,2.0
15,T1,,Kelly Kraft,27,100.0,3.0
16,T1,,Rick Lamb,19,100.0,1.0
17,T1,,Spencer Levin,31,100.0,1.0
18,T1,,Sebastián Muñoz,17,100.0,1.0
19,T1,,Kevin Na,26,100.0,3.0
20,T1,,Seung-Yul Noh,31,100.0,1.0
21,T1,,Louis Oosthuizen,18,100.0,2.0
22,T1,,Rod Pampling,22,100.0,1.0
23,T1,,D.A. Points,22,100.0,1.0
24,T1,,Jon Rahm,23,100.0,8.0
25,T1,,Charl Schwartzel,18,100.0,2.0
26,T1,,Nick Watney,23,100.0,1.0
27,T1,,Boo Weekley,27,100.0,1.0
28,29,,Justin Thomas,25,90.9,10.0
29,T30,,Paul Casey,24,85.7,6.0
30,T30,,Rickie Fowler,21,85.7,6.0
31,T30,,Hideki Matsuyama,22,85.7,6.0
32,T33,,Rafa Cabrera Bello,19,75.0,3.0
33,T33,,Brian Harman,30,75.0,3.0
34,T33,,Rory McIlroy,14,75.0,3.0
35,T33,,Xander Schauffele,28,75.0,3.0
36,T33,,Kevin Tway,27,75.0,3.0
37,T33,,Jhonattan Vegas,29,75.0,3.0
38,39,,Jordan Spieth,23,72.7,8.0
39,T40,,Dustin Johnson,20,71.4,5.0
40,T40,,Justin Rose,18,71.4,5.0
41,T42,,Byeong Hun An,22,66.7,2.0
42,T42,,Bud Cauley,28,66.7,2.0
43,T42,,Tony Finau,29,66.7,4.0
44,T42,,Adam Hadwin,28,66.7,4.0
45,T42,,Charley Hoffman,31,66.7,6.0
46,T42,,Whee Kim,27,66.7,2.0
47,T42,,Chris Kirk,28,66.7,2.0
48,T42,,Kevin Kisner,28,66.7,6.0
49,T42,,Marc Leishman,25,66.7,4.0
50,T42,,Phil Mickelson,22,66.7,2.0
51,T42,,Ollie Schniederjans,28,66.7,4.0
52,T42,,Brandt Snedeker,15,66.7,2.0
53,T42,,J.J. Spaun,29,66.7,2.0
54,T42,,Scott Stallings,27,66.7,2.0
55,T42,,Hudson Swafford,28,66.7,2.0
56,T42,,Johnson Wagner,26,66.7,2.0
57,T42,,Richy Werenski,26,66.7,2.0
58,59,,Daniel Berger,26,62.5,5.0
59,60,,Pat Perez,26,60.0,3.0
60,T61,,Jonas Blixt,25,50.0,1.0
61,T61,,Kevin Chappell,27,50.0,3.0
62,T61,,Jason Day,20,50.0,2.0
63,T61,,Harris English,27,50.0,1.0
64,T61,,Lucas Glover,26,50.0,2.0
65,T61,,Brandon Hagy,26,50.0,1.0
66,T61,,Morgan Hoffmann,29,50.0,1.0
67,T61,,Mackenzie Hughes,31,50.0,1.0
68,T61,,John Huh,28,50.0,1.0
69,T61,,Zach Johnson,23,50.0,2.0
70,T61,,Si Woo Kim,30,50.0,1.0
71,T61,,Jason Kokrak,28,50.0,1.0
72,T61,,Anirban Lahiri,22,50.0,1.0
73,T61,,David Lingmerth,23,50.0,1.0
74,T61,,Luke List,31,50.0,2.0
75,T61,,Andrew Loupe,21,50.0,1.0
76,T61,,Jamie Lovemark,28,50.0,2.0
77,T61,,Shane Lowry,16,50.0,1.0
78,T61,,Ben Martin,27,50.0,1.0
79,T61,,Sean O'Hair,25,50.0,1.0
80,T61,,Scott Piercy,22,50.0,3.0
81,T61,,J.T. Poston,28,50.0,1.0
82,T61,,Ian Poulter,20,50.0,1.0
83,T61,,Chez Reavie,28,50.0,3.0
84,T61,,Tag Ridings,20,50.0,1.0
85,T61,,Webb Simpson,28,50.0,3.0
86,T61,,Kyle Stanley,29,50.0,2.0
87,T61,,Brendan Steele,25,50.0,3.0
88,T61,,Tyrone Van Aswegen,32,50.0,1.0
89,T61,,Camilo Villegas,25,50.0,1.0
90,T61,,Bubba Watson,22,50.0,2.0
91,T61,,Gary Woodland,26,50.0,3.0
92,T93,,Russell Henley,27,42.9,3.0
93,T93,,Matt Kuchar,26,42.9,3.0
94,T95,,Bill Haas,25,40.0,2.0
95,T95,,Charles Howell III,23,40.0,2.0
96,T95,,Brooks Koepka,24,40.0,2.0
97,T95,,Francesco Molinari,21,40.0,2.0
98,T95,,Patrick Rodgers,27,40.0,2.0
99,T100,,Keegan Bradley,29,33.3,1.0
100,T100,,Scott Brown,29,33.3,2.0
101,T100,,Patrick Cantlay,13,33.3,2.0
102,T100,,Derek Fathauer,27,33.3,1.0
103,T100,,Robert Garrigus,26,33.3,1.0
104,T100,,James Hahn,28,33.3,1.0
105,T100,,J.B. Holmes,23,33.3,1.0
106,T100,,Michael Kim,28,33.3,1.0
107,T100,,Russell Knox,24,33.3,2.0
108,T100,,William McGirt,28,33.3,1.0
109,T100,,Ryan Moore,24,33.3,1.0
110,T100,,Ryan Palmer,20,33.3,1.0
111,T100,,C.T. Pan,29,33.3,1.0
112,T100,,Cameron Smith,26,33.3,1.0
113,T100,,Robert Streb,30,33.3,1.0
114,115,,Patrick Reed,29,28.6,2.0
115,T116,,Sergio Garcia,17,25.0,1.0
116,T116,,Danny Lee,32,25.0,1.0
117,T116,,Geoff Ogilvy,25,25.0,1.0
118,T116,,Nick Taylor,29,25.0,1.0
119,T120,,Graham DeLaet,25,20.0,1.0
120,T120,,Martin Laird,25,20.0,1.0
121,122,,Grayson Murray,30,16.7,1.0
122,123,,Jason Dufner,24,14.3,1.0
123,T124,,Aaron Baddeley,20,0.0,
124,T124,,Ricky Barnes,31,0.0,
125,T124,,Zac Blair,32,0.0,
126,T124,,Jason Bohn,28,0.0,
127,T124,,Chad Campbell,29,0.0,
128,T124,,Brian Campbell,20,0.0,
129,T124,,Greg Chalmers,28,0.0,
130,T124,,Stewart Cink,26,0.0,
131,T124,,Ben Crane,26,0.0,
132,T124,,Andres Gonzales,24,0.0,
133,T124,,Retief Goosen,19,0.0,
134,T124,,Branden Grace,20,0.0,
135,T124,,Emiliano Grillo,25,0.0,
136,T124,,David Hearn,29,0.0,
137,T124,,J.J. Henry,29,0.0,
138,T124,,Ryo Ishikawa,20,0.0,
139,T124,,Matt Jones,20,0.0,
140,T124,,Søren Kjeldsen,17,0.0,
141,T124,,Nicholas Lindheim,21,0.0,
142,T124,,Troy Merritt,28,0.0,
143,T124,,Trey Mullinax,28,0.0,
144,T124,,Cameron Percy,23,0.0,
145,T124,,Carl Pettersson,27,0.0,
146,T124,,Seamus Power,25,0.0,
147,T124,,Jonathan Randolph,22,0.0,
148,T124,,Rory Sabbatini,23,0.0,
149,T124,,Sam Saunders,24,0.0,
150,T124,,Adam Scott,16,0.0,
151,T124,,Shawn Stefani,26,0.0,
152,T124,,Kevin Streelman,26,0.0,
153,T124,,Chris Stroud,22,0.0,
154,T124,,Brian Stuard,31,0.0,
155,T124,,Daniel Summerhays,29,0.0,
156,T124,,Vaughn Taylor,26,0.0,
157,T124,,Michael Thompson,21,0.0,
158,T124,,Cameron Tringale,28,0.0,
159,T124,,Harold Varner III,31,0.0,
160,T124,,Jimmy Walker,21,0.0,
161,T124,,Tim Wilkinson,22,0.0,
