,SG_Total_RANK THIS WEEK,SG_Total_RANK LAST WEEK,SG_Total_PLAYER NAME,SG_Total_ROUNDS,SG_Total_AVERAGE,SG_Total_TOTAL SG:T,SG_Total_TOTAL SG:T2G,SG_Total_TOTAL SG:P,SG_Total_MEASURED ROUNDS
0,1,1,Jordan Spieth,85,1.9880000000000002,127.259,105.53200000000001,21.726999999999997,64
1,2,2,Dustin Johnson,77,1.972,112.398,106.705,5.69,57
2,3,3,Rickie Fowler,78,1.875,110.611,62.675,47.934,59
3,4,4,Jon Rahm,90,1.871,119.728,101.619,18.11,64
4,5,5,Justin Thomas,86,1.724,105.194,86.434,18.759,61
5,6,6,Paul Casey,94,1.537,102.973,93.723,9.248,67
6,7,7,Marc Leishman,94,1.4240000000000002,98.265,73.92,24.345,69
7,8,8,Francesco Molinari,75,1.4180000000000001,80.848,81.842,-0.993,57
8,9,9,Patrick Cantlay,52,1.2690000000000001,58.394,51.092,7.3,46
9,10,10,Justin Rose,66,1.268,64.687,67.873,-3.185,51
10,11,11,Rory McIlroy,51,1.212,41.193000000000005,46.331,-5.138,34
11,12,12,Louis Oosthuizen,69,1.179,55.403,34.792,20.61,47
12,13,13,Kevin Kisner,105,1.148,83.777,50.641999999999996,33.132,73
13,14,14,Tony Finau,106,1.147,104.34899999999999,116.465,-12.113,91
14,15,15,Jason Day,71,1.109,58.803000000000004,40.523,18.279,53
15,16,16,Matt Kuchar,95,1.1059999999999999,80.759,61.496,19.262,73
16,17,17,Shane Lowry,52,1.088,37.001999999999995,18.457,18.544,34
17,18,18,Adam Scott,58,1.0659999999999998,42.646,40.397,2.249,40
18,19,19,Hideki Matsuyama,83,1.058,58.207,80.779,-22.572,55
19,20,20,Phil Mickelson,85,1.048,72.28399999999999,49.062,23.221999999999998,69
20,21,21,Stewart Cink,93,1.043,80.317,54.325,25.99,77
21,22,22,Daniel Berger,91,1.032,69.171,55.641999999999996,13.526,67
22,23,23,Brooks Koepka,88,0.9540000000000001,60.125,28.331,31.793000000000003,63
23,24,24,Kyle Stanley,104,0.951,89.383,118.383,-28.999000000000002,94
24,25,25,Webb Simpson,102,0.945,75.608,70.028,5.58,80
25,26,26,Sergio Garcia,65,0.941,39.507,55.903,-16.396,42
26,27,27,Ian Poulter,72,0.9359999999999999,51.466,50.104,1.358,55
27,28,28,Lucas Glover,93,0.9329999999999999,78.335,82.338,-4.004,84
28,29,29,Russell Henley,99,0.917,75.233,40.919000000000004,34.313,82
29,30,30,Patrick Reed,107,0.893,71.418,28.499000000000002,42.917,80
30,31,31,Pat Perez,93,0.877,62.291000000000004,37.996,24.295,71
31,32,32,Brandt Snedeker,53,0.862,32.755,17.608,15.149000000000001,38
32,33,33,Martin Laird,83,0.8109999999999999,55.11600000000001,40.086999999999996,15.029000000000002,68
33,34,34,Charl Schwartzel,63,0.8029999999999999,36.919000000000004,26.8,10.118,46
34,35,35,Charley Hoffman,112,0.78,69.387,74.656,-5.27,89
35,36,36,Brendan Steele,89,0.77,51.595,59.596000000000004,-8.0,67
36,37,37,Graham DeLaet,82,0.768,54.527,33.89,20.639,71
37,38,38,Bill Haas,92,0.763,51.903999999999996,51.593999999999994,0.31,68
38,39,39,Chez Reavie,98,0.762,60.17,29.301,30.87,79
39,40,40,Kevin Na,86,0.755,46.806000000000004,39.39,7.416,62
40,41,41,Jason Dufner,89,0.7340000000000001,51.406000000000006,47.706,3.698,70
41,42,42,Xander Schauffele,96,0.7240000000000001,50.673,26.724,23.947,70
42,43,43,Jamie Lovemark,98,0.7090000000000001,53.888000000000005,56.675,-2.785,76
43,44,44,Gary Woodland,94,0.6920000000000001,44.27,67.271,-23.002,64
44,45,45,Luke List,102,0.691,59.402,96.066,-36.663000000000004,86
45,46,46,Adam Hadwin,98,0.64,48.005,12.76,35.245,75
46,47,47,Keegan Bradley,104,0.629,54.729,68.878,-14.147,87
47,48,48,Byeong Hun An,77,0.617,33.954,55.496,-21.541,55
48,49,49,Zach Johnson,81,0.584,37.374,10.821,26.551,64
49,50,50,Brian Harman,104,0.581,47.608999999999995,1.0270000000000001,46.581,82
50,51,51,Graeme McDowell,56,0.5720000000000001,27.476999999999997,-1.298,28.775,48
51,52,52,Bud Cauley,92,0.561,44.863,66.821,-21.956,80
52,53,53,Seamus Power,86,0.5379999999999999,36.603,24.756,11.845,68
53,54,54,J.B. Holmes,83,0.521,29.679000000000002,36.31,-6.629,57
54,55,55,Cameron Smith,86,0.502,35.659,29.680999999999997,5.978,71
55,56,56,Charles Howell III,86,0.49200000000000005,33.46,21.735,11.728,68
56,57,57,Sung Kang,104,0.478,39.231,26.622,12.609000000000002,82
57,58,58,Kevin Chappell,95,0.45899999999999996,31.201,55.742,-24.541,68
58,59,59,Emiliano Grillo,90,0.455,29.101999999999997,38.427,-9.328,64
59,60,60,Kevin Tway,96,0.433,32.076,12.761,19.311,74
60,61,61,Sean O'Hair,84,0.42200000000000004,28.691999999999997,18.392,10.300999999999998,68
61,62,62,Chad Campbell,97,0.405,34.408,58.708,-24.296999999999997,85
62,63,63,Ollie Schniederjans,92,0.38299999999999995,31.06,32.585,-1.526,81
63,64,64,David Lingmerth,79,0.373,24.256999999999998,-6.153,30.410999999999998,65
64,65,65,Jim Herman,77,0.368,24.298000000000002,32.681999999999995,-8.381,66
65,66,66,Jimmy Walker,68,0.355,17.03,9.479,7.553999999999999,48
66,67,67,Danny Lee,93,0.325,24.662,5.9110000000000005,18.754,76
67,68,68,Hudson Swafford,94,0.314,23.865,24.215,-0.35100000000000003,76
68,69,69,Ryan Moore,82,0.301,19.583,20.72,-1.135,65
69,70,70,Brandon Hagy,85,0.293,20.218,12.712,7.504,69
70,71,71,Branden Grace,70,0.28300000000000003,12.163,21.211,-9.046,43
71,72,72,Brian Gay,82,0.282,19.483,-11.624,31.105999999999998,69
72,73,73,Matt Jones,64,0.278,14.177,5.507000000000001,8.67,51
73,74,74,James Hahn,96,0.26,21.026,18.08,2.947,81
74,75,75,Robert Garrigus,78,0.253,15.18,42.553000000000004,-27.37,60
75,76,76,Michael Kim,94,0.247,20.713,1.4669999999999999,19.248,84
76,77,77,Bryson DeChambeau,91,0.243,17.255,30.051,-12.794,71
77,78,78,Camilo Villegas,76,0.218,13.523,-11.283,24.802,62
78,79,79,Seung-Yul Noh,91,0.18600000000000003,13.964,-4.33,18.292,75
79,80,80,Jhonattan Vegas,95,0.174,12.022,38.31,-26.288,69
80,81,81,Mackenzie Hughes,106,0.172,16.538,-30.728,47.265,96
81,82,82,Nick Watney,75,0.171,10.914000000000001,18.163,-7.247999999999999,64
