,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,,Russell Henley,99,3.85,585,152
1,2,,Cameron Smith,86,3.86,371,96
2,3,,Tony Finau,106,3.88,407,105
3,4,,Anirban Lahiri,72,3.89,474,122
4,5,,Charles Howell III,86,3.9,421,108
5,T6,,Andres Gonzales,73,3.91,595,152
6,T6,,Martin Laird,83,3.91,540,138
7,8,,Paul Casey,94,3.92,718,183
8,T9,,Bill Haas,92,3.93,598,152
9,T9,,Scott Piercy,70,3.93,534,136
10,T11,,Jason Dufner,89,3.94,429,109
11,T11,,Justin Rose,66,3.94,548,139
12,T11,,Rory Sabbatini,71,3.94,548,139
13,T14,,Keegan Bradley,104,3.95,936,237
14,T14,,Gonzalo Fernandez-Castaño,63,3.95,688,174
15,T14,,Rickie Fowler,78,3.95,688,174
16,T14,,Branden Grace,70,3.95,502,127
17,T14,,Danny Lee,93,3.95,474,120
18,T14,,Sam Saunders,76,3.95,561,142
19,T14,,Brendan Steele,89,3.95,510,129
20,T14,,Gary Woodland,94,3.95,525,133
21,T22,,Stewart Cink,93,3.96,646,163
22,T22,,Lucas Glover,93,3.96,689,174
23,T22,,Brian Harman,104,3.96,677,171
24,T22,,Geoff Ogilvy,80,3.96,729,184
25,T26,,Wesley Bryan,95,3.97,912,230
26,T26,,Patrick Cantlay,52,3.97,250,63
27,T26,,Martin Flores,88,3.97,793,200
28,T26,,Sung Kang,104,3.97,735,185
29,T26,,Søren Kjeldsen,58,3.97,456,115
30,T26,,Francesco Molinari,75,3.97,425,107
31,T26,,Sebastián Muñoz,51,3.97,468,118
32,T26,,Kyle Stanley,104,3.97,742,187
33,T34,,Chad Campbell,97,3.98,820,206
34,T34,,Adam Hadwin,98,3.98,621,156
35,T34,,Kevin Kisner,105,3.98,720,181
36,T34,,Louis Oosthuizen,69,3.98,518,130
37,T34,,Pat Perez,93,3.98,597,150
38,T34,,J.T. Poston,95,3.98,597,150
39,T34,,Patrick Reed,107,3.98,924,232
40,T34,,Webb Simpson,102,3.98,577,145
41,T34,,Robert Streb,98,3.98,903,227
42,T34,,Hudson Swafford,94,3.98,517,130
43,T34,,Justin Thomas,86,3.98,741,186
44,T34,,Camilo Villegas,76,3.98,835,210
45,T34,,Jimmy Walker,68,3.98,777,195
46,T47,,Ryan Blaum,100,3.99,869,218
47,T47,,Ken Duke,77,3.99,1121,281
48,T47,,Robert Garrigus,78,3.99,735,184
49,T47,,Brian Gay,82,3.99,627,157
50,T47,,Emiliano Grillo,90,3.99,642,161
51,T47,,Matt Jones,64,3.99,686,172
52,T47,,Ian Poulter,72,3.99,662,166
53,T47,,Chez Reavie,98,3.99,562,141
54,T47,,Brandt Snedeker,53,3.99,527,132
55,T47,,Jordan Spieth,85,3.99,750,188
56,T47,,Daniel Summerhays,100,3.99,953,239
57,T47,,Vaughn Taylor,90,3.99,695,174
58,T59,,Zac Blair,105,4.0,1028,257
59,T59,,Cody Gribble,79,4.0,636,159
60,T59,,Jon Rahm,90,4.0,852,213
61,T59,,Tag Ridings,67,4.0,556,139
62,T59,,Harold Varner III,101,4.0,939,235
63,T64,,Ryan Brehm,83,4.01,790,197
64,T64,,Bud Cauley,92,4.01,794,198
65,T64,,Morgan Hoffmann,92,4.01,839,209
66,T64,,John Huh,92,4.01,797,199
67,T64,,Billy Hurley III,80,4.01,601,150
68,T64,,Smylie Kaufman,76,4.01,562,140
69,T64,,Matt Kuchar,95,4.01,810,202
70,T64,,Marc Leishman,94,4.01,578,144
71,T64,,David Lingmerth,79,4.01,497,124
72,T64,,Jamie Lovemark,98,4.01,1027,256
73,T64,,Ryan Moore,82,4.01,437,109
74,T64,,Xander Schauffele,96,4.01,674,168
75,T64,,Jhonattan Vegas,95,4.01,769,192
76,T77,,Derek Fathauer,81,4.02,901,224
77,T77,,Dustin Johnson,77,4.02,724,180
78,T77,,Michael Kim,94,4.02,896,223
79,T77,,Rory McIlroy,51,4.02,350,87
80,T77,,Jonathan Randolph,68,4.02,639,159
81,T77,,Scott Stallings,81,4.02,659,164
82,T77,,Kevin Streelman,90,4.02,703,175
83,T77,,Chris Stroud,67,4.02,675,168
84,T85,,Daniel Berger,91,4.03,785,195
85,T85,,Jonas Blixt,74,4.03,528,131
86,T85,,Brian Campbell,55,4.03,471,117
87,T85,,Roberto Castro,70,4.03,584,145
88,T85,,Kevin Chappell,95,4.03,467,116
89,T85,,Bryson DeChambeau,91,4.03,855,212
90,T85,,Sergio Garcia,65,4.03,536,133
91,T85,,Whee Kim,74,4.03,754,187
92,T85,,Jason Kokrak,95,4.03,616,153
93,T85,,Rick Lamb,54,4.03,524,130
94,T85,,Phil Mickelson,85,4.03,830,206
95,T85,,Trey Mullinax,88,4.03,938,233
96,T85,,Ryan Palmer,61,4.03,702,174
97,T85,,Cameron Percy,71,4.03,928,230
98,T85,,Seamus Power,86,4.03,850,211
99,T85,,Shawn Stefani,72,4.03,605,150
100,T85,,Nick Taylor,97,4.03,899,223
101,T85,,Nick Watney,75,4.03,629,156
102,T103,,Byeong Hun An,77,4.04,602,149
103,T103,,Jason Bohn,75,4.04,958,237
104,T103,,Scott Brown,95,4.04,1026,254
105,T103,,Alex Cejka,85,4.04,752,186
106,T103,,Chad Collins,66,4.04,647,160
107,T103,,Tom Hoge,54,4.04,388,96
108,T103,,Brooks Koepka,88,4.04,804,199
109,T103,,Luke List,102,4.04,666,165
110,T103,,Troy Merritt,82,4.04,691,171
111,T103,,C.T. Pan,88,4.04,779,193
112,T103,,D.A. Points,68,4.04,573,142
113,T103,,Kevin Tway,96,4.04,787,195
114,T115,,Miguel Angel Carballo,63,4.05,648,160
115,T115,,Ben Crane,86,4.05,790,195
116,T115,,Graham DeLaet,82,4.05,652,161
117,T115,,Julián Etulain,68,4.05,592,146
118,T115,,Jim Furyk,54,4.05,648,160
119,T115,,David Hearn,93,4.05,967,239
120,T115,,Billy Horschel,88,4.05,709,175
121,T115,,Chris Kirk,89,4.05,607,150
122,T115,,Grayson Murray,94,4.05,705,174
123,T115,,Kevin Na,86,4.05,782,193
124,T115,,Seung-Yul Noh,91,4.05,1219,301
125,T115,,Michael Thompson,60,4.05,712,176
126,T115,,Tyrone Van Aswegen,105,4.05,908,224
127,T115,,Richy Werenski,81,4.05,749,185
128,T115,,Tim Wilkinson,64,4.05,688,170
129,T130,,Mark Anderson,54,4.06,645,159
130,T130,,Jason Day,71,4.06,698,172
131,T130,,James Hahn,96,4.06,552,136
132,T130,,Ryo Ishikawa,56,4.06,634,156
133,T130,,Zach Johnson,81,4.06,662,163
134,T130,,Hideki Matsuyama,83,4.06,702,173
135,T130,,Brian Stuard,93,4.06,512,126
136,T137,,Spencer Levin,89,4.07,1018,250
137,T137,,William McGirt,89,4.07,590,145
138,T137,,Sean O'Hair,84,4.07,793,195
139,T137,,Kyle Reifers,96,4.07,984,242
140,T137,,Adam Scott,58,4.07,614,151
141,T137,,J.J. Spaun,92,4.07,684,168
142,T143,,Dominic Bozzelli,69,4.08,746,183
143,T143,,Fabián Gómez,61,4.08,624,153
144,T143,,Retief Goosen,52,4.08,265,65
145,T143,,Brandon Hagy,85,4.08,653,160
146,T143,,Charley Hoffman,112,4.08,783,192
147,T143,,Mackenzie Hughes,106,4.08,738,181
148,T143,,Peter Malnati,91,4.08,938,230
149,T143,,Bubba Watson,71,4.08,787,193
150,T143,,Boo Weekley,75,4.08,632,155
151,T152,,Jim Herman,77,4.09,474,116
152,T152,,J.B. Holmes,83,4.09,532,130
153,T152,,Russell Knox,75,4.09,556,136
154,T152,,Kelly Kraft,75,4.09,711,174
155,T156,,Steven Alker,69,4.1,849,207
156,T156,,Luke Donald,50,4.1,398,97
157,T156,,Patton Kizzire,84,4.1,430,105
158,T156,,Steve Wheatcroft,51,4.1,644,157
159,T160,,Ryan Armour,63,4.11,794,193
160,T160,,Aaron Baddeley,61,4.11,415,101
161,T160,,Ricky Barnes,100,4.11,855,208
162,T160,,Harris English,84,4.11,539,131
163,T160,,Brett Stegmaier,78,4.11,797,194
164,T160,,Cameron Tringale,89,4.11,864,210
165,T166,,Blayne Barber,77,4.12,746,181
166,T166,,Rafa Cabrera Bello,63,4.12,404,98
167,T166,,K.J. Choi,72,4.12,618,150
168,T166,,J.J. Henry,92,4.12,799,194
169,T166,,Si Woo Kim,80,4.12,717,174
170,T166,,Shane Lowry,52,4.12,136,33
171,T166,,Bryce Molder,74,4.12,692,168
172,T166,,Patrick Rodgers,76,4.12,663,161
173,T174,,Mark Hubbard,81,4.13,982,238
174,T174,,Carl Pettersson,63,4.13,711,172
175,T176,,Brad Fritsch,56,4.14,509,123
