,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,,John Huh,63.0,63,1
1,2,,Troy Merritt,64.0,64,1
2,T3,,Brian Gay,65.0,130,2
3,T3,,Kelly Kraft,65.0,65,1
4,T5,,Blayne Barber,66.0,66,1
5,T5,,Keegan Bradley,66.0,66,1
6,T5,,Robert Garrigus,66.0,66,1
7,T5,,Patrick Rodgers,66.0,66,1
8,T5,,Jhonattan Vegas,66.0,66,1
9,T10,,Wesley Bryan,66.5,133,2
10,T10,,Martin Flores,66.5,133,2
11,T12,,Andres Gonzales,67.0,134,2
12,T12,,Brian Harman,67.0,67,1
13,T12,,Ryo Ishikawa,67.0,67,1
14,T12,,J.T. Poston,67.0,201,3
15,T12,,Nick Watney,67.0,67,1
16,17,,Brett Drewitt,67.33,202,3
17,T18,,J.B. Holmes,67.5,135,2
18,T18,,Michael Thompson,67.5,135,2
19,T20,,Jason Dufner,68.0,68,1
20,T20,,Shane Lowry,68.0,68,1
21,T20,,Seung-Yul Noh,68.0,136,2
22,T20,,Chez Reavie,68.0,136,2
23,T20,,Kyle Reifers,68.0,136,2
24,T20,,Justin Thomas,68.0,68,1
25,T20,,Steve Wheatcroft,68.0,68,1
26,27,,Brandt Snedeker,68.5,137,2
27,T28,,Ryan Armour,69.0,69,1
28,T28,,Miguel Angel Carballo,69.0,69,1
29,T28,,Paul Casey,69.0,69,1
30,T28,,Bryson DeChambeau,69.0,69,1
31,T28,,Harris English,69.0,138,2
32,T28,,Emiliano Grillo,69.0,69,1
33,T28,,Bill Haas,69.0,69,1
34,T28,,Billy Hurley III,69.0,69,1
35,T28,,Matt Jones,69.0,69,1
36,T28,,Sung Kang,69.0,138,2
37,T28,,Danny Lee,69.0,207,3
38,T28,,Trey Mullinax,69.0,138,2
39,T28,,Rod Pampling,69.0,69,1
40,T28,,Seamus Power,69.0,69,1
41,T28,,Sam Saunders,69.0,138,2
42,T28,,Robert Streb,69.0,69,1
43,T28,,Kevin Streelman,69.0,69,1
44,T28,,Brian Stuard,69.0,138,2
45,T28,,Harold Varner III,69.0,69,1
46,T47,,Brian Campbell,69.5,139,2
47,T47,,Tom Hoge,69.5,139,2
48,T47,,Geoff Ogilvy,69.5,139,2
49,T50,,Zac Blair,69.67,209,3
50,T50,,Derek Fathauer,69.67,209,3
51,T52,,Steven Alker,70.0,140,2
52,T52,,Mark Anderson,70.0,70,1
53,T52,,Dominic Bozzelli,70.0,210,3
54,T52,,Scott Brown,70.0,140,2
55,T52,,Matt Every,70.0,140,2
