,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,,Hideki Matsuyama,83,4.42,615,139
1,T2,,Brandon Hagy,85,4.5,482,107
2,T2,,Brooks Koepka,88,4.5,603,134
3,4,,Charley Hoffman,112,4.52,764,169
4,5,,Rory McIlroy,51,4.53,385,85
5,T6,,Charles Howell III,86,4.54,540,119
6,T6,,Dustin Johnson,77,4.54,554,122
7,T6,,Jon Rahm,90,4.54,635,140
8,T9,,Jason Day,71,4.55,491,108
9,T9,,Tony Finau,106,4.55,723,159
10,T9,,Ryan Moore,82,4.55,614,135
11,T9,,Kevin Tway,96,4.55,551,121
12,T13,,Patrick Cantlay,52,4.56,410,90
13,T13,,Branden Grace,70,4.56,388,85
14,T13,,Sung Kang,104,4.56,638,140
15,T13,,Jordan Spieth,85,4.56,597,131
16,T13,,Kyle Stanley,104,4.56,620,136
17,T13,,Nick Taylor,97,4.56,684,150
18,T19,,Kevin Kisner,105,4.57,640,140
19,T19,,Louis Oosthuizen,69,4.57,407,89
20,T19,,Ian Poulter,72,4.57,439,96
21,T19,,Seamus Power,86,4.57,562,123
22,T23,,Jonas Blixt,74,4.58,490,107
23,T23,,Sergio Garcia,65,4.58,449,98
24,T23,,Whee Kim,74,4.58,554,121
25,T23,,Cameron Percy,71,4.58,421,92
26,T23,,Justin Thomas,86,4.58,719,157
27,T28,,Ryan Armour,63,4.59,390,85
28,T28,,Kevin Chappell,95,4.59,697,152
29,T28,,Luke List,102,4.59,652,142
30,T28,,Sean O'Hair,84,4.59,583,127
31,T32,,Mark Anderson,54,4.6,345,75
32,T32,,Bryson DeChambeau,91,4.6,658,143
33,T32,,Gonzalo Fernandez-Castaño,63,4.6,382,83
34,T32,,Fabián Gómez,61,4.6,428,93
35,T32,,Smylie Kaufman,76,4.6,566,123
36,T32,,Grayson Murray,94,4.6,658,143
37,T32,,Pat Perez,93,4.6,690,150
38,T32,,Harold Varner III,101,4.6,602,131
39,T32,,Jhonattan Vegas,95,4.6,566,123
40,T41,,Rickie Fowler,78,4.61,682,148
41,T41,,Anirban Lahiri,72,4.61,521,113
42,T41,,Jamie Lovemark,98,4.61,645,140
43,T41,,Troy Merritt,82,4.61,553,120
44,T41,,Phil Mickelson,85,4.61,622,135
45,T41,,Francesco Molinari,75,4.61,581,126
46,T41,,Justin Rose,66,4.61,512,111
47,T41,,Ollie Schniederjans,92,4.61,631,137
48,T41,,Scott Stallings,81,4.61,526,114
49,T50,,Daniel Berger,91,4.62,697,151
50,T50,,Ryan Brehm,83,4.62,527,114
51,T50,,Matt Every,76,4.62,531,115
52,T50,,Derek Fathauer,81,4.62,540,117
53,T50,,Matt Jones,64,4.62,319,69
54,T50,,Russell Knox,75,4.62,550,119
55,T50,,Charl Schwartzel,63,4.62,425,92
56,T50,,Brendan Steele,89,4.62,661,143
57,T50,,Shawn Stefani,72,4.62,374,81
58,T59,,Chad Campbell,97,4.63,723,156
59,T59,,Alex Cejka,85,4.63,477,103
60,T59,,Stewart Cink,93,4.63,648,140
61,T59,,Graham DeLaet,82,4.63,583,126
62,T59,,Robert Garrigus,78,4.63,495,107
63,T59,,Lucas Glover,93,4.63,703,152
64,T59,,J.J. Henry,92,4.63,532,115
65,T59,,J.B. Holmes,83,4.63,569,123
66,T59,,Michael Kim,94,4.63,519,112
67,T59,,Rory Sabbatini,71,4.63,463,100
68,T59,,Richy Werenski,81,4.63,569,123
69,T59,,Steve Wheatcroft,51,4.63,278,60
70,T59,,Gary Woodland,94,4.63,560,121
71,T72,,Paul Casey,94,4.64,788,170
72,T72,,Chad Collins,66,4.64,413,89
73,T72,,Brad Fritsch,56,4.64,390,84
74,T72,,Mackenzie Hughes,106,4.64,715,154
75,T72,,Danny Lee,93,4.64,659,142
76,T72,,Seung-Yul Noh,91,4.64,622,134
77,T72,,J.T. Poston,95,4.64,612,132
78,T72,,Adam Scott,58,4.64,506,109
79,T72,,Hudson Swafford,94,4.64,640,138
80,T72,,Nick Watney,75,4.64,450,97
81,T82,,Blayne Barber,77,4.65,451,97
82,T82,,K.J. Choi,72,4.65,442,95
83,T82,,Andres Gonzales,73,4.65,539,116
84,T82,,Bill Haas,92,4.65,669,144
85,T82,,J.J. Spaun,92,4.65,651,140
86,T87,,William McGirt,89,4.66,582,125
87,T87,,Chris Stroud,67,4.66,396,85
88,T89,,Martin Flores,88,4.67,575,123
89,T89,,James Hahn,96,4.67,663,142
90,T89,,Marc Leishman,94,4.67,631,135
91,T89,,Sebastián Muñoz,51,4.67,313,67
92,T89,,Trey Mullinax,88,4.67,589,126
93,T89,,Ryan Palmer,61,4.67,355,76
94,T89,,Xander Schauffele,96,4.67,631,135
95,T96,,Dominic Bozzelli,69,4.68,505,108
96,T96,,Brian Harman,104,4.68,753,161
97,T96,,Ben Martin,86,4.68,585,125
98,T96,,Jonathan Randolph,68,4.68,449,96
99,T96,,Patrick Reed,107,4.68,721,154
100,T96,,Daniel Summerhays,100,4.68,684,146
101,T96,,Jimmy Walker,68,4.68,468,100
102,T96,,Bubba Watson,71,4.68,407,87
103,T96,,Boo Weekley,75,4.68,449,96
104,T105,,Ricky Barnes,100,4.69,595,127
105,T105,,Russell Henley,99,4.69,745,159
106,T105,,Morgan Hoffmann,92,4.69,624,133
107,T105,,Ryo Ishikawa,56,4.69,399,85
108,T105,,Spencer Levin,89,4.69,567,121
109,T105,,David Lingmerth,79,4.69,563,120
110,T105,,Chez Reavie,98,4.69,750,160
111,T105,,Tag Ridings,67,4.69,422,90
112,T105,,Kevin Streelman,90,4.69,671,143
113,T105,,Cameron Tringale,89,4.69,581,124
114,T115,,Jim Herman,77,4.7,475,101
115,T115,,Patton Kizzire,84,4.7,512,109
116,T115,,Søren Kjeldsen,58,4.7,371,79
117,T115,,Matt Kuchar,95,4.7,742,158
118,T115,,Hunter Mahan,73,4.7,536,114
119,T115,,D.A. Points,68,4.7,494,105
120,T115,,Johnson Wagner,71,4.7,508,108
121,T122,,Steven Alker,69,4.71,438,93
122,T122,,Jason Dufner,89,4.71,659,140
123,T122,,Ken Duke,77,4.71,509,108
124,T122,,Adam Hadwin,98,4.71,749,159
125,T122,,Tom Hoge,54,4.71,325,69
126,T122,,Jason Kokrak,95,4.71,744,158
127,T122,,Carl Pettersson,63,4.71,396,84
128,T122,,Cameron Smith,86,4.71,645,137
129,T122,,Vaughn Taylor,90,4.71,466,99
130,T122,,Tyrone Van Aswegen,105,4.71,669,142
131,T132,,Ryan Blaum,100,4.72,548,116
132,T132,,Miguel Angel Carballo,63,4.72,392,83
133,T132,,Bud Cauley,92,4.72,637,135
134,T132,,Brian Gay,82,4.72,524,111
135,T132,,Kelly Kraft,75,4.72,467,99
136,T132,,Rick Lamb,54,4.72,349,74
137,T132,,Geoff Ogilvy,80,4.72,472,100
138,T132,,C.T. Pan,88,4.72,566,120
139,T132,,Scott Piercy,70,4.72,557,118
140,T132,,Camilo Villegas,76,4.72,491,104
141,T132,,Tim Wilkinson,64,4.72,340,72
142,T143,,Aaron Baddeley,61,4.73,454,96
143,T143,,Roberto Castro,70,4.73,468,99
144,T143,,Billy Horschel,88,4.73,539,114
145,T143,,Mark Hubbard,81,4.73,440,93
146,T143,,Nicholas Lindheim,58,4.73,416,88
147,T143,,Shane Lowry,52,4.73,426,90
148,T143,,Peter Malnati,91,4.73,553,117
149,T143,,Sam Saunders,76,4.73,572,121
150,T143,,Brandt Snedeker,53,4.73,482,102
151,T143,,Brian Stuard,93,4.73,520,110
152,T153,,Zac Blair,105,4.74,649,137
153,T153,,Rafa Cabrera Bello,63,4.74,469,99
154,T153,,Harris English,84,4.74,526,111
155,T153,,Cody Gribble,79,4.74,550,116
156,T153,,David Hearn,93,4.74,592,125
157,T153,,John Huh,92,4.74,550,116
158,T153,,Chris Kirk,89,4.74,616,130
159,T153,,Patrick Rodgers,76,4.74,517,109
160,T153,,Webb Simpson,102,4.74,650,137
161,T162,,Keegan Bradley,104,4.75,765,161
162,T162,,Scott Brown,95,4.75,636,134
163,T162,,Greg Chalmers,75,4.75,480,101
164,T162,,Luke Donald,50,4.75,366,77
165,T162,,Jim Furyk,54,4.75,328,69
166,T167,,Billy Hurley III,80,4.76,505,106
167,T167,,Martin Laird,83,4.76,623,131
168,T167,,Kevin Na,86,4.76,490,103
169,T167,,Rod Pampling,71,4.76,419,88
170,T167,,Kyle Reifers,96,4.76,595,125
171,T172,,Retief Goosen,52,4.77,339,71
172,T172,,Emiliano Grillo,90,4.77,610,128
173,T172,,Zach Johnson,81,4.77,539,113
174,T172,,Si Woo Kim,80,4.77,549,115
175,176,,Byeong Hun An,77,4.78,526,110
176,T177,,Julián Etulain,68,4.79,450,94
177,T177,,Graeme McDowell,56,4.79,436,91
178,T179,,Brian Campbell,55,4.81,385,80
179,T179,,Ben Crane,86,4.81,515,107
180,T179,,Andrew Loupe,55,4.81,399,83
181,182,,Wesley Bryan,95,4.83,599,124
182,T183,,Brett Drewitt,57,4.84,402,83
183,T183,,Bryce Molder,74,4.84,518,107
184,T183,,Brett Stegmaier,78,4.84,537,111
185,186,,Ernie Els,52,4.85,378,78
186,187,,Robert Streb,98,4.86,608,125
187,188,,Michael Thompson,60,4.87,307,63
188,189,,Jason Bohn,75,4.93,493,100
189,190,,Steven Bowditch,59,4.98,433,87
