,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,,Paul Casey,94,3.91,1430,366
1,T2,,Tony Finau,106,3.94,2278,578
2,T2,,Jordan Spieth,85,3.94,1337,339
3,T4,,Rickie Fowler,78,3.96,1220,308
4,T4,,Sergio Garcia,65,3.96,1332,336
5,T6,,Keegan Bradley,104,3.97,2183,550
6,T6,,Stewart Cink,93,3.97,2098,528
7,T6,,Lucas Glover,93,3.97,1854,467
8,T6,,Marc Leishman,94,3.97,1957,493
9,T6,,Francesco Molinari,75,3.97,1420,358
10,T6,,Chez Reavie,98,3.97,1881,474
11,T6,,Justin Rose,66,3.97,1210,305
12,T13,,Andres Gonzales,73,3.98,1471,370
13,T13,,Emiliano Grillo,90,3.98,2077,522
14,T13,,Russell Henley,99,3.98,1940,488
15,T13,,Rory McIlroy,51,3.98,871,219
16,T13,,Rory Sabbatini,71,3.98,1340,337
17,T13,,Sam Saunders,76,3.98,1372,345
18,T13,,Xander Schauffele,96,3.98,2052,515
19,T20,,Bud Cauley,92,3.99,1865,468
20,T20,,Gonzalo Fernandez-Castaño,63,3.99,1286,322
21,T20,,Bill Haas,92,3.99,1657,415
22,T20,,Sung Kang,104,3.99,2332,584
23,T20,,Pat Perez,93,3.99,1856,465
24,T20,,Seamus Power,86,3.99,1727,433
25,T20,,Patrick Reed,107,3.99,2137,535
26,T20,,Webb Simpson,102,3.99,2206,553
27,T20,,Brandt Snedeker,53,3.99,829,208
28,T29,,Chad Campbell,97,4.0,1969,492
29,T29,,Patrick Cantlay,52,4.0,893,223
30,T29,,Brandon Hagy,85,4.0,1828,457
31,T29,,John Huh,92,4.0,2194,549
32,T29,,Shane Lowry,52,4.0,965,241
33,T29,,Ian Poulter,72,4.0,1618,404
34,T29,,Jon Rahm,90,4.0,1631,408
35,T29,,Brendan Steele,89,4.0,1726,431
36,T37,,Jason Day,71,4.01,1355,338
37,T37,,Jason Dufner,89,4.01,1601,399
38,T37,,Robert Garrigus,78,4.01,1631,407
39,T37,,Dustin Johnson,77,4.01,1342,335
40,T37,,Matt Kuchar,95,4.01,1821,454
41,T37,,Jamie Lovemark,98,4.01,2152,536
42,T37,,J.T. Poston,95,4.01,1982,494
43,T37,,Kyle Stanley,104,4.01,2461,614
44,T37,,Shawn Stefani,72,4.01,1789,446
45,T37,,Chris Stroud,67,4.01,1386,346
46,T37,,Vaughn Taylor,90,4.01,2291,571
47,T37,,Justin Thomas,86,4.01,1210,302
48,T37,,Tyrone Van Aswegen,105,4.01,2275,568
49,T37,,Jimmy Walker,68,4.01,1486,371
50,T51,,Zac Blair,105,4.02,2337,581
51,T51,,Scott Brown,95,4.02,2009,500
52,T51,,Graham DeLaet,82,4.02,1509,375
53,T51,,Julián Etulain,68,4.02,1486,370
54,T51,,Martin Flores,88,4.02,1741,433
55,T51,,Brian Harman,104,4.02,2161,538
56,T51,,Morgan Hoffmann,92,4.02,1990,495
57,T51,,Matt Jones,64,4.02,1395,347
58,T51,,Michael Kim,94,4.02,2391,595
59,T51,,William McGirt,89,4.02,1955,486
60,T51,,Trey Mullinax,88,4.02,1817,452
61,T51,,Louis Oosthuizen,69,4.02,1442,359
62,T51,,Kyle Reifers,96,4.02,2054,511
63,T51,,Hudson Swafford,94,4.02,1967,489
64,T51,,Harold Varner III,101,4.02,2426,604
65,T51,,Camilo Villegas,76,4.02,1608,400
66,T67,,Ryan Brehm,83,4.03,1773,440
67,T67,,Ben Crane,86,4.03,1935,480
68,T67,,Billy Hurley III,80,4.03,2022,502
69,T67,,Zach Johnson,81,4.03,1657,411
70,T67,,Chris Kirk,89,4.03,1794,445
71,T67,,Kevin Kisner,105,4.03,2179,541
72,T67,,Martin Laird,83,4.03,1794,445
73,T67,,Luke List,102,4.03,2288,568
74,T67,,Ben Martin,86,4.03,1694,420
75,T67,,Sebastián Muñoz,51,4.03,1168,290
76,T67,,Kevin Na,86,4.03,2111,524
77,T67,,Geoff Ogilvy,80,4.03,1719,427
78,T67,,Cameron Percy,71,4.03,1533,380
79,T67,,Cameron Smith,86,4.03,1758,436
80,T67,,J.J. Spaun,92,4.03,1792,445
81,T67,,Scott Stallings,81,4.03,1681,417
82,T67,,Robert Streb,98,4.03,2232,554
83,T67,,Kevin Tway,96,4.03,2156,535
84,T67,,Gary Woodland,94,4.03,2075,515
85,T86,,Byeong Hun An,77,4.04,1630,403
86,T86,,Daniel Berger,91,4.04,1585,392
87,T86,,Ryan Blaum,100,4.04,2478,614
88,T86,,Alex Cejka,85,4.04,1905,471
89,T86,,Kevin Chappell,95,4.04,1851,458
90,T86,,Ken Duke,77,4.04,1617,400
91,T86,,Harris English,84,4.04,1740,431
92,T86,,Jim Furyk,54,4.04,1229,304
93,T86,,Branden Grace,70,4.04,1515,375
94,T86,,James Hahn,96,4.04,2159,535
95,T86,,Charley Hoffman,112,4.04,2410,596
96,T86,,Billy Horschel,88,4.04,2025,501
97,T86,,Charles Howell III,86,4.04,1850,458
98,T86,,Smylie Kaufman,76,4.04,1435,355
99,T86,,Jason Kokrak,95,4.04,1954,484
100,T86,,Hideki Matsuyama,83,4.04,1491,369
101,T86,,Phil Mickelson,85,4.04,1721,426
102,T86,,Ryan Palmer,61,4.04,1211,300
103,T86,,Scott Piercy,70,4.04,1296,321
104,T86,,Tag Ridings,67,4.04,1411,349
105,T86,,Boo Weekley,75,4.04,1840,455
106,T107,,Bryson DeChambeau,91,4.05,1891,467
107,T107,,Brian Gay,82,4.05,1762,435
108,T107,,Adam Hadwin,98,4.05,2128,526
109,T107,,Jim Herman,77,4.05,1914,473
110,T107,,J.B. Holmes,83,4.05,1734,428
111,T107,,Russell Knox,75,4.05,1397,345
112,T107,,Anirban Lahiri,72,4.05,1518,375
113,T107,,Michael Thompson,60,4.05,1578,390
114,T107,,Nick Watney,75,4.05,1719,424
115,T107,,Richy Werenski,81,4.05,1574,389
116,T117,,Mark Anderson,54,4.06,1249,308
117,T117,,Aaron Baddeley,61,4.06,1299,320
118,T117,,Jason Bohn,75,4.06,1745,430
119,T117,,Wesley Bryan,95,4.06,2239,551
120,T117,,Derek Fathauer,81,4.06,1618,399
121,T117,,Retief Goosen,52,4.06,1040,256
122,T117,,David Hearn,93,4.06,1935,477
123,T117,,Tom Hoge,54,4.06,1043,257
124,T117,,Søren Kjeldsen,58,4.06,1089,268
125,T117,,Brooks Koepka,88,4.06,1550,382
126,T117,,Spencer Levin,89,4.06,1975,486
127,T117,,Ryan Moore,82,4.06,1566,386
128,T117,,Seung-Yul Noh,91,4.06,1963,484
129,T117,,Sean O'Hair,84,4.06,1905,469
130,T117,,Kevin Streelman,90,4.06,1934,476
131,T117,,Nick Taylor,97,4.06,2047,504
132,T117,,Jhonattan Vegas,95,4.06,2267,558
133,T117,,Tim Wilkinson,64,4.06,1546,381
134,T135,,Ryan Armour,63,4.07,1405,345
135,T135,,Brian Campbell,55,4.07,1131,278
136,T135,,Miguel Angel Carballo,63,4.07,1347,331
137,T135,,Greg Chalmers,75,4.07,1770,435
138,T135,,K.J. Choi,72,4.07,1583,389
139,T135,,Luke Donald,50,4.07,977,240
140,T135,,Fabián Gómez,61,4.07,1326,326
141,T135,,Cody Gribble,79,4.07,1834,451
142,T135,,Mackenzie Hughes,106,4.07,2502,615
143,T135,,Ryo Ishikawa,56,4.07,1277,314
144,T135,,Whee Kim,74,4.07,1407,346
145,T135,,Patton Kizzire,84,4.07,1782,438
146,T135,,Danny Lee,93,4.07,1827,449
147,T135,,Grayson Murray,94,4.07,1988,489
148,T135,,C.T. Pan,88,4.07,2086,513
149,T135,,Brian Stuard,93,4.07,2268,557
150,T135,,Bubba Watson,71,4.07,1491,366
151,T135,,Steve Wheatcroft,51,4.07,1149,282
152,T153,,Steven Alker,69,4.08,1553,381
153,T153,,Ricky Barnes,100,4.08,2288,561
154,T153,,Rick Lamb,54,4.08,1143,280
155,T153,,David Lingmerth,79,4.08,1675,411
156,T153,,Bryce Molder,74,4.08,1733,425
157,T153,,Patrick Rodgers,76,4.08,1607,394
158,T153,,Ollie Schniederjans,92,4.08,1940,476
159,T153,,Adam Scott,58,4.08,1058,259
160,T153,,Daniel Summerhays,100,4.08,2068,507
161,T153,,Cameron Tringale,89,4.08,1949,478
162,T163,,Blayne Barber,77,4.09,1751,428
163,T163,,Jonas Blixt,74,4.09,1598,391
164,T163,,Rafa Cabrera Bello,63,4.09,1240,303
165,T163,,Roberto Castro,70,4.09,1652,404
166,T163,,Chad Collins,66,4.09,1426,349
167,T163,,Peter Malnati,91,4.09,2088,511
168,T163,,Troy Merritt,82,4.09,1694,414
169,T163,,D.A. Points,68,4.09,1538,376
170,T163,,Jonathan Randolph,68,4.09,1444,353
171,T163,,Johnson Wagner,71,4.09,1248,305
172,T173,,Dominic Bozzelli,69,4.1,1369,334
173,T173,,Brett Drewitt,57,4.1,1241,303
174,T173,,J.J. Henry,92,4.1,2142,522
175,T173,,Mark Hubbard,81,4.1,1974,482
176,T173,,Hunter Mahan,73,4.1,1538,375
177,T173,,Charl Schwartzel,63,4.1,1386,338
178,179,,Kelly Kraft,75,4.11,1762,429
179,T180,,Brad Fritsch,56,4.12,1191,289
180,T180,,Graeme McDowell,56,4.12,1237,300
181,T180,,Rod Pampling,71,4.12,1939,471
182,T180,,Brett Stegmaier,78,4.12,1856,450
183,184,,Si Woo Kim,80,4.13,1786,432
184,185,,Nicholas Lindheim,58,4.14,1287,311
185,186,,Carl Pettersson,63,4.15,1485,358
186,T187,,Ernie Els,52,4.16,1212,291
187,T187,,Andrew Loupe,55,4.16,1114,268
188,189,,Steven Bowditch,59,4.21,1271,302
189,190,,Matt Every,76,4.22,1516,359
