,First_Tee_Late_Round_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_3_Scoring_Average_AVG,First_Tee_Late_Round_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,,Steve Wheatcroft,65.0,65,1
1,2,,Nicholas Lindheim,66.0,132,2
2,T3,,Spencer Levin,66.5,133,2
3,T3,,Scott Stallings,66.5,266,4
4,T3,,Richy Werenski,66.5,133,2
5,6,,Billy Horschel,67.0,268,4
6,7,,Dustin Johnson,67.13,537,8
7,8,,Rory Sabbatini,67.5,270,4
8,9,,Justin Thomas,67.55,743,11
9,10,,Jordan Spieth,67.75,813,12
10,T11,,Chad Collins,68.0,136,2
11,T11,,Zach Johnson,68.0,408,6
12,T11,,Patton Kizzire,68.0,136,2
13,T11,,Kelly Kraft,68.0,204,3
14,T11,,Kevin Na,68.0,272,4
15,T11,,Patrick Rodgers,68.0,204,3
16,T11,,Boo Weekley,68.0,204,3
17,18,,Tag Ridings,68.25,273,4
18,19,,Kevin Chappell,68.33,410,6
19,20,,Chad Campbell,68.38,547,8
20,21,,Sean O'Hair,68.4,342,5
21,T22,,Mark Hubbard,68.5,137,2
22,T22,,Michael Kim,68.5,137,2
23,T22,,Tim Wilkinson,68.5,137,2
24,25,,Adam Hadwin,68.64,755,11
25,T26,,Julián Etulain,69.0,69,1
26,T26,,Robert Garrigus,69.0,207,3
27,T26,,Whee Kim,69.0,276,4
28,T26,,C.T. Pan,69.0,345,5
29,30,,Charley Hoffman,69.09,760,11
30,31,,Rafa Cabrera Bello,69.14,484,7
31,32,,Gary Woodland,69.25,554,8
32,33,,Kevin Kisner,69.3,693,10
33,T34,,Cody Gribble,69.33,208,3
34,T34,,Charles Howell III,69.33,624,9
35,T36,,Brad Fritsch,69.5,139,2
36,T36,,Sergio Garcia,69.5,417,6
37,38,,Rickie Fowler,69.54,904,13
38,39,,Russell Knox,69.56,626,9
39,40,,Scott Brown,69.57,487,7
40,T41,,Branden Grace,69.6,348,5
41,T41,,Matt Kuchar,69.6,696,10
42,T43,,Ryan Armour,69.67,209,3
43,T43,,Stewart Cink,69.67,418,6
44,T43,,John Huh,69.67,209,3
45,T46,,Byeong Hun An,69.75,279,4
46,T46,,Grayson Murray,69.75,558,8
47,T48,,Brooks Koepka,69.8,698,10
48,T48,,Justin Rose,69.8,698,10
49,50,,Cameron Smith,69.83,419,6
50,T51,,Graham DeLaet,69.89,629,9
51,T51,,Martin Laird,69.89,629,9
52,53,,Lucas Glover,69.91,769,11
53,T54,,K.J. Choi,70.0,70,1
54,T54,,Jim Furyk,70.0,140,2
55,T54,,Brian Gay,70.0,350,5
56,T54,,Andres Gonzales,70.0,210,3
57,T54,,Retief Goosen,70.0,210,3
58,T54,,Brandon Hagy,70.0,280,4
59,T54,,Ryo Ishikawa,70.0,140,2
60,T54,,Luke List,70.0,490,7
61,T54,,Jamie Lovemark,70.0,770,11
62,T54,,Hideki Matsuyama,70.0,770,11
63,T54,,Adam Scott,70.0,560,8
64,T54,,Shawn Stefani,70.0,210,3
65,T54,,Brian Stuard,70.0,140,2
66,T54,,Nick Taylor,70.0,420,6
67,68,,Daniel Berger,70.09,771,11
68,T69,,Patrick Cantlay,70.13,561,8
69,T69,,Paul Casey,70.13,1052,15
70,T69,,James Hahn,70.13,561,8
71,T69,,Kyle Stanley,70.13,561,8
72,73,,Rory McIlroy,70.17,421,6
73,T74,,J.J. Henry,70.2,351,5
74,T74,,David Lingmerth,70.2,351,5
75,T74,,Patrick Reed,70.2,702,10
76,T74,,Brandt Snedeker,70.2,351,5
77,T74,,Bubba Watson,70.2,351,5
78,79,,Ollie Schniederjans,70.22,632,9
79,80,,Webb Simpson,70.3,703,10
80,81,,Shane Lowry,70.33,211,3
81,T82,,Bill Haas,70.4,704,10
82,T82,,Ryan Moore,70.4,704,10
83,T82,,Seamus Power,70.4,352,5
84,T82,,Xander Schauffele,70.4,704,10
85,T86,,Steven Alker,70.5,282,4
86,T86,,Ben Crane,70.5,423,6
87,T86,,Søren Kjeldsen,70.5,282,4
88,T86,,J.T. Poston,70.5,282,4
89,T86,,Kyle Reifers,70.5,282,4
90,T86,,Brendan Steele,70.5,705,10
91,T86,,Chris Stroud,70.5,282,4
92,93,,Pat Perez,70.56,635,9
93,T94,,Tony Finau,70.6,706,10
94,T94,,Jon Rahm,70.6,706,10
95,96,,Jason Dufner,70.64,777,11
96,T97,,Keegan Bradley,70.67,636,9
97,T97,,Ryan Brehm,70.67,212,3
98,T97,,Luke Donald,70.67,212,3
99,T97,,Danny Lee,70.67,424,6
100,T97,,Cameron Percy,70.67,212,3
101,102,,Russell Henley,70.71,990,14
102,T103,,Ryan Blaum,70.75,283,4
103,T103,,Francesco Molinari,70.75,566,8
104,T103,,Kevin Streelman,70.75,566,8
105,T103,,Cameron Tringale,70.75,283,4
106,T103,,Nick Watney,70.75,283,4
107,108,,Brian Harman,70.78,637,9
108,T109,,Jonas Blixt,70.8,354,5
109,T109,,Si Woo Kim,70.8,354,5
110,T111,,Louis Oosthuizen,70.83,425,6
111,T111,,Ian Poulter,70.83,425,6
112,T111,,Johnson Wagner,70.83,425,6
113,T114,,Bud Cauley,70.88,567,8
114,T114,,Chez Reavie,70.88,567,8
115,116,,Marc Leishman,70.91,780,11
116,T117,,Mark Anderson,71.0,71,1
117,T117,,Fabián Gómez,71.0,71,1
118,T117,,Jim Herman,71.0,213,3
119,T117,,Morgan Hoffmann,71.0,426,6
120,T117,,Matt Jones,71.0,213,3
121,T117,,Anirban Lahiri,71.0,426,6
122,T117,,Hunter Mahan,71.0,142,2
123,T117,,Phil Mickelson,71.0,710,10
124,T117,,Carl Pettersson,71.0,71,1
125,T117,,Charl Schwartzel,71.0,355,5
126,T117,,Jhonattan Vegas,71.0,355,5
127,T128,,Zac Blair,71.14,498,7
128,T128,,Scott Piercy,71.14,498,7
129,T130,,Troy Merritt,71.2,356,5
130,T130,,Camilo Villegas,71.2,356,5
131,132,,Kevin Tway,71.25,285,4
132,T133,,Blayne Barber,71.33,214,3
133,T133,,Wesley Bryan,71.33,428,6
134,135,,Matt Every,71.4,357,5
135,T136,,Mackenzie Hughes,71.44,643,9
136,T136,,Hudson Swafford,71.44,643,9
137,138,,Robert Streb,71.5,429,6
138,139,,Trey Mullinax,71.57,501,7
139,T140,,Alex Cejka,71.6,358,5
140,T140,,William McGirt,71.6,358,5
141,T140,,Seung-Yul Noh,71.6,358,5
142,T143,,J.B. Holmes,71.67,430,6
143,T143,,Ben Martin,71.67,430,6
144,T143,,Vaughn Taylor,71.67,430,6
145,146,,Graeme McDowell,71.75,287,4
146,T147,,Harris English,71.8,359,5
147,T147,,Martin Flores,71.8,359,5
148,149,,Derek Fathauer,71.83,431,6
149,T150,,Jason Day,71.86,503,7
150,T150,,Smylie Kaufman,71.86,503,7
151,T152,,Ricky Barnes,72.0,216,3
152,T152,,Bryce Molder,72.0,72,1
