,Back_9_Par_4_Scoring_Average_RANK THIS WEEK,Back_9_Par_4_Scoring_Average_RANK LAST WEEK,Back_9_Par_4_Scoring_Average_PLAYER NAME,Back_9_Par_4_Scoring_Average_ROUNDS,Back_9_Par_4_Scoring_Average_AVG,Back_9_Par_4_Scoring_Average_TOTAL STROKES,Back_9_Par_4_Scoring_Average_TOTAL HOLES
0,1,,Jordan Spieth,85,3.91,1652,423
1,2,,Justin Thomas,86,3.92,1658,423
2,3,,Paul Casey,94,3.93,1885,480
3,T4,,Rickie Fowler,78,3.97,1611,406
4,T4,,Matt Kuchar,95,3.97,1904,480
5,T4,,Brandt Snedeker,53,3.97,1079,272
6,T7,,Tony Finau,106,3.98,2187,549
7,T7,,Sergio Garcia,65,3.98,1328,334
8,T7,,Shane Lowry,52,3.98,995,250
9,T7,,Kevin Na,86,3.98,1735,436
10,T7,,Webb Simpson,102,3.98,2105,529
11,T12,,Stewart Cink,93,3.99,1941,487
12,T12,,Graham DeLaet,82,3.99,1585,397
13,T12,,Robert Garrigus,78,3.99,1494,374
14,T12,,John Huh,92,3.99,1872,469
15,T12,,Dustin Johnson,77,3.99,1474,369
16,T12,,Marc Leishman,94,3.99,1978,496
17,T12,,Jamie Lovemark,98,3.99,2005,502
18,T12,,Hideki Matsuyama,83,3.99,1604,402
19,T12,,Chez Reavie,98,3.99,2004,502
20,T12,,Justin Rose,66,3.99,1354,339
21,T12,,Kyle Stanley,104,3.99,2167,543
22,T12,,Kevin Streelman,90,3.99,1852,464
23,T24,,Ryan Blaum,100,4.0,2033,508
24,T24,,Keegan Bradley,104,4.0,2152,538
25,T24,,Jason Dufner,89,4.0,1783,446
26,T24,,Lucas Glover,93,4.0,1907,477
27,T24,,William McGirt,89,4.0,1801,450
28,T24,,Francesco Molinari,75,4.0,1527,382
29,T24,,Jon Rahm,90,4.0,1751,438
30,T24,,Steve Wheatcroft,51,4.0,961,240
31,T32,,Daniel Berger,91,4.01,1851,462
32,T32,,Chad Campbell,97,4.01,2074,517
33,T32,,Patrick Cantlay,52,4.01,991,247
34,T32,,Chad Collins,66,4.01,1283,320
35,T32,,James Hahn,96,4.01,1999,499
36,T32,,Kevin Kisner,105,4.01,2108,526
37,T32,,Trey Mullinax,88,4.01,1733,432
38,T32,,Kyle Reifers,96,4.01,1847,461
39,T32,,Tag Ridings,67,4.01,1234,308
40,T32,,Xander Schauffele,96,4.01,2013,502
41,T32,,Vaughn Taylor,90,4.01,1825,455
42,T43,,Zac Blair,105,4.02,2115,526
43,T43,,Rafa Cabrera Bello,63,4.02,1286,320
44,T43,,Bud Cauley,92,4.02,1901,473
45,T43,,Emiliano Grillo,90,4.02,1870,465
46,T43,,Bill Haas,92,4.02,1815,451
47,T43,,Adam Hadwin,98,4.02,2069,515
48,T43,,Matt Jones,64,4.02,1182,294
49,T43,,Michael Kim,94,4.02,1935,481
50,T43,,Luke List,102,4.02,2072,515
51,T43,,Louis Oosthuizen,69,4.02,1325,330
52,T43,,Pat Perez,93,4.02,1942,483
53,T43,,Robert Streb,98,4.02,2042,508
54,T43,,Tyrone Van Aswegen,105,4.02,2056,511
55,T43,,Gary Woodland,94,4.02,1872,466
56,T57,,Ricky Barnes,100,4.03,1952,484
57,T57,,Ryan Brehm,83,4.03,1663,413
58,T57,,Scott Brown,95,4.03,1959,486
59,T57,,Martin Flores,88,4.03,1723,428
60,T57,,Brian Gay,82,4.03,1707,424
61,T57,,Brian Harman,104,4.03,2166,537
62,T57,,Charley Hoffman,112,4.03,2295,569
63,T57,,Charles Howell III,86,4.03,1753,435
64,T57,,Scott Piercy,70,4.03,1422,353
65,T57,,Ian Poulter,72,4.03,1454,361
66,T57,,Charl Schwartzel,63,4.03,1266,314
67,T57,,Cameron Smith,86,4.03,1713,425
68,T57,,J.J. Spaun,92,4.03,1859,461
69,T57,,Hudson Swafford,94,4.03,1929,479
