,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
0,1,,Jordan Spieth,85,68.846,5377,- 7.012,78
1,2,,Rickie Fowler,78,69.083,5287,- 36.726,76
2,3,,Justin Thomas,86,69.359,5482,- 2.600,79
3,4,,Marc Leishman,94,69.468,6269,- 16.894,90
4,5,,Paul Casey,94,69.469,6270,- 17.811,90
5,6,,Rory McIlroy,51,69.529,3367,- 29.609,48
6,7,,Dustin Johnson,77,69.54899999999999,4873,- 4.544,70
7,8,,Jon Rahm,90,69.561,5780,- 6.412,83
8,9,,Sergio Garcia,65,69.596,4335,- 20.062,62
9,10,,Hideki Matsuyama,83,69.624,5294,- 2.569,76
10,11,,Justin Rose,66,69.699,4475,- 14.249,64
11,12,,Francesco Molinari,75,69.80199999999999,5049,- 23.262,72
12,13,,Matt Kuchar,95,69.806,6444,- 21.885,92
13,14,,Brooks Koepka,88,69.847,5620,- 32.235,80
14,15,,Patrick Cantlay,52,69.971,3360,- 1.404,48
15,16,,Tony Finau,106,69.987,7265,13.619,104
16,17,,Kyle Stanley,104,69.98899999999999,6994,4.880,100
17,18,,Adam Scott,58,69.99600000000001,4093,- 33.255,58
18,19,,Bill Haas,92,70.01100000000001,5965,- 14.088,85
19,20,,Webb Simpson,102,70.018,6926,5.768,99
20,21,,Russell Henley,99,70.027,6799,- 6.398,97
21,22,,Ian Poulter,72,70.045,4765,- 1.939,68
22,23,,Brandt Snedeker,53,70.055,3501,1.772,50
23,24,,Jason Day,71,70.115,4648,- 20.416,66
24,25,,Daniel Berger,91,70.12100000000001,6026,4.406,86
25,26,,Lucas Glover,93,70.139,6314,- 1.505,90
26,27,,Xander Schauffele,96,70.163,6449,6.015,92
27,28,,Phil Mickelson,85,70.168,5631,- 17.598,80
28,29,,Charl Schwartzel,63,70.211,4248,- 35.326,60
29,30,,Stewart Cink,93,70.21300000000001,6522,7.842,93
30,31,,Louis Oosthuizen,69,70.22,4386,- 32.359,62
31,32,,Chez Reavie,98,70.244,6650,23.167,95
32,33,,Pat Perez,93,70.25,6322,.517,90
33,34,,Jason Dufner,89,70.259,5774,- 12.731,82
34,35,,Kevin Kisner,105,70.294,6891,- 2.145,98
35,36,,Charley Hoffman,112,70.351,7606,- 8.072,108
36,37,,Charles Howell III,86,70.37100000000001,5749,21.404,82
37,38,,Graham DeLaet,82,70.376,5349,- .423,76
38,39,,Jamie Lovemark,98,70.391,6748,9.581,96
39,40,,Zach Johnson,81,70.393,5440,- 19.745,77
40,41,,Kevin Na,86,70.399,5764,8.722,82
41,42,,Brian Harman,104,70.402,7027,13.181,100
42,43,,Luke List,102,70.428,6868,33.926,98
43,44,,Bud Cauley,92,70.432,6189,9.054,88
44,45,,Keegan Bradley,104,70.437,7167,17.524,102
45,46,,Martin Laird,83,70.45,5855,- 7.623,83
46,47,,Patrick Reed,107,70.453,7062,- 16.689,100
47,48,,Gary Woodland,94,70.482,6273,- .102,89
48,49,,Sung Kang,104,70.49600000000001,7192,- 1.452,102
49,50,,Brendan Steele,89,70.503,5925,- 2.712,84
50,51,,Chad Campbell,97,70.509,6795,44.334,97
51,52,,Seamus Power,86,70.543,5605,38.469,80
52,53,,Adam Hadwin,98,70.583,6921,- 3.830,98
53,54,,Brian Gay,82,70.585,5486,19.639,78
54,55,,Hudson Swafford,94,70.618,6348,7.597,90
55,56,,Graeme McDowell,56,70.62899999999999,3972,- 16.789,56
56,57,,J.B. Holmes,83,70.66,5405,- 34.841,76
57,58,,Shane Lowry,52,70.667,3483,- 20.306,49
58,59,,Nick Watney,75,70.685,4878,- .727,69
59,60,,Rafa Cabrera Bello,63,70.693,4266,- 24.418,60
60,61,,Robert Streb,98,70.7,6642,3.822,94
61,62,,Ollie Schniederjans,92,70.704,6129,22.241,87
62,63,,Michael Kim,94,70.707,6347,16.586,90
63,64,,Robert Garrigus,78,70.712,5060,31.291,72
64,65,,Matt Jones,64,70.719,3952,8.241,56
65,66,,Ryan Moore,82,70.741,5599,- 10.433,79
66,67,,David Lingmerth,79,70.755,5317,- 10.362,75
67,68,,Russell Knox,75,70.765,4950,3.522,70
68,69,,Kevin Chappell,95,70.779,6391,- 20.866,90
69,70,,Emiliano Grillo,90,70.798,6170,- 10.598,87
70,71,,Anirban Lahiri,72,70.79899999999999,5088,9.539,72
71,72,,Sean O'Hair,84,70.801,5953,- 5.730,84
72,73,,Scott Stallings,81,70.811,5438,14.475,77
73,74,,Chris Stroud,67,70.815,4165,13.108,59
74,75,,Nick Taylor,97,70.817,6710,17.579,95
75,76,,Luke Donald,50,70.831,3408,- 8.103,48
76,77,,Billy Horschel,88,70.832,6104,- 12.479,86
77,78,,Harris English,84,70.848,5384,.485,76
78,79,,John Huh,92,70.851,6210,24.875,88
79,80,,Danny Lee,93,70.86,6303,3.558,89
80,81,,Branden Grace,70,70.862,4476,- 11.723,63
81,T82,,Ryan Blaum,100,70.866,6768,35.162,96
82,T82,,Bryson DeChambeau,91,70.866,6294,13.084,89
83,84,,Kevin Tway,96,70.868,6205,31.383,88
84,85,,Kevin Streelman,90,70.873,6226,10.820,88
85,86,,Brandon Hagy,85,70.875,5434,23.409,77
86,87,,Camilo Villegas,76,70.881,5080,23.440,72
87,88,,Rory Sabbatini,71,70.883,4568,39.389,65
88,89,,Martin Flores,88,70.885,5706,35.704,81
89,90,,Byeong Hun An,77,70.887,5139,- 35.159,72
90,91,,Cameron Smith,86,70.90899999999999,5798,16.550,82
91,92,,Sam Saunders,76,70.921,4941,23.485,70
92,93,,James Hahn,96,70.925,6801,7.774,96
93,94,,Jim Herman,77,70.931,5314,5.851,75
94,95,,Scott Brown,95,70.932,6439,15.804,91
95,96,,Tim Wilkinson,64,70.95,4093,22.127,58
96,97,,Ben Martin,86,70.954,5588,17.331,79
97,98,,Seung-Yul Noh,91,70.955,6149,24.054,87
98,99,,Jason Kokrak,95,70.961,6757,- 15.744,95
99,100,,Whee Kim,74,70.964,5096,13.411,72
100,101,,Ryan Armour,63,70.965,4162,24.910,59
101,102,,Harold Varner III,101,70.96600000000001,7013,12.594,99
102,103,,J.T. Poston,95,70.982,6135,40.445,87
103,104,,Shawn Stefani,72,70.983,4799,27.818,68
104,105,,J.J. Spaun,92,70.999,6078,27.915,86
105,106,,Zac Blair,105,71.007,6994,35.710,99
106,107,,Trey Mullinax,88,71.027,5783,41.249,82
107,108,,Cameron Percy,71,71.03,4588,28.978,65
108,T109,,Mackenzie Hughes,106,71.044,7376,12.589,104
109,T109,,Vaughn Taylor,90,71.044,5933,34.716,84
110,111,,Jhonattan Vegas,95,71.054,6391,3.836,90
111,112,,Geoff Ogilvy,80,71.056,5111,4.999,72
112,113,,Wesley Bryan,95,71.062,6456,10.663,91
113,114,,Grayson Murray,94,71.064,6394,1.776,90
114,115,,Jim Furyk,54,71.071,3631,- 6.387,51
115,116,,Ben Crane,86,71.09100000000001,5593,23.187,79
116,T117,,David Hearn,93,71.107,6027,17.056,85
117,T117,,Morgan Hoffmann,92,71.107,6243,14.432,88
118,119,,C.T. Pan,88,71.109,6101,14.337,86
119,120,,Andres Gonzales,73,71.112,4863,43.718,69
120,121,,Ryan Palmer,61,71.116,3775,- 5.854,53
121,122,,William McGirt,89,71.15100000000001,5904,1.563,83
122,123,,Jimmy Walker,68,71.155,4650,- 24.914,65
123,124,,Blayne Barber,77,71.163,5045,7.606,71
124,125,,J.J. Henry,92,71.164,6097,23.122,86
125,126,,Richy Werenski,81,71.171,5220,46.679,74
126,127,,Bubba Watson,71,71.175,4494,- 9.958,63
127,T128,,Billy Hurley III,80,71.176,5690,4.082,80
128,T128,,Tag Ridings,67,71.176,4162,37.358,59
129,130,,Ryan Brehm,83,71.178,5453,27.730,77
130,131,,Tyrone Van Aswegen,105,71.181,6871,33.582,97
131,132,,Daniel Summerhays,100,71.197,6693,- .456,94
132,133,,Michael Thompson,60,71.207,3980,7.614,56
133,134,,Ricky Barnes,100,71.221,6523,29.367,92
134,135,,Scott Piercy,70,71.235,4755,17.764,67
135,136,,Chris Kirk,89,71.255,5887,27.147,83
136,137,,Sebastián Muñoz,51,71.263,3486,5.879,49
137,138,,Jonas Blixt,74,71.283,4982,7.811,70
138,139,,D.A. Points,68,71.315,4849,.419,68
139,140,,Tom Hoge,54,71.32600000000001,3256,25.003,46
140,141,,Julián Etulain,68,71.33800000000001,4469,25.299,63
141,142,,Cameron Tringale,89,71.343,5891,30.479,83
142,143,,Søren Kjeldsen,58,71.39,3520,- 21.880,49
143,144,,Troy Merritt,82,71.398,5399,27.272,76
144,145,,Peter Malnati,91,71.399,6029,39.903,85
145,146,,Retief Goosen,52,71.425,3272,13.569,46
146,147,,Johnson Wagner,71,71.429,4486,14.040,63
147,T148,,Smylie Kaufman,76,71.432,5055,16.679,71
148,T148,,Patrick Rodgers,76,71.432,5286,- .055,74
149,150,,Alex Cejka,85,71.461,5477,25.481,77
150,151,,Boo Weekley,75,71.476,5189,28.736,73
151,152,,Aaron Baddeley,61,71.483,4070,4.531,57
152,153,,Gonzalo Fernandez-Castaño,63,71.484,3972,31.117,56
153,154,,Dominic Bozzelli,69,71.49,4636,10.856,65
154,155,,Kelly Kraft,75,71.491,5076,- .119,71
155,156,,Mark Anderson,54,71.5,3693,25.018,52
156,157,,Spencer Levin,89,71.516,6040,38.883,85
157,158,,Derek Fathauer,81,71.568,5352,15.596,75
158,159,,Steve Wheatcroft,51,71.577,3347,17.112,47
159,160,,Cody Gribble,79,71.581,5497,14.733,77
160,161,,Kyle Reifers,96,71.587,6273,26.643,88
161,162,,Patton Kizzire,84,71.598,5421,20.464,76
162,163,,Fabián Gómez,61,71.61,4200,24.973,59
163,164,,K.J. Choi,72,71.618,4696,30.802,66
164,165,,Steven Alker,69,71.638,4475,38.219,63
165,166,,Jonathan Randolph,68,71.642,4497,16.418,63
166,167,,Brian Stuard,93,71.72,6213,26.644,87
167,168,,Greg Chalmers,75,71.758,5084,10.789,71
168,169,,Chad Collins,66,71.77,4420,29.768,62
169,170,,Roberto Castro,70,71.808,4892,- 9.051,68
170,171,,Hunter Mahan,73,71.811,5075,23.578,71
171,172,,Bryce Molder,74,71.817,5296,18.473,74
172,173,,Brad Fritsch,56,71.855,3716,20.480,52
173,174,,Rod Pampling,71,71.861,5111,- 8.834,71
174,175,,Mark Hubbard,81,71.87100000000001,5277,41.456,74
175,176,,Brian Campbell,55,71.92399999999999,3638,30.138,51
176,177,,Rick Lamb,54,71.97800000000001,3567,31.915,50
177,178,,Ryo Ishikawa,56,71.99,4012,19.466,56
178,179,,Ken Duke,77,72.078,5075,42.571,71
179,180,,Brett Stegmaier,78,72.115,5448,32.774,76
180,181,,Brett Drewitt,57,72.13,3793,29.896,53
181,182,,Jason Bohn,75,72.133,5096,25.417,71
182,183,,Ernie Els,52,72.179,3765,- 11.679,52
183,184,,Nicholas Lindheim,58,72.205,4002,41.479,56
184,185,,Si Woo Kim,80,72.253,5438,- 19.053,75
185,186,,Miguel Angel Carballo,63,72.363,4081,43.666,57
186,187,,Carl Pettersson,63,72.419,4247,25.695,59
187,188,,Matt Every,76,72.671,5067,19.989,70
188,189,,Andrew Loupe,55,72.803,3782,3.744,52
189,190,,Steven Bowditch,59,74.4,4082,10.001,55
