,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,,Patrick Cantlay,68.0,340,5
1,2,,Hideki Matsuyama,68.25,819,12
2,3,,Daniel Berger,68.62,892,13
3,4,,Rory McIlroy,68.75,275,4
4,5,,Justin Thomas,68.77,894,13
5,6,,Ollie Schniederjans,69.0,828,12
6,7,,Chez Reavie,69.13,1106,16
7,8,,Kevin Kisner,69.17,830,12
8,9,,Kyle Stanley,69.38,902,13
9,10,,Jason Dufner,69.46,903,13
10,T11,,Jason Day,69.5,556,8
11,T11,,Cameron Percy,69.5,695,10
12,13,,Kevin Na,69.56,626,9
13,T14,,Jamie Lovemark,69.67,836,12
14,T14,,Kevin Tway,69.67,836,12
15,T16,,Bryson DeChambeau,69.71,976,14
16,T16,,Danny Lee,69.71,976,14
17,18,,Ryan Moore,69.73,767,11
18,19,,Charl Schwartzel,69.75,558,8
19,20,,Matt Kuchar,69.77,907,13
20,21,,Mark Anderson,69.78,628,9
21,22,,Seamus Power,69.79,977,14
22,23,,Sung Kang,69.81,1117,16
23,24,,Robert Garrigus,69.85,908,13
24,25,,Trey Mullinax,69.91,769,11
25,26,,Jordan Spieth,69.93,979,14
26,T27,,Sergio Garcia,70.0,490,7
27,T27,,Retief Goosen,70.0,630,9
28,T27,,Graeme McDowell,70.0,700,10
29,T27,,Louis Oosthuizen,70.0,630,9
30,T27,,Jon Rahm,70.0,560,8
31,T27,,Adam Scott,70.0,420,6
32,T33,,Jason Kokrak,70.08,841,12
33,T33,,Richy Werenski,70.08,841,12
34,35,,Lucas Glover,70.09,771,11
35,T36,,Russell Henley,70.13,1052,15
36,T36,,Luke List,70.13,1052,15
37,T38,,J.J. Henry,70.14,982,14
38,T38,,Charley Hoffman,70.14,982,14
39,T38,,Matt Jones,70.14,491,7
40,T41,,Paul Casey,70.15,912,13
41,T41,,Charles Howell III,70.15,912,13
42,43,,Pat Perez,70.18,772,11
43,44,,Tony Finau,70.19,1123,16
44,45,,Peter Malnati,70.21,983,14
45,46,,Webb Simpson,70.23,913,13
46,47,,Andrew Loupe,70.25,562,8
47,T48,,Ryan Armour,70.3,703,10
48,T48,,Ryan Brehm,70.3,703,10
49,T50,,Mackenzie Hughes,70.31,914,13
50,T50,,Brooks Koepka,70.31,1125,16
51,T52,,Chad Campbell,70.33,1055,15
52,T52,,Scott Piercy,70.33,633,9
53,T54,,Anirban Lahiri,70.4,704,10
54,T54,,Marc Leishman,70.4,704,10
55,T54,,Ian Poulter,70.4,704,10
56,57,,Roberto Castro,70.44,634,9
57,58,,Blayne Barber,70.45,775,11
58,59,,Fabián Gómez,70.46,916,13
59,60,,Ricky Barnes,70.47,1057,15
60,T61,,Bill Haas,70.5,564,8
61,T61,,Adam Hadwin,70.5,705,10
62,T61,,Grayson Murray,70.5,987,14
63,T61,,Tag Ridings,70.5,564,8
64,T61,,Tyrone Van Aswegen,70.5,987,14
65,66,,Kevin Streelman,70.54,917,13
66,T67,,Gonzalo Fernandez-Castaño,70.56,635,9
67,T67,,Nick Taylor,70.56,1129,16
68,69,,Brad Fritsch,70.67,636,9
69,70,,Emiliano Grillo,70.71,990,14
70,T71,,Harold Varner III,70.73,1061,15
71,T71,,Camilo Villegas,70.73,778,11
72,T73,,Alex Cejka,70.75,849,12
73,T73,,C.T. Pan,70.75,849,12
74,T73,,D.A. Points,70.75,849,12
75,T73,,Brandt Snedeker,70.75,566,8
76,T77,,Bud Cauley,70.77,920,13
77,T77,,Smylie Kaufman,70.77,920,13
78,T77,,J.J. Spaun,70.77,920,13
79,T80,,Martin Laird,70.78,637,9
80,T80,,Johnson Wagner,70.78,637,9
81,82,,Andres Gonzales,70.79,991,14
82,83,,Robert Streb,70.8,1062,15
83,84,,Cameron Tringale,70.82,779,11
84,85,,Brian Gay,70.83,850,12
85,86,,David Hearn,70.85,921,13
86,87,,Michael Kim,70.87,1063,15
87,T88,,Julián Etulain,70.89,638,9
88,T88,,Shane Lowry,70.89,638,9
89,T88,,Francesco Molinari,70.89,638,9
90,91,,Graham DeLaet,70.9,709,10
91,T92,,Morgan Hoffmann,70.91,780,11
92,T92,,Vaughn Taylor,70.91,780,11
93,T94,,Greg Chalmers,70.92,922,13
94,T94,,Zach Johnson,70.92,851,12
95,T94,,Chris Kirk,70.92,851,12
96,T97,,Keegan Bradley,71.0,1207,17
97,T97,,Luke Donald,71.0,639,9
98,T97,,Jim Furyk,71.0,497,7
99,T97,,John Huh,71.0,923,13
100,T97,,Nicholas Lindheim,71.0,568,8
101,T97,,Justin Rose,71.0,426,6
102,T97,,Scott Stallings,71.0,639,9
103,T97,,Hudson Swafford,71.0,781,11
104,105,,Stewart Cink,71.07,995,14
105,T106,,J.B. Holmes,71.08,924,13
106,T106,,Russell Knox,71.08,853,12
107,T108,,Brandon Hagy,71.09,782,11
108,T108,,Phil Mickelson,71.09,782,11
109,110,,Branden Grace,71.1,711,10
110,111,,Bubba Watson,71.11,640,9
111,T112,,William McGirt,71.17,854,12
112,T112,,Sebastián Muñoz,71.17,427,6
113,114,,Ryan Blaum,71.19,1139,16
114,T115,,Scott Brown,71.2,1068,15
115,T115,,Rickie Fowler,71.2,712,10
116,T115,,Boo Weekley,71.2,712,10
117,118,,Ernie Els,71.22,641,9
118,T119,,Steven Alker,71.25,570,8
119,T119,,Zac Blair,71.25,855,12
120,T121,,Wesley Bryan,71.27,1069,15
121,T121,,Chad Collins,71.27,784,11
122,T121,,Mark Hubbard,71.27,784,11
