,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,1,,Jordan Spieth,68.44,1232,18
1,2,,Michael Thompson,68.5,548,8
2,3,,Justin Thomas,68.75,1100,16
3,4,,Hideki Matsuyama,68.78,1238,18
4,5,,Dustin Johnson,68.81,1101,16
5,6,,Xander Schauffele,68.94,1241,18
6,T7,,Martin Flores,69.0,966,14
7,T7,,Francesco Molinari,69.0,1104,16
8,9,,Rory McIlroy,69.18,761,11
9,10,,Jon Rahm,69.21,1315,19
10,11,,Kevin Na,69.24,1177,17
11,12,,Bryson DeChambeau,69.36,971,14
12,13,,Alex Cejka,69.42,833,12
13,14,,Adam Scott,69.46,903,13
14,T15,,Robert Garrigus,69.5,834,12
15,T15,,Andres Gonzales,69.5,834,12
16,T15,,Matt Kuchar,69.5,1390,20
17,T15,,Danny Lee,69.5,1112,16
18,19,,Brandt Snedeker,69.55,765,11
19,20,,Bill Haas,69.56,1252,18
20,21,,Rory Sabbatini,69.58,835,12
21,22,,Marc Leishman,69.62,1462,21
22,23,,Ian Poulter,69.67,1045,15
23,24,,Tony Finau,69.71,1673,24
24,25,,Rickie Fowler,69.72,1255,18
25,26,,Webb Simpson,69.73,1534,22
26,27,,Brian Harman,69.76,1465,21
27,T28,,Spencer Levin,69.83,838,12
28,T28,,Hudson Swafford,69.83,1257,18
29,30,,Tim Wilkinson,69.9,699,10
30,31,,Kyle Stanley,69.91,1538,22
31,32,,Nick Watney,69.92,909,13
32,33,,Chez Reavie,69.95,1399,20
33,T34,,Harris English,70.0,910,13
34,T34,,Smylie Kaufman,70.0,770,11
35,T34,,Brooks Koepka,70.0,1260,18
36,T34,,Jhonattan Vegas,70.0,1260,18
37,38,,Luke List,70.05,1331,19
38,39,,Billy Horschel,70.06,1121,16
39,T40,,Keegan Bradley,70.09,1612,23
40,T40,,Kelly Kraft,70.09,771,11
41,42,,Chris Stroud,70.11,631,9
42,43,,Sean O'Hair,70.13,1122,16
43,44,,Daniel Berger,70.16,1333,19
44,T45,,Mark Anderson,70.17,421,6
45,T45,,Gonzalo Fernandez-Castaño,70.17,421,6
46,T45,,Retief Goosen,70.17,421,6
47,48,,J.J. Spaun,70.18,1193,17
48,49,,Shawn Stefani,70.2,702,10
49,T50,,Phil Mickelson,70.21,1334,19
50,T50,,Seung-Yul Noh,70.21,983,14
51,T52,,Wesley Bryan,70.22,1264,18
52,T52,,K.J. Choi,70.22,632,9
53,54,,Mackenzie Hughes,70.23,1545,22
54,55,,Robert Streb,70.24,1194,17
55,56,,Richy Werenski,70.25,843,12
56,T57,,Graham DeLaet,70.27,1054,15
57,T57,,Russell Henley,70.27,1546,22
58,T57,,Troy Merritt,70.27,773,11
59,T57,,Justin Rose,70.27,1054,15
60,61,,Kevin Tway,70.28,1265,18
61,T62,,Bud Cauley,70.29,1195,17
62,T62,,Pat Perez,70.29,1476,21
63,T62,,Steve Wheatcroft,70.29,492,7
64,65,,Jim Herman,70.31,914,13
65,T66,,Ryan Blaum,70.33,1266,18
66,T66,,Dominic Bozzelli,70.33,633,9
67,T66,,Chad Collins,70.33,422,6
68,T66,,Jason Day,70.33,1055,15
69,T66,,Sergio Garcia,70.33,1055,15
70,T66,,Sam Saunders,70.33,844,12
71,T66,,Camilo Villegas,70.33,844,12
72,73,,Ben Martin,70.36,985,14
73,74,,Brendan Steele,70.37,1337,19
74,75,,Charl Schwartzel,70.38,915,13
75,76,,Matt Jones,70.4,704,10
76,77,,Rafa Cabrera Bello,70.42,845,12
77,T78,,Matt Every,70.43,493,7
78,T78,,Brian Gay,70.43,986,14
79,T80,,Paul Casey,70.45,1550,22
80,T80,,Gary Woodland,70.45,1409,20
81,T82,,Trey Mullinax,70.47,1057,15
82,T82,,Louis Oosthuizen,70.47,1057,15
83,84,,Charley Hoffman,70.48,1621,23
84,T85,,Jim Furyk,70.5,564,8
85,T85,,Tom Hoge,70.5,564,8
86,T85,,Scott Piercy,70.5,846,12
87,T85,,Vaughn Taylor,70.5,1269,18
88,T89,,Charles Howell III,70.53,1340,19
89,T89,,Jamie Lovemark,70.53,1340,19
90,T89,,J.T. Poston,70.53,1199,17
91,T92,,Roberto Castro,70.56,635,9
92,T92,,Sung Kang,70.56,1270,18
93,T94,,Brian Campbell,70.57,494,7
94,T94,,Patrick Reed,70.57,1623,23
95,T96,,Steven Alker,70.6,706,10
96,T96,,Ryan Armour,70.6,706,10
97,98,,Geoff Ogilvy,70.62,918,13
98,T99,,Blayne Barber,70.67,848,12
99,T99,,Derek Fathauer,70.67,848,12
100,T99,,Rick Lamb,70.67,424,6
101,T99,,Ollie Schniederjans,70.67,1272,18
102,T99,,Bubba Watson,70.67,848,12
103,T104,,Jonas Blixt,70.7,707,10
104,T104,,Whee Kim,70.7,707,10
105,T106,,Brandon Hagy,70.71,990,14
106,T106,,Ryan Palmer,70.71,495,7
107,108,,Chad Campbell,70.74,1344,19
108,T109,,Patrick Cantlay,70.75,849,12
109,T109,,Stewart Cink,70.75,1415,20
110,T109,,Brett Drewitt,70.75,566,8
111,T109,,John Huh,70.75,1132,16
112,T109,,Brian Stuard,70.75,849,12
113,114,,Adam Hadwin,70.76,1486,21
114,115,,Anirban Lahiri,70.79,991,14
115,116,,Martin Laird,70.81,1133,16
116,117,,Michael Kim,70.83,1275,18
117,118,,Emiliano Grillo,70.84,1346,19
118,T119,,Luke Donald,70.86,496,7
119,T119,,Billy Hurley III,70.86,992,14
120,T119,,Peter Malnati,70.86,992,14
121,122,,Cameron Smith,70.87,1063,15
122,123,,Zach Johnson,70.88,1134,16
123,T124,,Julián Etulain,70.9,709,10
124,T124,,Lucas Glover,70.9,1418,20
125,T124,,Tag Ridings,70.9,709,10
126,T124,,Brett Stegmaier,70.9,709,10
127,128,,Cameron Percy,70.91,780,11
128,129,,Rod Pampling,70.92,922,13
129,T130,,Ricky Barnes,70.94,1135,16
130,T130,,J.J. Henry,70.94,1135,16
131,132,,James Hahn,70.95,1419,20
132,133,,Cody Gribble,71.0,781,11
133,134,,Zac Blair,71.05,1350,19
134,135,,Tyrone Van Aswegen,71.06,1208,17
135,T136,,Branden Grace,71.07,995,14
136,T136,,Morgan Hoffmann,71.07,1066,15
137,138,,Kevin Chappell,71.1,1422,20
138,T139,,Aaron Baddeley,71.11,640,9
139,T139,,Fabián Gómez,71.11,640,9
140,T139,,Kevin Streelman,71.11,1280,18
141,T139,,Harold Varner III,71.11,1351,19
142,143,,Ben Crane,71.13,1067,15
143,T144,,C.T. Pan,71.14,996,14
144,T144,,Johnson Wagner,71.14,498,7
145,146,,Kevin Kisner,71.17,1637,23
146,147,,D.A. Points,71.25,855,12
147,148,,Chris Kirk,71.27,1069,15
148,149,,Seamus Power,71.31,1141,16
149,150,,Jason Dufner,71.32,1355,19
150,T151,,David Hearn,71.33,1070,15
151,T151,,Jimmy Walker,71.33,856,12
152,153,,J.B. Holmes,71.35,1213,17
153,T154,,Graeme McDowell,71.36,785,11
154,T154,,Patrick Rodgers,71.36,785,11
155,156,,Nick Taylor,71.37,1356,19
156,T157,,Russell Knox,71.38,928,13
157,T157,,Kyle Reifers,71.38,928,13
158,159,,Mark Hubbard,71.45,786,11
159,160,,Ryan Brehm,71.47,1072,15
160,T161,,Steven Bowditch,71.5,143,2
161,T161,,Shane Lowry,71.5,715,10
162,163,,Scott Brown,71.53,1216,17
163,164,,Jason Kokrak,71.58,1360,19
164,165,,Ryan Moore,71.59,1217,17
165,166,,Miguel Angel Carballo,71.63,573,8
166,167,,Bryce Molder,71.64,788,11
167,T168,,Søren Kjeldsen,71.67,645,9
168,T168,,Jonathan Randolph,71.67,645,9
169,170,,Boo Weekley,71.73,789,11
170,171,,Nicholas Lindheim,71.78,646,9
171,172,,Scott Stallings,71.79,1005,14
172,173,,Byeong Hun An,71.81,1149,16
173,174,,Cameron Tringale,71.86,1006,14
174,175,,Patton Kizzire,71.92,863,12
175,176,,Si Woo Kim,72.0,864,12
176,177,,Greg Chalmers,72.11,649,9
177,178,,Jason Bohn,72.13,577,8
178,179,,Ken Duke,72.27,795,11
