,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,,Francesco Molinari,61.0,61,1
1,T1,,Chez Reavie,61.0,61,1
2,3,,Luke List,64.0,64,1
3,T4,,Anirban Lahiri,65.0,65,1
4,T4,,Martin Laird,65.0,65,1
5,T4,,Brian Stuard,65.0,65,1
6,T7,,Cody Gribble,67.0,67,1
7,T7,,Charley Hoffman,67.0,67,1
8,T7,,Whee Kim,67.0,67,1
9,T7,,Søren Kjeldsen,67.0,134,2
10,T7,,Kyle Stanley,67.0,134,2
11,12,,Chris Stroud,67.33,202,3
12,T13,,Keegan Bradley,67.5,270,4
13,T13,,Roberto Castro,67.5,135,2
14,T13,,Derek Fathauer,67.5,135,2
15,T16,,Kevin Chappell,68.0,68,1
16,T16,,K.J. Choi,68.0,68,1
17,T16,,Ernie Els,68.0,68,1
18,T16,,Tony Finau,68.0,68,1
19,T16,,Fabián Gómez,68.0,68,1
20,T16,,Branden Grace,68.0,136,2
21,T16,,Michael Kim,68.0,68,1
22,T16,,Spencer Levin,68.0,204,3
23,T16,,David Lingmerth,68.0,68,1
24,T16,,Louis Oosthuizen,68.0,68,1
25,T16,,Justin Rose,68.0,68,1
26,T16,,Adam Scott,68.0,68,1
27,T16,,Nick Taylor,68.0,204,3
28,T29,,John Huh,68.5,137,2
29,T29,,Graeme McDowell,68.5,137,2
30,T29,,Rory Sabbatini,68.5,274,4
31,T29,,Harold Varner III,68.5,137,2
32,33,,Robert Streb,68.67,206,3
33,T34,,Stewart Cink,69.0,207,3
34,T34,,Harris English,69.0,69,1
35,T34,,Robert Garrigus,69.0,138,2
36,T34,,Bill Haas,69.0,69,1
37,T34,,Tom Hoge,69.0,69,1
38,T34,,Mark Hubbard,69.0,138,2
39,T34,,Dustin Johnson,69.0,69,1
40,T34,,Matt Jones,69.0,138,2
41,T34,,Sung Kang,69.0,207,3
42,T34,,Kelly Kraft,69.0,69,1
43,T34,,Phil Mickelson,69.0,69,1
44,T34,,Ian Poulter,69.0,138,2
45,T34,,Shawn Stefani,69.0,138,2
46,47,,Andres Gonzales,69.2,346,5
47,48,,Vaughn Taylor,69.29,485,7
48,49,,Steven Alker,69.33,208,3
