,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,,Robert Garrigus,78,23.47,50,213
1,2,,Kevin Na,86,22.49,56,249
2,3,,Shane Lowry,52,21.83,31,142
3,4,,Andres Gonzales,73,21.43,48,224
4,5,,Rory Sabbatini,71,21.03,45,214
5,6,,Dustin Johnson,77,20.9,37,177
6,7,,Jordan Spieth,85,20.56,44,214
7,8,,Wesley Bryan,95,20.28,58,286
8,9,,Jason Day,71,19.89,36,181
9,10,,Graeme McDowell,56,19.6,39,199
10,T11,,Scott Stallings,81,19.43,48,247
11,T11,,Chris Stroud,67,19.43,34,175
12,13,,Danny Lee,93,19.37,61,315
13,14,,Seung-Yul Noh,91,19.2,62,323
14,15,,Keegan Bradley,104,19.18,70,365
15,16,,Phil Mickelson,85,19.14,49,256
16,17,,Camilo Villegas,76,19.12,48,251
17,18,,Francesco Molinari,75,19.1,38,199
18,19,,Paul Casey,94,19.08,50,262
19,20,,Martin Laird,83,19.06,53,278
20,21,,Cody Gribble,79,19.05,52,273
21,22,,Stewart Cink,93,18.65,58,311
22,23,,Zach Johnson,81,18.61,43,231
23,24,,Hideki Matsuyama,83,18.59,37,199
24,T25,,Ryan Armour,63,18.39,41,223
25,T25,,Russell Henley,99,18.39,57,310
26,27,,Tom Hoge,54,18.24,29,159
27,28,,Chris Kirk,89,18.15,45,248
28,T29,,Daniel Berger,91,18.14,43,237
29,T29,,Rickie Fowler,78,18.14,41,226
30,T29,,Brett Stegmaier,78,18.14,41,226
31,32,,Lucas Glover,93,17.95,56,312
32,33,,Billy Hurley III,80,17.88,49,274
33,34,,Justin Rose,66,17.84,33,185
34,35,,Jonas Blixt,74,17.83,41,230
35,36,,Sung Kang,104,17.82,59,331
36,37,,Sergio Garcia,65,17.81,26,146
37,38,,Kevin Kisner,105,17.75,49,276
38,39,,Graham DeLaet,82,17.69,49,277
39,40,,Brian Stuard,93,17.67,50,283
40,T41,,Luke Donald,50,17.65,30,170
41,T41,,Patton Kizzire,84,17.65,51,289
42,43,,David Lingmerth,79,17.5,42,240
43,44,,Steven Alker,69,17.49,39,223
44,45,,Seamus Power,86,17.34,47,271
45,46,,Justin Thomas,86,17.33,35,202
46,47,,Matt Kuchar,95,17.29,46,266
47,48,,Hudson Swafford,94,17.27,48,278
48,49,,Scott Piercy,70,17.24,35,203
49,50,,Billy Horschel,88,17.2,54,314
50,51,,Mark Anderson,54,17.16,29,169
51,52,,Blayne Barber,77,17.15,47,274
52,53,,Ken Duke,77,17.02,40,235
53,T54,,Branden Grace,70,16.99,26,153
54,T54,,Steve Wheatcroft,51,16.99,26,153
55,56,,Brooks Koepka,88,16.92,33,195
56,57,,Zac Blair,105,16.83,52,309
57,T58,,Jason Dufner,89,16.8,41,244
58,T58,,Shawn Stefani,72,16.8,41,244
59,60,,Bill Haas,92,16.79,45,268
60,61,,Ollie Schniederjans,92,16.77,52,310
61,62,,Jason Kokrak,95,16.72,50,299
62,63,,Brandon Hagy,85,16.67,45,270
63,64,,Scott Brown,95,16.61,53,319
64,65,,D.A. Points,68,16.53,39,236
65,66,,Brian Harman,104,16.49,48,291
66,67,,Nicholas Lindheim,58,16.48,30,182
67,68,,Gary Woodland,94,16.46,40,243
68,69,,Russell Knox,75,16.43,34,207
69,70,,Kyle Stanley,104,16.41,65,396
70,71,,Aaron Baddeley,61,16.4,31,189
71,72,,Robert Streb,98,16.38,57,348
72,73,,Tony Finau,106,16.23,49,302
73,74,,Sebastián Muñoz,51,16.03,25,156
74,75,,Whee Kim,74,15.98,39,244
75,76,,Michael Thompson,60,15.96,30,188
76,77,,J.B. Holmes,83,15.93,29,182
77,78,,Adam Scott,58,15.92,25,157
78,79,,Richy Werenski,81,15.91,42,264
79,80,,Peter Malnati,91,15.9,45,283
80,81,,Sean O'Hair,84,15.85,39,246
81,82,,Jimmy Walker,68,15.82,25,158
82,83,,Ryan Brehm,83,15.81,37,234
83,84,,Brandt Snedeker,53,15.79,21,133
84,85,,Greg Chalmers,75,15.77,41,260
85,86,,Marc Leishman,94,15.71,41,261
86,87,,Fabián Gómez,61,15.7,35,223
87,88,,Troy Merritt,82,15.65,41,262
88,T89,,Ben Crane,86,15.63,45,288
89,T89,,Anirban Lahiri,72,15.63,35,224
90,91,,Jon Rahm,90,15.58,31,199
91,92,,Patrick Cantlay,52,15.57,26,167
92,T93,,Kevin Chappell,95,15.45,38,246
93,T93,,Ian Poulter,72,15.45,34,220
94,95,,Julián Etulain,68,15.42,31,201
95,96,,Søren Kjeldsen,58,15.33,21,137
96,T97,,Adam Hadwin,98,15.31,45,294
97,T97,,Ben Martin,86,15.31,47,307
98,T99,,Bud Cauley,92,15.28,46,301
99,T99,,Charley Hoffman,112,15.28,46,301
100,101,,Ryan Moore,82,15.23,39,256
101,102,,Jamie Lovemark,98,15.16,42,277
102,103,,Matt Every,76,15.13,36,238
103,T104,,Brad Fritsch,56,15.08,27,179
104,T104,,Harold Varner III,101,15.08,49,325
105,106,,Chez Reavie,98,14.94,49,328
106,107,,Michael Kim,94,14.93,50,335
107,108,,Luke List,102,14.87,47,316
108,109,,David Hearn,93,14.84,42,283
109,110,,Kyle Reifers,96,14.79,42,284
110,111,,Pat Perez,93,14.77,39,264
111,112,,Jonathan Randolph,68,14.72,29,197
112,T113,,K.J. Choi,72,14.69,31,211
113,T113,,William McGirt,89,14.69,36,245
114,T113,,Trey Mullinax,88,14.69,36,245
115,116,,Jim Furyk,54,14.63,24,164
116,117,,John Huh,92,14.61,52,356
117,118,,Sam Saunders,76,14.57,37,254
118,119,,Geoff Ogilvy,80,14.5,38,262
119,120,,Carl Pettersson,63,14.48,32,221
120,121,,Tim Wilkinson,64,14.44,27,187
121,122,,Chad Collins,66,14.4,37,257
122,123,,Grayson Murray,94,14.39,40,278
123,T124,,Ryan Blaum,100,14.29,48,336
124,T124,,Cameron Percy,71,14.29,31,217
125,T124,,Daniel Summerhays,100,14.29,45,315
126,T124,,Cameron Tringale,89,14.29,39,273
127,128,,Matt Jones,64,14.22,29,204
128,129,,Dominic Bozzelli,69,14.21,28,197
129,130,,Webb Simpson,102,14.14,43,304
130,T131,,Brian Gay,82,14.13,40,283
131,T131,,Retief Goosen,52,14.13,26,184
132,133,,Andrew Loupe,55,14.12,24,170
133,134,,Cameron Smith,86,14.07,38,270
134,135,,Gonzalo Fernandez-Castaño,63,14.05,26,185
135,T136,,Harris English,84,14.03,39,278
136,T136,,J.J. Spaun,92,14.03,39,278
137,138,,J.T. Poston,95,13.95,41,294
138,139,,Rory McIlroy,51,13.91,16,115
139,140,,Bubba Watson,71,13.87,24,173
140,T141,,Tag Ridings,67,13.79,28,203
141,T141,,Jhonattan Vegas,95,13.79,36,261
142,143,,Spencer Levin,89,13.78,39,283
143,144,,Kevin Streelman,90,13.76,41,298
144,T145,,Rafa Cabrera Bello,63,13.69,23,168
145,T145,,James Hahn,96,13.69,43,314
146,147,,Ricky Barnes,100,13.62,47,345
147,148,,Xander Schauffele,96,13.6,37,272
148,149,,Charles Howell III,86,13.56,32,236
149,150,,Byeong Hun An,77,13.55,29,214
150,151,,Rick Lamb,54,13.53,18,133
151,152,,Kelly Kraft,75,13.47,33,245
152,153,,Alex Cejka,85,13.45,32,238
153,154,,Emiliano Grillo,90,13.39,34,254
154,155,,Bryson DeChambeau,91,13.31,37,278
155,156,,Rod Pampling,71,13.3,31,233
156,157,,Mackenzie Hughes,106,13.28,47,354
157,158,,Patrick Reed,107,13.26,37,279
158,159,,Vaughn Taylor,90,13.04,39,299
159,160,,Jason Bohn,75,12.96,32,247
160,161,,Boo Weekley,75,12.89,29,225
161,162,,C.T. Pan,88,12.78,40,313
162,163,,Brian Campbell,55,12.74,20,157
163,164,,Steven Bowditch,59,12.64,23,182
164,165,,Jim Herman,77,12.55,32,255
165,166,,Brett Drewitt,57,12.5,23,184
166,167,,Nick Watney,75,12.45,31,249
167,168,,Brendan Steele,89,12.36,32,259
168,169,,Charl Schwartzel,63,12.2,20,164
169,170,,Derek Fathauer,81,12.07,28,232
170,171,,Chad Campbell,97,12.06,45,373
171,172,,Mark Hubbard,81,12.02,31,258
172,173,,Martin Flores,88,12.0,30,250
173,174,,Nick Taylor,97,11.99,38,317
174,175,,Ryan Palmer,61,11.73,21,179
175,176,,Kevin Tway,96,11.65,31,266
176,177,,Louis Oosthuizen,69,11.49,20,174
177,178,,Roberto Castro,70,11.48,21,183
178,179,,Ernie Els,52,11.43,16,140
179,180,,Smylie Kaufman,76,11.42,25,219
180,181,,Patrick Rodgers,76,11.41,30,263
181,182,,Morgan Hoffmann,92,11.39,36,316
182,183,,Tyrone Van Aswegen,105,11.27,39,346
183,184,,J.J. Henry,92,11.0,34,309
184,185,,Hunter Mahan,73,10.92,25,229
185,186,,Ryo Ishikawa,56,10.86,19,175
186,187,,Johnson Wagner,71,10.69,28,262
187,188,,Miguel Angel Carballo,63,10.05,19,189
188,189,,Si Woo Kim,80,8.98,15,167
189,190,,Bryce Molder,74,8.89,24,270
