,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,,Gary Woodland,68.57,480,7
1,2,,Tony Finau,68.67,824,12
2,3,,Brendan Steele,68.75,825,12
3,T4,,Zach Johnson,68.8,688,10
4,T4,,Jamie Lovemark,68.8,1032,15
5,6,,Brandt Snedeker,69.0,414,6
6,7,,Rickie Fowler,69.1,691,10
7,T8,,Keegan Bradley,69.18,761,11
8,T8,,Gonzalo Fernandez-Castaño,69.18,761,11
9,10,,Justin Rose,69.27,762,11
10,11,,J.J. Spaun,69.33,832,12
11,12,,Pat Perez,69.46,903,13
12,T13,,Ryan Brehm,69.54,904,13
13,T13,,Ben Crane,69.54,904,13
14,T13,,Harris English,69.54,904,13
15,T13,,Cameron Smith,69.54,904,13
16,17,,Derek Fathauer,69.55,765,11
17,18,,Bud Cauley,69.64,975,14
18,T19,,Jason Dufner,69.67,627,9
19,T19,,Sergio Garcia,69.67,627,9
20,T19,,Brian Gay,69.67,836,12
21,T22,,Webb Simpson,69.71,976,14
22,T22,,Jordan Spieth,69.71,488,7
23,T24,,Andres Gonzales,69.75,558,8
24,T24,,David Lingmerth,69.75,558,8
25,26,,Xander Schauffele,69.79,977,14
26,27,,Martin Laird,69.8,1047,15
27,T28,,Luke List,69.87,1048,15
28,T28,,Scott Stallings,69.87,1048,15
29,30,,Zac Blair,69.89,1258,18
30,31,,Paul Casey,69.9,699,10
31,32,,Chris Stroud,69.91,769,11
32,T33,,Steven Alker,69.92,839,12
33,T33,,Stewart Cink,69.92,839,12
34,T35,,Patrick Cantlay,70.0,490,7
35,T35,,Julián Etulain,70.0,770,11
36,T35,,Brad Fritsch,70.0,560,8
37,T35,,Charles Howell III,70.0,630,9
38,T35,,Russell Knox,70.0,700,10
39,T35,,Ian Poulter,70.0,630,9
40,T35,,Tag Ridings,70.0,700,10
41,T35,,Tim Wilkinson,70.0,630,9
42,43,,Chez Reavie,70.09,771,11
43,44,,Adam Hadwin,70.11,1262,18
44,45,,Trey Mullinax,70.13,1052,15
45,T46,,Lucas Glover,70.14,982,14
46,T46,,Marc Leishman,70.14,982,14
47,T48,,Cody Gribble,70.15,912,13
48,T48,,Patrick Reed,70.15,912,13
49,T48,,Kyle Reifers,70.15,912,13
50,51,,Vaughn Taylor,70.17,842,12
