,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,,Justin Thomas,86,24.36,210,862
1,2,,Jordan Spieth,85,22.03,191,867
2,3,,Scott Piercy,70,19.89,143,719
3,4,,Robert Garrigus,78,19.87,154,775
4,5,,Stewart Cink,93,19.78,198,1001
5,6,,Xander Schauffele,96,19.65,201,1023
6,T7,,Jon Rahm,90,19.51,175,897
7,T7,,Justin Rose,66,19.51,136,697
8,9,,Brandt Snedeker,53,19.34,105,543
9,10,,Keegan Bradley,104,19.33,213,1102
10,T11,,Jason Day,71,19.23,139,723
11,T11,,Rickie Fowler,78,19.23,160,832
12,13,,Jason Dufner,89,19.14,173,904
13,14,,Paul Casey,94,19.08,187,980
14,15,,Sam Saunders,76,19.07,144,755
15,16,,Brooks Koepka,88,19.02,167,878
16,17,,Kevin Na,86,18.97,170,896
17,18,,Hideki Matsuyama,83,18.86,155,822
18,19,,Zach Johnson,81,18.84,159,844
19,20,,Trey Mullinax,88,18.76,166,885
20,21,,Ollie Schniederjans,92,18.66,178,954
21,22,,Kyle Stanley,104,18.63,206,1106
22,23,,J.B. Holmes,83,18.59,153,823
23,24,,Russell Henley,99,18.45,197,1068
24,25,,Anirban Lahiri,72,18.39,146,794
25,26,,Brendan Steele,89,18.32,166,906
26,27,,Vaughn Taylor,90,18.26,168,920
27,28,,Charley Hoffman,112,18.25,213,1167
28,29,,Cody Gribble,79,18.24,153,839
29,T30,,Daniel Berger,91,18.22,172,944
30,T30,,Sergio Garcia,65,18.22,125,686
31,32,,Grayson Murray,94,18.15,177,975
32,33,,Francesco Molinari,75,18.12,141,778
33,34,,Tony Finau,106,18.09,205,1133
34,35,,Sebastián Muñoz,51,18.08,96,531
35,36,,Chris Kirk,89,18.04,160,887
