,Early_Par_5_Scoring_Average_RANK THIS WEEK,Early_Par_5_Scoring_Average_RANK LAST WEEK,Early_Par_5_Scoring_Average_PLAYER NAME,Early_Par_5_Scoring_Average_ROUNDS,Early_Par_5_Scoring_Average_AVG,Early_Par_5_Scoring_Average_TOTAL STROKES,Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,,Luke List,102,4.43,762,172
1,2,,Phil Mickelson,85,4.47,532,119
2,T3,,Rickie Fowler,78,4.5,378,84
3,T3,,Dustin Johnson,77,4.5,441,98
4,T3,,Marc Leishman,94,4.5,554,123
5,6,,Rory Sabbatini,71,4.52,434,96
6,7,,Brandt Snedeker,53,4.53,263,58
7,T8,,Justin Rose,66,4.54,395,87
8,T8,,Charl Schwartzel,63,4.54,427,94
9,T8,,Cameron Smith,86,4.54,613,135
10,T11,,Brooks Koepka,88,4.55,491,108
11,T11,,Martin Laird,83,4.55,642,141
12,T11,,Hideki Matsuyama,83,4.55,487,107
13,T14,,Bud Cauley,92,4.56,598,131
14,T14,,Russell Henley,99,4.56,579,127
15,T14,,Rory McIlroy,51,4.56,278,61
16,T17,,Patrick Cantlay,52,4.57,320,70
17,T17,,Xander Schauffele,96,4.57,589,129
18,T17,,Bubba Watson,71,4.57,512,112
19,T20,,Tony Finau,106,4.58,746,163
20,T20,,Matt Kuchar,95,4.58,605,132
21,T20,,Pat Perez,93,4.58,632,138
22,T20,,Gary Woodland,94,4.58,701,153
23,T24,,Seamus Power,86,4.59,565,123
24,T24,,Sam Saunders,76,4.59,464,101
25,T24,,Hudson Swafford,94,4.59,642,140
26,T27,,Brian Gay,82,4.6,501,109
27,T27,,Brandon Hagy,85,4.6,603,131
28,T27,,Anirban Lahiri,72,4.6,465,101
29,T27,,Rick Lamb,54,4.6,382,83
30,T27,,Jamie Lovemark,98,4.6,745,162
31,T27,,Jon Rahm,90,4.6,570,124
32,T27,,Chris Stroud,67,4.6,400,87
33,T34,,Daniel Berger,91,4.61,512,111
34,T34,,David Hearn,93,4.61,631,137
35,T34,,Francesco Molinari,75,4.61,479,104
36,T34,,Kyle Stanley,104,4.61,710,154
37,T34,,Kevin Tway,96,4.61,696,151
38,T39,,Paul Casey,94,4.62,508,110
39,T39,,Matt Every,76,4.62,471,102
40,T39,,Bill Haas,92,4.62,527,114
41,T39,,Adam Hadwin,98,4.62,734,159
42,T39,,Morgan Hoffmann,92,4.62,614,133
43,T39,,Mackenzie Hughes,106,4.62,795,172
44,T39,,David Lingmerth,79,4.62,545,118
45,T39,,Graeme McDowell,56,4.62,411,89
46,T39,,Patrick Reed,107,4.62,748,162
47,T39,,Nick Taylor,97,4.62,693,150
48,T49,,Julián Etulain,68,4.63,491,106
49,T49,,Webb Simpson,102,4.63,727,157
50,T49,,Jordan Spieth,85,4.63,449,97
51,T49,,Robert Streb,98,4.63,667,144
52,T49,,Justin Thomas,86,4.63,412,89
53,T49,,Jhonattan Vegas,95,4.63,736,159
54,T55,,Ryan Brehm,83,4.64,557,120
55,T55,,Jason Day,71,4.64,445,96
56,T55,,Sergio Garcia,65,4.64,390,84
57,T55,,Jim Herman,77,4.64,664,143
58,T55,,Charley Hoffman,112,4.64,821,177
59,T55,,Whee Kim,74,4.64,469,101
60,T55,,Boo Weekley,75,4.64,613,132
61,T62,,Scott Brown,95,4.65,660,142
62,T62,,Chad Campbell,97,4.65,632,136
63,T62,,Kevin Chappell,95,4.65,669,144
64,T62,,Fabián Gómez,61,4.65,442,95
65,T62,,Andres Gonzales,73,4.65,488,105
66,T62,,J.J. Henry,92,4.65,693,149
67,T62,,Billy Hurley III,80,4.65,670,144
68,T62,,Sung Kang,104,4.65,791,170
69,T62,,Shane Lowry,52,4.65,377,81
70,T62,,Bryce Molder,74,4.65,618,133
71,T62,,C.T. Pan,88,4.65,670,144
72,T62,,J.T. Poston,95,4.65,688,148
73,T62,,Brendan Steele,89,4.65,609,131
74,T75,,Ricky Barnes,100,4.66,769,165
75,T75,,Jonas Blixt,74,4.66,517,111
