,Tenth_Tee_Late_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_1_Scoring_Average_AVG,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,,Hideki Matsuyama,66.0,66,1
1,2,,Sergio Garcia,67.5,135,2
2,3,,Sean O'Hair,67.75,271,4
3,T4,,Brandt Snedeker,68.0,68,1
4,T4,,Chris Stroud,68.0,136,2
5,6,,Webb Simpson,68.5,411,6
6,7,,Chris Kirk,68.71,481,7
7,8,,Jonathan Randolph,68.75,275,4
8,9,,Seamus Power,68.8,344,5
9,10,,Brendan Steele,68.83,413,6
10,T11,,Steven Alker,69.0,276,4
11,T11,,David Lingmerth,69.0,345,5
12,T11,,Phil Mickelson,69.0,69,1
13,T11,,Louis Oosthuizen,69.0,138,2
14,T11,,Pat Perez,69.0,276,4
15,T11,,Adam Scott,69.0,69,1
16,T11,,Nick Taylor,69.0,414,6
17,T11,,Steve Wheatcroft,69.0,207,3
18,19,,Kevin Streelman,69.17,415,6
19,20,,Tim Wilkinson,69.2,346,5
20,21,,K.J. Choi,69.25,277,4
21,T22,,James Hahn,69.33,416,6
22,T22,,Brian Harman,69.33,416,6
23,T22,,Kevin Kisner,69.33,208,3
24,T25,,Lucas Glover,69.4,347,5
25,T25,,William McGirt,69.4,347,5
26,T25,,Kyle Stanley,69.4,347,5
27,T28,,Blayne Barber,69.5,417,6
28,T28,,Rafa Cabrera Bello,69.5,278,4
29,T28,,Charles Howell III,69.5,278,4
30,T28,,Ryan Palmer,69.5,139,2
31,T28,,Gary Woodland,69.5,278,4
32,T33,,Jamie Lovemark,69.57,487,7
33,T33,,Ollie Schniederjans,69.57,487,7
34,T35,,Byeong Hun An,69.6,348,5
35,T35,,Stewart Cink,69.6,696,10
36,T37,,Dominic Bozzelli,69.67,418,6
37,T37,,Scott Brown,69.67,209,3
38,T39,,Tom Hoge,69.8,349,5
39,T39,,Michael Thompson,69.8,349,5
40,41,,Kevin Tway,69.83,419,6
41,42,,Zac Blair,69.86,489,7
42,43,,Hudson Swafford,69.89,629,9
43,T44,,Ben Crane,70.0,490,7
44,T44,,Branden Grace,70.0,140,2
45,T44,,Ben Martin,70.0,700,10
46,T44,,Grayson Murray,70.0,420,6
47,T44,,Cameron Percy,70.0,140,2
48,T44,,Ian Poulter,70.0,420,6
49,T44,,Chez Reavie,70.0,630,9
50,T44,,Xander Schauffele,70.0,350,5
51,T44,,Boo Weekley,70.0,350,5
52,53,,Nick Watney,70.11,631,9
53,54,,Francesco Molinari,70.14,491,7
54,55,,Brett Drewitt,70.17,421,6
55,T56,,Ryan Brehm,70.25,281,4
56,T56,,Jim Herman,70.25,281,4
57,T56,,Daniel Summerhays,70.25,281,4
58,59,,Michael Kim,70.29,492,7
59,60,,Jhonattan Vegas,70.4,352,5
60,61,,Martin Flores,70.43,493,7
61,62,,Vaughn Taylor,70.44,634,9
62,T63,,Ryan Armour,70.5,141,2
63,T63,,Kevin Chappell,70.5,705,10
64,T63,,D.A. Points,70.5,423,6
65,66,,Tyrone Van Aswegen,70.56,635,9
66,T67,,Russell Knox,70.6,353,5
67,T67,,Marc Leishman,70.6,353,5
68,T69,,Robert Garrigus,70.63,565,8
69,T69,,J.T. Poston,70.63,565,8
70,T71,,Ernie Els,70.67,212,3
71,T71,,Nicholas Lindheim,70.67,424,6
72,73,,Bud Cauley,70.73,778,11
73,T74,,Retief Goosen,70.75,283,4
74,T74,,Whee Kim,70.75,566,8
75,T74,,Scott Piercy,70.75,566,8
76,T77,,Aaron Baddeley,70.8,354,5
77,T77,,Brian Campbell,70.8,354,5
78,T77,,Seung-Yul Noh,70.8,354,5
79,80,,Brian Stuard,70.82,779,11
80,81,,Ryan Moore,70.83,425,6
81,82,,Trey Mullinax,70.86,496,7
82,T83,,J.J. Henry,70.88,567,8
83,T83,,Kevin Na,70.88,567,8
84,85,,Tony Finau,70.89,638,9
85,T86,,Wesley Bryan,71.0,355,5
