,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,,Sebastián Muñoz,34.0,544,16
1,2,,Jordan Spieth,34.05,715,21
2,3,,Tom Hoge,34.27,514,15
3,4,,Sam Saunders,34.32,755,22
4,5,,Jon Rahm,34.41,757,22
5,T6,,Stewart Cink,34.42,895,26
6,T6,,Marc Leishman,34.42,826,24
7,8,,Jim Herman,34.5,828,24
8,T9,,Paul Casey,34.52,794,23
9,T9,,Phil Mickelson,34.52,725,21
10,11,,Kyle Stanley,34.54,967,28
11,12,,Patrick Cantlay,34.58,415,12
12,13,,Brendan Steele,34.61,796,23
13,T14,,Seamus Power,34.65,797,23
14,T14,,Justin Rose,34.65,589,17
15,16,,Mark Hubbard,34.68,867,25
16,17,,Russell Henley,34.69,902,26
17,18,,Brian Gay,34.71,833,24
18,19,,Charles Howell III,34.73,764,22
19,20,,Cameron Percy,34.75,695,20
20,21,,J.B. Holmes,34.76,730,21
21,22,,Hudson Swafford,34.78,939,27
22,T23,,Daniel Berger,34.79,835,24
23,T23,,Brandon Hagy,34.79,835,24
24,T23,,Vaughn Taylor,34.79,835,24
25,26,,Michael Kim,34.81,940,27
26,27,,Brian Campbell,34.83,627,18
27,T28,,Rickie Fowler,34.85,697,20
28,T28,,David Hearn,34.85,941,27
29,T28,,Xander Schauffele,34.85,941,27
30,T31,,Seung-Yul Noh,34.86,1011,29
31,T31,,Nick Watney,34.86,732,21
32,33,,Justin Thomas,34.87,802,23
33,T34,,Aaron Baddeley,34.89,663,19
34,T34,,Ryan Blaum,34.89,977,28
35,36,,Jonathan Randolph,34.9,698,20
36,37,,Charley Hoffman,34.93,1048,30
37,T38,,Martin Laird,34.96,874,25
38,T38,,Nick Taylor,34.96,979,28
39,T38,,Kevin Tway,34.96,874,25
40,41,,Brian Harman,34.97,1014,29
41,T42,,Ricky Barnes,35.0,1015,29
42,T42,,Scott Brown,35.0,980,28
43,T42,,Bud Cauley,35.0,945,27
44,T42,,Robert Garrigus,35.0,840,24
45,T42,,Brooks Koepka,35.0,770,22
46,T42,,Ben Martin,35.0,875,25
47,T42,,Pat Perez,35.0,840,24
48,T42,,Scott Piercy,35.0,735,21
49,T42,,J.T. Poston,35.0,910,26
50,T42,,Ian Poulter,35.0,665,19
51,T42,,Shawn Stefani,35.0,840,24
52,53,,Kevin Streelman,35.04,876,25
53,54,,Rod Pampling,35.05,771,22
54,T55,,Martin Flores,35.08,877,25
55,T55,,Kevin Kisner,35.08,912,26
56,57,,D.A. Points,35.09,772,22
57,58,,Francesco Molinari,35.1,702,20
58,T59,,Dustin Johnson,35.11,667,19
