,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,,Dustin Johnson,77,4.38,175,40
1,2,,Rickie Fowler,78,4.41,150,34
2,T3,,Marc Leishman,94,4.48,381,85
3,T3,,Luke List,102,4.48,569,127
4,T3,,Jamie Lovemark,98,4.48,372,83
5,T3,,Hideki Matsuyama,83,4.48,251,56
6,T7,,Patrick Cantlay,52,4.49,220,49
7,T7,,Jason Day,71,4.49,202,45
8,T7,,Brian Gay,82,4.49,319,71
9,T7,,Charl Schwartzel,63,4.49,292,65
10,T11,,Matt Kuchar,95,4.5,315,70
11,T11,,Rory Sabbatini,71,4.5,243,54
12,T11,,Justin Thomas,86,4.5,171,38
13,T14,,Cameron Smith,86,4.51,474,105
14,T14,,Cameron Tringale,89,4.51,307,68
15,16,,Justin Rose,66,4.52,199,44
16,T17,,David Hearn,93,4.53,308,68
17,T17,,Brooks Koepka,88,4.53,249,55
18,T17,,Xander Schauffele,96,4.53,394,87
19,T20,,Phil Mickelson,85,4.54,268,59
20,T20,,Chris Stroud,67,4.54,209,46
21,T22,,Russell Henley,99,4.56,383,84
22,T22,,Rory McIlroy,51,4.56,164,36
23,T24,,Ryan Armour,63,4.57,201,44
24,T24,,Chad Collins,66,4.57,279,61
25,T26,,Daniel Berger,91,4.58,252,55
26,T26,,Luke Donald,50,4.58,174,38
27,T26,,Tony Finau,106,4.58,591,129
28,T26,,Jon Rahm,90,4.58,261,57
29,T30,,Bud Cauley,92,4.59,358,78
30,T30,,Martin Laird,83,4.59,450,98
31,T30,,Graeme McDowell,56,4.59,234,51
32,T30,,J.T. Poston,95,4.59,468,102
33,T30,,Gary Woodland,94,4.59,487,106
34,T35,,Paul Casey,94,4.6,253,55
35,T35,,Brian Harman,104,4.6,437,95
36,T35,,Bryce Molder,74,4.6,359,78
37,T35,,Patrick Reed,107,4.6,405,88
38,T35,,Nick Taylor,97,4.6,368,80
39,T40,,Scott Brown,95,4.61,286,62
40,T40,,Kevin Na,86,4.61,410,89
41,T40,,Ryan Palmer,61,4.61,129,28
42,T40,,Sam Saunders,76,4.61,286,62
43,T40,,Camilo Villegas,76,4.61,286,62
44,T45,,Miguel Angel Carballo,63,4.62,245,53
45,T45,,Adam Hadwin,98,4.62,490,106
46,T45,,Scott Piercy,70,4.62,245,53
47,T45,,Seamus Power,86,4.62,319,69
48,T45,,Scott Stallings,81,4.62,305,66
49,T45,,Hudson Swafford,94,4.62,476,103
50,T51,,Ryan Blaum,100,4.63,551,119
51,T51,,Sergio Garcia,65,4.63,227,49
52,T51,,Bill Haas,92,4.63,329,71
53,T51,,Brandon Hagy,85,4.63,375,81
54,T51,,Francesco Molinari,75,4.63,329,71
55,T51,,Kevin Streelman,90,4.63,417,90
56,T57,,Julián Etulain,68,4.64,260,56
57,T57,,Cody Gribble,79,4.64,343,74
58,T57,,James Hahn,96,4.64,566,122
59,T57,,Anirban Lahiri,72,4.64,320,69
60,T57,,Rick Lamb,54,4.64,209,45
61,T57,,Shane Lowry,52,4.64,334,72
62,T57,,Patrick Rodgers,76,4.64,283,61
63,T57,,Kevin Tway,96,4.64,436,94
64,T57,,Jhonattan Vegas,95,4.64,459,99
65,T66,,Jonas Blixt,74,4.65,349,75
66,T66,,Lucas Glover,93,4.65,395,85
