,Par_4_Performance_RANK THIS WEEK,Par_4_Performance_RANK LAST WEEK,Par_4_Performance_PLAYER NAME,Par_4_Performance_ROUNDS,Par_4_Performance_STATUS,Par_4_Performance_PAR 4 AVG,Par_4_Performance_TOTAL PAR
0,1,,Jordan Spieth,85,-65,3.93,3468
1,2,,Justin Thomas,86,-50,3.94,3448
2,3,,Paul Casey,94,-32,3.97,3920
3,4,,Jon Rahm,90,-17,3.98,3588
4,5,,Hideki Matsuyama,83,-14,3.98,3288
5,T6,,Lucas Glover,93,-13,3.99,3880
6,T6,,Webb Simpson,102,-13,3.99,4348
7,T8,,Tony Finau,106,-10,3.99,4532
8,T8,,Francesco Molinari,75,-10,3.99,3112
9,10,,Dustin Johnson,77,-9,3.99,3052
10,11,,Stewart Cink,93,-8,3.99,4004
11,12,,Chez Reavie,98,-7,3.99,4108
12,T13,,Rickie Fowler,78,-5,3.99,3328
13,T13,,Marc Leishman,94,-5,4.0,4008
14,15,,Justin Rose,66,-4,3.99,2788
15,16,,Sergio Garcia,65,-3,4.0,2744
16,T17,,Keegan Bradley,104,-2,4.0,4408
17,T17,,Kevin Na,86,-2,4.0,3584
18,T19,,Daniel Berger,91,-1,4.0,3776
19,T19,,Matt Kuchar,95,-1,4.0,3972
20,21,,Jamie Lovemark,98,1,4.0,4152
21,T22,,Ian Poulter,72,2,4.0,2960
22,T22,,Xander Schauffele,96,2,4.0,4092
23,T22,,Brandt Snedeker,53,2,4.0,2172
24,25,,Robert Garrigus,78,3,4.0,3100
25,T26,,Patrick Cantlay,52,4,4.01,2028
26,T26,,Kyle Stanley,104,4,4.0,4424
27,28,,Trey Mullinax,88,5,4.01,3540
28,29,,Jason Dufner,89,6,4.01,3616
29,30,,Charley Hoffman,112,8,4.01,4668
30,T31,,Charles Howell III,86,9,4.01,3584
31,T31,,Pat Perez,93,9,4.01,3900
32,33,,Seamus Power,86,10,4.01,3476
33,T34,,Bill Haas,92,11,4.01,3712
34,T34,,Zach Johnson,81,11,4.01,3376
35,T34,,Rory McIlroy,51,11,4.02,2104
36,T37,,John Huh,92,12,4.01,3848
37,T37,,Tag Ridings,67,12,4.02,2544
38,T39,,Chad Campbell,97,13,4.01,4248
