,Par_3_Performance_RANK THIS WEEK,Par_3_Performance_RANK LAST WEEK,Par_3_Performance_PLAYER NAME,Par_3_Performance_ROUNDS,Par_3_Performance_STATUS,Par_3_Performance_PAR 3 AVG,Par_3_Performance_TOTAL PAR
0,1,,Tom Hoge,54,-13,2.93,555
1,T2,,Nicholas Lindheim,58,-9,2.96,675
2,T2,,Brandt Snedeker,53,-9,2.95,591
3,T4,,Rickie Fowler,78,-8,2.97,912
4,T4,,Cameron Tringale,89,-8,2.98,1005
5,T6,,Graeme McDowell,56,-7,2.97,684
6,T6,,Seung-Yul Noh,91,-7,2.98,1053
7,T6,,Adam Scott,58,-7,2.97,696
8,9,,Chez Reavie,98,-6,2.98,1155
9,T10,,Ryan Armour,63,E,3.0,711
10,T10,,Peter Malnati,91,E,3.0,1029
11,T10,,Richy Werenski,81,E,3.0,897
12,T13,,Marc Leishman,94,+1,3.0,1080
13,T13,,J.J. Spaun,92,+1,3.0,1041
14,T13,,Jordan Spieth,85,+1,3.0,927
15,T13,,Nick Watney,75,+1,3.0,843
16,T17,,Brad Fritsch,56,+2,3.01,627
17,T17,,Troy Merritt,82,+2,3.01,921
18,T19,,Chad Campbell,97,+3,3.01,1176
19,T19,,Michael Thompson,60,+3,3.01,681
20,T19,,Tim Wilkinson,64,+3,3.01,711
21,T22,,Martin Flores,88,+4,3.01,981
22,T22,,Dustin Johnson,77,+4,3.01,831
23,T24,,Harris English,84,+5,3.02,924
24,T24,,Jon Rahm,90,+5,3.02,999
25,T24,,Tag Ridings,67,+5,3.02,711
26,T27,,Paul Casey,94,+6,3.02,1080
27,T27,,Retief Goosen,52,+6,3.03,558
28,T27,,Camilo Villegas,76,+6,3.02,864
29,T30,,Steven Alker,69,+7,3.03,759
30,T30,,Mark Anderson,54,+7,3.03,627
31,T30,,Patrick Cantlay,52,+7,3.04,591
32,T30,,Matt Kuchar,95,+7,3.02,1119
33,T34,,Blayne Barber,77,+8,3.03,864
34,T34,,Keegan Bradley,104,+8,3.02,1236
35,T34,,Graham DeLaet,82,+8,3.03,924
36,T34,,Brian Gay,82,+8,3.03,945
37,T34,,Matt Jones,64,+8,3.04,675
38,T34,,Geoff Ogilvy,80,+8,3.03,873
39,T40,,Wesley Bryan,95,+9,3.02,1104
40,T40,,K.J. Choi,72,+9,3.03,801
41,T40,,Ben Crane,86,+9,3.03,960
42,T40,,Luke Donald,50,+9,3.05,585
43,T40,,Emiliano Grillo,90,+9,3.03,1044
44,T40,,Charles Howell III,86,+9,3.03,996
45,T46,,Jason Day,71,+10,3.04,783
46,T46,,Robert Garrigus,78,+10,3.03,879
47,T46,,Brian Harman,104,+10,3.02,1206
48,T46,,Ben Martin,86,+10,3.03,963
49,T46,,Ian Poulter,72,+10,3.04,828
50,T46,,Jonathan Randolph,68,+10,3.04,759
51,T46,,Brett Stegmaier,78,+10,3.03,921
52,T53,,Zac Blair,105,+11,3.03,1197
53,T53,,Brian Campbell,55,+11,3.05,615
54,T53,,Sergio Garcia,65,+11,3.04,744
55,T53,,Andres Gonzales,73,+11,3.04,831
56,T53,,Danny Lee,93,+11,3.03,1080
57,T53,,Luke List,102,+11,3.03,1188
58,T53,,J.T. Poston,95,+11,3.03,1059
59,T53,,Webb Simpson,102,+11,3.03,1203
60,T53,,Justin Thomas,86,+11,3.04,942
61,T62,,Ryan Blaum,100,+12,3.03,1167
62,T62,,Rafa Cabrera Bello,63,+12,3.05,720
63,T62,,Russell Henley,99,+12,3.03,1176
64,T62,,Whee Kim,74,+12,3.04,870
65,T62,,Kevin Kisner,105,+12,3.03,1179
66,T62,,Patton Kizzire,84,+12,3.04,918
67,T62,,Carl Pettersson,63,+12,3.05,714
68,T69,,Brett Drewitt,57,+13,3.06,639
69,T69,,Gonzalo Fernandez-Castaño,63,+13,3.06,675
70,T69,,Mackenzie Hughes,106,+13,3.03,1239
71,T69,,Rory McIlroy,51,+13,3.07,576
72,T69,,Sebastián Muñoz,51,+13,3.07,591
73,T69,,Justin Rose,66,+13,3.05,771
74,T69,,Chris Stroud,67,+13,3.05,711
75,T76,,Aaron Baddeley,61,+14,3.06,678
76,T76,,Jason Bohn,75,+14,3.05,861
77,T76,,Miguel Angel Carballo,63,+14,3.06,687
78,T76,,Alex Cejka,85,+14,3.04,939
79,T76,,Bill Haas,92,+14,3.04,1032
80,T76,,Russell Knox,75,+14,3.05,834
81,T76,,Brooks Koepka,88,+14,3.04,960
82,T76,,C.T. Pan,88,+14,3.04,1041
83,T76,,Scott Piercy,70,+14,3.05,813
84,T76,,Rory Sabbatini,71,+14,3.05,783
85,T86,,Adam Hadwin,98,+15,3.04,1191
86,T86,,Martin Laird,83,+15,3.04,1005
87,T88,,Byeong Hun An,77,+16,3.05,876
88,T88,,Daniel Berger,91,+16,3.05,1026
89,T88,,J.J. Henry,92,+16,3.05,1044
