,Front_9_Lowest_Round_RANK THIS WEEK,Front_9_Lowest_Round_RANK LAST WEEK,Front_9_Lowest_Round_PLAYER NAME,Front_9_Lowest_Round_LOW RND
0,T1,,Ryan Blaum,29
1,T1,,Roberto Castro,29
2,T1,,Matt Every,29
3,T1,,Brad Fritsch,29
4,T1,,Robert Garrigus,29
5,T1,,Branden Grace,29
6,T1,,Adam Hadwin,29
7,T1,,J.J. Henry,29
8,T1,,Matt Kuchar,29
9,T1,,Rick Lamb,29
10,T1,,Sebastián Muñoz,29
11,T1,,Geoff Ogilvy,29
12,T1,,Rod Pampling,29
13,T1,,Pat Perez,29
14,T1,,Scott Stallings,29
15,T1,,Hudson Swafford,29
16,T1,,Tim Wilkinson,29
17,T18,,Byeong Hun An,30
18,T18,,Arjun Atwal,30
19,T18,,Daniel Berger,30
20,T18,,Keegan Bradley,30
21,T18,,Ryan Brehm,30
22,T18,,Wesley Bryan,30
23,T18,,Jonathan Byrd,30
24,T18,,Chad Campbell,30
25,T18,,Patrick Cantlay,30
26,T18,,Alex Cejka,30
27,T18,,Kevin Chappell,30
28,T18,,Chad Collins,30
29,T18,,Jason Day,30
30,T18,,Bryson DeChambeau,30
31,T18,,Tony Finau,30
32,T18,,Martin Flores,30
33,T18,,Andres Gonzales,30
34,T18,,Retief Goosen,30
35,T18,,Cody Gribble,30
36,T18,,Bill Haas,30
37,T18,,Brandon Hagy,30
38,T18,,Brian Harman,30
39,T18,,Russell Henley,30
40,T18,,Morgan Hoffmann,30
41,T18,,J.B. Holmes,30
42,T18,,Mackenzie Hughes,30
43,T18,,Zach Johnson,30
44,T18,,Dustin Johnson,30
45,T18,,Matt Jones,30
46,T18,,Sung Kang,30
47,T18,,Martin Kaymer,30
48,T18,,Kevin Kisner,30
49,T18,,Satoshi Kodaira,30
50,T18,,Brooks Koepka,30
51,T18,,Jason Kokrak,30
52,T18,,Kelly Kraft,30
53,T18,,Anirban Lahiri,30
54,T18,,Marc Leishman,30
55,T18,,Davis Love III,30
56,T18,,Dru Love,30
57,T18,,Ben Martin,30
58,T18,,Hideki Matsuyama,30
59,T18,,Graeme McDowell,30
60,T18,,Bryce Molder,30
61,T18,,Francesco Molinari,30
62,T18,,Trey Mullinax,30
63,T18,,Kevin Na,30
64,T18,,Alex Noren,30
65,T18,,Cameron Percy,30
66,T18,,Jon Rahm,30
67,T18,,Chez Reavie,30
68,T18,,Patrick Reed,30
69,T18,,Justin Rose,30
70,T18,,Rory Sabbatini,30
71,T18,,Xander Schauffele,30
72,T18,,Ollie Schniederjans,30
73,T18,,Brandt Snedeker,30
74,T18,,J.J. Spaun,30
75,T18,,Jordan Spieth,30
76,T18,,Brett Stegmaier,30
77,T18,,Steve Stricker,30
78,T18,,Daniel Summerhays,30
79,T18,,Vaughn Taylor,30
80,T18,,Nick Taylor,30
81,T18,,Justin Thomas,30
82,T18,,Kevin Tway,30
83,T18,,Harold Varner III,30
84,T18,,Jhonattan Vegas,30
85,T18,,Richy Werenski,30
86,T18,,Y.E. Yang,30
87,T88,,Steven Alker,31
88,T88,,Mark Anderson,31
89,T88,,Stuart Appleby,31
90,T88,,Ryan Armour,31
91,T88,,Aaron Baddeley,31
92,T88,,Blayne Barber,31
93,T88,,Ricky Barnes,31
94,T88,,Zac Blair,31
95,T88,,Jonas Blixt,31
96,T88,,Scott Brown,31
97,T88,,Sam Burns,31
98,T88,,Brian Campbell,31
99,T88,,Paul Casey,31
100,T88,,Bud Cauley,31
101,T88,,K.J. Choi,31
102,T88,,Stewart Cink,31
103,T88,,Wyndham Clark,31
104,T88,,Cameron Davis,31
105,T88,,Graham DeLaet,31
106,T88,,Luke Donald,31
107,T88,,Brett Drewitt,31
108,T88,,Jason Dufner,31
109,T88,,Ernie Els,31
110,T88,,Julián Etulain,31
111,T88,,Derek Fathauer,31
112,T88,,Ross Fisher,31
113,T88,,Rickie Fowler,31
114,T88,,Ryan Fox,31
115,T88,,Jim Furyk,31
116,T88,,Jonathan Garrick,31
