,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,,Hideki Matsuyama,34.0,680,20
1,2,,Gonzalo Fernandez-Castaño,34.15,683,20
2,3,,Sung Kang,34.32,1064,31
3,4,,Seamus Power,34.35,790,23
4,5,,Tony Finau,34.36,962,28
5,6,,Brad Fritsch,34.41,585,17
6,7,,Trey Mullinax,34.5,897,26
7,8,,Zach Johnson,34.55,760,22
8,9,,Mark Anderson,34.58,657,19
9,10,,Jason Day,34.61,623,18
10,11,,Chad Campbell,34.62,1004,29
11,12,,Lucas Glover,34.64,866,25
12,13,,Julián Etulain,34.65,693,20
13,T14,,Patrick Cantlay,34.67,416,12
14,T14,,Jamie Lovemark,34.67,936,27
15,T14,,Chez Reavie,34.67,936,27
16,17,,Anirban Lahiri,34.68,763,22
17,18,,Sebastián Muñoz,34.69,555,16
18,19,,Ben Crane,34.7,798,23
19,20,,Pat Perez,34.71,833,24
20,21,,Ryan Brehm,34.74,799,23
21,22,,Sergio Garcia,34.75,556,16
22,23,,Rory McIlroy,34.77,452,13
23,T24,,Francesco Molinari,34.8,696,20
24,T24,,J.J. Spaun,34.8,870,25
25,26,,Danny Lee,34.82,975,28
26,T27,,Bill Haas,34.83,836,24
27,T27,,Justin Thomas,34.83,801,23
28,29,,Tim Wilkinson,34.84,662,19
29,30,,Keegan Bradley,34.86,976,28
30,31,,Blayne Barber,34.87,802,23
31,T32,,Martin Laird,34.88,837,24
32,T32,,Ollie Schniederjans,34.88,872,25
33,T32,,Scott Stallings,34.88,837,24
34,T35,,Ian Poulter,34.89,663,19
35,T35,,Webb Simpson,34.89,942,27
36,37,,Jordan Spieth,34.9,733,21
37,T38,,Harris English,34.92,873,25
38,T38,,J.J. Henry,34.92,908,26
39,40,,Nick Watney,34.95,734,21
40,T41,,Alex Cejka,34.96,839,24
41,T41,,Adam Hadwin,34.96,979,28
42,T41,,Kevin Tway,34.96,874,25
43,T41,,Camilo Villegas,34.96,804,23
44,T45,,Paul Casey,35.0,805,23
45,T45,,Russell Henley,35.0,910,26
46,T45,,Charles Howell III,35.0,770,22
47,T45,,Brandt Snedeker,35.0,490,14
48,T45,,Kyle Stanley,35.0,980,28
49,T45,,Harold Varner III,35.0,1050,30
50,T51,,Brandon Hagy,35.04,841,24
51,T51,,Brendan Steele,35.04,806,23
