,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,T1,,Chez Reavie,98,28
1,T1,,Webb Simpson,102,28
2,T3,,Brett Drewitt,57,29
3,T3,,Sergio Garcia,65,29
4,T3,,Adam Hadwin,98,29
5,T3,,J.B. Holmes,83,29
6,T3,,Matt Kuchar,95,29
7,T3,,Justin Thomas,86,29
8,T9,,Ryan Armour,63,30
9,T9,,Scott Brown,95,30
10,T9,,Wesley Bryan,95,30
11,T9,,Chad Campbell,97,30
12,T9,,Kevin Chappell,95,30
13,T9,,Chad Collins,66,30
14,T9,,Bryson DeChambeau,91,30
15,T9,,Martin Flores,88,30
16,T9,,Rickie Fowler,78,30
17,T9,,Brian Gay,82,30
18,T9,,Russell Henley,99,30
19,T9,,Jim Herman,77,30
20,T9,,Morgan Hoffmann,92,30
21,T9,,Billy Horschel,88,30
22,T9,,Charles Howell III,86,30
23,T9,,Mackenzie Hughes,106,30
24,T9,,John Huh,92,30
25,T9,,Zach Johnson,81,30
26,T9,,Whee Kim,74,30
27,T9,,Kevin Kisner,105,30
28,T9,,Patton Kizzire,84,30
29,T9,,Søren Kjeldsen,58,30
30,T9,,Russell Knox,75,30
31,T9,,Brooks Koepka,88,30
32,T9,,Anirban Lahiri,72,30
33,T9,,Rick Lamb,54,30
34,T9,,Jamie Lovemark,98,30
35,T9,,Ben Martin,86,30
36,T9,,Kevin Na,86,30
37,T9,,Carl Pettersson,63,30
38,T9,,Scott Piercy,70,30
39,T9,,Jon Rahm,90,30
40,T9,,Kyle Reifers,96,30
41,T9,,Justin Rose,66,30
42,T9,,Rory Sabbatini,71,30
43,T9,,Xander Schauffele,96,30
44,T9,,Jordan Spieth,85,30
45,T9,,Scott Stallings,81,30
46,T9,,Kyle Stanley,104,30
47,T9,,Brendan Steele,89,30
48,T9,,Shawn Stefani,72,30
49,T9,,Brett Stegmaier,78,30
50,T9,,Robert Streb,98,30
51,T9,,Brian Stuard,93,30
52,T9,,Vaughn Taylor,90,30
53,T9,,Cameron Tringale,89,30
54,T9,,Kevin Tway,96,30
55,T9,,Tyrone Van Aswegen,105,30
56,T9,,Camilo Villegas,76,30
57,T9,,Bubba Watson,71,30
58,T9,,Boo Weekley,75,30
59,T9,,Gary Woodland,94,30
60,T61,,Steven Alker,69,31
61,T61,,Aaron Baddeley,61,31
62,T61,,Blayne Barber,77,31
63,T61,,Ricky Barnes,100,31
64,T61,,Zac Blair,105,31
65,T61,,Steven Bowditch,59,31
66,T61,,Keegan Bradley,104,31
67,T61,,Ryan Brehm,83,31
68,T61,,Rafa Cabrera Bello,63,31
69,T61,,Patrick Cantlay,52,31
70,T61,,Paul Casey,94,31
71,T61,,Roberto Castro,70,31
72,T61,,Bud Cauley,92,31
73,T61,,Alex Cejka,85,31
74,T61,,Greg Chalmers,75,31
75,T61,,K.J. Choi,72,31
76,T61,,Stewart Cink,93,31
77,T61,,Ben Crane,86,31
78,T61,,Jason Day,71,31
79,T61,,Graham DeLaet,82,31
