,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,,Whee Kim,33.58,403,12
1,2,,Jordan Spieth,33.94,611,18
2,3,,Justin Thomas,34.29,583,17
3,4,,Sergio Garcia,34.33,515,15
4,5,,Paul Casey,34.41,757,22
5,6,,Rory Sabbatini,34.42,413,12
6,7,,Dustin Johnson,34.44,551,16
7,T8,,Billy Horschel,34.5,552,16
8,T8,,Nicholas Lindheim,34.5,345,10
9,10,,Ben Martin,34.56,553,16
10,11,,Chad Collins,34.63,277,8
11,12,,Justin Rose,34.67,520,15
12,13,,Kyle Stanley,34.68,763,22
13,T14,,Francesco Molinari,34.69,555,16
14,T14,,Geoff Ogilvy,34.69,451,13
15,T14,,C.T. Pan,34.69,555,16
16,17,,Shane Lowry,34.7,347,10
17,18,,Ryo Ishikawa,34.75,278,8
18,19,,William McGirt,34.76,591,17
19,20,,Adam Scott,34.77,452,13
20,21,,Brooks Koepka,34.78,626,18
21,22,,James Hahn,34.8,696,20
22,23,,Brian Gay,34.81,557,16
23,24,,Retief Goosen,34.83,209,6
24,25,,Julián Etulain,34.85,453,13
25,T26,,Brian Harman,34.86,732,21
26,T26,,Marc Leishman,34.86,732,21
27,28,,Webb Simpson,34.87,802,23
28,29,,Bud Cauley,34.88,593,17
29,30,,Patrick Rodgers,34.91,384,11
30,31,,Charl Schwartzel,34.92,454,13
31,T32,,Scott Brown,34.94,629,18
32,T32,,Michael Kim,34.94,629,18
33,34,,Emiliano Grillo,34.95,699,20
34,T35,,Tony Finau,35.0,840,24
35,T35,,Jim Furyk,35.0,315,9
36,T35,,Jim Herman,35.0,490,14
37,T35,,J.T. Poston,35.0,630,18
38,39,,Keegan Bradley,35.04,806,23
39,T40,,Chad Campbell,35.05,701,20
40,T40,,Luke List,35.05,666,19
41,T40,,Chez Reavie,35.05,736,21
42,T40,,Robert Streb,35.05,666,19
43,44,,Ryan Brehm,35.06,561,16
44,T45,,Louis Oosthuizen,35.07,526,15
45,T45,,Richy Werenski,35.07,491,14
46,47,,Robert Garrigus,35.08,421,12
47,T48,,Matt Kuchar,35.09,772,22
48,T48,,Brandt Snedeker,35.09,386,11
49,50,,Lucas Glover,35.1,702,20
50,T51,,Brandon Hagy,35.13,527,15
51,T51,,Seung-Yul Noh,35.13,562,16
52,T51,,Steve Wheatcroft,35.13,281,8
53,T54,,Luke Donald,35.14,246,7
54,T54,,Branden Grace,35.14,492,14
55,T54,,Scott Stallings,35.14,492,14
56,T54,,Nick Watney,35.14,492,14
57,T58,,Jon Rahm,35.15,703,20
58,T58,,Nick Taylor,35.15,703,20
59,T58,,Camilo Villegas,35.15,457,13
60,61,,Daniel Berger,35.16,668,19
61,T62,,Russell Henley,35.17,809,23
62,T62,,Bryce Molder,35.17,422,12
63,T62,,Sean O'Hair,35.17,633,18
64,T62,,Jhonattan Vegas,35.17,633,18
65,T66,,Graeme McDowell,35.18,387,11
66,T66,,Rory McIlroy,35.18,387,11
67,T66,,Kevin Na,35.18,598,17
68,T69,,Kyle Reifers,35.2,528,15
69,T69,,Xander Schauffele,35.2,704,20
70,T69,,Kevin Tway,35.2,704,20
71,T72,,Bill Haas,35.21,669,19
72,T72,,Sam Saunders,35.21,493,14
73,T74,,Kevin Kisner,35.22,810,23
74,T74,,Grayson Murray,35.22,634,18
75,T74,,Patrick Reed,35.22,810,23
76,T77,,Andres Gonzales,35.23,458,13
77,T77,,Russell Knox,35.23,458,13
78,79,,Stewart Cink,35.24,740,21
79,T80,,Rafa Cabrera Bello,35.25,423,12
80,T80,,Brian Campbell,35.25,282,8
81,T80,,Graham DeLaet,35.25,564,16
82,T80,,Boo Weekley,35.25,423,12
83,84,,Ryan Blaum,35.27,776,22
84,85,,Rickie Fowler,35.28,635,18
85,T86,,Zach Johnson,35.29,600,17
86,T86,,Brett Stegmaier,35.29,494,14
87,T88,,Zac Blair,35.3,706,20
88,T88,,Kevin Streelman,35.3,706,20
89,T88,,Chris Stroud,35.3,353,10
90,91,,Danny Lee,35.31,565,16
91,92,,Phil Mickelson,35.32,671,19
92,93,,Hunter Mahan,35.33,424,12
93,T94,,Ryan Armour,35.36,389,11
94,T94,,Anirban Lahiri,35.36,495,14
95,T96,,Bryson DeChambeau,35.38,566,16
96,T96,,Harris English,35.38,460,13
97,T96,,Adam Hadwin,35.38,743,21
98,T96,,David Hearn,35.38,566,16
99,T96,,Pat Perez,35.38,743,21
100,101,,Matt Jones,35.4,354,10
101,102,,Ryan Moore,35.41,602,17
102,103,,Patrick Cantlay,35.42,425,12
103,T104,,Ricky Barnes,35.44,638,18
104,T104,,Seamus Power,35.44,638,18
105,106,,Jason Kokrak,35.45,709,20
106,107,,Jimmy Walker,35.46,461,13
107,108,,Charles Howell III,35.47,674,19
108,109,,Gary Woodland,35.48,745,21
109,T110,,Dominic Bozzelli,35.5,355,10
110,T110,,John Huh,35.5,639,18
111,T110,,Martin Laird,35.5,639,18
112,T110,,Tim Wilkinson,35.5,355,10
113,T114,,Martin Flores,35.53,604,17
114,T114,,Morgan Hoffmann,35.53,604,17
115,T114,,Cameron Tringale,35.53,604,17
116,117,,Mackenzie Hughes,35.55,782,22
117,T118,,Miguel Angel Carballo,35.56,320,9
118,T118,,Brett Drewitt,35.56,320,9
119,120,,Cameron Percy,35.57,498,14
120,121,,Peter Malnati,35.59,605,17
121,T122,,Brad Fritsch,35.6,356,10
122,T122,,Shawn Stefani,35.6,356,10
123,124,,Ollie Schniederjans,35.61,641,18
124,125,,Si Woo Kim,35.62,463,13
125,126,,Jason Dufner,35.63,677,19
126,127,,Jason Bohn,35.64,392,11
127,T128,,Kevin Chappell,35.65,713,20
128,T128,,J.J. Henry,35.65,606,17
129,130,,Patton Kizzire,35.67,428,12
130,131,,Brendan Steele,35.68,678,19
131,T132,,Aaron Baddeley,35.7,357,10
132,T132,,Michael Thompson,35.7,357,10
133,134,,Sung Kang,35.73,786,22
134,T135,,Cody Gribble,35.75,429,12
135,T135,,David Lingmerth,35.75,572,16
136,T135,,Johnson Wagner,35.75,286,8
137,T138,,Charley Hoffman,35.76,894,25
138,T138,,Cameron Smith,35.76,608,17
139,140,,Wesley Bryan,35.79,680,19
140,141,,Ian Poulter,35.8,537,15
141,142,,Fabián Gómez,35.82,394,11
142,T143,,Smylie Kaufman,35.83,430,12
143,T143,,Hideki Matsuyama,35.83,645,18
144,T145,,Tyrone Van Aswegen,35.85,717,20
145,T145,,Harold Varner III,35.85,717,20
146,147,,Daniel Summerhays,35.86,753,21
147,148,,Spencer Levin,35.87,538,15
148,149,,Mark Anderson,35.88,287,8
149,150,,Sebastián Muñoz,35.9,359,10
150,T151,,Roberto Castro,35.91,395,11
151,T151,,K.J. Choi,35.91,395,11
152,153,,Tag Ridings,35.92,467,13
153,154,,Byeong Hun An,35.94,575,16
154,T155,,Ken Duke,36.0,432,12
155,T155,,Trey Mullinax,36.0,540,15
156,T155,,Carl Pettersson,36.0,252,7
157,T155,,J.J. Spaun,36.0,648,18
158,T159,,Chris Kirk,36.06,577,16
159,T159,,Hudson Swafford,36.06,649,18
160,T161,,Steven Alker,36.08,433,12
161,T161,,Bubba Watson,36.08,433,12
162,T163,,Matt Every,36.11,325,9
163,T163,,Vaughn Taylor,36.11,686,19
164,165,,Jamie Lovemark,36.13,831,23
165,166,,Søren Kjeldsen,36.2,362,10
166,167,,Derek Fathauer,36.21,507,14
167,168,,Blayne Barber,36.23,471,13
168,169,,J.B. Holmes,36.24,616,17
169,T170,,Jonas Blixt,36.25,435,12
170,T170,,Billy Hurley III,36.25,580,16
171,T172,,Mark Hubbard,36.31,472,13
172,T172,,Troy Merritt,36.31,472,13
173,174,,Scott Piercy,36.38,473,13
174,175,,Brian Stuard,36.41,619,17
175,176,,Ben Crane,36.47,620,17
176,177,,Ryan Palmer,36.5,365,10
177,178,,Jason Day,36.53,548,15
178,179,,Gonzalo Fernandez-Castaño,36.6,366,10
179,180,,Rick Lamb,36.63,293,8
180,181,,Kelly Kraft,36.67,440,12
181,182,,Andrew Loupe,36.75,294,8
182,183,,D.A. Points,36.83,442,12
183,184,,Alex Cejka,36.93,554,15
184,185,,Tom Hoge,37.0,296,8
185,186,,Jonathan Randolph,37.07,519,14
186,187,,Rod Pampling,37.21,521,14
187,188,,Greg Chalmers,37.3,373,10
188,189,,Ernie Els,37.43,262,7
189,190,,Steven Bowditch,38.0,114,3
