,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
0,1,,Kevin Na,86,23.21,52,224
1,2,,Jordan Spieth,85,21.74,50,230
2,3,,Justin Thomas,86,21.71,56,258
3,4,,Jon Rahm,90,21.61,51,236
4,5,,Aaron Baddeley,61,21.32,42,197
5,6,,Rory Sabbatini,71,20.44,37,181
6,7,,Luke List,102,19.88,68,342
7,8,,Brandon Hagy,85,19.81,63,318
8,9,,Jason Day,71,19.64,44,224
9,10,,Jamie Lovemark,98,19.46,58,298
10,11,,Jason Kokrak,95,19.42,54,278
11,12,,J.B. Holmes,83,19.41,53,273
12,13,,Sebastián Muñoz,51,18.97,33,174
13,14,,Andres Gonzales,73,18.88,47,249
14,15,,Webb Simpson,102,18.75,45,240
15,16,,Charl Schwartzel,63,18.37,36,196
16,17,,David Lingmerth,79,18.26,40,219
17,18,,J.T. Poston,95,18.15,53,292
18,19,,James Hahn,96,18.08,47,260
19,20,,Dustin Johnson,77,17.94,40,223
20,21,,Shane Lowry,52,17.82,18,101
21,22,,Seamus Power,86,17.78,56,315
22,23,,Grayson Murray,94,17.52,58,331
23,24,,Justin Rose,66,17.46,33,189
24,25,,Sean O'Hair,84,17.43,42,241
25,26,,Brooks Koepka,88,17.21,42,244
26,27,,Bubba Watson,71,17.2,32,186
27,28,,Tony Finau,106,17.19,60,349
28,29,,Branden Grace,70,17.06,29,170
29,30,,Martin Flores,88,17.03,54,317
30,31,,Jim Herman,77,17.02,32,188
31,32,,Patrick Cantlay,52,16.98,27,159
32,33,,Rory McIlroy,51,16.95,20,118
33,34,,Robert Streb,98,16.94,52,307
34,35,,Hideki Matsuyama,83,16.9,36,213
35,36,,Kevin Kisner,105,16.89,37,219
36,37,,Anirban Lahiri,72,16.83,35,208
37,38,,Zac Blair,105,16.8,42,250
38,39,,Brian Campbell,55,16.77,26,155
39,40,,Xander Schauffele,96,16.67,45,270
40,41,,Danny Lee,93,16.54,43,260
41,42,,Søren Kjeldsen,58,16.5,17,103
42,43,,Ryan Brehm,83,16.49,48,291
43,44,,Roberto Castro,70,16.46,26,158
44,45,,Ricky Barnes,100,16.21,53,327
45,46,,Harris English,84,16.2,52,321
46,47,,Stewart Cink,93,16.18,50,309
47,48,,Brendan Steele,89,16.09,37,230
48,49,,Tag Ridings,67,16.04,34,212
49,50,,Rickie Fowler,78,16.0,28,175
50,51,,Chad Collins,66,15.89,34,214
51,T52,,Whee Kim,74,15.87,40,252
52,T52,,Marc Leishman,94,15.87,43,271
53,54,,Seung-Yul Noh,91,15.85,52,328
54,55,,Fabián Gómez,61,15.82,28,177
55,56,,Charley Hoffman,112,15.79,54,342
56,57,,Mark Anderson,54,15.7,27,172
57,58,,Kevin Chappell,95,15.69,40,255
58,T59,,Cody Gribble,79,15.61,42,269
59,T59,,Patrick Reed,107,15.61,49,314
60,61,,Peter Malnati,91,15.54,39,251
61,62,,Trey Mullinax,88,15.51,49,316
62,63,,Boo Weekley,75,15.48,26,168
63,64,,Pat Perez,93,15.41,41,266
64,T65,,Adam Scott,58,15.38,24,156
65,T65,,Gary Woodland,94,15.38,38,247
66,67,,Matt Jones,64,15.31,32,209
67,68,,Graham DeLaet,82,15.18,34,224
68,T69,,Robert Garrigus,78,15.14,33,218
69,T69,,Michael Kim,94,15.14,43,284
70,71,,Jason Dufner,89,15.1,37,245
71,72,,Matt Every,76,15.09,40,265
72,T73,,Sung Kang,104,15.08,49,325
73,T73,,Sam Saunders,76,15.08,30,199
74,T73,,Vaughn Taylor,90,15.08,30,199
75,76,,Ollie Schniederjans,92,15.05,56,372
76,77,,Hunter Mahan,73,14.9,31,208
77,78,,Scott Brown,95,14.89,39,262
78,79,,Jimmy Walker,68,14.87,29,195
