,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
79,80,,Tim Wilkinson,64,14.81,24,162
80,81,,Morgan Hoffmann,92,14.8,45,304
81,82,,Jhonattan Vegas,95,14.78,43,291
82,83,,Charles Howell III,86,14.71,40,272
83,84,,Chez Reavie,98,14.69,31,211
84,T85,,Paul Casey,94,14.62,31,212
85,T85,,K.J. Choi,72,14.62,25,171
86,87,,Miguel Angel Carballo,63,14.61,26,178
87,88,,Hudson Swafford,94,14.6,40,274
88,89,,Cameron Tringale,89,14.57,37,254
89,90,,Zach Johnson,81,14.52,27,186
90,91,,Graeme McDowell,56,14.49,20,138
91,92,,Cameron Smith,86,14.44,40,277
92,93,,Billy Hurley III,80,14.34,36,251
93,94,,Geoff Ogilvy,80,14.23,34,239
94,95,,Johnson Wagner,71,14.22,29,204
95,96,,Nick Taylor,97,14.14,42,297
96,97,,Bryson DeChambeau,91,14.12,37,262
97,98,,Mackenzie Hughes,106,14.05,52,370
98,99,,John Huh,92,14.02,38,271
99,100,,Byeong Hun An,77,14.0,28,200
100,101,,Brett Stegmaier,78,13.99,27,193
101,102,,Bill Haas,92,13.94,35,251
102,103,,Tom Hoge,54,13.86,23,166
103,104,,Adam Hadwin,98,13.85,32,231
104,105,,Camilo Villegas,76,13.81,37,268
105,106,,Dominic Bozzelli,69,13.78,31,225
106,107,,Daniel Berger,91,13.66,31,227
107,108,,Patrick Rodgers,76,13.65,40,293
108,109,,Kevin Streelman,90,13.62,32,235
109,110,,Ken Duke,77,13.61,26,191
110,111,,Derek Fathauer,81,13.6,37,272
111,112,,Phil Mickelson,85,13.54,39,288
112,113,,Harold Varner III,101,13.53,41,303
113,114,,Lucas Glover,93,13.51,35,259
114,115,,Ryan Palmer,61,13.47,26,193
115,116,,Jonathan Randolph,68,13.45,23,171
116,117,,Rafa Cabrera Bello,63,13.42,20,149
117,118,,Nick Watney,75,13.41,33,246
118,T119,,Brandt Snedeker,53,13.28,17,128
119,T119,,Daniel Summerhays,100,13.28,36,271
120,T121,,J.J. Spaun,92,13.25,31,234
121,T121,,Kevin Tway,96,13.25,44,332
122,123,,Kyle Stanley,104,13.23,34,257
123,124,,Louis Oosthuizen,69,13.21,21,159
124,125,,Julián Etulain,68,13.11,24,183
125,126,,Rod Pampling,71,12.99,30,231
126,127,,C.T. Pan,88,12.96,35,270
127,128,,Chad Campbell,97,12.94,37,286
128,129,,Nicholas Lindheim,58,12.83,24,187
129,130,,Sergio Garcia,65,12.82,20,156
130,131,,Patton Kizzire,84,12.79,38,297
131,132,,Tyrone Van Aswegen,105,12.77,36,282
132,133,,Chris Stroud,67,12.72,22,173
133,134,,Troy Merritt,82,12.7,31,244
134,135,,Blayne Barber,77,12.66,29,229
135,136,,Brad Fritsch,56,12.64,23,182
136,137,,Ian Poulter,72,12.57,24,191
137,138,,Si Woo Kim,80,12.56,27,215
138,139,,Jason Bohn,75,12.5,29,232
139,140,,Scott Stallings,81,12.41,34,274
140,141,,Chris Kirk,89,12.4,30,242
141,142,,Andrew Loupe,55,12.39,29,234
142,143,,Ben Martin,86,12.21,26,213
143,144,,Ryo Ishikawa,56,12.18,24,197
144,145,,Scott Piercy,70,12.17,23,189
145,146,,Kelly Kraft,75,12.15,30,247
146,147,,Alex Cejka,85,12.14,25,206
147,148,,Mark Hubbard,81,12.13,29,239
148,149,,Greg Chalmers,75,12.11,31,256
149,150,,Brian Stuard,93,11.98,23,192
150,151,,Steven Alker,69,11.97,17,142
151,152,,D.A. Points,68,11.96,22,184
152,153,,Russell Knox,75,11.88,19,160
153,154,,Ryan Blaum,100,11.78,39,331
154,155,,Brian Gay,82,11.74,27,230
155,156,,Brett Drewitt,57,11.73,21,179
156,T157,,Kyle Reifers,96,11.56,26,225
157,T157,,Shawn Stefani,72,11.56,26,225
158,159,,Rick Lamb,54,11.51,16,139
159,160,,Gonzalo Fernandez-Castaño,63,11.48,24,209
160,161,,J.J. Henry,92,11.41,30,263
161,162,,Keegan Bradley,104,11.28,30,266
162,163,,Smylie Kaufman,76,11.27,32,284
163,164,,Wesley Bryan,95,11.07,30,271
164,165,,Martin Laird,83,11.06,23,208
165,166,,William McGirt,89,11.05,19,172
166,167,,Ryan Armour,63,11.03,16,145
167,168,,David Hearn,93,11.0,23,209
168,169,,Retief Goosen,52,10.98,18,164
169,170,,Luke Donald,50,10.96,16,146
170,171,,Richy Werenski,81,10.95,22,201
171,172,,Russell Henley,99,10.92,31,284
172,173,,Billy Horschel,88,10.88,32,294
173,174,,Bud Cauley,92,10.87,30,276
174,175,,Cameron Percy,71,10.85,23,212
175,176,,Emiliano Grillo,90,10.71,21,196
176,177,,Ben Crane,86,10.62,24,226
177,178,,Ryan Moore,82,10.16,19,187
178,179,,Carl Pettersson,63,10.0,22,220
179,180,,Michael Thompson,60,9.94,17,171
180,181,,Brian Harman,104,9.89,27,273
181,182,,Matt Kuchar,95,9.68,21,217
182,183,,Francesco Molinari,75,9.55,15,157
183,184,,Ernie Els,52,9.23,12,130
184,185,,Bryce Molder,74,9.09,23,253
185,186,,Steven Bowditch,59,8.93,20,224
186,187,,Jonas Blixt,74,8.6,19,221
187,188,,Steve Wheatcroft,51,7.26,9,124
188,189,,Spencer Levin,89,6.97,14,201
189,190,,Jim Furyk,54,4.55,5,110
