,First_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_3_Scoring_Average_ROUNDS,First_Tee_Early_Par_3_Scoring_Average_AVG,First_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,,Jason Day,71,2.86,169,59
1,2,,Seung-Yul Noh,91,2.91,201,69
2,3,,Brett Stegmaier,78,2.92,272,93
3,T4,,Ryan Armour,63,2.93,164,56
4,T4,,Dominic Bozzelli,69,2.93,167,57
5,T4,,Retief Goosen,52,2.93,214,73
6,T4,,Nicholas Lindheim,58,2.93,176,60
7,T4,,Graeme McDowell,56,2.93,196,67
8,T4,,Geoff Ogilvy,80,2.93,258,88
9,T10,,Peter Malnati,91,2.94,309,105
10,T10,,Jordan Spieth,85,2.94,159,54
11,T12,,Miguel Angel Carballo,63,2.95,189,64
12,T12,,Tag Ridings,67,2.95,224,76
13,T12,,Adam Scott,58,2.95,118,40
14,T15,,Aaron Baddeley,61,2.96,228,77
15,T15,,Blayne Barber,77,2.96,275,93
16,T15,,Keegan Bradley,104,2.96,349,118
17,T15,,Martin Flores,88,2.96,252,85
18,T15,,Rickie Fowler,78,2.96,142,48
19,T15,,Russell Henley,99,2.96,355,120
20,T15,,Ben Martin,86,2.96,346,117
21,T15,,Rory McIlroy,51,2.96,142,48
22,T15,,Phil Mickelson,85,2.96,240,81
23,24,,Tom Hoge,54,2.97,178,60
24,T25,,Brad Fritsch,56,2.98,179,60
25,T25,,Zach Johnson,81,2.98,274,92
26,T27,,K.J. Choi,72,2.99,266,89
27,T27,,Stewart Cink,93,2.99,413,138
28,T27,,Sergio Garcia,65,2.99,215,72
29,T27,,J.J. Henry,92,2.99,362,121
30,T31,,Chad Campbell,97,3.0,318,106
31,T31,,Brian Gay,82,3.0,303,101
32,T31,,Lucas Glover,93,3.0,324,108
33,T31,,Matt Jones,64,3.0,192,64
34,T31,,Troy Merritt,82,3.0,279,93
35,T31,,Jon Rahm,90,3.0,216,72
36,T31,,J.J. Spaun,92,3.0,300,100
37,T38,,Jonas Blixt,74,3.01,292,97
38,T38,,Julián Etulain,68,3.01,241,80
39,T38,,Brian Harman,104,3.01,397,132
40,T38,,Hunter Mahan,73,3.01,259,86
41,T38,,Jonathan Randolph,68,3.01,217,72
42,T38,,Scott Stallings,81,3.01,286,95
43,T44,,Steven Alker,69,3.02,193,64
44,T44,,Emiliano Grillo,90,3.02,398,132
45,T44,,David Hearn,93,3.02,272,90
46,T44,,Chris Kirk,89,3.02,341,113
