,Par_5_Scoring_Average_RANK THIS WEEK,Par_5_Scoring_Average_RANK LAST WEEK,Par_5_Scoring_Average_PLAYER NAME,Par_5_Scoring_Average_ROUNDS,Par_5_Scoring_Average_AVG,Par_5_Scoring_Average_TOTAL STROKES,Par_5_Scoring_Average_TOTAL HOLES
0,1,,Hideki Matsuyama,83,4.48,1102,246
1,2,,Luke List,102,4.5,1414,314
2,T3,,Dustin Johnson,77,4.52,995,220
3,T3,,Brooks Koepka,88,4.52,1094,242
4,T5,,Rory McIlroy,51,4.54,663,146
5,T5,,Phil Mickelson,85,4.54,1154,254
6,T7,,Patrick Cantlay,52,4.56,730,160
7,T7,,Tony Finau,106,4.56,1469,322
8,T7,,Brandon Hagy,85,4.56,1085,238
9,T7,,Jon Rahm,90,4.56,1205,264
10,11,,Rickie Fowler,78,4.57,1060,232
11,T12,,Charley Hoffman,112,4.58,1585,346
12,T12,,Seamus Power,86,4.58,1127,246
13,T12,,Justin Rose,66,4.58,907,198
14,T12,,Rory Sabbatini,71,4.58,897,196
15,T12,,Charl Schwartzel,63,4.58,852,186
16,T12,,Kevin Tway,96,4.58,1247,272
17,T18,,Jason Day,71,4.59,936,204
18,T18,,Marc Leishman,94,4.59,1185,258
19,T18,,Pat Perez,93,4.59,1322,288
20,T18,,Jordan Spieth,85,4.59,1046,228
21,T18,,Kyle Stanley,104,4.59,1330,290
22,T18,,Nick Taylor,97,4.59,1377,300
23,T24,,Jamie Lovemark,98,4.6,1390,302
24,T24,,Justin Thomas,86,4.6,1131,246
25,T24,,Gary Woodland,94,4.6,1261,274
26,T27,,Daniel Berger,91,4.61,1209,262
27,T27,,Kevin Chappell,95,4.61,1366,296
28,T27,,Sergio Garcia,65,4.61,839,182
29,T27,,Sung Kang,104,4.61,1429,310
30,T27,,Whee Kim,74,4.61,1023,222
31,T27,,Anirban Lahiri,72,4.61,986,214
32,T27,,Francesco Molinari,75,4.61,1060,230
33,T27,,Ryan Moore,82,4.61,1157,251
34,T27,,Hudson Swafford,94,4.61,1282,278
35,T36,,Jonas Blixt,74,4.62,1007,218
36,T36,,Matt Every,76,4.62,1002,217
37,T36,,Xander Schauffele,96,4.62,1220,264
38,T36,,Jhonattan Vegas,95,4.62,1302,282
39,T36,,Bubba Watson,71,4.62,919,199
40,T41,,Ryan Brehm,83,4.63,1084,234
41,T41,,Paul Casey,94,4.63,1296,280
42,T41,,Fabián Gómez,61,4.63,870,188
43,T41,,Russell Henley,99,4.63,1324,286
44,T41,,Mackenzie Hughes,106,4.63,1510,326
45,T41,,Ollie Schniederjans,92,4.63,1214,262
46,T41,,Cameron Smith,86,4.63,1258,272
47,T41,,Chris Stroud,67,4.63,796,172
48,T49,,Chad Campbell,97,4.64,1355,292
49,T49,,Bud Cauley,92,4.64,1235,266
50,T49,,Branden Grace,70,4.64,946,204
51,T49,,Bill Haas,92,4.64,1196,258
52,T49,,J.J. Henry,92,4.64,1225,264
53,T49,,Charles Howell III,86,4.64,1151,248
54,T49,,Kevin Kisner,105,4.64,1384,298
55,T49,,Matt Kuchar,95,4.64,1347,290
56,T49,,Louis Oosthuizen,69,4.64,890,192
57,T49,,J.T. Poston,95,4.64,1300,280
58,T49,,Ian Poulter,72,4.64,965,208
59,T49,,Brendan Steele,89,4.64,1270,274
60,T61,,Stewart Cink,93,4.65,1376,296
61,T61,,Lucas Glover,93,4.65,1330,286
62,T61,,Andres Gonzales,73,4.65,1027,221
63,T61,,Morgan Hoffmann,92,4.65,1238,266
64,T61,,Martin Laird,83,4.65,1265,272
65,T61,,Patrick Reed,107,4.65,1469,316
66,T61,,Scott Stallings,81,4.65,1050,226
67,T61,,Shawn Stefani,72,4.65,967,208
68,T69,,Ryan Armour,63,4.66,877,188
69,T69,,Bryson DeChambeau,91,4.66,1226,263
70,T69,,Derek Fathauer,81,4.66,1091,234
71,T69,,Brian Gay,82,4.66,1025,220
72,T69,,Adam Hadwin,98,4.66,1483,318
73,T69,,J.B. Holmes,83,4.66,1118,240
74,T69,,Rick Lamb,54,4.66,731,157
75,T69,,David Lingmerth,79,4.66,1108,238
76,T69,,Sean O'Hair,84,4.66,1208,259
77,T69,,Cameron Percy,71,4.66,941,202
78,T69,,Brandt Snedeker,53,4.66,745,160
79,T69,,Harold Varner III,101,4.66,1445,310
80,T69,,Boo Weekley,75,4.66,1062,228
81,T82,,Ricky Barnes,100,4.67,1364,292
82,T82,,Dominic Bozzelli,69,4.67,963,206
83,T82,,K.J. Choi,72,4.67,972,208
84,T82,,Chad Collins,66,4.67,934,200
85,T82,,Graham DeLaet,82,4.67,1111,238
86,T82,,Gonzalo Fernandez-Castaño,63,4.67,840,180
87,T82,,Martin Flores,88,4.67,1158,248
88,T82,,Brad Fritsch,56,4.67,804,172
89,T82,,Brian Harman,104,4.67,1438,308
90,T82,,David Hearn,93,4.67,1223,262
91,T82,,Jim Herman,77,4.67,1139,244
92,T82,,Michael Kim,94,4.67,1261,270
93,T82,,Russell Knox,75,4.67,972,208
94,T82,,Grayson Murray,94,4.67,1318,282
95,T82,,Seung-Yul Noh,91,4.67,1298,278
96,T82,,Sam Saunders,76,4.67,1036,222
97,T82,,Adam Scott,58,4.67,868,186
98,T82,,Richy Werenski,81,4.67,1101,236
99,T100,,Robert Garrigus,78,4.68,1068,228
100,T100,,James Hahn,96,4.68,1440,308
101,T100,,Matt Jones,64,4.68,795,170
102,T100,,Smylie Kaufman,76,4.68,1066,228
103,T100,,Troy Merritt,82,4.68,1171,250
104,T100,,Trey Mullinax,88,4.68,1216,260
105,T100,,C.T. Pan,88,4.68,1236,264
106,T100,,Webb Simpson,102,4.68,1377,294
107,T100,,J.J. Spaun,92,4.68,1255,268
108,T100,,Cameron Tringale,89,4.68,1216,260
109,T100,,Nick Watney,75,4.68,955,204
110,T111,,Mark Anderson,54,4.69,807,172
111,T111,,Ryan Blaum,100,4.69,1394,297
112,T111,,Hunter Mahan,73,4.69,1061,226
113,T111,,Ben Martin,86,4.69,1163,248
114,T111,,Ryan Palmer,61,4.69,723,154
115,T111,,Vaughn Taylor,90,4.69,1214,259
116,T117,,Aaron Baddeley,61,4.7,931,198
117,T117,,Scott Brown,95,4.7,1296,276
118,T117,,Jason Dufner,89,4.7,1147,244
119,T117,,Tom Hoge,54,4.7,696,148
120,T117,,Billy Hurley III,80,4.7,1175,250
121,T117,,Spencer Levin,89,4.7,1241,264
122,T117,,Shane Lowry,52,4.7,803,171
123,T117,,Kevin Na,86,4.7,1176,250
124,T117,,Scott Piercy,70,4.7,1016,216
125,T117,,D.A. Points,68,4.7,1024,218
126,T117,,Chez Reavie,98,4.7,1400,298
127,T117,,Kevin Streelman,90,4.7,1325,282
128,T117,,Camilo Villegas,76,4.7,1044,222
129,T117,,Jimmy Walker,68,4.7,959,204
130,T131,,Keegan Bradley,104,4.71,1517,322
131,T131,,Luke Donald,50,4.71,678,144
132,T131,,Ken Duke,77,4.71,1054,224
133,T131,,Julián Etulain,68,4.71,941,200
134,T131,,Cody Gribble,79,4.71,1131,240
135,T131,,Mark Hubbard,81,4.71,1065,226
136,T131,,Graeme McDowell,56,4.71,847,180
137,T131,,Carl Pettersson,63,4.71,881,187
138,T131,,Tag Ridings,67,4.71,890,189
139,T131,,Daniel Summerhays,100,4.71,1393,296
140,T131,,Tim Wilkinson,64,4.71,838,178
141,T142,,Steven Alker,69,4.72,953,202
142,T142,,Miguel Angel Carballo,63,4.72,877,186
143,T142,,Jason Kokrak,95,4.72,1426,302
144,T142,,Danny Lee,93,4.72,1317,279
145,T142,,William McGirt,89,4.72,1199,254
146,T142,,Jonathan Randolph,68,4.72,967,205
147,T142,,Patrick Rodgers,76,4.72,1029,218
148,T142,,Johnson Wagner,71,4.72,915,194
149,T150,,Blayne Barber,77,4.73,1079,228
150,T150,,Roberto Castro,70,4.73,1068,226
151,T150,,Alex Cejka,85,4.73,1163,246
152,T150,,Peter Malnati,91,4.73,1238,262
153,T150,,Bryce Molder,74,4.73,1136,240
154,T150,,Brian Stuard,93,4.73,1333,282
155,T150,,Tyrone Van Aswegen,105,4.73,1419,300
156,T157,,Zac Blair,105,4.74,1470,310
157,T157,,Wesley Bryan,95,4.74,1288,272
158,T157,,Greg Chalmers,75,4.74,1080,228
159,T157,,John Huh,92,4.74,1260,266
160,T157,,Søren Kjeldsen,58,4.74,758,160
161,T157,,Robert Streb,98,4.74,1275,269
162,T157,,Steve Wheatcroft,51,4.74,730,154
163,T164,,Harris English,84,4.75,1063,224
164,T164,,Jim Furyk,54,4.75,798,168
165,T164,,Zach Johnson,81,4.75,1112,234
166,T164,,Si Woo Kim,80,4.75,1164,245
167,T164,,Chris Kirk,89,4.75,1292,272
168,T164,,Sebastián Muñoz,51,4.75,731,154
169,T164,,Rod Pampling,71,4.75,1046,220
170,T164,,Kyle Reifers,96,4.75,1343,283
171,T172,,Brian Campbell,55,4.76,790,166
