,Tenth_Tee_Late_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_4_Scoring_Average_AVG,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_4_Scoring_Average_TOTAL HOLES
0,1,,Hideki Matsuyama,83,3.6,36,10
1,2,,Dustin Johnson,77,3.8,38,10
2,T3,,Sergio Garcia,65,3.81,80,21
3,T3,,Justin Thomas,86,3.81,160,42
4,T5,,Phil Mickelson,85,3.88,159,41
5,T5,,Adam Scott,58,3.88,159,41
6,7,,Jon Rahm,90,3.89,35,9
7,8,,David Lingmerth,79,3.91,567,145
8,T9,,Lucas Glover,93,3.92,459,117
9,T9,,Louis Oosthuizen,69,3.92,259,66
10,T11,,Jamie Lovemark,98,3.93,511,130
11,T11,,Brandt Snedeker,53,3.93,216,55
12,13,,Seamus Power,86,3.94,634,161
13,T14,,Francesco Molinari,75,3.95,517,131
14,T14,,Charl Schwartzel,63,3.95,261,66
15,T16,,Brian Gay,82,3.96,824,208
16,T16,,Zach Johnson,81,3.96,392,99
17,T16,,Webb Simpson,102,3.96,630,159
18,T16,,Steve Wheatcroft,51,3.96,309,78
19,T20,,Ryan Armour,63,3.97,425,107
20,T20,,William McGirt,89,3.97,707,178
21,T20,,Rory McIlroy,51,3.97,135,34
22,T20,,Trey Mullinax,88,3.97,532,134
23,T20,,D.A. Points,68,3.97,687,173
24,T20,,Ian Poulter,72,3.97,294,74
25,T20,,Kyle Stanley,104,3.97,571,144
26,T20,,Kevin Streelman,90,3.97,790,199
27,T28,,Fabián Gómez,61,3.98,510,128
28,T28,,Retief Goosen,52,3.98,501,126
29,T28,,Adam Hadwin,98,3.98,660,166
30,T28,,Ryo Ishikawa,56,3.98,510,128
31,T28,,Matt Jones,64,3.98,438,110
32,T28,,Michael Kim,94,3.98,637,160
33,T28,,Chez Reavie,98,3.98,896,225
34,T28,,Ollie Schniederjans,92,3.98,689,173
35,T36,,Brian Campbell,55,3.99,595,149
36,T36,,Patrick Cantlay,52,3.99,279,70
37,T36,,Paul Casey,94,3.99,303,76
38,T36,,Robert Garrigus,78,3.99,598,150
39,T36,,Charley Hoffman,112,3.99,639,160
40,T36,,Kevin Na,86,3.99,431,108
41,T36,,Nick Taylor,97,3.99,841,211
42,T43,,Daniel Berger,91,4.0,128,32
43,T43,,Brett Drewitt,57,4.0,887,222
44,T43,,Ernie Els,52,4.0,300,75
45,T43,,Charles Howell III,86,4.0,480,120
46,T43,,Kevin Kisner,105,4.0,520,130
47,T48,,Wesley Bryan,95,4.01,650,162
48,T48,,Stewart Cink,93,4.01,730,182
49,T48,,Chris Kirk,89,4.01,906,226
50,T48,,Peter Malnati,91,4.01,939,234
51,T48,,Grayson Murray,94,4.01,729,182
52,T48,,Sean O'Hair,84,4.01,597,149
53,T54,,Steven Alker,69,4.02,551,137
54,T54,,Rafa Cabrera Bello,63,4.02,257,64
55,T54,,Bryson DeChambeau,91,4.02,788,196
56,T54,,Martin Flores,88,4.02,840,209
57,T54,,Brian Harman,104,4.02,648,161
58,T54,,David Hearn,93,4.02,422,105
59,T54,,Russell Knox,75,4.02,522,130
60,T54,,Nicholas Lindheim,58,4.02,675,168
61,T54,,Boo Weekley,75,4.02,639,159
62,T63,,Blayne Barber,77,4.03,604,150
63,T63,,Keegan Bradley,104,4.03,653,162
64,T63,,Ben Crane,86,4.03,694,172
65,T63,,Branden Grace,70,4.03,306,76
66,T63,,James Hahn,96,4.03,883,219
67,T63,,J.B. Holmes,83,4.03,600,149
68,T63,,Billy Horschel,88,4.03,620,154
69,T63,,Shane Lowry,52,4.03,488,121
70,T63,,Patrick Reed,107,4.03,443,110
71,T63,,Sam Saunders,76,4.03,773,192
72,T63,,Vaughn Taylor,90,4.03,798,198
73,T63,,Harold Varner III,101,4.03,669,166
74,T63,,Tim Wilkinson,64,4.03,391,97
75,T76,,Ricky Barnes,100,4.04,989,245
76,T76,,Ryan Brehm,83,4.04,699,173
77,T76,,Brooks Koepka,88,4.04,206,51
78,T76,,Jason Kokrak,95,4.04,1018,252
79,T76,,Danny Lee,93,4.04,1126,279
80,T76,,Luke List,102,4.04,772,191
81,T76,,Kyle Reifers,96,4.04,792,196
82,T76,,Robert Streb,98,4.04,821,203
83,T76,,Kevin Tway,96,4.04,739,183
84,T85,,Zac Blair,105,4.05,898,222
85,T85,,Brandon Hagy,85,4.05,802,198
86,T85,,J.J. Henry,92,4.05,1000,247
87,T85,,Jim Herman,77,4.05,627,155
88,T85,,Martin Laird,83,4.05,571,141
89,T85,,C.T. Pan,88,4.05,754,186
90,T85,,J.J. Spaun,92,4.05,850,210
91,T85,,Scott Stallings,81,4.05,624,154
92,T85,,Camilo Villegas,76,4.05,381,94
93,T94,,Greg Chalmers,75,4.06,926,228
94,T94,,K.J. Choi,72,4.06,711,175
95,T94,,Luke Donald,50,4.06,528,130
96,T94,,Bill Haas,92,4.06,443,109
97,T94,,Russell Henley,99,4.06,487,120
98,T94,,John Huh,92,4.06,764,188
99,T94,,Sung Kang,104,4.06,1067,263
100,T94,,Ben Martin,86,4.06,925,228
101,T94,,Graeme McDowell,56,4.06,382,94
102,T94,,Seung-Yul Noh,91,4.06,532,131
103,T94,,Pat Perez,93,4.06,345,85
104,T94,,Xander Schauffele,96,4.06,626,154
105,T94,,Brendan Steele,89,4.06,661,163
106,T94,,Tyrone Van Aswegen,105,4.06,1020,251
107,T108,,Scott Brown,95,4.07,627,154
108,T108,,Graham DeLaet,82,4.07,622,153
109,T108,,Jason Dufner,89,4.07,403,99
110,T108,,Mark Hubbard,81,4.07,660,162
111,T108,,Whee Kim,74,4.07,757,186
112,T108,,Rick Lamb,54,4.07,472,116
113,T108,,Troy Merritt,82,4.07,766,188
114,T108,,Bryce Molder,74,4.07,929,228
115,T108,,Tag Ridings,67,4.07,660,162
116,T108,,Daniel Summerhays,100,4.07,704,173
117,T108,,Hudson Swafford,94,4.07,798,196
118,T108,,Michael Thompson,60,4.07,436,107
119,T108,,Jhonattan Vegas,95,4.07,574,141
120,T108,,Nick Watney,75,4.07,656,161
121,T108,,Richy Werenski,81,4.07,903,222
122,T123,,Byeong Hun An,77,4.08,644,158
123,T123,,Bud Cauley,92,4.08,803,197
124,T123,,Kevin Chappell,95,4.08,784,192
125,T123,,Chad Collins,66,4.08,661,162
126,T123,,Tony Finau,106,4.08,882,216
127,T123,,Jim Furyk,54,4.08,163,40
128,T123,,Andres Gonzales,73,4.08,972,238
129,T123,,Matt Kuchar,95,4.08,208,51
130,T123,,Patrick Rodgers,76,4.08,652,160
131,T123,,Brian Stuard,93,4.08,984,241
132,T123,,Cameron Tringale,89,4.08,710,174
133,T134,,Ryan Blaum,100,4.09,887,217
134,T134,,Dominic Bozzelli,69,4.09,699,171
135,T134,,Chad Campbell,97,4.09,969,237
