,Par_3_Scoring_Average_RANK THIS WEEK,Par_3_Scoring_Average_RANK LAST WEEK,Par_3_Scoring_Average_PLAYER NAME,Par_3_Scoring_Average_ROUNDS,Par_3_Scoring_Average_AVG,Par_3_Scoring_Average_TOTAL STROKES,Par_3_Scoring_Average_TOTAL HOLES
0,1,,Tom Hoge,54,2.93,542,185
1,2,,Brandt Snedeker,53,2.95,582,197
2,3,,Nicholas Lindheim,58,2.96,666,225
3,T4,,Rickie Fowler,78,2.97,904,304
4,T4,,Graeme McDowell,56,2.97,677,228
5,T4,,Adam Scott,58,2.97,689,232
6,T7,,Seung-Yul Noh,91,2.98,1046,351
7,T7,,Chez Reavie,98,2.98,1149,385
8,T7,,Cameron Tringale,89,2.98,997,335
9,T10,,Ryan Armour,63,3.0,711,237
10,T10,,Marc Leishman,94,3.0,1081,360
11,T10,,Peter Malnati,91,3.0,1029,343
12,T10,,J.J. Spaun,92,3.0,1042,347
13,T10,,Jordan Spieth,85,3.0,928,309
14,T10,,Nick Watney,75,3.0,844,281
15,T10,,Richy Werenski,81,3.0,897,299
16,T17,,Chad Campbell,97,3.01,1179,392
17,T17,,Martin Flores,88,3.01,985,327
18,T17,,Brad Fritsch,56,3.01,629,209
19,T17,,Dustin Johnson,77,3.01,835,277
20,T17,,Troy Merritt,82,3.01,923,307
21,T17,,Michael Thompson,60,3.01,684,227
22,T17,,Tim Wilkinson,64,3.01,714,237
23,T24,,Keegan Bradley,104,3.02,1244,412
24,T24,,Wesley Bryan,95,3.02,1113,368
25,T24,,Paul Casey,94,3.02,1086,360
26,T24,,Harris English,84,3.02,929,308
27,T24,,Brian Harman,104,3.02,1216,402
28,T24,,Matt Kuchar,95,3.02,1126,373
29,T24,,Jon Rahm,90,3.02,1004,333
30,T24,,Tag Ridings,67,3.02,716,237
31,T24,,Camilo Villegas,76,3.02,870,288
32,T33,,Steven Alker,69,3.03,766,253
33,T33,,Mark Anderson,54,3.03,634,209
34,T33,,Blayne Barber,77,3.03,872,288
35,T33,,Zac Blair,105,3.03,1208,399
36,T33,,Ryan Blaum,100,3.03,1179,389
37,T33,,K.J. Choi,72,3.03,810,267
38,T33,,Ben Crane,86,3.03,969,320
39,T33,,Graham DeLaet,82,3.03,932,308
40,T33,,Robert Garrigus,78,3.03,889,293
41,T33,,Brian Gay,82,3.03,953,315
42,T33,,Retief Goosen,52,3.03,564,186
43,T33,,Emiliano Grillo,90,3.03,1053,348
44,T33,,Russell Henley,99,3.03,1188,392
45,T33,,Charles Howell III,86,3.03,1005,332
46,T33,,Mackenzie Hughes,106,3.03,1252,413
47,T33,,Kevin Kisner,105,3.03,1191,393
48,T33,,Danny Lee,93,3.03,1091,360
49,T33,,Luke List,102,3.03,1199,396
50,T33,,Ben Martin,86,3.03,973,321
51,T33,,Geoff Ogilvy,80,3.03,881,291
52,T33,,J.T. Poston,95,3.03,1070,353
53,T33,,Webb Simpson,102,3.03,1214,401
54,T33,,Brett Stegmaier,78,3.03,931,307
55,T56,,Patrick Cantlay,52,3.04,598,197
56,T56,,Alex Cejka,85,3.04,953,313
57,T56,,Jason Day,71,3.04,793,261
58,T56,,Sergio Garcia,65,3.04,755,248
59,T56,,Andres Gonzales,73,3.04,842,277
60,T56,,Bill Haas,92,3.04,1046,344
61,T56,,Adam Hadwin,98,3.04,1206,397
62,T56,,Matt Jones,64,3.04,683,225
63,T56,,Whee Kim,74,3.04,882,290
64,T56,,Patton Kizzire,84,3.04,930,306
65,T56,,Brooks Koepka,88,3.04,974,320
66,T56,,Martin Laird,83,3.04,1020,335
67,T56,,C.T. Pan,88,3.04,1055,347
68,T56,,Ian Poulter,72,3.04,838,276
69,T56,,Jonathan Randolph,68,3.04,769,253
70,T56,,Justin Thomas,86,3.04,953,314
71,T56,,Tyrone Van Aswegen,105,3.04,1195,393
72,T73,,Byeong Hun An,77,3.05,892,292
73,T73,,Daniel Berger,91,3.05,1042,342
74,T73,,Jason Bohn,75,3.05,875,287
75,T73,,Scott Brown,95,3.05,1121,367
76,T73,,Rafa Cabrera Bello,63,3.05,732,240
77,T73,,Brian Campbell,55,3.05,626,205
78,T73,,Stewart Cink,93,3.05,1150,377
79,T73,,Luke Donald,50,3.05,594,195
80,T73,,David Hearn,93,3.05,1053,345
81,T73,,J.J. Henry,92,3.05,1060,348
82,T73,,Russell Knox,75,3.05,848,278
83,T73,,Spencer Levin,89,3.05,1047,343
84,T73,,Kevin Na,86,3.05,1006,330
85,T73,,Carl Pettersson,63,3.05,726,238
86,T73,,Scott Piercy,70,3.05,827,271
87,T73,,Seamus Power,86,3.05,992,325
88,T73,,Justin Rose,66,3.05,784,257
89,T73,,Rory Sabbatini,71,3.05,797,261
90,T73,,Cameron Smith,86,3.05,1016,333
91,T73,,Robert Streb,98,3.05,1157,379
92,T73,,Kevin Streelman,90,3.05,1090,357
93,T73,,Chris Stroud,67,3.05,724,237
94,T73,,Brian Stuard,93,3.05,1065,349
95,T73,,Vaughn Taylor,90,3.05,1017,333
96,T97,,Aaron Baddeley,61,3.06,692,226
97,T97,,Ricky Barnes,100,3.06,1136,371
98,T97,,Miguel Angel Carballo,63,3.06,701,229
99,T97,,Bryson DeChambeau,91,3.06,1103,361
100,T97,,Brett Drewitt,57,3.06,652,213
101,T97,,Jason Dufner,89,3.06,1005,328
102,T97,,Gonzalo Fernandez-Castaño,63,3.06,688,225
103,T97,,Tony Finau,106,3.06,1274,417
104,T97,,John Huh,92,3.06,1090,356
105,T97,,Zach Johnson,81,3.06,941,308
106,T97,,Chris Kirk,89,3.06,1024,335
107,T97,,Anirban Lahiri,72,3.06,882,288
108,T97,,David Lingmerth,79,3.06,931,304
109,T97,,Hideki Matsuyama,83,3.06,918,300
110,T97,,Cameron Percy,71,3.06,799,261
111,T97,,Pat Perez,93,3.06,1091,357
112,T97,,Patrick Reed,107,3.06,1227,401
113,T97,,Ollie Schniederjans,92,3.06,1072,350
114,T97,,Scott Stallings,81,3.06,959,313
115,T97,,Kyle Stanley,104,3.06,1236,404
