,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
0,1,,Justin Thomas,86,25.88,368,1422
1,2,,Jordan Spieth,85,25.5,358,1404
2,3,,Hideki Matsuyama,83,24.71,338,1368
3,4,,Rickie Fowler,78,24.2,331,1368
4,5,,Brooks Koepka,88,24.1,347,1440
5,6,,Jason Day,71,23.99,285,1188
6,7,,Jon Rahm,90,23.56,352,1494
7,8,,Justin Rose,66,23.26,268,1152
8,9,,Luke List,102,23.19,409,1764
9,10,,Tony Finau,106,23.02,431,1872
10,11,,Scott Piercy,70,22.97,277,1206
11,12,,Dustin Johnson,77,22.86,288,1260
12,13,,Brandt Snedeker,53,22.78,205,900
13,14,,Anirban Lahiri,72,22.61,293,1296
14,15,,Robert Garrigus,78,22.53,292,1296
15,16,,Charley Hoffman,112,22.43,436,1944
16,17,,Phil Mickelson,85,22.29,321,1440
17,T18,,Paul Casey,94,22.1,358,1620
18,T18,,Grayson Murray,94,22.1,358,1620
19,20,,Sam Saunders,76,22.06,278,1260
20,T21,,Stewart Cink,93,22.04,369,1674
21,T21,,Xander Schauffele,96,22.04,365,1656
22,23,,Cameron Smith,86,22.02,325,1476
23,T24,,Rory McIlroy,51,21.99,190,864
24,T24,,Francesco Molinari,75,21.99,285,1296
25,26,,Rory Sabbatini,71,21.97,257,1170
26,27,,Daniel Berger,91,21.96,340,1548
27,28,,Marc Leishman,94,21.91,355,1620
28,29,,Kyle Stanley,104,21.83,393,1800
29,30,,Trey Mullinax,88,21.82,322,1476
30,31,,Brendan Steele,89,21.76,329,1512
31,32,,Tom Hoge,54,21.74,180,828
32,33,,Russell Henley,99,21.71,379,1746
33,34,,Jason Dufner,89,21.68,320,1476
34,35,,Kevin Na,86,21.61,319,1476
35,36,,J.T. Poston,95,21.58,338,1566
36,37,,Keegan Bradley,104,21.57,396,1836
37,38,,Ollie Schniederjans,92,21.46,336,1566
38,39,,Camilo Villegas,76,21.45,278,1296
39,40,,Shane Lowry,52,21.43,189,882
40,T41,,Patrick Cantlay,52,21.41,185,864
41,T41,,Jamie Lovemark,98,21.41,370,1728
42,43,,Tag Ridings,67,21.37,227,1062
43,44,,Adam Scott,58,21.36,223,1044
44,45,,J.B. Holmes,83,21.35,292,1368
45,46,,Blayne Barber,77,21.28,272,1278
46,47,,Seamus Power,86,21.25,306,1440
47,48,,Kevin Chappell,95,21.23,344,1620
48,49,,Danny Lee,93,21.22,340,1602
49,50,,Brandon Hagy,85,21.21,294,1386
50,51,,Pat Perez,93,21.17,343,1620
51,T52,,Sung Kang,104,21.13,388,1836
52,T52,,Graeme McDowell,56,21.13,213,1008
53,54,,Sergio Garcia,65,21.06,235,1116
54,55,,Andres Gonzales,73,21.01,261,1242
55,T56,,Lucas Glover,93,20.99,340,1620
56,T56,,Webb Simpson,102,20.99,374,1782
57,58,,Matt Every,76,20.95,264,1260
58,59,,Chez Reavie,98,20.94,358,1710
59,60,,Gary Woodland,94,20.91,335,1602
60,61,,Chris Stroud,67,20.9,222,1062
61,T62,,Brian Harman,104,20.89,376,1800
62,T62,,Patrick Reed,107,20.89,376,1800
63,64,,Russell Knox,75,20.87,263,1260
64,T65,,Graham DeLaet,82,20.83,285,1368
65,T65,,Kevin Tway,96,20.83,330,1584
66,T67,,Derek Fathauer,81,20.81,281,1350
67,T67,,David Lingmerth,79,20.81,281,1350
68,69,,Hudson Swafford,94,20.8,337,1620
69,T70,,Sebastián Muñoz,51,20.75,183,882
70,T70,,Seung-Yul Noh,91,20.75,325,1566
71,72,,Smylie Kaufman,76,20.74,265,1278
72,73,,Vaughn Taylor,90,20.7,313,1512
73,74,,Chris Kirk,89,20.68,309,1494
74,75,,Jason Kokrak,95,20.64,353,1710
75,T76,,Cody Gribble,79,20.63,286,1386
76,T76,,Emiliano Grillo,90,20.63,323,1566
77,78,,Matt Kuchar,95,20.59,341,1656
78,79,,Charl Schwartzel,63,20.56,222,1080
79,80,,Ben Martin,86,20.53,292,1422
80,81,,Adam Hadwin,98,20.52,362,1764
81,82,,Sean O'Hair,84,20.5,310,1512
82,83,,Michael Kim,94,20.49,332,1620
83,84,,Bud Cauley,92,20.45,324,1584
84,T85,,Ryan Blaum,100,20.37,352,1728
85,T85,,Harold Varner III,101,20.37,363,1782
86,T87,,Bryson DeChambeau,91,20.35,326,1602
87,T87,,Kevin Kisner,105,20.35,359,1764
88,89,,Jhonattan Vegas,95,20.31,329,1620
89,90,,Brad Fritsch,56,20.3,190,936
90,91,,Ryan Brehm,83,20.27,281,1386
91,T92,,Mackenzie Hughes,106,20.25,379,1872
92,T92,,Patton Kizzire,84,20.25,277,1368
93,94,,Martin Laird,83,20.21,302,1494
94,95,,Ryan Moore,82,20.18,287,1422
95,96,,Billy Hurley III,80,20.14,290,1440
96,97,,Harris English,84,20.1,275,1368
97,98,,Scott Brown,95,20.09,329,1638
98,99,,Jonas Blixt,74,20.08,253,1260
99,T100,,Matt Jones,64,20.04,202,1008
100,T100,,Nicholas Lindheim,58,20.04,202,1008
101,102,,J.J. Spaun,92,20.03,310,1548
102,103,,Bubba Watson,71,20.02,227,1134
103,104,,Dominic Bozzelli,69,20.0,234,1170
104,105,,Charles Howell III,86,19.92,294,1476
105,T106,,Rick Lamb,54,19.89,179,900
106,T106,,Richy Werenski,81,19.89,265,1332
107,108,,Zach Johnson,81,19.84,275,1386
108,109,,Whee Kim,74,19.83,257,1296
109,110,,Morgan Hoffmann,92,19.82,314,1584
110,111,,Troy Merritt,82,19.81,271,1368
111,112,,Peter Malnati,91,19.74,302,1530
112,113,,Brian Campbell,55,19.72,181,918
113,114,,Jim Herman,77,19.7,266,1350
114,115,,Aaron Baddeley,61,19.69,202,1026
115,116,,Cameron Tringale,89,19.68,294,1494
116,117,,Byeong Hun An,77,19.6,254,1296
117,118,,Jonathan Randolph,68,19.58,222,1134
118,119,,Kevin Streelman,90,19.57,310,1584
119,120,,Scott Stallings,81,19.55,271,1386
