,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,T1,,Brandon Hagy,85,4.43,239,54
1,T1,,Brooks Koepka,88,4.43,510,115
2,T1,,Hideki Matsuyama,83,4.43,598,135
3,T4,,Tony Finau,106,4.47,429,96
4,T4,,Troy Merritt,82,4.47,255,57
5,T6,,Brad Fritsch,56,4.5,135,30
6,T6,,Charley Hoffman,112,4.5,540,120
7,T8,,Jason Kokrak,95,4.51,343,76
8,T8,,Rory McIlroy,51,4.51,347,77
9,T8,,Rory Sabbatini,71,4.51,203,45
10,11,,Jonas Blixt,74,4.52,235,52
11,T12,,J.B. Holmes,83,4.53,344,76
12,T12,,Dustin Johnson,77,4.53,535,118
13,T12,,Danny Lee,93,4.53,263,58
14,T15,,Ryan Brehm,83,4.54,286,63
15,T15,,Charles Howell III,86,4.54,386,85
16,T15,,Ryan Moore,82,4.54,463,102
17,T15,,Jon Rahm,90,4.54,617,136
18,T19,,Chad Collins,66,4.55,191,42
19,T19,,Justin Thomas,86,4.55,651,143
20,T21,,Jason Day,71,4.56,479,105
21,T21,,Branden Grace,70,4.56,287,63
22,T21,,Matt Jones,64,4.56,178,39
23,T21,,Louis Oosthuizen,69,4.56,324,71
24,T21,,Jordan Spieth,85,4.56,597,131
25,T26,,Mackenzie Hughes,106,4.57,420,92
26,T26,,Sung Kang,104,4.57,311,68
27,T26,,Russell Knox,75,4.57,375,82
28,T26,,Nick Taylor,97,4.57,434,95
29,T30,,Matt Every,76,4.58,243,53
30,T30,,Fabián Gómez,61,4.58,243,53
31,T30,,Grayson Murray,94,4.58,403,88
32,T30,,Charl Schwartzel,63,4.58,339,74
33,T34,,Chad Campbell,97,4.59,395,86
34,T34,,Sergio Garcia,65,4.59,418,91
35,T34,,Whee Kim,74,4.59,317,69
36,T34,,Kevin Kisner,105,4.59,468,102
37,T34,,Peter Malnati,91,4.59,202,44
38,T34,,Ian Poulter,72,4.59,335,73
39,T34,,Seamus Power,86,4.59,340,74
40,T34,,Kyle Stanley,104,4.59,450,98
41,T34,,Cameron Tringale,89,4.59,340,74
42,T34,,Gary Woodland,94,4.59,363,79
43,T44,,Dominic Bozzelli,69,4.6,253,55
44,T44,,Kevin Chappell,95,4.6,423,92
45,T44,,Smylie Kaufman,76,4.6,299,65
46,T44,,Sebastián Muñoz,51,4.6,184,40
47,T44,,Sean O'Hair,84,4.6,377,82
48,T44,,Pat Perez,93,4.6,566,123
49,T50,,Patrick Cantlay,52,4.61,295,64
50,T50,,Paul Casey,94,4.61,683,148
51,T50,,Bryson DeChambeau,91,4.61,401,87
52,T50,,Derek Fathauer,81,4.61,364,79
53,T50,,Rickie Fowler,78,4.61,682,148
54,T50,,J.J. Henry,92,4.61,189,41
55,T50,,Phil Mickelson,85,4.61,553,120
56,T50,,Justin Rose,66,4.61,489,106
57,T50,,Harold Varner III,101,4.61,401,87
58,T59,,Daniel Berger,91,4.62,651,141
59,T59,,Brian Gay,82,4.62,245,53
60,T59,,Jamie Lovemark,98,4.62,471,102
61,T59,,Cameron Percy,71,4.62,305,66
62,T63,,Blayne Barber,77,4.63,241,52
63,T63,,Ryo Ishikawa,56,4.63,213,46
64,T63,,Luke List,102,4.63,380,82
65,T63,,Hunter Mahan,73,4.63,190,41
66,T63,,Francesco Molinari,75,4.63,412,89
67,T63,,Seung-Yul Noh,91,4.63,449,97
68,T63,,Shawn Stefani,72,4.63,213,46
69,T63,,Jhonattan Vegas,95,4.63,380,82
70,T63,,Richy Werenski,81,4.63,241,52
71,T72,,Mark Anderson,54,4.64,246,53
72,T72,,Greg Chalmers,75,4.64,167,36
73,T72,,K.J. Choi,72,4.64,218,47
74,T72,,Graham DeLaet,82,4.64,385,83
75,T72,,Martin Flores,88,4.64,311,67
76,T72,,Anirban Lahiri,72,4.64,325,70
77,T72,,Rick Lamb,54,4.64,167,36
78,T72,,Marc Leishman,94,4.64,524,113
79,T72,,Spencer Levin,89,4.64,218,47
80,T72,,Shane Lowry,52,4.64,204,44
81,T72,,Tag Ridings,67,4.64,195,42
82,T72,,J.J. Spaun,92,4.64,390,84
83,T72,,Scott Stallings,81,4.64,343,74
84,T72,,Nick Watney,75,4.64,232,50
85,T86,,Ryan Armour,63,4.65,242,52
86,T86,,Julián Etulain,68,4.65,158,34
87,T86,,Gonzalo Fernandez-Castaño,63,4.65,200,43
88,T86,,Robert Garrigus,78,4.65,288,62
89,T86,,Lucas Glover,93,4.65,535,115
90,T86,,Bill Haas,92,4.65,525,113
91,T86,,Mark Hubbard,81,4.65,214,46
92,T86,,Michael Kim,94,4.65,293,63
93,T86,,Adam Scott,58,4.65,437,94
94,T86,,Cameron Smith,86,4.65,316,68
95,T86,,Brendan Steele,89,4.65,446,96
96,T86,,Boo Weekley,75,4.65,214,46
97,T98,,Jason Dufner,89,4.66,527,113
98,T98,,Russell Henley,99,4.66,583,125
99,T98,,J.T. Poston,95,4.66,312,67
100,T98,,Hudson Swafford,94,4.66,382,82
101,T98,,Jimmy Walker,68,4.66,401,86
102,T98,,Tim Wilkinson,64,4.66,205,44
103,T104,,Steven Alker,69,4.67,224,48
104,T104,,Miguel Angel Carballo,63,4.67,229,49
105,T104,,Alex Cejka,85,4.67,243,52
