,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,1,,Justin Thomas,86,59
1,T2,,Zach Johnson,81,61
2,T2,,Francesco Molinari,75,61
3,T2,,Chez Reavie,98,61
4,T5,,Stewart Cink,93,62
5,T5,,Jim Herman,77,62
6,T5,,John Huh,92,62
7,T5,,Brooks Koepka,88,62
8,T5,,Scott Piercy,70,62
9,T10,,Brian Campbell,55,63
10,T10,,Cody Gribble,79,63
11,T10,,Scott Hend,22,63
12,T10,,Russell Henley,99,63
13,T10,,J.J. Henry,92,63
14,T10,,Charles Howell III,86,63
15,T10,,Sung Kang,104,63
16,T10,,Whee Kim,74,63
17,T10,,Søren Kjeldsen,58,63
18,T10,,Anirban Lahiri,72,63
19,T10,,Rick Lamb,54,63
20,T10,,Trey Mullinax,88,63
21,T10,,Webb Simpson,102,63
22,T10,,Cameron Smith,86,63
23,T10,,Jordan Spieth,85,63
24,T10,,Tim Wilkinson,64,63
25,T26,,Steven Alker,69,64
26,T26,,Jonas Blixt,74,64
27,T26,,Wesley Bryan,95,64
28,T26,,Paul Casey,94,64
29,T26,,Ben Crane,86,64
30,T26,,Julián Etulain,68,64
31,T26,,Derek Fathauer,81,64
32,T26,,Rickie Fowler,78,64
33,T26,,Brian Gay,82,64
34,T26,,Lucas Glover,93,64
35,T26,,Bill Haas,92,64
36,T26,,Chesson Hadley,23,64
37,T26,,Billy Horschel,88,64
38,T26,,Michael Kim,94,64
39,T26,,Danny Lee,93,64
40,T26,,David Lingmerth,79,64
41,T26,,Luke List,102,64
42,T26,,Davis Love III,39,64
43,T26,,Steve Marino,39,64
44,T26,,Sean O'Hair,84,64
45,T26,,C.T. Pan,88,64
46,T26,,Pat Perez,93,64
47,T26,,D.A. Points,68,64
48,T26,,Andres Romero,32,64
49,T26,,Justin Rose,66,64
50,T26,,Sam Saunders,76,64
51,T26,,Scott Stallings,81,64
52,T26,,Brendan Steele,89,64
53,T26,,Brett Stegmaier,78,64
54,T26,,Henrik Stenson,46,64
55,T26,,Kevin Streelman,90,64
56,T26,,Gary Woodland,94,64
57,T58,,Daniel Berger,91,65
58,T58,,Keegan Bradley,104,65
59,T58,,Scott Brown,95,65
60,T58,,Bud Cauley,92,65
61,T58,,Graham DeLaet,82,65
62,T58,,Luke Donald,50,65
63,T58,,Jason Dufner,89,65
64,T58,,Ken Duke,77,65
65,T58,,Tony Finau,106,65
66,T58,,Martin Flores,88,65
67,T58,,Sergio Garcia,65,65
68,T58,,Robert Garrigus,78,65
69,T58,,Andres Gonzales,73,65
70,T58,,Retief Goosen,52,65
71,T58,,Branden Grace,70,65
72,T58,,Emiliano Grillo,90,65
73,T58,,Adam Hadwin,98,65
74,T58,,Brandon Hagy,85,65
75,T58,,James Hahn,96,65
76,T58,,David Hearn,93,65
77,T58,,Morgan Hoffmann,92,65
78,T58,,Tom Hoge,54,65
79,T58,,Max Homa,39,65
80,T58,,Hiroshi Iwata,25,65
81,T58,,Kevin Kisner,105,65
82,T58,,Patton Kizzire,84,65
83,T58,,Kelly Kraft,75,65
84,T58,,Martin Laird,83,65
85,T58,,Jamie Lovemark,98,65
86,T58,,Bill Lunde,20,65
87,T58,,Peter Malnati,91,65
88,T58,,Hideki Matsuyama,83,65
89,T58,,John Merrick,26,65
90,T58,,Troy Merritt,82,65
91,T58,,Henrik Norlander,18,65
92,T58,,Geoff Ogilvy,80,65
93,T58,,Ryan Palmer,61,65
94,T58,,Thomas Pieters,37,65
95,T58,,Jon Rahm,90,65
96,T58,,Patrick Reed,107,65
97,T58,,Patrick Rodgers,76,65
98,T58,,Kyle Stanley,104,65
99,T58,,Robert Streb,98,65
100,T58,,Brian Stuard,93,65
101,T58,,Daniel Summerhays,100,65
102,T58,,Hudson Swafford,94,65
103,T58,,Miguel Tabuena,12,65
104,T58,,Vaughn Taylor,90,65
105,T58,,Nick Taylor,97,65
106,T58,,Tyrone Van Aswegen,105,65
107,T58,,Harold Varner III,101,65
108,T58,,Camilo Villegas,76,65
109,T58,,Johnson Wagner,71,65
110,T111,,Byeong Hun An,77,66
111,T111,,Mark Anderson,54,66
112,T111,,Ricky Barnes,100,66
113,T111,,Zac Blair,105,66
114,T111,,Ryan Blaum,100,66
115,T111,,Jason Bohn,75,66
116,T111,,Dominic Bozzelli,69,66
