,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
178,179,,Brad Fritsch,56,13.43,18,134
179,180,,Kevin Streelman,90,13.36,33,247
180,181,,Jason Kokrak,95,13.23,34,257
181,182,,Ryan Palmer,61,13.16,20,152
182,183,,Spencer Levin,89,13.11,27,206
183,184,,Roberto Castro,70,12.99,20,154
184,185,,Geoff Ogilvy,80,12.88,30,233
185,186,,Hunter Mahan,73,11.82,26,220
186,187,,Ryan Brehm,83,11.52,22,191
187,188,,Gonzalo Fernandez-Castaño,63,11.51,16,139
188,189,,Brett Stegmaier,78,10.86,19,175
189,190,,Steven Bowditch,59,9.24,11,119
