,Birdie_or_Better_Percentage_-_125-150_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_125-150_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_125-150_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_125-150_ya_ROUNDS,Birdie_or_Better_Percentage_-_125-150_ya_%,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_125-150_ya_TOTAL HOLES
0,1,,Brandt Snedeker,53,25.89,29,112
1,2,,Graeme McDowell,56,25.0,32,128
2,3,,Russell Knox,75,24.52,38,155
3,4,,Stewart Cink,93,23.87,58,243
4,5,,Camilo Villegas,76,23.81,50,210
5,6,,Wesley Bryan,95,23.68,45,190
6,7,,Rory Sabbatini,71,23.5,43,183
7,8,,Scott Piercy,70,23.33,35,150
8,9,,Bryce Molder,74,23.12,43,186
9,T10,,Brian Gay,82,22.84,45,197
10,T10,,Brendan Steele,89,22.84,45,197
11,12,,Søren Kjeldsen,58,22.78,18,79
12,13,,Jim Furyk,54,22.73,25,110
13,14,,Tyrone Van Aswegen,105,22.71,57,251
14,15,,Rickie Fowler,78,22.58,35,155
15,16,,Kyle Stanley,104,22.37,68,304
16,17,,Jordan Spieth,85,22.34,44,197
17,18,,Justin Thomas,86,22.28,41,184
18,19,,Rafa Cabrera Bello,63,22.22,26,117
19,20,,Chez Reavie,98,22.08,51,231
20,21,,Kevin Na,86,21.86,40,183
21,22,,Robert Streb,98,21.76,57,262
22,23,,Michael Kim,94,21.71,61,281
23,24,,Carl Pettersson,63,21.38,34,159
24,25,,Patrick Reed,107,21.36,47,220
25,26,,Johnson Wagner,71,21.3,36,169
26,27,,Ben Crane,86,21.2,39,184
27,28,,Ian Poulter,72,21.15,33,156
28,29,,Sebastián Muñoz,51,21.09,27,128
29,30,,Webb Simpson,102,20.8,52,250
30,31,,Kevin Kisner,105,20.64,45,218
31,32,,Chris Kirk,89,20.59,42,204
32,33,,Sergio Garcia,65,20.54,23,112
33,34,,Russell Henley,99,20.38,53,260
34,35,,Charley Hoffman,112,20.35,58,285
35,36,,Tim Wilkinson,64,20.31,26,128
36,37,,Ryan Blaum,100,20.22,55,272
37,38,,Jim Herman,77,20.2,40,198
38,39,,Patton Kizzire,84,20.18,44,218
39,40,,Jimmy Walker,68,20.14,28,139
40,41,,Julián Etulain,68,20.12,33,164
41,T42,,Emiliano Grillo,90,20.1,41,204
42,T42,,Zach Johnson,81,20.1,39,194
43,44,,Charl Schwartzel,63,20.0,28,140
44,45,,Ollie Schniederjans,92,19.92,48,241
45,46,,Brian Harman,104,19.84,49,247
46,47,,David Hearn,93,19.72,43,218
47,48,,Paul Casey,94,19.63,42,214
48,49,,Graham DeLaet,82,19.58,47,240
49,T50,,Scott Brown,95,19.57,45,230
50,T50,,Vaughn Taylor,90,19.57,46,235
51,52,,Nicholas Lindheim,58,19.53,33,169
52,53,,Derek Fathauer,81,19.51,40,205
53,54,,Chad Collins,66,19.5,31,159
54,55,,Danny Lee,93,19.49,46,236
55,56,,Morgan Hoffmann,92,19.48,52,267
56,57,,Ryan Moore,82,19.46,36,185
57,T58,,Sam Saunders,76,19.42,40,206
58,T58,,Cameron Tringale,89,19.42,40,206
59,60,,Brian Campbell,55,19.25,31,161
60,T61,,Keegan Bradley,104,19.23,50,260
61,T61,,Cody Gribble,79,19.23,50,260
62,63,,Martin Laird,83,19.21,39,203
63,64,,Byeong Hun An,77,19.19,33,172
64,65,,Hideki Matsuyama,83,19.14,31,162
65,66,,Chris Stroud,67,19.11,30,157
66,67,,Francesco Molinari,75,19.08,33,173
67,68,,Jason Dufner,89,19.0,38,200
68,69,,Tag Ridings,67,18.97,33,174
69,70,,Harris English,84,18.94,43,227
70,71,,Xander Schauffele,96,18.88,44,233
71,72,,Kevin Chappell,95,18.86,43,228
72,73,,Robert Garrigus,78,18.75,42,224
73,74,,Chad Campbell,97,18.73,53,283
74,75,,Zac Blair,105,18.64,41,220
75,76,,Phil Mickelson,85,18.63,38,204
76,77,,Smylie Kaufman,76,18.61,43,231
77,78,,Boo Weekley,75,18.52,40,216
78,79,,Grayson Murray,94,18.46,55,298
79,80,,J.B. Holmes,83,18.42,35,190
80,81,,Tony Finau,106,18.39,57,310
81,82,,Jon Rahm,90,18.32,37,202
82,83,,Steven Alker,69,18.29,30,164
83,84,,Aaron Baddeley,61,18.25,23,126
84,T85,,Alex Cejka,85,18.23,37,203
85,T85,,Matt Every,76,18.23,35,192
86,87,,Brandon Hagy,85,18.14,39,215
87,88,,Brian Stuard,93,18.04,35,194
88,T89,,Brett Drewitt,57,17.99,25,139
89,T89,,Cameron Smith,86,17.99,34,189
90,91,,Daniel Summerhays,100,17.95,42,234
91,92,,Daniel Berger,91,17.79,37,208
92,93,,Peter Malnati,91,17.78,40,225
93,94,,J.T. Poston,95,17.74,44,248
94,95,,Anirban Lahiri,72,17.71,31,175
95,T96,,Seamus Power,86,17.7,40,226
96,T96,,Kevin Tway,96,17.7,43,243
97,98,,Michael Thompson,60,17.69,26,147
98,99,,Brooks Koepka,88,17.67,38,215
99,100,,Rory McIlroy,51,17.65,18,102
100,101,,Justin Rose,66,17.57,26,148
101,102,,John Huh,92,17.54,40,228
102,103,,Ben Martin,86,17.52,41,234
103,104,,Luke List,102,17.45,52,298
104,105,,Gary Woodland,94,17.44,34,195
105,106,,Billy Hurley III,80,17.39,32,184
106,T107,,Bryson DeChambeau,91,17.34,43,248
107,T107,,Cameron Percy,71,17.34,30,173
108,T109,,Ken Duke,77,17.24,30,174
109,T109,,J.J. Spaun,92,17.24,40,232
110,111,,Jason Day,71,17.2,27,157
111,112,,David Lingmerth,79,17.14,36,210
112,T113,,Ryan Armour,63,17.11,26,152
113,T113,,Andres Gonzales,73,17.11,32,187
114,115,,Dustin Johnson,77,17.03,31,182
115,116,,Marc Leishman,94,17.0,34,200
116,117,,Ryo Ishikawa,56,16.94,21,124
117,118,,Jonas Blixt,74,16.92,33,195
118,119,,Seung-Yul Noh,91,16.81,38,226
119,T120,,Martin Flores,88,16.67,39,234
120,T120,,Billy Horschel,88,16.67,44,264
121,T120,,Matt Jones,64,16.67,30,180
122,123,,Tom Hoge,54,16.55,23,139
123,124,,Charles Howell III,86,16.52,37,224
124,125,,Shane Lowry,52,16.5,17,103
125,126,,Harold Varner III,101,16.43,47,286
126,127,,Blayne Barber,77,16.42,33,201
127,128,,Andrew Loupe,55,16.35,26,159
128,129,,Jonathan Randolph,68,16.33,24,147
129,130,,Pat Perez,93,16.32,31,190
130,131,,Matt Kuchar,95,16.29,36,221
131,132,,Whee Kim,74,16.18,33,204
132,133,,Luke Donald,50,16.15,21,130
133,134,,D.A. Points,68,16.13,25,155
134,135,,Shawn Stefani,72,16.08,32,199
135,136,,William McGirt,89,16.06,35,218
136,137,,Bud Cauley,92,16.0,40,250
137,T138,,Mark Anderson,54,15.97,23,144
138,T138,,Patrick Cantlay,52,15.97,23,144
139,T138,,Louis Oosthuizen,69,15.97,23,144
140,141,,K.J. Choi,72,15.95,26,163
141,142,,Hudson Swafford,94,15.87,40,252
142,143,,Si Woo Kim,80,15.86,23,145
143,144,,Jamie Lovemark,98,15.84,35,221
144,145,,Fabián Gómez,61,15.83,22,139
145,T146,,Ernie Els,52,15.74,17,108
146,T146,,Mark Hubbard,81,15.74,31,197
147,148,,Sean O'Hair,84,15.7,35,223
148,149,,Adam Hadwin,98,15.67,34,217
149,150,,Kelly Kraft,75,15.66,31,198
150,151,,Trey Mullinax,88,15.58,36,231
151,152,,Jhonattan Vegas,95,15.57,33,212
152,153,,James Hahn,96,15.45,38,246
153,154,,Miguel Angel Carballo,63,15.38,20,130
154,T155,,Lucas Glover,93,15.22,44,289
155,T155,,Scott Stallings,81,15.22,35,230
156,157,,Rick Lamb,54,15.17,22,145
157,T158,,Dominic Bozzelli,69,15.15,25,165
158,T158,,Bill Haas,92,15.15,35,231
159,160,,Jason Bohn,75,15.14,28,185
160,161,,Rod Pampling,71,15.09,32,212
161,162,,Ricky Barnes,100,15.02,35,233
162,163,,Mackenzie Hughes,106,14.94,46,308
163,164,,Bubba Watson,71,14.89,21,141
164,165,,Greg Chalmers,75,14.81,28,189
165,166,,Kyle Reifers,96,14.72,34,231
166,167,,Branden Grace,70,14.71,15,102
167,168,,Nick Watney,75,14.41,32,222
168,169,,Retief Goosen,52,14.4,18,125
169,170,,Richy Werenski,81,14.35,33,230
170,171,,Steve Wheatcroft,51,14.18,20,141
171,172,,J.J. Henry,92,14.17,34,240
172,173,,Patrick Rodgers,76,14.07,28,199
173,174,,Adam Scott,58,13.95,18,129
174,175,,Troy Merritt,82,13.81,29,210
175,176,,Sung Kang,104,13.6,37,272
176,177,,Nick Taylor,97,13.52,33,244
177,178,,C.T. Pan,88,13.49,29,215
