,Early_Lowest_Round_RANK THIS WEEK,Early_Lowest_Round_RANK LAST WEEK,Early_Lowest_Round_PLAYER NAME,Early_Lowest_Round_LOW RND
0,1,,Justin Thomas,59
1,T2,,Chad Collins,60
2,T2,,Rod Pampling,60
3,T4,,Matt Every,61
4,T4,,Mackenzie Hughes,61
5,T4,,Zach Johnson,61
6,T4,,Bryce Molder,61
7,T4,,Francesco Molinari,61
8,T4,,Chez Reavie,61
9,T10,,Chad Campbell,62
10,T10,,Stewart Cink,62
11,T10,,Robert Garrigus,62
12,T10,,Branden Grace,62
13,T10,,Jim Herman,62
14,T10,,John Huh,62
15,T10,,Brooks Koepka,62
16,T10,,Marc Leishman,62
17,T10,,Scott Piercy,62
18,T10,,Rory Sabbatini,62
19,T20,,Daniel Berger,63
20,T20,,Brian Campbell,63
21,T20,,Jason Day,63
22,T20,,Brian Gay,63
23,T20,,Cody Gribble,63
24,T20,,Brian Harman,63
25,T20,,Scott Hend,63
26,T20,,Russell Henley,63
27,T20,,J.J. Henry,63
28,T20,,Charles Howell III,63
29,T20,,Sung Kang,63
30,T20,,Whee Kim,63
31,T20,,Søren Kjeldsen,63
32,T20,,Russell Knox,63
33,T20,,Jason Kokrak,63
34,T20,,Anirban Lahiri,63
35,T20,,Rick Lamb,63
36,T20,,Davis Love III,63
37,T20,,Trey Mullinax,63
38,T20,,Grayson Murray,63
39,T20,,Kevin Na,63
40,T20,,John Peterson,63
41,T20,,Thomas Pieters,63
42,T20,,Xander Schauffele,63
43,T20,,Webb Simpson,63
44,T20,,Cameron Smith,63
45,T20,,J.J. Spaun,63
46,T20,,Jordan Spieth,63
47,T20,,Steve Stricker,63
48,T20,,Vaughn Taylor,63
49,T20,,Tim Wilkinson,63
50,T51,,Steven Alker,64
51,T51,,Arjun Atwal,64
52,T51,,Aaron Baddeley,64
53,T51,,Ricky Barnes,64
54,T51,,Jonas Blixt,64
55,T51,,Wesley Bryan,64
56,T51,,Paul Casey,64
57,T51,,Kevin Chappell,64
58,T51,,Ben Crane,64
59,T51,,Graham DeLaet,64
60,T51,,Julián Etulain,64
61,T51,,Derek Fathauer,64
62,T51,,Tony Finau,64
63,T51,,Rickie Fowler,64
64,T51,,Sergio Garcia,64
65,T51,,Lucas Glover,64
66,T51,,Retief Goosen,64
67,T51,,Bill Haas,64
68,T51,,Chesson Hadley,64
69,T51,,Adam Hadwin,64
70,T51,,Brandon Hagy,64
71,T51,,James Hahn,64
72,T51,,Morgan Hoffmann,64
73,T51,,Billy Horschel,64
74,T51,,Dustin Johnson,64
75,T51,,Michael Kim,64
76,T51,,Patton Kizzire,64
77,T51,,Matt Kuchar,64
78,T51,,Grant Leaver,64
79,T51,,Danny Lee,64
80,T51,,David Lingmerth,64
81,T51,,Luke List,64
82,T51,,Jamie Lovemark,64
83,T51,,Steve Marino,64
84,T51,,Ben Martin,64
85,T51,,Rory McIlroy,64
86,T51,,Phil Mickelson,64
87,T51,,Joaquin Niemann,64
88,T51,,Sean O'Hair,64
89,T51,,C.T. Pan,64
90,T51,,Pat Perez,64
91,T51,,D.A. Points,64
92,T51,,Seamus Power,64
93,T51,,Andres Romero,64
94,T51,,Justin Rose,64
95,T51,,Sam Saunders,64
96,T51,,Brandt Snedeker,64
97,T51,,Scott Stallings,64
98,T51,,Kyle Stanley,64
99,T51,,Brendan Steele,64
100,T51,,Brett Stegmaier,64
101,T51,,Henrik Stenson,64
102,T51,,Kevin Streelman,64
103,T51,,Jhonattan Vegas,64
104,T51,,Johnson Wagner,64
105,T51,,Nick Watney,64
106,T51,,Charlie Wi,64
107,T51,,Gary Woodland,64
108,T109,,Ryan Blaum,65
109,T109,,Jason Bohn,65
110,T109,,Keegan Bradley,65
111,T109,,Scott Brown,65
112,T109,,Jonathan Byrd,65
113,T109,,Patrick Cantlay,65
114,T109,,Bud Cauley,65
115,T109,,Bryson DeChambeau,65
116,T109,,Luke Donald,65
117,T109,,Jason Dufner,65
118,T109,,Ken Duke,65
119,T109,,Harris English,65
120,T109,,Matthew Fitzpatrick,65
121,T109,,Martin Flores,65
122,T109,,Andres Gonzales,65
123,T109,,Emiliano Grillo,65
124,T109,,David Hearn,65
125,T109,,Charley Hoffman,65
126,T109,,Tom Hoge,65
127,T109,,Max Homa,65
128,T109,,Mark Hubbard,65
129,T109,,Hiroshi Iwata,65
130,T109,,Michael Johnson,65
131,T109,,Matt Jones,65
132,T109,,Chris Kirk,65
133,T109,,Kevin Kisner,65
134,T109,,Kelly Kraft,65
135,T109,,Martin Laird,65
136,T109,,Scott Langley,65
137,T109,,Shane Lowry,65
138,T109,,Bill Lunde,65
139,T109,,Hunter Mahan,65
140,T109,,Peter Malnati,65
141,T109,,Hideki Matsuyama,65
142,T109,,John Merrick,65
143,T109,,Troy Merritt,65
144,T109,,Henrik Norlander,65
145,T109,,Shaun Norris,65
146,T109,,Geoff Ogilvy,65
147,T109,,Ryan Palmer,65
148,T109,,Jon Rahm,65
149,T109,,Patrick Reed,65
150,T109,,Patrick Rodgers,65
151,T109,,Charl Schwartzel,65
152,T109,,Vijay Singh,65
153,T109,,Robert Streb,65
154,T109,,Chris Stroud,65
155,T109,,Brian Stuard,65
156,T109,,Andy Sullivan,65
157,T109,,Daniel Summerhays,65
158,T109,,Hudson Swafford,65
159,T109,,Miguel Tabuena,65
160,T109,,Nick Taylor,65
161,T109,,Cameron Tringale,65
162,T109,,Tyrone Van Aswegen,65
163,T109,,Harold Varner III,65
164,T109,,Camilo Villegas,65
165,T109,,Jimmy Walker,65
166,T109,,Richy Werenski,65
167,T109,,Mark Wilson,65
168,T109,,Aaron Wise,65
169,T170,,Robert Allenby,66
170,T170,,Byeong Hun An,66
171,T170,,Mark Anderson,66
172,T170,,Ryan Armour,66
173,T170,,Zac Blair,66
174,T170,,Dominic Bozzelli,66
175,T170,,Rafa Cabrera Bello,66
176,T170,,Roberto Castro,66
177,T170,,Alex Cejka,66
178,T170,,K.J. Choi,66
179,T170,,Joel Dahmen,66
180,T170,,Cameron Davis,66
181,T170,,David Drysdale,66
182,T170,,Gonzalo Fernandez-Castaño,66
183,T170,,Tommy Fleetwood,66
184,T170,,Ryan Fox,66
185,T170,,Oscar Fraustro,66
186,T170,,Brad Fritsch,66
187,T170,,Fred Funk,66
188,T170,,Fabián Gómez,66
189,T170,,Padraig Harrington,66
190,T170,,J.B. Holmes,66
191,T170,,Billy Hurley III,66
192,T170,,Ryo Ishikawa,66
193,T170,,Andrew Johnston,66
194,T170,,Smylie Kaufman,66
195,T170,,Si Woo Kim,66
196,T170,,Satoshi Kodaira,66
197,T170,,Spencer Levin,66
198,T170,,Nicholas Lindheim,66
199,T170,,Will MacKenzie,66
200,T170,,Graeme McDowell,66
201,T170,,William McGirt,66
202,T170,,Alex Moon,66
203,T170,,Ryan Moore,66
