,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,,Tony Finau,29,50
1,2,,Paul Casey,24,48
2,T3,,Keegan Bradley,29,47
3,T3,,Marc Leishman,25,47
4,T3,,Jon Rahm,23,47
5,6,,Jordan Spieth,23,46
6,T7,,Chad Campbell,29,45
7,T7,,Russell Henley,27,45
8,T7,,Webb Simpson,28,45
9,10,,Luke List,31,44
10,11,,Brian Harman,30,43
11,12,,Pat Perez,26,42
12,T13,,Matt Kuchar,26,41
13,T13,,Patrick Reed,29,41
14,T13,,Kyle Stanley,29,41
15,T16,,Chez Reavie,28,40
16,T16,,Justin Thomas,25,40
17,T18,,Bill Haas,25,39
18,T18,,Charley Hoffman,31,39
19,T18,,Dustin Johnson,20,39
20,T18,,Sung Kang,32,39
21,T18,,Kevin Kisner,28,39
22,T18,,Jamie Lovemark,28,39
23,T18,,Xander Schauffele,28,39
24,T25,,Daniel Berger,26,38
25,T25,,Charles Howell III,23,38
26,T25,,Hideki Matsuyama,22,38
27,T28,,Wesley Bryan,28,37
28,T28,,Jason Dufner,24,37
29,T28,,Kevin Na,26,37
30,T28,,Brendan Steele,25,37
31,T32,,Bud Cauley,28,36
32,T32,,Stewart Cink,26,36
33,T32,,Mackenzie Hughes,31,36
34,T32,,Brooks Koepka,24,36
35,T32,,Hudson Swafford,28,36
36,T37,,Zac Blair,32,35
37,T37,,Rickie Fowler,21,35
38,T37,,Lucas Glover,26,35
39,T37,,J.T. Poston,28,35
40,T37,,Seamus Power,25,35
41,T37,,J.J. Spaun,29,35
42,T37,,Nick Taylor,29,35
43,T37,,Jhonattan Vegas,29,35
44,T45,,Ryan Blaum,29,34
45,T45,,Adam Hadwin,28,34
46,T45,,John Huh,28,34
47,T45,,Michael Kim,28,34
48,T45,,Phil Mickelson,22,34
49,T45,,Grayson Murray,30,34
50,T45,,Ollie Schniederjans,28,34
51,T45,,Kevin Streelman,26,34
52,T53,,Scott Brown,29,33
53,T53,,James Hahn,28,33
54,T53,,Gary Woodland,26,33
55,T56,,Harris English,27,32
56,T56,,Martin Laird,25,32
57,T56,,Trey Mullinax,28,32
58,T56,,Sean O'Hair,25,32
59,T56,,Cameron Smith,26,32
60,T56,,Cameron Tringale,28,32
61,T56,,Tyrone Van Aswegen,32,32
62,T63,,Graham DeLaet,25,31
63,T63,,Brian Gay,25,31
64,T63,,Emiliano Grillo,25,31
65,T63,,Jason Kokrak,28,31
66,T63,,Seung-Yul Noh,31,31
67,T63,,Robert Streb,30,31
68,T69,,Kevin Chappell,27,30
69,T69,,Bryson DeChambeau,31,30
70,T69,,Danny Lee,32,30
71,T69,,Francesco Molinari,21,30
72,T69,,Ian Poulter,20,30
73,T74,,Martin Flores,27,29
74,T74,,Sergio Garcia,17,29
75,T74,,Robert Garrigus,26,29
76,T74,,David Hearn,29,29
77,T74,,J.J. Henry,29,29
78,T74,,Billy Horschel,28,29
79,T74,,Peter Malnati,29,29
80,T74,,William McGirt,28,29
81,T74,,Shawn Stefani,26,29
82,T74,,Daniel Summerhays,29,29
83,T84,,Ricky Barnes,31,28
84,T84,,Ben Crane,26,28
85,T84,,Morgan Hoffmann,29,28
86,T84,,J.B. Holmes,23,28
87,T84,,Zach Johnson,23,28
88,T84,,Russell Knox,24,28
89,T84,,Ryan Moore,24,28
90,T84,,Rory Sabbatini,23,28
91,T84,,Vaughn Taylor,26,28
92,T84,,Kevin Tway,27,28
93,T84,,Harold Varner III,31,28
94,T95,,Ryan Brehm,25,27
95,T95,,Andres Gonzales,24,27
96,T95,,Troy Merritt,28,27
97,T95,,C.T. Pan,29,27
98,T95,,Cameron Percy,23,27
99,T95,,Justin Rose,18,27
100,T95,,Sam Saunders,24,27
101,T95,,Chris Stroud,22,27
102,T95,,Camilo Villegas,25,27
103,T104,,Brandon Hagy,26,26
104,T104,,Chris Kirk,28,26
105,T104,,Anirban Lahiri,22,26
106,T104,,Richy Werenski,26,26
