,Late_Round_4_Scoring_Average_RANK THIS WEEK,Late_Round_4_Scoring_Average_RANK LAST WEEK,Late_Round_4_Scoring_Average_PLAYER NAME,Late_Round_4_Scoring_Average_AVG,Late_Round_4_Scoring_Average_TOTAL STROKES,Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,,Ryan Armour,66.5,133,2
1,T2,,Wesley Bryan,67.0,402,6
2,T2,,Kelly Kraft,67.0,201,3
3,T2,,Rod Pampling,67.0,134,2
4,T5,,Ryan Blaum,67.33,202,3
5,T5,,Brett Drewitt,67.33,202,3
6,7,,Michael Thompson,67.5,135,2
7,8,,Jhonattan Vegas,67.71,474,7
8,T9,,Roberto Castro,68.0,68,1
9,T9,,Alex Cejka,68.0,204,3
10,11,,Hideki Matsuyama,68.1,681,10
11,T12,,Martin Flores,68.17,409,6
12,T12,,Kevin Na,68.17,409,6
13,14,,Justin Thomas,68.31,888,13
14,T15,,Rick Lamb,68.33,205,3
15,T15,,Steve Wheatcroft,68.33,205,3
16,17,,Jon Rahm,68.58,823,12
17,18,,Jordan Spieth,68.64,961,14
18,T19,,Blayne Barber,68.75,275,4
19,T19,,Sean O'Hair,68.75,550,8
20,T21,,Troy Merritt,68.83,413,6
21,T21,,Seung-Yul Noh,68.83,413,6
22,23,,Charles Howell III,68.89,620,9
23,24,,Xander Schauffele,68.9,689,10
24,T25,,Robert Garrigus,69.0,345,5
25,T25,,Trey Mullinax,69.0,345,5
26,T25,,Tim Wilkinson,69.0,138,2
27,T28,,Brian Harman,69.17,830,12
28,T28,,Ian Poulter,69.17,415,6
29,30,,Danny Lee,69.2,692,10
30,31,,Brian Gay,69.25,554,8
31,32,,Webb Simpson,69.27,762,11
32,33,,Cody Gribble,69.4,347,5
33,34,,Dustin Johnson,69.45,764,11
34,T35,,Ricky Barnes,69.5,278,4
35,T35,,Dominic Bozzelli,69.5,417,6
36,T35,,Bryson DeChambeau,69.5,417,6
37,T35,,Matt Every,69.5,417,6
38,T35,,Jim Furyk,69.5,139,2
39,T35,,Andres Gonzales,69.5,278,4
40,T35,,Tom Hoge,69.5,139,2
41,T35,,Nick Watney,69.5,278,4
42,43,,Harris English,69.57,487,7
43,44,,Brooks Koepka,69.58,835,12
44,45,,Marc Leishman,69.62,905,13
45,T46,,Mark Anderson,69.67,209,3
46,T46,,Daniel Berger,69.67,836,12
47,T46,,Chad Collins,69.67,209,3
48,T46,,Bill Haas,69.67,836,12
49,T46,,Camilo Villegas,69.67,418,6
50,T51,,Brian Campbell,69.75,279,4
51,T51,,Ryo Ishikawa,69.75,279,4
52,T51,,Rory McIlroy,69.75,558,8
53,T54,,Ollie Schniederjans,69.78,628,9
