,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
151,T147,,Boo Weekley,75,1.09,255,234
152,T153,,Luke Donald,50,1.08,154,143
153,T153,,Derek Fathauer,81,1.08,281,259
154,T153,,J.J. Henry,92,1.08,264,244
155,T153,,Ryo Ishikawa,56,1.08,187,173
156,157,,Daniel Summerhays,100,1.07,323,303
157,T158,,Dominic Bozzelli,69,1.06,234,220
158,T158,,Chad Collins,66,1.06,200,188
159,T158,,Mark Hubbard,81,1.06,233,219
160,T158,,Patton Kizzire,84,1.06,277,261
161,T162,,Brett Drewitt,57,1.05,178,170
162,T162,,Jonathan Randolph,68,1.05,222,211
163,T162,,Brian Stuard,93,1.05,293,279
164,T162,,Steve Wheatcroft,51,1.05,148,141
165,T166,,Byeong Hun An,77,1.04,254,244
166,T166,,Brad Fritsch,56,1.04,190,183
167,T166,,Michael Thompson,60,1.04,180,173
168,169,,Bubba Watson,71,1.03,227,220
169,T170,,Ryan Palmer,61,1.01,172,170
170,T170,,Kyle Reifers,96,1.01,266,263
171,T170,,Jimmy Walker,68,1.01,225,222
172,T173,,Miguel Angel Carballo,63,1.0,196,196
173,T173,,Greg Chalmers,75,1.0,237,238
174,T175,,Ken Duke,77,0.99,229,232
175,T175,,Hunter Mahan,73,0.99,231,233
176,177,,Bryce Molder,74,0.98,232,236
177,178,,Brett Stegmaier,78,0.97,257,266
178,179,,Kelly Kraft,75,0.96,242,252
179,180,,Patrick Rodgers,76,0.95,245,257
180,T181,,Roberto Castro,70,0.93,205,221
181,T181,,Søren Kjeldsen,58,0.93,165,178
182,183,,Matt Every,76,0.89,264,297
183,T184,,Jason Bohn,75,0.87,199,229
184,T184,,Carl Pettersson,63,0.87,194,224
185,186,,Rod Pampling,71,0.86,223,259
186,187,,Si Woo Kim,80,0.84,237,282
187,188,,Ernie Els,52,0.79,151,192
188,189,,Andrew Loupe,55,0.78,167,215
189,190,,Steven Bowditch,59,0.54,133,248
