,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
0,1,,Jordan Spieth,85,1.98,358,181
1,2,,Justin Thomas,86,1.74,368,211
2,3,,Hideki Matsuyama,83,1.72,338,196
3,4,,Rickie Fowler,78,1.7,331,195
4,T5,,Paul Casey,94,1.69,358,212
5,T5,,Dustin Johnson,77,1.69,288,170
6,7,,Jon Rahm,90,1.64,352,214
7,T8,,Patrick Cantlay,52,1.55,185,119
8,T8,,Tony Finau,106,1.55,431,278
9,T10,,Chez Reavie,98,1.52,358,235
10,T10,,Brandt Snedeker,53,1.52,205,135
11,12,,Marc Leishman,94,1.5,355,236
12,13,,Lucas Glover,93,1.49,340,228
13,14,,Matt Kuchar,95,1.48,341,231
14,15,,Webb Simpson,102,1.47,374,255
15,T16,,Chad Campbell,97,1.46,333,228
16,T16,,Justin Rose,66,1.46,268,183
17,T18,,Sergio Garcia,65,1.45,235,162
18,T18,,Francesco Molinari,75,1.45,285,197
19,T18,,Pat Perez,93,1.45,343,237
20,21,,Daniel Berger,91,1.44,340,236
21,T22,,Charles Howell III,86,1.42,294,207
22,T22,,Seamus Power,86,1.42,306,215
23,T24,,Stewart Cink,93,1.41,369,261
24,T24,,Luke List,102,1.41,409,290
25,T24,,Ian Poulter,72,1.41,239,170
26,T27,,Russell Henley,99,1.39,379,272
27,T27,,Rory McIlroy,51,1.39,190,137
28,T27,,Kyle Stanley,104,1.39,393,283
29,T30,,Keegan Bradley,104,1.38,396,288
30,T30,,Brian Harman,104,1.38,376,272
31,T32,,Robert Garrigus,78,1.37,292,213
32,T32,,Bill Haas,92,1.37,298,218
33,T32,,J.T. Poston,95,1.37,338,246
34,T32,,Xander Schauffele,96,1.37,365,266
35,36,,Jamie Lovemark,98,1.36,370,272
36,T37,,Andres Gonzales,73,1.35,261,193
37,T37,,Adam Hadwin,98,1.35,362,268
38,T37,,Kevin Na,86,1.35,319,237
39,T37,,Rory Sabbatini,71,1.35,257,191
40,T41,,Jason Day,71,1.34,285,213
41,T41,,Brooks Koepka,88,1.34,347,258
42,T41,,Phil Mickelson,85,1.34,321,240
43,T41,,Brendan Steele,89,1.34,329,245
44,45,,Charley Hoffman,112,1.33,436,327
45,T46,,Tom Hoge,54,1.32,180,136
46,T46,,Hudson Swafford,94,1.32,337,256
47,T46,,Vaughn Taylor,90,1.32,313,237
48,T49,,Bud Cauley,92,1.31,324,247
49,T49,,Graham DeLaet,82,1.31,285,217
50,T49,,Martin Flores,88,1.31,283,216
51,T49,,Martin Laird,83,1.31,302,231
52,T49,,Richy Werenski,81,1.31,265,203
53,T54,,Kevin Kisner,105,1.3,359,276
54,T54,,Patrick Reed,107,1.3,376,290
55,T54,,Adam Scott,58,1.3,223,171
56,T54,,Gary Woodland,94,1.3,335,257
57,T58,,Zac Blair,105,1.29,332,257
58,T58,,Cameron Percy,71,1.29,228,177
59,T58,,Ollie Schniederjans,92,1.29,336,260
60,T61,,Ryan Armour,63,1.28,203,159
61,T61,,Ryan Blaum,100,1.28,352,276
62,T61,,Trey Mullinax,88,1.28,322,251
63,T61,,Tag Ridings,67,1.28,227,178
64,T61,,Sam Saunders,76,1.28,278,217
65,T66,,Brian Gay,82,1.27,268,211
66,T66,,Camilo Villegas,76,1.27,278,219
67,T68,,Jason Dufner,89,1.26,320,254
68,T68,,John Huh,92,1.26,299,237
69,T68,,Chris Kirk,89,1.26,309,246
70,T68,,Kevin Tway,96,1.26,330,261
71,T68,,Tim Wilkinson,64,1.26,203,161
72,T73,,Seung-Yul Noh,91,1.25,325,260
73,T73,,Cameron Smith,86,1.25,325,259
74,T73,,J.J. Spaun,92,1.25,310,248
75,T73,,Chris Stroud,67,1.25,222,177
76,T77,,Blayne Barber,77,1.24,272,219
77,T77,,Brandon Hagy,85,1.24,294,238
78,T77,,Matt Jones,64,1.24,202,163
79,T77,,Sung Kang,104,1.24,388,313
80,T77,,Shane Lowry,52,1.24,189,152
81,T77,,Ben Martin,86,1.24,292,236
82,T77,,Louis Oosthuizen,69,1.24,209,168
83,T84,,Michael Kim,94,1.23,332,269
84,T84,,Danny Lee,93,1.23,340,276
85,T84,,Kevin Streelman,90,1.23,310,253
86,T87,,James Hahn,96,1.22,332,273
87,T87,,Anirban Lahiri,72,1.22,293,240
88,T87,,Shawn Stefani,72,1.22,235,192
89,T87,,Nick Taylor,97,1.22,332,272
90,T91,,Scott Brown,95,1.21,329,271
91,T91,,Jim Herman,77,1.21,266,220
92,T91,,Zach Johnson,81,1.21,275,228
93,T91,,David Lingmerth,79,1.21,281,233
94,T95,,Mark Anderson,54,1.2,176,147
95,T95,,Whee Kim,74,1.2,257,214
96,T97,,Aaron Baddeley,61,1.19,202,170
97,T97,,Harris English,84,1.19,275,231
98,T97,,Gonzalo Fernandez-Castaño,63,1.19,188,158
99,T97,,Peter Malnati,91,1.19,302,254
100,T97,,Sean O'Hair,84,1.19,310,260
101,T97,,Harold Varner III,101,1.19,363,304
102,T103,,Julián Etulain,68,1.18,220,186
103,T103,,Emiliano Grillo,90,1.18,323,274
104,T103,,Mackenzie Hughes,106,1.18,379,321
105,T103,,Troy Merritt,82,1.18,271,230
106,T103,,Ryan Moore,82,1.18,287,244
107,T103,,Charl Schwartzel,63,1.18,222,188
108,T103,,Jhonattan Vegas,95,1.18,329,279
109,T110,,Ricky Barnes,100,1.17,315,269
110,T110,,Ryan Brehm,83,1.17,281,240
111,T110,,Kevin Chappell,95,1.17,344,294
112,T110,,Bryson DeChambeau,91,1.17,326,279
113,T110,,David Hearn,93,1.17,282,241
114,T110,,Russell Knox,75,1.17,263,224
115,T110,,Tyrone Van Aswegen,105,1.17,337,288
116,T110,,Nick Watney,75,1.17,236,202
117,T118,,Ben Crane,86,1.16,267,230
118,T118,,Branden Grace,70,1.16,207,178
119,T118,,Morgan Hoffmann,92,1.16,315,272
120,T118,,Grayson Murray,94,1.16,358,308
121,T118,,Scott Piercy,70,1.16,277,239
122,T118,,Scott Stallings,81,1.16,271,233
123,T118,,Robert Streb,98,1.16,328,282
124,T125,,Steven Alker,69,1.15,219,190
125,T125,,Smylie Kaufman,76,1.15,265,230
126,T125,,Graeme McDowell,56,1.15,213,185
127,T125,,C.T. Pan,88,1.15,276,241
128,T125,,Cameron Tringale,89,1.15,294,256
129,T130,,Fabián Gómez,61,1.14,206,180
130,T130,,Retief Goosen,52,1.14,159,140
131,T130,,J.B. Holmes,83,1.14,292,257
132,T130,,Billy Hurley III,80,1.14,290,255
133,134,,Geoff Ogilvy,80,1.13,230,203
134,T135,,Wesley Bryan,95,1.12,319,286
135,T135,,Brian Campbell,55,1.12,181,162
136,T135,,Rick Lamb,54,1.12,179,160
137,T135,,Sebastián Muñoz,51,1.12,183,164
138,T139,,Rafa Cabrera Bello,63,1.11,211,190
139,T139,,Alex Cejka,85,1.11,239,215
140,T139,,Jim Furyk,54,1.11,158,142
141,T139,,Jason Kokrak,95,1.11,353,317
142,T143,,Jonas Blixt,74,1.1,253,231
143,T143,,K.J. Choi,72,1.1,209,190
144,T143,,Cody Gribble,79,1.1,286,261
145,T143,,William McGirt,89,1.1,275,251
146,T147,,Billy Horschel,88,1.09,294,270
147,T147,,Spencer Levin,89,1.09,266,245
148,T147,,Nicholas Lindheim,58,1.09,202,186
149,T147,,D.A. Points,68,1.09,235,216
150,T147,,Johnson Wagner,71,1.09,214,196
