,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,,Jason Day,71,4.0,12,3
1,2,,Hideki Matsuyama,83,4.25,17,4
2,T3,,Patrick Cantlay,52,4.42,115,26
3,T3,,Kevin Tway,96,4.42,243,55
4,5,,Sergio Garcia,65,4.43,31,7
5,6,,Bubba Watson,71,4.44,40,9
6,7,,Cameron Percy,71,4.46,116,26
7,T8,,Stewart Cink,93,4.47,246,55
8,T8,,Kyle Stanley,104,4.47,170,38
9,10,,Ryan Armour,63,4.48,148,33
10,T11,,Mark Anderson,54,4.5,99,22
11,T11,,Jon Rahm,90,4.5,18,4
12,T11,,Jonathan Randolph,68,4.5,126,28
13,T11,,Ollie Schniederjans,92,4.5,225,50
14,15,,Ian Poulter,72,4.52,104,23
15,T16,,Emiliano Grillo,90,4.53,163,36
16,T16,,Charles Howell III,86,4.53,154,34
17,T16,,Kevin Kisner,105,4.53,172,38
18,T16,,Luke List,102,4.53,272,60
19,T16,,Seamus Power,86,4.53,222,49
20,T21,,Lucas Glover,93,4.54,168,37
21,T21,,Sung Kang,104,4.54,327,72
22,T21,,William McGirt,89,4.54,209,46
23,T21,,Jhonattan Vegas,95,4.54,186,41
24,T25,,Gonzalo Fernandez-Castaño,63,4.55,182,40
25,T25,,Nick Taylor,97,4.55,250,55
26,T25,,Steve Wheatcroft,51,4.55,91,20
27,T28,,Whee Kim,74,4.56,237,52
28,T28,,Anirban Lahiri,72,4.56,196,43
29,T30,,Kevin Chappell,95,4.57,274,60
30,T30,,Charley Hoffman,112,4.57,224,49
31,T30,,Francesco Molinari,75,4.57,169,37
32,T30,,Brendan Steele,89,4.57,215,47
33,T30,,Harold Varner III,101,4.57,201,44
34,T35,,Brandon Hagy,85,4.58,243,53
35,T35,,Tom Hoge,54,4.58,151,33
36,T35,,Jamie Lovemark,98,4.58,174,38
37,T35,,Ryan Moore,82,4.58,151,33
38,T35,,Sean O'Hair,84,4.58,206,45
39,T35,,Scott Stallings,81,4.58,183,40
40,T41,,Alex Cejka,85,4.59,234,51
41,T41,,Bryson DeChambeau,91,4.59,257,56
42,T41,,Branden Grace,70,4.59,101,22
43,T41,,Pat Perez,93,4.59,124,27
44,T45,,Daniel Berger,91,4.6,46,10
45,T45,,Graham DeLaet,82,4.6,198,43
46,T45,,Robert Garrigus,78,4.6,207,45
47,T45,,Smylie Kaufman,76,4.6,267,58
48,T45,,Phil Mickelson,85,4.6,69,15
49,T45,,Justin Rose,66,4.6,23,5
50,T45,,Adam Scott,58,4.6,69,15
51,T45,,Shawn Stefani,72,4.6,161,35
52,T53,,Andres Gonzales,73,4.61,323,70
53,T53,,Michael Kim,94,4.61,226,49
54,T53,,Louis Oosthuizen,69,4.61,83,18
55,T53,,Chris Stroud,67,4.61,152,33
56,T53,,Hudson Swafford,94,4.61,258,56
57,T58,,Ricky Barnes,100,4.62,351,76
58,T58,,Andrew Loupe,55,4.62,180,39
59,T58,,Ben Martin,86,4.62,305,66
60,T58,,Trey Mullinax,88,4.62,157,34
61,T58,,J.T. Poston,95,4.62,300,65
62,T58,,Richy Werenski,81,4.62,328,71
63,T64,,Derek Fathauer,81,4.63,176,38
64,T64,,Fabián Gómez,61,4.63,185,40
65,T64,,Matt Kuchar,95,4.63,88,19
66,T67,,Aaron Baddeley,61,4.64,167,36
67,T67,,Jonas Blixt,74,4.64,255,55
68,T67,,James Hahn,96,4.64,283,61
69,T67,,J.J. Henry,92,4.64,343,74
70,T67,,Grayson Murray,94,4.64,255,55
71,T67,,Xander Schauffele,96,4.64,195,42
72,T67,,Nick Watney,75,4.64,218,47
73,T74,,Keegan Bradley,104,4.65,223,48
74,T74,,Matt Every,76,4.65,288,62
75,T74,,Bill Haas,92,4.65,144,31
76,T74,,Ryan Palmer,61,4.65,93,20
77,T74,,Chez Reavie,98,4.65,316,68
78,T79,,J.J. Spaun,92,4.66,261,56
79,T79,,Daniel Summerhays,100,4.66,233,50
80,T81,,Byeong Hun An,77,4.67,243,52
81,T81,,Blayne Barber,77,4.67,210,45
82,T81,,K.J. Choi,72,4.67,224,48
