,Par_4_Scoring_Average_RANK THIS WEEK,Par_4_Scoring_Average_RANK LAST WEEK,Par_4_Scoring_Average_PLAYER NAME,Par_4_Scoring_Average_ROUNDS,Par_4_Scoring_Average_AVG,Par_4_Scoring_Average_TOTAL STROKES,Par_4_Scoring_Average_TOTAL HOLES
0,1,,Jordan Spieth,85,3.93,3403,867
1,2,,Justin Thomas,86,3.94,3398,862
2,3,,Paul Casey,94,3.97,3888,980
3,T4,,Hideki Matsuyama,83,3.98,3274,822
4,T4,,Jon Rahm,90,3.98,3571,897
5,T6,,Stewart Cink,93,3.99,3996,1001
6,T6,,Tony Finau,106,3.99,4522,1133
7,T6,,Rickie Fowler,78,3.99,3323,832
8,T6,,Lucas Glover,93,3.99,3867,970
9,T6,,Dustin Johnson,77,3.99,3043,763
10,T6,,Francesco Molinari,75,3.99,3102,778
11,T6,,Chez Reavie,98,3.99,4101,1027
12,T6,,Justin Rose,66,3.99,2784,697
13,T6,,Webb Simpson,102,3.99,4335,1087
14,T15,,Daniel Berger,91,4.0,3775,944
15,T15,,Keegan Bradley,104,4.0,4406,1102
16,T15,,Sergio Garcia,65,4.0,2741,686
17,T15,,Robert Garrigus,78,4.0,3103,775
18,T15,,Matt Kuchar,95,4.0,3971,993
19,T15,,Marc Leishman,94,4.0,4003,1002
20,T15,,Jamie Lovemark,98,4.0,4153,1038
21,T15,,Kevin Na,86,4.0,3582,896
22,T15,,Ian Poulter,72,4.0,2962,740
23,T15,,Xander Schauffele,96,4.0,4094,1023
24,T15,,Brandt Snedeker,53,4.0,2174,543
25,T15,,Kyle Stanley,104,4.0,4428,1106
26,T27,,Chad Campbell,97,4.01,4261,1062
27,T27,,Patrick Cantlay,52,4.01,2032,507
28,T27,,Bud Cauley,92,4.01,3861,962
29,T27,,Jason Dufner,89,4.01,3622,904
30,T27,,Bill Haas,92,4.01,3723,928
31,T27,,Brian Harman,104,4.01,4373,1090
32,T27,,Russell Henley,99,4.01,4287,1068
33,T27,,Charley Hoffman,112,4.01,4676,1167
34,T27,,Charles Howell III,86,4.01,3593,896
35,T27,,John Huh,92,4.01,3860,962
36,T27,,Zach Johnson,81,4.01,3387,844
37,T27,,Michael Kim,94,4.01,3957,986
38,T27,,Trey Mullinax,88,4.01,3545,885
39,T27,,Pat Perez,93,4.01,3909,975
40,T27,,Seamus Power,86,4.01,3486,869
41,T42,,Zac Blair,105,4.02,4316,1073
42,T42,,Graham DeLaet,82,4.02,3306,822
43,T42,,Andres Gonzales,73,4.02,2994,744
44,T42,,Kevin Kisner,105,4.02,4316,1073
45,T42,,Martin Laird,83,4.02,3570,887
46,T42,,Rory McIlroy,51,4.02,2115,526
47,T42,,Tag Ridings,67,4.02,2556,636
48,T42,,Sam Saunders,76,4.02,3034,755
49,T42,,Brendan Steele,89,4.02,3639,906
50,T42,,Vaughn Taylor,90,4.02,3702,920
51,T42,,Gary Woodland,94,4.02,3892,967
52,T53,,Ryan Blaum,100,4.03,4195,1042
53,T53,,Jim Furyk,54,4.03,2178,541
