,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
160,T161,,Roberto Castro,25
161,T161,,Patrick Rodgers,27
162,T163,,Jason Bohn,28
163,T163,,Ryo Ishikawa,20
164,T163,,Si Woo Kim,30
165,T163,,Michael Thompson,21
166,T163,,Jimmy Walker,21
167,T168,,Mark Anderson,20
168,T168,,Miguel Angel Carballo,22
169,T168,,Greg Chalmers,28
170,T168,,Chad Collins,26
171,T168,,Rick Lamb,19
172,T168,,Nicholas Lindheim,21
173,T168,,Henrik Stenson,15
174,T168,,Steve Wheatcroft,17
175,T176,,Jim Furyk,18
176,T176,,Shane Lowry,16
177,T176,,Sebastián Muñoz,17
178,T179,,Tom Hoge,17
179,T179,,Will MacKenzie,16
180,T179,,Ryan Palmer,20
181,T179,,Rod Pampling,22
182,T183,,Brett Drewitt,19
183,T183,,Matt Every,30
184,T183,,Brad Fritsch,18
185,T186,,Tyrrell Hatton,13
186,T186,,Carl Pettersson,27
187,T186,,John Senden,14
188,T186,,Steve Stricker,13
189,T190,,Jonathan Byrd,9
190,T190,,Luke Donald,18
191,T190,,Retief Goosen,19
192,T190,,John Peterson,15
193,T194,,Jon Curran,11
194,T194,,Andrew Loupe,21
195,T194,,Vijay Singh,18
196,T194,,Mark Wilson,15
197,T198,,Joel Dahmen,16
198,T198,,Davis Love III,13
199,T198,,Alex Noren,11
200,T198,,Thomas Pieters,12
201,T198,,Andres Romero,10
202,203,,Greg Owen,17
203,T204,,Ernie Els,20
204,T204,,Tommy Fleetwood,10
205,T204,,Martin Kaymer,10
206,T204,,Søren Kjeldsen,17
207,T204,,Steve Marino,15
208,T204,,Henrik Norlander,5
209,T204,,Dicky Pride,7
210,T211,,Tyler Aldridge,14
211,T211,,Ángel Cabrera,16
212,T211,,Chesson Hadley,8
213,T211,,Andrew Johnston,13
214,T215,,Ross Fisher,10
215,T215,,Matthew Fitzpatrick,12
216,T215,,Zack Sucher,14
217,T215,,Lee Westwood,10
218,T215,,Bernd Wiesberger,10
219,T220,,Rafael Campos,4
220,T220,,Robby Shelton,8
221,T220,,Willy Wilcox,14
222,T220,,Bobby Wyatt,20
223,T224,,Curtis Luck,12
224,T224,,John Merrick,9
225,T224,,Peter Uihlein,7
226,T227,,Stuart Appleby,16
227,T227,,Bob Estes,15
228,T227,,Beau Hossler,8
229,T227,,George McNeill,7
230,T227,,Michael Putnam,6
231,T227,,Chris Wood,9
232,T227,,Y.E. Yang,9
233,T234,,Padraig Harrington,11
234,T234,,Jeunghun Wang,10
235,T234,,Aaron Wise,6
236,T237,,Arjun Atwal,6
237,T237,,Hiroshi Iwata,10
238,T237,,Bill Lunde,8
239,T240,,"Rich Berberian, Jr.",7
240,T240,,Steven Bowditch,27
241,T240,,Brendon de Jonge,14
242,T240,,Tommy Gainey,8
243,T240,,Jason Gore,5
244,T240,,Max Homa,17
245,T240,,Freddie Jacobson,9
246,T240,,Jerry Kelly,7
247,T240,,Lee McCoy,3
248,T240,,Andy Sullivan,7
249,T240,,Hideto Tanihara,11
250,T240,,Fabrizio Zanotti,6
251,T252,,Shane Bertsch,9
252,T252,,Scott Hend,6
253,T252,,Tim Herron,8
254,T252,,Sam Horsfield,6
255,T252,,Scott Langley,3
256,T252,,D.J. Trahan,5
257,T252,,Charlie Wi,6
258,T259,,Robert Allenby,4
259,T259,,Marcus Fraser,3
260,T259,,Kurt Kitayama,2
261,T259,,HaoTong Li,5
262,T259,,Joost Luiten,5
263,T259,,Rob Oppenheim,4
264,T259,,Young-han Song,4
265,T259,,Brandon Stone,6
266,T267,,Michael Bradley,3
267,T267,,Joseph Bramlett,1
268,T267,,Sam Burns,1
269,T267,,Cameron Davis,1
270,T267,,Kramer Hickok,2
271,T267,,Thongchai Jaidee,5
272,T267,,Colt Knost,5
273,T267,,Satoshi Kodaira,4
274,T267,,Dru Love,5
275,T267,,Troy Matteson,4
276,T267,,Maverick McNealy,4
277,T267,,Thorbjørn Olesen,6
278,T267,,Kenny Pigman,2
279,T267,,John Rollins,6
280,T267,,Ryan Ruffels,7
281,T267,,Chase Seiffert,3
282,T267,,Chan Shih-chang,2
283,T267,,Miguel Tabuena,3
284,T267,,Josh Teater,2
285,T286,,Eric Axley,4
286,T286,,Craig Barlow,3
287,T286,,Richard Bland,2
288,T286,,Oscar Fraustro,1
289,T286,,Jonathan Garrick,2
290,T286,,Bobby Gates,5
291,T286,,Matt Gilchrest,1
292,T286,,Yuta Ikeda,10
293,T286,,Michael Johnson,2
294,T286,,K.T. Kim,5
295,T286,,Grant Leaver,1
296,T286,,Keith Mitchell,1
297,T286,,Joaquin Niemann,2
298,T286,,Carlos Ortiz,1
299,T286,,Eddie Pepperell,1
300,T286,,"Ted Potter, Jr.",2
301,T286,,Jordan L Smith,1
302,T286,,Braden Thornberry,2
303,T286,,Xinjun Zhang,1
304,T305,,Thomas Aiken,1
305,T305,,Anders Albertson,1
306,T305,,Abraham Ancer,1
307,T305,,Ashun Wu,1
308,T305,,Matt Atkins,1
309,T305,,Charlie Beljan,8
310,T305,,Hugo Bernard,1
311,T305,,Gaganjeet Bhullar,1
312,T305,,Cyril Bouniol,1
313,T305,,Grégory Bourdy,2
314,T305,,Sam Brazel,2
315,T305,,Dean Burmester,1
316,T305,,Cameron Champ,1
317,T305,,Wyndham Clark,5
318,T305,,George Coetzee,2
319,T305,,Brett Coletta,3
320,T305,,Austin Connelly,1
321,T305,,Chip Deason,2
322,T305,,Andrew Dodt,1
323,T305,,Zecheng Dou,1
324,T305,,Kevin Dougherty,2
325,T305,,Derek Ernst,3
326,T305,,Chris Evans,1
327,T305,,Gavin Kyle Green,3
328,T305,,Nick Hardy,1
329,T305,,Trevor Immelman,3
330,T305,,Stephan Jaeger,2
331,T305,,Rikard Karlberg,1
332,T305,,Chan Kim,2
333,T305,,Hyung-Sung Kim,1
334,T305,,Hugo León,3
335,T305,,David Lipsky,2
336,T305,,Jack Maguire,1
337,T305,,Wesley McClain,2
338,T305,,Yusaku Miyazato,3
339,T305,,Bryn Parry,1
340,T305,,Tim Petrovic,2
341,T305,,Jared Sawada,1
342,T305,,Scottie Scheffler,1
343,T305,,Soomin Lee,2
344,T305,,Matthew Southgate,1
345,T305,,Richard Sterne,3
346,T305,,Brendon Todd,9
347,T305,,David Toms,3
348,T305,,Omar Uresti,2
349,T350,,Brad Adamonis,1
350,T350,,Tyson Alexander,1
351,T350,,Derek Barron,1
352,T350,,Wade Binfield,1
353,T350,,Mark Brooks,1
354,T350,,Kent Bulle,1
355,T350,,Will Cannon,2
356,T350,,Laurie Canter,1
357,T350,,Rodolfo Cazaubón,1
358,T350,,SSP Chawrasia,1
359,T350,,John Chin,1
360,T350,,Austin Cook,1
361,T350,,Fred Couples,1
362,T350,,Charlie Danielson,3
363,T350,,Mookie DeMoss,1
364,T350,,Bradley Dredge,2
365,T350,,David Drysdale,1
366,T350,,Jared du Toit,1
367,T350,,David Duval,4
368,T350,,Edward Figueroa,1
369,T350,,Steve Flesch,1
370,T350,,Ryan Fox,2
371,T350,,Fred Funk,1
372,T350,,Joey Garber,1
373,T350,,Talor Gooch,1
374,T350,,Brent Grant,1
375,T350,,Matthew Griffin,3
376,T350,,Jaysen Hansen,1
377,T350,,Mike Hendry,2
378,T350,,Mark Hensby,2
379,T350,,Matt Hill,1
380,T350,,Wes Homan,1
381,T350,,Austin James,1
382,T350,,Marty Jertson,1
383,T350,,Kent Jones,1
384,T350,,Daisuke Kataoka,1
385,T350,,Jim Knous,1
386,T350,,Bernhard Langer,2
387,T350,,David Lawrence,1
388,T350,,Paul Lawrie,2
389,T350,,S.M. Lee,1
390,T350,,WC Liang,1
391,T350,,Justin Lower,1
392,T350,,Gregor Main,1
393,T350,,Stuart Manley,1
394,T350,,Parker McLachlin,1
395,T350,,Dylan Meyer,1
396,T350,,Shaun Micheel,3
397,T350,,Colin Monagle,1
398,T350,,Alex Moon,1
399,T350,,Alan Morin,2
400,T350,,Collin Morikawa,1
401,T350,,Drew Nesbitt,1
402,T350,,Chris Nido,1
403,T350,,Jordan Niebrugge,2
404,T350,,Shaun Norris,2
405,T350,,Daniel Obremski,1
406,T350,,John Oda,2
407,T350,,Garrett Osborn,2
408,T350,,Renato Paratore,1
409,T350,,Sung Joon Park,2
410,T350,,Alfie Plant,1
411,T350,,Ted Purdy,6
412,T350,,Richie Ramsay,2
413,T350,,Derek Rende,1
414,T350,,Marcelo Rozo,1
415,T350,,Johnny Ruiz,1
416,T350,,Casey Russell,1
417,T350,,Mark Silvers,1
418,T350,,Heath Slocum,3
419,T350,,Chris Smith,2
420,T350,,Austin Smotherman,1
421,T350,,Sahith Theegala,2
422,T350,,Kyle Thompson,1
423,T350,,Nicholas Thompson,2
424,T350,,Toby Tree,1
425,T350,,Marc Turnesa,4
426,T350,,Martín Ureta,1
427,T350,,Sebastián Vázquez,1
428,T350,,Duffy Waldorf,1
429,T350,,Jason Widener,1
430,T350,,Gunner Wiebe,1
431,T350,,Danny Willett,11
432,T350,,Zach Wright,2
