,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,T1,,Adam Hadwin,98,59,CareerBuilder/L,3
1,T1,,Justin Thomas,86,59,Sony Open/Waial,1
2,T3,,Chad Collins,66,60,Barbasol Champ/,2
3,T3,,Kevin Kisner,105,60,Sony Open/Waial,3
4,T3,,Rod Pampling,71,60,Shriners Hosp./,1
5,T3,,Scott Stallings,81,60,Barbasol Champ/,3
6,T7,,Ryan Armour,63,61,Wyndham Champ/S,2
7,T7,,Matt Every,76,61,Wyndham Champ/S,1
8,T7,,Mackenzie Hughes,106,61,The RSM Classic,1
9,T7,,Zach Johnson,81,61,Sony Open/Waial,2
10,T7,,Hideki Matsuyama,83,61,WGC-Bridgestone,4
11,T7,,Bryce Molder,74,61,Sony Open/Waial,2
12,T7,,Francesco Molinari,75,61,Shriners Hosp./,4
13,T7,,Sebastián Muñoz,51,61,The Greenbrier/,1
14,T7,,Chez Reavie,98,61,Sony Open/Waial,4
15,T16,,Jonathan Byrd,31,62,The RSM Classic,1
16,T16,,Chad Campbell,97,62,Sony Open/Waial,2
17,T16,,Stewart Cink,93,62,The RSM Classic,1
18,T16,,Brett Drewitt,57,62,Barbasol Champ/,4
19,T16,,Robert Garrigus,78,62,Canadian Open/G,3
20,T16,,Branden Grace,70,62,The Open/Royal,3
21,T16,,Jim Herman,77,62,Valspar Champ/I,1
22,T16,,John Huh,92,62,Shriners Hosp./,1
23,T16,,Brooks Koepka,88,62,Shriners Hosp./,1
24,T16,,Jason Kokrak,95,62,Byron Nelson/TP,2
25,T16,,Marc Leishman,94,62,BMW Champ/Conwa,1
26,T16,,Pat Perez,93,62,Mayakoba/El Cam,3
27,T16,,Scott Piercy,70,62,Safeway Open/Si,1
28,T16,,Rory Sabbatini,71,62,Barbasol Champ/,3
29,T16,,Henrik Stenson,46,62,Wyndham Champ/S,1
30,T16,,Hudson Swafford,94,62,Sony Open/Waial,1
31,T32,,Blayne Barber,77,63,The RSM Classic,1
32,T32,,Daniel Berger,91,63,John Deere/TPC,3
33,T32,,Wesley Bryan,95,63,Genesis Open/Ri,3
34,T32,,Brian Campbell,55,63,Wyndham Champ/S,1
35,T32,,Bud Cauley,92,63,RBC Heritage/Ha,1
36,T32,,Jason Day,71,63,Byron Nelson/TP,3
37,T32,,Martin Flores,88,63,Wyndham Champ/S,4
38,T32,,Brian Gay,82,63,Barbasol Champ/,2
39,T32,,Cody Gribble,79,63,Sanderson Farms,2
40,T32,,Brian Harman,104,63,John Deere/TPC,3
41,T32,,Scott Hend,22,63,WGC-Bridgestone,3
42,T32,,Russell Henley,99,63,Shriners Hosp./,3
43,T32,,J.J. Henry,92,63,Puerto Rico/Coc,4
44,T32,,Charles Howell III,86,63,John Deere/TPC,1
45,T32,,Sung Kang,104,63,Shell Houston/G,2
46,T32,,Whee Kim,74,63,CareerBuilder/L,3
47,T32,,Chris Kirk,89,63,Mayakoba/El Cam,1
48,T32,,Søren Kjeldsen,58,63,Wyndham Champ/S,2
49,T32,,Russell Knox,75,63,CIMB Classic/TP,2
50,T32,,Anirban Lahiri,72,63,Travelers Champ,2
51,T32,,Rick Lamb,54,63,John Deere/TPC,3
52,T32,,HaoTong Li,16,63,The Open/Royal,4
53,T32,,Davis Love III,39,63,The Greenbrier/,1
54,T32,,Trey Mullinax,88,63,Puerto Rico/Coc,1
55,T32,,Grayson Murray,94,63,Byron Nelson/TP,2
56,T32,,Kevin Na,86,63,BMW Champ/Conwa,4
57,T32,,John Peterson,42,63,Phoenix Open/TP,3
58,T32,,Thomas Pieters,37,63,Genesis Open/Ri,4
59,T32,,Tag Ridings,67,63,Barbasol Champ/,3
60,T32,,Sam Saunders,76,63,Wyndham Champ/S,1
61,T32,,Xander Schauffele,96,63,Mayakoba/El Cam,2
62,T32,,Ollie Schniederjans,92,63,Wyndham Champ/S,2
63,T32,,Webb Simpson,102,63,Wyndham Champ/S,1
64,T32,,Cameron Smith,86,63,Wyndham Champ/S,4
65,T32,,J.J. Spaun,92,63,Wyndham Champ/S,4
66,T32,,Jordan Spieth,85,63,Travelers Champ,1
67,T32,,Kevin Streelman,90,63,Sanderson Farms,1
68,T32,,Steve Stricker,48,63,DEAN & DELUCA/C,4
69,T32,,Vaughn Taylor,90,63,Wyndham Champ/S,1
70,T32,,Michael Thompson,60,63,Sony Open/Waial,4
71,T32,,Kevin Tway,96,63,John Deere/TPC,2
72,T32,,Harold Varner III,101,63,Wyndham Champ/S,1
73,T32,,Tim Wilkinson,64,63,Wyndham Champ/S,1
74,T32,,Gary Woodland,94,63,Canadian Open/G,2
75,T76,,Steven Alker,69,64,The RSM Classic,1
76,T76,,Stuart Appleby,39,64,John Deere/TPC,3
77,T76,,Arjun Atwal,18,64,Barbasol Champ/,3
78,T76,,Aaron Baddeley,61,64,The Open/Royal,4
79,T76,,Ricky Barnes,100,64,Byron Nelson/TP,1
80,T76,,Ryan Blaum,100,64,Barbasol Champ/,4
81,T76,,Jonas Blixt,74,64,Phoenix Open/TP,2
82,T76,,Dominic Bozzelli,69,64,CareerBuilder/S,1
83,T76,,Keegan Bradley,104,64,CIMB Classic/TP,1
84,T76,,Ryan Brehm,83,64,Sony Open/Waial,3
85,T76,,Scott Brown,95,64,St. Jude/TPC So,1
86,T76,,Paul Casey,94,64,Safeway Open/Si,1
87,T76,,Alex Cejka,85,64,The Greenbrier/,4
88,T76,,Kevin Chappell,95,64,NORTHERN TRUST/,3
89,T76,,Ben Crane,86,64,Wyndham Champ/S,2
90,T76,,Graham DeLaet,82,64,The Greenbrier/,1
91,T76,,Julián Etulain,68,64,Puerto Rico/Coc,4
92,T76,,Derek Fathauer,81,64,AT&T Pebble/Peb,2
93,T76,,Tony Finau,106,64,BMW Champ/Conwa,4
94,T76,,Rickie Fowler,78,64,BMW Champ/Conwa,2
95,T76,,Brad Fritsch,56,64,The RSM Classic,2
96,T76,,Jim Furyk,54,64,The RSM Classic,1
97,T76,,Sergio Garcia,65,64,Byron Nelson/TP,3
98,T76,,Lucas Glover,93,64,John Deere/TPC,3
99,T76,,Retief Goosen,52,64,Puerto Rico/Coc,4
100,T76,,Bill Haas,92,64,Wyndham Champ/S,2
101,T76,,Chesson Hadley,23,64,John Deere/TPC,2
102,T76,,Brandon Hagy,85,64,Honda Classic/P,3
103,T76,,James Hahn,96,64,The Greenbrier/,2
104,T76,,Charley Hoffman,112,64,BMW Champ/Conwa,1
105,T76,,Morgan Hoffmann,92,64,Dell Tech Champ,2
106,T76,,J.B. Holmes,83,64,St. Jude/TPC So,2
107,T76,,Billy Horschel,88,64,St. Jude/TPC So,4
108,T76,,Billy Hurley III,80,64,Sony Open/Waial,1
109,T76,,Dustin Johnson,77,64,BMW Champ/Conwa,4
110,T76,,Rikard Karlberg,4,64,WGC-HSBC Champ.,1
111,T76,,Michael Kim,94,64,The RSM Classic,1
112,T76,,Patton Kizzire,84,64,Wyndham Champ/S,3
113,T76,,Matt Kuchar,95,64,NORTHERN TRUST/,2
114,T76,,Grant Leaver,4,64,Barbasol Champ/,3
115,T76,,Danny Lee,93,64,The Greenbrier/,1
116,T76,,David Lingmerth,79,64,The Greenbrier/,1
117,T76,,Luke List,102,64,Sony Open/Waial,2
118,T76,,Jamie Lovemark,98,64,BMW Champ/Conwa,1
119,T76,,Shane Lowry,52,64,Wyndham Champ/S,2
120,T76,,Steve Marino,39,64,Mayakoba/El Cam,2
121,T76,,Ben Martin,86,64,Barbasol Champ/,3
122,T76,,Rory McIlroy,51,64,Travelers Champ,4
123,T76,,Troy Merritt,82,64,Barbasol Champ/,4
124,T76,,Phil Mickelson,85,64,The Greenbrier/,4
125,T76,,Joaquin Niemann,6,64,The Greenbrier/,4
126,T76,,Sean O'Hair,84,64,Sony Open/Waial,4
127,T76,,C.T. Pan,88,64,Travelers Champ,3
128,T76,,D.A. Points,68,64,Puerto Rico/Coc,1
129,T76,,J.T. Poston,95,64,Mayakoba/El Cam,3
130,T76,,Ian Poulter,72,64,Canadian Open/G,4
131,T76,,Seamus Power,86,64,Barbasol Champ/,3
132,T76,,Patrick Rodgers,76,64,John Deere/TPC,2
133,T76,,Andres Romero,32,64,The RSM Classic,1
134,T76,,Justin Rose,66,64,Sony Open/Waial,4
135,T76,,Adam Scott,58,64,St. Jude/TPC So,2
136,T76,,Brandt Snedeker,53,64,Travelers Champ,4
137,T76,,Kyle Stanley,104,64,TOUR Champ/East,1
138,T76,,Brendan Steele,89,64,CareerBuilder/N,2
139,T76,,Shawn Stefani,72,64,Sony Open/Waial,1
140,T76,,Brett Stegmaier,78,64,Travelers Champ,1
141,T76,,Nick Taylor,97,64,The Greenbrier/,1
142,T76,,Cameron Tringale,89,64,Genesis Open/Ri,2
143,T76,,Jhonattan Vegas,95,64,Honda Classic/P,4
144,T76,,Camilo Villegas,76,64,The RSM Classic,3
145,T76,,Johnson Wagner,71,64,Wyndham Champ/S,2
146,T76,,Nick Watney,75,64,The Greenbrier/,2
147,T76,,Richy Werenski,81,64,Wyndham Champ/S,3
148,T76,,Charlie Wi,20,64,Barbasol Champ/,2
149,T150,,Byeong Hun An,77,65,Phoenix Open/TP,3
150,T150,,Abraham Ancer,4,65,Mayakoba/El Cam,1
151,T150,,Zac Blair,105,65,Barbasol Champ/,1
152,T150,,Jason Bohn,75,65,Mayakoba/El Cam,3
153,T150,,Rafa Cabrera Bello,63,65,BMW Champ/Conwa,1
154,T150,,Patrick Cantlay,52,65,BMW Champ/Conwa,2
155,T150,,Roberto Castro,70,65,The Greenbrier/,2
156,T150,,Jon Curran,35,65,Sony Open/Waial,1
157,T150,,Bryson DeChambeau,91,65,John Deere/TPC,4
158,T150,,Luke Donald,50,65,RBC Heritage/Ha,1
159,T150,,Jason Dufner,89,65,the Memorial/Mu,2
160,T150,,Ken Duke,77,65,Sony Open/Waial,2
161,T150,,Harris English,84,65,St. Jude/TPC So,4
162,T150,,Ross Fisher,35,65,WGC-Mexico/Club,4
163,T150,,Matthew Fitzpatrick,41,65,WGC-HSBC Champ.,4
164,T150,,Matt Gilchrest,4,65,Barbasol Champ/,4
165,T150,,Andres Gonzales,73,65,CareerBuilder/L,3
166,T150,,Emiliano Grillo,90,65,DEAN & DELUCA/C,3
167,T150,,David Hearn,93,65,Barbasol Champ/,2
168,T150,,Tom Hoge,54,65,Barbasol Champ/,1
169,T150,,Max Homa,39,65,The RSM Classic,2
170,T150,,Mark Hubbard,81,65,Barbasol Champ/,2
171,T150,,Hiroshi Iwata,25,65,The RSM Classic,1
172,T150,,Michael Johnson,6,65,Sanderson Farms,2
173,T150,,Matt Jones,64,65,St. Jude/TPC So,1
174,T150,,Smylie Kaufman,76,65,Barbasol Champ/,2
175,T150,,Martin Kaymer,39,65,Honda Classic/P,1
176,T150,,Satoshi Kodaira,16,65,Sony Open/Waial,1
177,T150,,Kelly Kraft,75,65,DEAN & DELUCA/C,1
178,T150,,Martin Laird,83,65,Phoenix Open/TP,3
179,T150,,Scott Langley,10,65,The RSM Classic,1
180,T150,,Spencer Levin,89,65,Quicken Loans/T,3
181,T150,,Nicholas Lindheim,58,65,Mayakoba/El Cam,1
182,T150,,Bill Lunde,20,65,Puerto Rico/Coc,1
183,T150,,Hunter Mahan,73,65,Wyndham Champ/S,2
184,T150,,Peter Malnati,91,65,Wyndham Champ/S,2
185,T150,,Graeme McDowell,56,65,Mayakoba/El Cam,3
186,T150,,John Merrick,26,65,Barbasol Champ/,4
187,T150,,Ryan Moore,82,65,Wyndham Champ/S,2
188,T150,,Henrik Norlander,18,65,AT&T Pebble/Mon,3
189,T150,,Shaun Norris,8,65,The Open/Royal,3
190,T150,,Geoff Ogilvy,80,65,Quicken Loans/T,2
191,T150,,Thorbjørn Olesen,20,65,WGC-Bridgestone,4
