,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,1,,Adam Hadwin,59
1,T2,,Kevin Kisner,60
2,T2,,Scott Stallings,60
3,T4,,Ryan Armour,61
4,T4,,Hideki Matsuyama,61
5,T4,,Sebastián Muñoz,61
6,T4,,Chez Reavie,61
7,T8,,Jonathan Byrd,62
8,T8,,Brett Drewitt,62
9,T8,,Jason Kokrak,62
10,T8,,Pat Perez,62
11,T8,,Henrik Stenson,62
12,T8,,Hudson Swafford,62
13,T14,,Blayne Barber,63
14,T14,,Wesley Bryan,63
15,T14,,Bud Cauley,63
16,T14,,Martin Flores,63
17,T14,,Brian Harman,63
18,T14,,Scott Hend,63
19,T14,,John Huh,63
20,T14,,Chris Kirk,63
21,T14,,HaoTong Li,63
22,T14,,Tag Ridings,63
23,T14,,Rory Sabbatini,63
24,T14,,Sam Saunders,63
25,T14,,Ollie Schniederjans,63
26,T14,,Cameron Smith,63
27,T14,,Jordan Spieth,63
28,T14,,Kevin Streelman,63
29,T14,,Justin Thomas,63
30,T14,,Michael Thompson,63
31,T14,,Kevin Tway,63
32,T14,,Harold Varner III,63
33,T14,,Gary Woodland,63
34,T35,,Stuart Appleby,64
35,T35,,Ryan Blaum,64
36,T35,,Dominic Bozzelli,64
37,T35,,Keegan Bradley,64
38,T35,,Ryan Brehm,64
39,T35,,Scott Brown,64
40,T35,,Alex Cejka,64
41,T35,,Kevin Chappell,64
42,T35,,Stewart Cink,64
43,T35,,Ben Crane,64
44,T35,,Jason Day,64
45,T35,,Tony Finau,64
46,T35,,Brad Fritsch,64
47,T35,,Jim Furyk,64
48,T35,,Brian Gay,64
49,T35,,Branden Grace,64
50,T35,,Bill Haas,64
51,T35,,James Hahn,64
52,T35,,Russell Henley,64
53,T35,,J.J. Henry,64
54,T35,,Charley Hoffman,64
55,T35,,J.B. Holmes,64
56,T35,,Charles Howell III,64
57,T35,,Billy Hurley III,64
58,T35,,Dustin Johnson,64
59,T35,,Sung Kang,64
60,T35,,Rikard Karlberg,64
61,T35,,Matt Kuchar,64
62,T35,,Danny Lee,64
63,T35,,Marc Leishman,64
64,T35,,Luke List,64
65,T35,,Jamie Lovemark,64
66,T35,,Shane Lowry,64
67,T35,,Steve Marino,64
68,T35,,Ben Martin,64
69,T35,,Troy Merritt,64
70,T35,,Francesco Molinari,64
71,T35,,Grayson Murray,64
72,T35,,C.T. Pan,64
73,T35,,John Peterson,64
74,T35,,J.T. Poston,64
75,T35,,Ian Poulter,64
76,T35,,Seamus Power,64
77,T35,,Patrick Rodgers,64
78,T35,,Justin Rose,64
79,T35,,Xander Schauffele,64
80,T35,,Adam Scott,64
81,T35,,Webb Simpson,64
82,T35,,J.J. Spaun,64
83,T35,,Shawn Stefani,64
84,T35,,Nick Taylor,64
85,T35,,Cameron Tringale,64
86,T35,,Camilo Villegas,64
87,T35,,Nick Watney,64
88,T35,,Richy Werenski,64
89,T90,,Byeong Hun An,65
90,T90,,Abraham Ancer,65
91,T90,,Zac Blair,65
92,T90,,Rafa Cabrera Bello,65
93,T90,,Chad Campbell,65
94,T90,,Paul Casey,65
95,T90,,Roberto Castro,65
96,T90,,Jon Curran,65
97,T90,,Bryson DeChambeau,65
98,T90,,Graham DeLaet,65
99,T90,,Jason Dufner,65
100,T90,,Matt Every,65
101,T90,,Derek Fathauer,65
102,T90,,Ross Fisher,65
103,T90,,Rickie Fowler,65
104,T90,,Matt Gilchrest,65
105,T90,,Lucas Glover,65
106,T90,,Andres Gonzales,65
107,T90,,Retief Goosen,65
108,T90,,Cody Gribble,65
109,T90,,David Hearn,65
110,T90,,Tom Hoge,65
111,T90,,Billy Horschel,65
112,T90,,Mark Hubbard,65
113,T90,,Mackenzie Hughes,65
114,T90,,Zach Johnson,65
115,T90,,Matt Jones,65
116,T90,,Smylie Kaufman,65
117,T90,,Martin Kaymer,65
118,T90,,Whee Kim,65
119,T90,,Russell Knox,65
120,T90,,Satoshi Kodaira,65
121,T90,,Brooks Koepka,65
122,T90,,Kelly Kraft,65
123,T90,,Anirban Lahiri,65
124,T90,,Martin Laird,65
125,T90,,Spencer Levin,65
126,T90,,Nicholas Lindheim,65
127,T90,,David Lingmerth,65
128,T90,,Hunter Mahan,65
129,T90,,Peter Malnati,65
130,T90,,Graeme McDowell,65
131,T90,,Rory McIlroy,65
132,T90,,Bryce Molder,65
133,T90,,Ryan Moore,65
134,T90,,Trey Mullinax,65
135,T90,,Kevin Na,65
136,T90,,Henrik Norlander,65
137,T90,,Sean O'Hair,65
138,T90,,Geoff Ogilvy,65
139,T90,,Thorbjørn Olesen,65
140,T90,,Louis Oosthuizen,65
141,T90,,Rod Pampling,65
142,T90,,Cameron Percy,65
143,T90,,Carl Pettersson,65
144,T90,,Scott Piercy,65
145,T90,,Jon Rahm,65
146,T90,,Kyle Reifers,65
147,T90,,Chase Seiffert,65
148,T90,,Brandt Snedeker,65
149,T90,,Matthew Southgate,65
150,T90,,Brendan Steele,65
151,T90,,Robert Streb,65
152,T90,,Steve Stricker,65
153,T90,,Hideto Tanihara,65
154,T90,,Vaughn Taylor,65
155,T90,,Braden Thornberry,65
156,T90,,Jhonattan Vegas,65
157,T90,,Johnson Wagner,65
158,T90,,Jimmy Walker,65
159,T90,,Boo Weekley,65
160,T90,,Steve Wheatcroft,65
161,T90,,Aaron Wise,65
162,T90,,Bobby Wyatt,65
163,T90,,Y.E. Yang,65
164,T165,,Tyler Aldridge,66
165,T165,,Steven Alker,66
166,T165,,Ricky Barnes,66
167,T165,,Daniel Berger,66
168,T165,,Shane Bertsch,66
169,T165,,Jonas Blixt,66
170,T165,,Steven Bowditch,66
171,T165,,Sam Burns,66
172,T165,,Rafael Campos,66
173,T165,,Patrick Cantlay,66
174,T165,,Austin Connelly,66
175,T165,,Joel Dahmen,66
176,T165,,Ernie Els,66
177,T165,,Bob Estes,66
178,T165,,Tommy Fleetwood,66
179,T165,,Oscar Fraustro,66
180,T165,,Sergio Garcia,66
181,T165,,Robert Garrigus,66
182,T165,,Bobby Gates,66
183,T165,,Emiliano Grillo,66
184,T165,,Chesson Hadley,66
185,T165,,Brandon Hagy,66
186,T165,,Nick Hardy,66
187,T165,,Padraig Harrington,66
188,T165,,Tyrrell Hatton,66
189,T165,,Jim Herman,66
190,T165,,Morgan Hoffmann,66
191,T165,,Sam Horsfield,66
192,T165,,Beau Hossler,66
193,T165,,Si Woo Kim,66
194,T165,,Michael Kim,66
195,T165,,Patton Kizzire,66
196,T165,,Søren Kjeldsen,66
197,T165,,Rick Lamb,66
198,T165,,Andrew Loupe,66
