,First_Tee_Late_Lowest_Round_RANK THIS WEEK,First_Tee_Late_Lowest_Round_RANK LAST WEEK,First_Tee_Late_Lowest_Round_PLAYER NAME,First_Tee_Late_Lowest_Round_ROUNDS,First_Tee_Late_Lowest_Round_LOW RND
0,1,,Adam Hadwin,98,59
1,2,,Scott Stallings,81,60
2,T3,,Hideki Matsuyama,83,61
3,T3,,Sebastián Muñoz,51,61
4,T3,,Chez Reavie,98,61
5,T6,,Jason Kokrak,95,62
6,T6,,Pat Perez,93,62
7,T6,,Henrik Stenson,46,62
8,T9,,Wesley Bryan,95,63
9,T9,,Bud Cauley,92,63
10,T9,,Martin Flores,88,63
11,T9,,Scott Hend,22,63
12,T9,,HaoTong Li,16,63
13,T9,,Tag Ridings,67,63
14,T9,,Rory Sabbatini,71,63
15,T9,,Sam Saunders,76,63
16,T9,,Cameron Smith,86,63
17,T9,,Jordan Spieth,85,63
18,T9,,Justin Thomas,86,63
19,T9,,Harold Varner III,101,63
20,T21,,Ryan Armour,63,64
21,T21,,Ryan Blaum,100,64
22,T21,,Keegan Bradley,104,64
23,T21,,Scott Brown,95,64
24,T21,,Alex Cejka,85,64
25,T21,,Kevin Chappell,95,64
26,T21,,Ben Crane,86,64
27,T21,,Jason Day,71,64
28,T21,,Tony Finau,106,64
29,T21,,Brad Fritsch,56,64
30,T21,,Jim Furyk,54,64
31,T21,,Branden Grace,70,64
32,T21,,James Hahn,96,64
33,T21,,Russell Henley,99,64
34,T21,,Charley Hoffman,112,64
35,T21,,J.B. Holmes,83,64
36,T21,,Billy Hurley III,80,64
37,T21,,Dustin Johnson,77,64
38,T21,,Rikard Karlberg,4,64
39,T21,,Kevin Kisner,105,64
40,T21,,Matt Kuchar,95,64
41,T21,,Danny Lee,93,64
42,T21,,Marc Leishman,94,64
43,T21,,Jamie Lovemark,98,64
44,T21,,Shane Lowry,52,64
45,T21,,Ben Martin,86,64
46,T21,,Grayson Murray,94,64
47,T21,,Ian Poulter,72,64
48,T21,,Seamus Power,86,64
49,T21,,Justin Rose,66,64
50,T21,,Xander Schauffele,96,64
51,T21,,Ollie Schniederjans,92,64
52,T21,,Adam Scott,58,64
53,T21,,Webb Simpson,102,64
54,T21,,J.J. Spaun,92,64
55,T21,,Shawn Stefani,72,64
56,T21,,Cameron Tringale,89,64
57,T21,,Camilo Villegas,76,64
58,T21,,Nick Watney,75,64
59,T21,,Richy Werenski,81,64
60,T21,,Gary Woodland,94,64
61,T62,,Byeong Hun An,77,65
62,T62,,Abraham Ancer,4,65
63,T62,,Rafa Cabrera Bello,63,65
64,T62,,Chad Campbell,97,65
65,T62,,Paul Casey,94,65
66,T62,,Roberto Castro,70,65
67,T62,,Jon Curran,35,65
68,T62,,Bryson DeChambeau,91,65
69,T62,,Graham DeLaet,82,65
70,T62,,Jason Dufner,89,65
71,T62,,Derek Fathauer,81,65
72,T62,,Ross Fisher,35,65
73,T62,,Rickie Fowler,78,65
74,T62,,Brian Gay,82,65
75,T62,,Lucas Glover,93,65
76,T62,,Retief Goosen,52,65
77,T62,,Cody Gribble,79,65
78,T62,,Bill Haas,92,65
79,T62,,Brian Harman,104,65
80,T62,,Billy Horschel,88,65
81,T62,,Charles Howell III,86,65
82,T62,,Mackenzie Hughes,106,65
83,T62,,Zach Johnson,81,65
84,T62,,Matt Jones,64,65
85,T62,,Sung Kang,104,65
86,T62,,Martin Kaymer,39,65
87,T62,,Russell Knox,75,65
88,T62,,Satoshi Kodaira,16,65
89,T62,,Brooks Koepka,88,65
90,T62,,Kelly Kraft,75,65
91,T62,,Anirban Lahiri,72,65
92,T62,,Martin Laird,83,65
93,T62,,Spencer Levin,89,65
94,T62,,Nicholas Lindheim,58,65
95,T62,,Luke List,102,65
96,T62,,Graeme McDowell,56,65
97,T62,,Rory McIlroy,51,65
98,T62,,Troy Merritt,82,65
99,T62,,Ryan Moore,82,65
100,T62,,Trey Mullinax,88,65
101,T62,,Kevin Na,86,65
102,T62,,Henrik Norlander,18,65
103,T62,,Sean O'Hair,84,65
104,T62,,Thorbjørn Olesen,20,65
105,T62,,Louis Oosthuizen,69,65
106,T62,,Rod Pampling,71,65
107,T62,,Cameron Percy,71,65
108,T62,,Carl Pettersson,63,65
109,T62,,Scott Piercy,70,65
110,T62,,Jon Rahm,90,65
111,T62,,Chase Seiffert,11,65
112,T62,,Brandt Snedeker,53,65
113,T62,,Matthew Southgate,4,65
114,T62,,Brendan Steele,89,65
115,T62,,Robert Streb,98,65
116,T62,,Kevin Streelman,90,65
117,T62,,Braden Thornberry,6,65
118,T62,,Jhonattan Vegas,95,65
119,T62,,Johnson Wagner,71,65
120,T62,,Jimmy Walker,68,65
121,T62,,Boo Weekley,75,65
122,T62,,Steve Wheatcroft,51,65
123,T62,,Y.E. Yang,26,65
124,T125,,Tyler Aldridge,37,66
125,T125,,Stuart Appleby,39,66
126,T125,,Blayne Barber,77,66
127,T125,,Daniel Berger,91,66
128,T125,,Shane Bertsch,22,66
129,T125,,Ryan Brehm,83,66
130,T125,,Sam Burns,4,66
131,T125,,Patrick Cantlay,52,66
132,T125,,Stewart Cink,93,66
133,T125,,Austin Connelly,4,66
134,T125,,Matt Every,76,66
135,T125,,Tommy Fleetwood,35,66
136,T125,,Sergio Garcia,65,66
137,T125,,Robert Garrigus,78,66
138,T125,,Bobby Gates,11,66
139,T125,,Andres Gonzales,73,66
140,T125,,Emiliano Grillo,90,66
141,T125,,Tyrrell Hatton,41,66
142,T125,,Jim Herman,77,66
143,T125,,Morgan Hoffmann,92,66
144,T125,,Sam Horsfield,16,66
145,T125,,Beau Hossler,25,66
146,T125,,Mark Hubbard,81,66
147,T125,,John Huh,92,66
148,T125,,Si Woo Kim,80,66
149,T125,,Michael Kim,94,66
150,T125,,Chris Kirk,89,66
151,T125,,Patton Kizzire,84,66
152,T125,,Søren Kjeldsen,58,66
153,T125,,Rick Lamb,54,66
154,T125,,Davis Love III,39,66
155,T125,,Will MacKenzie,49,66
156,T125,,William McGirt,89,66
157,T125,,John Merrick,26,66
158,T125,,Seung-Yul Noh,91,66
159,T125,,Rob Oppenheim,12,66
160,T125,,Ryan Palmer,61,66
161,T125,,Thomas Pieters,37,66
162,T125,,D.A. Points,68,66
163,T125,,Dicky Pride,24,66
164,T125,,Jonathan Randolph,68,66
165,T125,,Patrick Reed,107,66
166,T125,,Kyle Reifers,96,66
167,T125,,Charl Schwartzel,63,66
168,T125,,Vijay Singh,48,66
169,T125,,Kyle Stanley,104,66
170,T125,,Brett Stegmaier,78,66
171,T125,,Daniel Summerhays,100,66
172,T125,,Hudson Swafford,94,66
173,T125,,Peter Uihlein,23,66
174,T125,,Bubba Watson,71,66
175,T125,,Lee Westwood,37,66
176,T125,,Tim Wilkinson,64,66
177,T178,,Steven Alker,69,67
178,T178,,Mark Anderson,54,67
179,T178,,Aaron Baddeley,61,67
180,T178,,Ricky Barnes,100,67
181,T178,,Zac Blair,105,67
182,T178,,Dominic Bozzelli,69,67
183,T178,,Michael Bradley,8,67
184,T178,,Jonathan Byrd,31,67
185,T178,,Brian Campbell,55,67
186,T178,,Miguel Angel Carballo,63,67
187,T178,,Chad Collins,66,67
188,T178,,Joel Dahmen,46,67
189,T178,,Luke Donald,50,67
190,T178,,Harris English,84,67
191,T178,,Julián Etulain,68,67
192,T178,,Gonzalo Fernandez-Castaño,63,67
193,T178,,Jonathan Garrick,8,67
194,T178,,Jason Gore,12,67
195,T178,,Chesson Hadley,23,67
196,T178,,Brandon Hagy,85,67
197,T178,,David Hearn,93,67
198,T178,,J.J. Henry,92,67
199,T178,,Kramer Hickok,6,67
200,T178,,Hiroshi Iwata,25,67
201,T178,,Andrew Johnston,42,67
202,T178,,Smylie Kaufman,76,67
203,T178,,Chan Kim,6,67
204,T178,,Whee Kim,74,67
205,T178,,David Lingmerth,79,67
206,T178,,Curtis Luck,37,67
207,T178,,Hunter Mahan,73,67
208,T178,,Peter Malnati,91,67
209,T178,,Parker McLachlin,2,67
210,T178,,Phil Mickelson,85,67
211,T178,,Francesco Molinari,75,67
212,T178,,Alex Noren,41,67
213,T178,,Geoff Ogilvy,80,67
214,T178,,C.T. Pan,88,67
215,T178,,J.T. Poston,95,67
216,T178,,Patrick Rodgers,76,67
217,T178,,Chris Stroud,67,67
218,T178,,Brian Stuard,93,67
219,T178,,Miguel Tabuena,12,67
220,T178,,Vaughn Taylor,90,67
221,T178,,Tyrone Van Aswegen,105,67
222,T178,,Chris Wood,31,67
223,T224,,Anders Albertson,3,68
224,T224,,Arjun Atwal,18,68
225,T224,,Charlie Beljan,18,68
226,T224,,Richard Bland,8,68
227,T224,,Jonas Blixt,74,68
228,T224,,Jason Bohn,75,68
229,T224,,Kent Bulle,4,68
230,T224,,Ken Duke,77,68
231,T224,,Ernie Els,52,68
232,T224,,Matthew Fitzpatrick,41,68
233,T224,,Fabián Gómez,61,68
234,T224,,Padraig Harrington,30,68
235,T224,,Tim Herron,20,68
236,T224,,Tom Hoge,54,68
237,T224,,Ryo Ishikawa,56,68
238,T224,,Jerry Kelly,20,68
239,T224,,Kurt Kitayama,6,68
240,T224,,David Lipsky,6,68
241,T224,,Joost Luiten,17,68
242,T224,,Bill Lunde,20,68
243,T224,,Maverick McNealy,12,68
244,T224,,Keith Mitchell,4,68
245,T224,,Bryce Molder,74,68
246,T224,,Joaquin Niemann,6,68
247,T224,,Carlos Ortiz,4,68
248,T224,,Greg Owen,47,68
249,T224,,John Peterson,42,68
250,T224,,Richie Ramsay,6,68
251,T224,,Andres Romero,32,68
252,T224,,Ryan Ruffels,20,68
253,T224,,Jared Sawada,4,68
254,T224,,Robby Shelton,26,68
255,T224,,Chris Smith,5,68
256,T224,,Jordan L Smith,4,68
257,T224,,Zack Sucher,36,68
258,T224,,Andy Sullivan,25,68
259,T224,,Nick Taylor,97,68
260,T224,,Michael Thompson,60,68
261,T224,,D.J. Trahan,15,68
262,T224,,Kevin Tway,96,68
263,T224,,Jeunghun Wang,31,68
264,T224,,Willy Wilcox,36,68
265,T224,,Mark Wilson,39,68
266,T224,,Bobby Wyatt,49,68
267,T268,,Rafael Campos,14,69
268,T268,,Greg Chalmers,75,69
269,T268,,K.J. Choi,72,69
270,T268,,George Coetzee,6,69
271,T268,,Andrew Dodt,4,69
272,T268,,Bob Estes,37,69
273,T268,,Tommy Gainey,20,69
274,T268,,Yuta Ikeda,29,69
275,T268,,Hyung-Sung Kim,3,69
276,T268,,Andrew Loupe,55,69
277,T268,,Steve Marino,39,69
278,T268,,George McNeill,17,69
279,T268,,Daniel Obremski,4,69
280,T268,,Eddie Pepperell,4,69
281,T268,,Tim Petrovic,6,69
282,T268,,Scottie Scheffler,4,69
283,T268,,Young-han Song,14,69
284,T268,,Steve Stricker,48,69
285,T268,,Bernd Wiesberger,37,69
286,T287,,Robert Allenby,12,70
287,T287,,Derek Barron,2,70
288,T287,,"Rich Berberian, Jr.",18,70
289,T287,,Steven Bowditch,59,70
290,T287,,Ángel Cabrera,39,70
291,T287,,Laurie Canter,4,70
292,T287,,Fred Couples,4,70
293,T287,,Cameron Davis,4,70
294,T287,,Brendon de Jonge,32,70
295,T287,,Chip Deason,5,70
296,T287,,Mookie DeMoss,2,70
297,T287,,David Drysdale,4,70
298,T287,,David Duval,9,70
299,T287,,Matthew Griffin,10,70
300,T287,,Wes Homan,2,70
301,T287,,Freddie Jacobson,24,70
302,T287,,Stephan Jaeger,6,70
303,T287,,Thongchai Jaidee,17,70
304,T287,,Colt Knost,11,70
305,T287,,Paul Lawrie,6,70
306,T287,,Michael Lorenzo-Vera,4,70
307,T287,,Jack Maguire,4,70
308,T287,,Yusaku Miyazato,8,70
309,T287,,Mark O'Meara,4,70
310,T287,,Jeff Overton,2,70
311,T287,,Kenny Pigman,6,70
312,T287,,Michael Putnam,21,70
313,T287,,John Senden,40,70
314,T287,,Hideto Tanihara,41,70
315,T287,,Toby Tree,4,70
316,T287,,Charlie Wi,20,70
317,T287,,Fabrizio Zanotti,17,70
318,T287,,Xinjun Zhang,4,70
319,T320,,Brad Adamonis,2,71
320,T320,,Thomas Aiken,4,71
321,T320,,Matt Atkins,4,71
322,T320,,Cyril Bouniol,3,71
323,T320,,Mark Brooks,3,71
324,T320,,Yi Keun Chang,4,71
325,T320,,Roberto Díaz,8,71
326,T320,,Derek Ernst,6,71
327,T320,,Mark Foster,2,71
328,T320,,Ryan Fox,6,71
329,T320,,Brent Grant,2,71
330,T320,,Kevin Hayashi,2,71
331,T320,,Matt Hill,2,71
332,T320,,Max Homa,39,71
333,T320,,K.T. Kim,19,71
334,T320,,Scott Langley,10,71
335,T320,,Lee McCoy,12,71
336,T320,,Colin Monagle,2,71
337,T320,,Alan Morin,4,71
338,T320,,Martin Piller,2,71
339,T320,,John Rollins,14,71
340,T320,,Marcelo Rozo,2,71
341,T320,,Chan Shih-chang,8,71
342,T320,,Richard Sterne,12,71
343,T320,,Brandon Stone,19,71
344,T320,,Aaron Wise,20,71
345,T346,,Riley Arp,2,72
346,T346,,Christian Brand,2,72
347,T346,,Paul Broadhurst,2,72
348,T346,,Zach Cabra,2,72
349,T346,,Wyndham Clark,12,72
350,T346,,Brett Coletta,9,72
351,T346,,Erik Compton,2,72
352,T346,,Ben Curtis,4,72
353,T346,,Joseph Dean,4,72
354,T346,,Chris Evans,4,72
355,T346,,Brice Garnett,4,72
356,T346,,Mark Hensby,4,72
357,T346,,Austin James,2,72
358,T346,,Marty Jertson,2,72
359,T346,,Michael Johnson,6,72
360,T346,,Pablo Larrazabal,8,72
361,T346,,Alexander Levy,10,72
362,T346,,Tyler Light,4,72
363,T346,,Dru Love,11,72
364,T346,,Shaun Micheel,7,72
365,T346,,Matthew Millar,4,72
366,T346,,Garrett Osborn,4,72
367,T346,,"Ted Potter, Jr.",6,72
368,T346,,Ted Purdy,12,72
369,T346,,Brian Rowell,2,72
370,T346,,Jason Schmuhl,2,72
371,T346,,Joel Stalter,2,72
372,T346,,Julian Suri,2,72
373,T346,,Brendon Todd,21,72
374,T346,,David Toms,8,72
375,T346,,Danny Willett,29,72
376,T377,,Mason Andersen,2,73
377,T377,,Alexander Björk,2,73
378,T377,,Cameron Champ,4,73
379,T377,,Darren Clarke,2,73
380,T377,,Connor Syme,2,73
381,T377,,Bradley Dredge,6,73
382,T377,,Brett Drewitt,57,73
383,T377,,Tadd Fujikawa,2,73
384,T377,,Jhared Hack,2,73
385,T377,,Stewart Hagestad,6,73
386,T377,,Mike Hendry,6,73
387,T377,,Shugo Imahira,2,73
388,T377,,Shiv Kapur,2,73
389,T377,,Troy Kelly,5,73
